osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,junction,tunnel
183522027,,tertiary,60,True,False,92.805,"LINESTRING (-54.2996882 -15.5627756, -54.2998173 -15.5619503)",2,Avenida Cuiabá,,
318326213,,residential,60,False,False,159.131,"LINESTRING (-54.2996882 -15.5627756, -54.298221 -15.5625513)",,Rua Frederico Westphalen,,
318326213,,residential,60,False,True,11.491,"LINESTRING (-54.2996882 -15.5627756, -54.2997942 -15.5627915)",,Rua Frederico Westphalen,,
183684928,,secondary,,True,False,10.036,"LINESTRING (-54.2974063 -15.5572109, -54.2973708 -15.5571815, -54.297347 -15.5571426)",2,,roundabout,
183223214,,residential,60,False,False,27.0,"LINESTRING (-54.3011554 -15.5640889, -54.3012395 -15.56386)",,Rua Manaus,,
183522051,,residential,60,False,False,105.819,"LINESTRING (-54.3011554 -15.5640889, -54.3020397 -15.5645131)",,Avenida Silvério M. Danieli,,
183522051,,residential,60,False,True,175.647,"LINESTRING (-54.3011554 -15.5640889, -54.2996903 -15.5633795)",,Avenida Silvério M. Danieli,,
183223214,,residential,60,False,False,13.5,"LINESTRING (-54.3022718 -15.5579772, -54.3022952 -15.5578579)",,Rua Manaus,,
183223214,,residential,60,False,True,95.87,"LINESTRING (-54.3022718 -15.5579772, -54.3020812 -15.5588196)",,Rua Manaus,,
183684918,,tertiary,60,True,False,164.638,"LINESTRING (-54.3022718 -15.5579772, -54.300757 -15.5577268)",2,Avenida São João,,
183228390,,residential,60,False,False,128.05,"LINESTRING (-54.2965838 -15.5629022, -54.2959861 -15.5638995)",,Rua Presidente Kennedy,,
494252065,,tertiary,60,False,True,101.152,"LINESTRING (-54.2965838 -15.5629022, -54.2974146 -15.5633346)",,Rua do Comércio,,
494252065,,tertiary,60,False,False,141.8,"LINESTRING (-54.2965838 -15.5629022, -54.2956083 -15.5623994, -54.2954166 -15.5623006)",,Rua do Comércio,,
494252065,,tertiary,60,False,True,16.245,"LINESTRING (-54.2952856 -15.562227, -54.2954166 -15.5623006)",,Rua do Comércio,,
183603512,,tertiary,60,False,True,111.638,"LINESTRING (-54.3005002 -15.5649652, -54.3014286 -15.5654214)",,Rua do Comércio,,
494252078,,tertiary,,True,False,33.963,"LINESTRING (-54.3005002 -15.5649652, -54.3003819 -15.5649239, -54.3002053 -15.5648532)",,Rua do Comércio,,
183522076,,residential,60,True,False,51.967,"LINESTRING (-54.3019103 -15.5569179, -54.3023904 -15.556985)",1,Rua Blumenau,,
183522081,,residential,60,False,True,95.294,"LINESTRING (-54.3019103 -15.5569179, -54.3017846 -15.5577663)",,Rua Dourados,,
183223214,,residential,60,False,True,97.596,"LINESTRING (-54.3023904 -15.556985, -54.3022952 -15.5578579)",,Rua Manaus,,
183522076,,residential,60,True,False,170.156,"LINESTRING (-54.3023904 -15.556985, -54.3039526 -15.557262)",1,Rua Blumenau,,
183684908,,secondary,60,True,False,92.256,"LINESTRING (-54.2975243 -15.5572247, -54.2974001 -15.5580457)",2,Avenida Porto Alegre,,
183684928,,secondary,,True,False,13.085,"LINESTRING (-54.2975243 -15.5572247, -54.2974841 -15.5572311, -54.2974437 -15.5572264, -54.2974063 -15.5572109)",2,,roundabout,
183684917,,tertiary,60,True,False,157.43,"LINESTRING (-54.2990942 -15.5573392, -54.3005463 -15.5575573)",2,Avenida São João,,
183684930,,tertiary,,True,False,7.609999999999999,"LINESTRING (-54.3005463 -15.5575573, -54.30057 -15.5575318, -54.3005996 -15.5575129)",2,,roundabout,
183684919,,tertiary,60,True,False,107.431,"LINESTRING (-54.3007955 -15.5576066, -54.3017846 -15.5577663)",2,Avenida São João,,
183684930,,tertiary,,True,False,14.48,"LINESTRING (-54.3007955 -15.5576066, -54.3007979 -15.5576392, -54.300792 -15.5576713, -54.300757 -15.5577268)",2,,roundabout,
183522081,,residential,60,False,False,95.294,"LINESTRING (-54.3017846 -15.5577663, -54.3019103 -15.5569179)",,Rua Dourados,,
183684919,,tertiary,60,True,False,55.636,"LINESTRING (-54.3017846 -15.5577663, -54.3022952 -15.5578579)",2,Avenida São João,,
183522132,,tertiary,60,False,True,96.586,"LINESTRING (-54.2956094 -15.5578173, -54.2956832 -15.558683)",,Rua Olivério Porta,,
183223214,,residential,60,False,False,97.596,"LINESTRING (-54.3022952 -15.5578579, -54.3023904 -15.556985)",,Rua Manaus,,
183223214,,residential,60,False,True,13.5,"LINESTRING (-54.3022952 -15.5578579, -54.3022718 -15.5579772)",,Rua Manaus,,
183684919,,tertiary,60,True,False,152.426,"LINESTRING (-54.3022952 -15.5578579, -54.3036977 -15.5580894)",2,Avenida São João,,
494333196,,tertiary,60,False,False,98.016,"LINESTRING (-54.2961073 -15.5578326, -54.2961824 -15.5587111)",,Rua Rio de Janeiro,,
183218241,,secondary,60,True,False,92.018,"LINESTRING (-54.297264 -15.558027, -54.2974063 -15.5572109)",2,Avenida Porto Alegre,,
183522140,,residential,60,True,False,125.778,"LINESTRING (-54.297264 -15.558027, -54.2961073 -15.5578326)",1,Rua Rondonópolis,,
183522140,,residential,60,True,False,14.727,"LINESTRING (-54.2974001 -15.5580457, -54.297264 -15.558027)",1,Rua Rondonópolis,,
183684908,,secondary,60,True,False,93.314,"LINESTRING (-54.2974001 -15.5580457, -54.2972298 -15.5588687)",2,Avenida Porto Alegre,,
183684864,,tertiary,60,True,False,85.85,"LINESTRING (-54.3038014 -15.5580202, -54.3039526 -15.557262)",2,Avenida Campo Grande,,
183684927,,tertiary,,True,False,12.557,"LINESTRING (-54.3038014 -15.5580202, -54.3038405 -15.5580193, -54.3038784 -15.5580284, -54.3039124 -15.5580469)",2,,roundabout,
138223515,,residential,60,True,False,98.801,"LINESTRING (-54.2989191 -15.5583129, -54.2990741 -15.557437)",1,Rua Piracicaba,,
183522140,,residential,60,True,False,165.407,"LINESTRING (-54.2989191 -15.5583129, -54.2974001 -15.5580457)",1,Rua Rondonópolis,,
183522027,,tertiary,60,True,False,94.392,"LINESTRING (-54.3004141 -15.5585636, -54.3005635 -15.557727)",2,Avenida Cuiabá,,
183522140,,residential,60,True,False,162.553,"LINESTRING (-54.3004141 -15.5585636, -54.2989191 -15.5583129)",1,Rua Rondonópolis,,
183522137,,residential,60,True,False,98.6,"LINESTRING (-54.2961824 -15.5587111, -54.2970903 -15.5588571)",1,Rua Poxoréu,,
494333196,,tertiary,60,False,False,95.708,"LINESTRING (-54.2961824 -15.5587111, -54.2962665 -15.559568)",,Rua Rio de Janeiro,,
494333196,,tertiary,60,False,True,98.016,"LINESTRING (-54.2961824 -15.5587111, -54.2961073 -15.5578326)",,Rua Rio de Janeiro,,
183522140,,residential,60,True,False,13.906,"LINESTRING (-54.300542 -15.558585, -54.3004141 -15.5585636)",1,Rua Rondonópolis,,
183684881,,tertiary,60,True,False,87.649,"LINESTRING (-54.300542 -15.558585, -54.3003904 -15.5593596)",2,Avenida Cuiabá,,
183522132,,tertiary,60,False,False,96.586,"LINESTRING (-54.2956832 -15.558683, -54.2956094 -15.5578173)",,Rua Olivério Porta,,
183522132,,tertiary,60,False,True,96.179,"LINESTRING (-54.2956832 -15.558683, -54.2957599 -15.5595448)",,Rua Olivério Porta,,
183218241,,secondary,60,True,False,94.16,"LINESTRING (-54.2970903 -15.5588571, -54.297264 -15.558027)",2,Avenida Porto Alegre,,
183522137,,residential,60,True,False,14.999,"LINESTRING (-54.2970903 -15.5588571, -54.2972298 -15.5588687)",1,Rua Poxoréu,,
183522137,,residential,60,True,False,167.175,"LINESTRING (-54.2972298 -15.5588687, -54.2987666 -15.5591304)",1,Rua Poxoréu,,
183684908,,secondary,60,True,False,95.011,"LINESTRING (-54.2972298 -15.5588687, -54.2970742 -15.5597099)",2,Avenida Porto Alegre,,
183223214,,residential,60,False,False,95.87,"LINESTRING (-54.3020812 -15.5588196, -54.3022718 -15.5579772)",,Rua Manaus,,
183223214,,residential,60,False,True,95.921,"LINESTRING (-54.3020812 -15.5588196, -54.3019384 -15.5596712)",,Rua Manaus,,
183522140,,residential,60,True,False,166.931,"LINESTRING (-54.3020812 -15.5588196, -54.300542 -15.558585)",1,Rua Rondonópolis,,
138223515,,residential,60,True,False,92.358,"LINESTRING (-54.2987666 -15.5591304, -54.2989191 -15.5583129)",1,Rua Piracicaba,,
183522137,,residential,60,True,False,164.314,"LINESTRING (-54.2987666 -15.5591304, -54.3002847 -15.5593421)",1,Rua Poxoréu,,
183522140,,residential,60,True,False,165.562,"LINESTRING (-54.3036057 -15.5590646, -54.3020812 -15.5588196)",1,Rua Rondonópolis,,
183522200,,tertiary,60,True,False,88.416,"LINESTRING (-54.3036057 -15.5590646, -54.3037557 -15.5582827)",2,Avenida Campo Grande,,
183522027,,tertiary,60,True,False,87.668,"LINESTRING (-54.3002847 -15.5593421, -54.3004141 -15.5585636)",2,Avenida Cuiabá,,
183522137,,residential,60,True,False,11.489,"LINESTRING (-54.3002847 -15.5593421, -54.3003904 -15.5593596)",1,Rua Poxoréu,,
183522137,,residential,60,True,False,169.403,"LINESTRING (-54.3003904 -15.5593596, -54.3019384 -15.5596712)",1,Rua Poxoréu,,
183684881,,tertiary,60,True,False,102.118,"LINESTRING (-54.3003904 -15.5593596, -54.3002469 -15.5602675)",2,Avenida Cuiabá,,
183522132,,tertiary,60,False,False,96.179,"LINESTRING (-54.2957599 -15.5595448, -54.2956832 -15.558683)",,Rua Olivério Porta,,
183522132,,tertiary,60,False,True,42.473,"LINESTRING (-54.2957599 -15.5595448, -54.2957851 -15.559926)",,Rua Olivério Porta,,
727623587,,residential,,False,True,26.565,"LINESTRING (-54.2957599 -15.5595448, -54.2960074 -15.5595297)",,,,
183223214,,residential,60,False,False,95.921,"LINESTRING (-54.3019384 -15.5596712, -54.3020812 -15.5588196)",,Rua Manaus,,
183223214,,residential,60,False,True,93.575,"LINESTRING (-54.3019384 -15.5596712, -54.3017918 -15.5605008)",,Rua Manaus,,
183522137,,residential,60,True,False,164.339,"LINESTRING (-54.3019384 -15.5596712, -54.3034554 -15.5598916)",1,Rua Poxoréu,,
494333193,MT-130,secondary,,False,True,120.034,"LINESTRING (-54.2960074 -15.5595297, -54.2960865 -15.5606065)",,Rota dos Grãos,,
727623587,,residential,,False,False,26.565,"LINESTRING (-54.2960074 -15.5595297, -54.2957599 -15.5595448)",,,,
727623588,,residential,,False,True,28.08,"LINESTRING (-54.2960074 -15.5595297, -54.2962665 -15.559568)",,,,
494333196,,tertiary,60,False,False,86.15,"LINESTRING (-54.2962665 -15.559568, -54.2963142 -15.5603414)",,Rua Rio de Janeiro,,
494333196,,tertiary,60,False,True,95.708,"LINESTRING (-54.2962665 -15.559568, -54.2961824 -15.5587111)",,Rua Rio de Janeiro,,
727623588,,residential,,False,False,28.08,"LINESTRING (-54.2962665 -15.559568, -54.2960074 -15.5595297)",,,,
183218241,,secondary,60,True,False,93.615,"LINESTRING (-54.296956 -15.559689, -54.2970903 -15.5588571)",2,Avenida Porto Alegre,,
1252519146,,residential,60,True,False,75.075,"LINESTRING (-54.296956 -15.559689, -54.2962665 -15.559568)",1,Rua Paranatinga,,
183684908,,secondary,60,True,False,95.599,"LINESTRING (-54.2970742 -15.5597099, -54.2969362 -15.5605593)",2,Avenida Porto Alegre,,
183522137,,residential,60,True,False,13.751,"LINESTRING (-54.3034554 -15.5598916, -54.3035821 -15.5599115)",1,Rua Poxoréu,,
183522200,,tertiary,60,True,False,93.357,"LINESTRING (-54.3034554 -15.5598916, -54.3036057 -15.5590646)",2,Avenida Campo Grande,,
138223515,,residential,60,True,False,95.416,"LINESTRING (-54.2986188 -15.5599766, -54.2987666 -15.5591304)",1,Rua Piracicaba,,
183522133,,residential,60,True,False,168.094,"LINESTRING (-54.2986188 -15.5599766, -54.2970742 -15.5597099)",1,Rua Paranatinga,,
183522027,,tertiary,60,True,False,102.105,"LINESTRING (-54.3001413 -15.5602499, -54.3002847 -15.5593421)",2,Avenida Cuiabá,,
183522133,,residential,60,True,False,165.897,"LINESTRING (-54.3001413 -15.5602499, -54.2986188 -15.5599766)",1,Rua Paranatinga,,
183522133,,residential,60,True,False,11.48,"LINESTRING (-54.3002469 -15.5602675, -54.3001413 -15.5602499)",1,Rua Paranatinga,,
183684881,,tertiary,60,True,False,96.178,"LINESTRING (-54.3002469 -15.5602675, -54.3000753 -15.5611165)",2,Avenida Cuiabá,,
183522132,,tertiary,60,False,False,51.251,"LINESTRING (-54.2958197 -15.5603857, -54.2957851 -15.559926)",,Rua Olivério Porta,,
494333193,MT-130,secondary,,False,False,55.605,"LINESTRING (-54.2961194 -15.5613196, -54.2961025 -15.5608198)",,Rota dos Grãos,,
702289879,MT-130,secondary,,True,False,69.85499999999999,"LINESTRING (-54.2961194 -15.5613196, -54.2962323 -15.5615517, -54.2963058 -15.5616955, -54.2964287 -15.5618709)",,Rota dos Grãos,,
494333196,,tertiary,60,False,True,13.979,"LINESTRING (-54.2963219 -15.5604669, -54.2963142 -15.5603414)",,Rua Rio de Janeiro,,
1224717653,,residential,60,True,False,53.617,"LINESTRING (-54.2963219 -15.5604669, -54.2968167 -15.5605397)",1,Rua Corumbá,,
494333196,,tertiary,60,False,False,151.321,"LINESTRING (-54.2963219 -15.5604669, -54.2964304 -15.5616276, -54.2964701 -15.561702, -54.296525 -15.5617285, -54.2965794 -15.5617336)",,Rua Rio de Janeiro,,
183218241,,secondary,60,True,False,95.763,"LINESTRING (-54.2968167 -15.5605397, -54.296956 -15.559689)",2,Avenida Porto Alegre,,
183684908,,secondary,60,True,False,98.312,"LINESTRING (-54.2969362 -15.5605593, -54.2967822 -15.5614309)",2,Avenida Porto Alegre,,
318326212,,residential,60,True,False,169.354,"LINESTRING (-54.2969362 -15.5605593, -54.29849 -15.5608405)",1,Rua Corumbá,,
183223214,,residential,60,False,False,93.575,"LINESTRING (-54.3017918 -15.5605008, -54.3019384 -15.5596712)",,Rua Manaus,,
183223214,,residential,60,False,True,93.87,"LINESTRING (-54.3017918 -15.5605008, -54.3016369 -15.5613317)",,Rua Manaus,,
183522133,,residential,60,True,False,167.51,"LINESTRING (-54.3017918 -15.5605008, -54.3002469 -15.5602675)",1,Rua Paranatinga,,
183522133,,residential,60,True,False,164.966,"LINESTRING (-54.3033081 -15.5607602, -54.3017918 -15.5605008)",1,Rua Paranatinga,,
183522200,,tertiary,60,True,False,97.864,"LINESTRING (-54.3033081 -15.5607602, -54.3034554 -15.5598916)",2,Avenida Campo Grande,,
138223515,,residential,60,True,False,97.047,"LINESTRING (-54.29849 -15.5608405, -54.2986188 -15.5599766)",1,Rua Piracicaba,,
318326212,,residential,60,True,False,161.09,"LINESTRING (-54.29849 -15.5608405, -54.2999697 -15.561099)",1,Rua Corumbá,,
183522027,,tertiary,60,True,False,96.188,"LINESTRING (-54.2999697 -15.561099, -54.3001413 -15.5602499)",2,Avenida Cuiabá,,
318326212,,residential,60,True,False,11.478,"LINESTRING (-54.2999697 -15.561099, -54.3000753 -15.5611165)",1,Rua Corumbá,,
183684881,,tertiary,60,True,False,96.067,"LINESTRING (-54.3000753 -15.5611165, -54.299923 -15.5619679)",2,Avenida Cuiabá,,
318326212,,residential,60,True,False,168.98,"LINESTRING (-54.3000753 -15.5611165, -54.3016369 -15.5613317)",1,Rua Corumbá,,
183223214,,residential,60,False,False,93.87,"LINESTRING (-54.3016369 -15.5613317, -54.3017918 -15.5605008)",,Rua Manaus,,
183223214,,residential,60,False,True,99.253,"LINESTRING (-54.3016369 -15.5613317, -54.3014787 -15.5622112)",,Rua Manaus,,
318326212,,residential,60,True,False,165.224,"LINESTRING (-54.3016369 -15.5613317, -54.303152 -15.5616102)",1,Rua Corumbá,,
183218241,,secondary,60,True,False,98.312,"LINESTRING (-54.2966627 -15.5614113, -54.2968167 -15.5605397)",2,Avenida Porto Alegre,,
183522075,,residential,60,True,False,12.985,"LINESTRING (-54.2967822 -15.5614309, -54.2966627 -15.5614113)",1,Rua Bento Gonçalves,,
183684908,,secondary,60,True,False,45.002,"LINESTRING (-54.2967822 -15.5614309, -54.2967176 -15.5618308)",2,Avenida Porto Alegre,,
183522200,,tertiary,60,True,False,95.984,"LINESTRING (-54.303152 -15.5616102, -54.3033081 -15.5607602)",2,Avenida Campo Grande,,
318326212,,residential,60,True,False,14.189,"LINESTRING (-54.303152 -15.5616102, -54.303282 -15.5616347)",1,Rua Corumbá,,
138223515,,residential,60,True,False,96.02,"LINESTRING (-54.298344 -15.5616925, -54.29849 -15.5608405)",1,Rua Piracicaba,,
183522075,,residential,60,True,False,169.808,"LINESTRING (-54.298344 -15.5616925, -54.2967822 -15.5614309)",1,Rua Bento Gonçalves,,
183522027,,tertiary,60,True,False,96.058,"LINESTRING (-54.2998173 -15.5619503, -54.2999697 -15.561099)",2,Avenida Cuiabá,,
183522075,,residential,60,True,False,160.401,"LINESTRING (-54.2998173 -15.5619503, -54.298344 -15.5616925)",1,Rua Bento Gonçalves,,
183522075,,residential,60,True,False,11.49,"LINESTRING (-54.299923 -15.5619679, -54.2998173 -15.5619503)",1,Rua Bento Gonçalves,,
183684881,,tertiary,60,True,False,92.614,"LINESTRING (-54.299923 -15.5619679, -54.2997942 -15.5627915)",2,Avenida Cuiabá,,
183522051,,residential,60,False,False,172.605,"LINESTRING (-54.2967176 -15.5618308, -54.2981528 -15.5625365)",,Avenida Silvério M. Danieli,,
702289881,,secondary,,True,False,11.973,"LINESTRING (-54.2967176 -15.5618308, -54.29668 -15.5619322)",,Avenida Porto Alegre,,
183223214,,residential,60,False,False,99.253,"LINESTRING (-54.3014787 -15.5622112, -54.3016369 -15.5613317)",,Rua Manaus,,
183223214,,residential,60,False,True,88.922,"LINESTRING (-54.3014787 -15.5622112, -54.3013938 -15.5630067)",,Rua Manaus,,
183522075,,residential,60,True,False,168.826,"LINESTRING (-54.3014787 -15.5622112, -54.299923 -15.5619679)",1,Rua Bento Gonçalves,,
183522075,,residential,60,True,False,167.879,"LINESTRING (-54.3030207 -15.562481, -54.3014787 -15.5622112)",1,Rua Bento Gonçalves,,
183522200,,tertiary,60,True,False,97.845,"LINESTRING (-54.3030207 -15.562481, -54.303152 -15.5616102)",2,Avenida Campo Grande,,
183684881,,tertiary,60,True,False,66.323,"LINESTRING (-54.2997942 -15.5627915, -54.2996903 -15.5633795)",2,Avenida Cuiabá,,
318326213,,residential,60,False,False,11.491,"LINESTRING (-54.2997942 -15.5627915, -54.2996882 -15.5627756)",,Rua Frederico Westphalen,,
318326213,,residential,60,False,True,173.009,"LINESTRING (-54.2997942 -15.5627915, -54.3013938 -15.5630067)",,Rua Frederico Westphalen,,
183223214,,residential,60,False,False,88.922,"LINESTRING (-54.3013938 -15.5630067, -54.3014787 -15.5622112)",,Rua Manaus,,
183223214,,residential,60,False,True,96.312,"LINESTRING (-54.3013938 -15.5630067, -54.3012395 -15.56386)",,Rua Manaus,,
318326213,,residential,60,False,False,173.009,"LINESTRING (-54.3013938 -15.5630067, -54.2997942 -15.5627915)",,Rua Frederico Westphalen,,
318326213,,residential,60,False,True,163.633,"LINESTRING (-54.3013938 -15.5630067, -54.3028983 -15.5632616)",,Rua Frederico Westphalen,,
183522027,,tertiary,60,True,False,63.107,"LINESTRING (-54.2995876 -15.5633348, -54.2996882 -15.5627756)",2,Avenida Cuiabá,,
183522051,,residential,60,False,False,12.072,"LINESTRING (-54.2995876 -15.5633348, -54.2996903 -15.5633795)",,Avenida Silvério M. Danieli,,
183522051,,residential,60,False,True,170.351,"LINESTRING (-54.2995876 -15.5633348, -54.298221 -15.5625513)",,Avenida Silvério M. Danieli,,
183522200,,tertiary,60,True,False,87.784,"LINESTRING (-54.3028983 -15.5632616, -54.3030207 -15.562481)",2,Avenida Campo Grande,,
318326213,,residential,60,False,False,163.633,"LINESTRING (-54.3028983 -15.5632616, -54.3013938 -15.5630067)",,Rua Frederico Westphalen,,
318326213,,residential,60,False,True,15.558,"LINESTRING (-54.3028983 -15.5632616, -54.3030427 -15.5632766)",,Rua Frederico Westphalen,,
183522051,,residential,60,False,False,175.647,"LINESTRING (-54.2996903 -15.5633795, -54.3011554 -15.5640889)",,Avenida Silvério M. Danieli,,
183522051,,residential,60,False,True,12.072,"LINESTRING (-54.2996903 -15.5633795, -54.2995876 -15.5633348)",,Avenida Silvério M. Danieli,,
183684881,,tertiary,60,True,False,44.288,"LINESTRING (-54.2996903 -15.5633795, -54.2996277 -15.5637732)",2,Avenida Cuiabá,,
183522027,,tertiary,60,True,False,43.922,"LINESTRING (-54.2995213 -15.5637246, -54.2995876 -15.5633348)",2,Avenida Cuiabá,,
727623631,,tertiary,,True,False,13.431000000000001,"LINESTRING (-54.2995213 -15.5637246, -54.2995526 -15.5637237, -54.2995827 -15.5637322, -54.2996086 -15.5637493, -54.2996277 -15.5637732)",,,roundabout,
183223214,,residential,60,False,False,96.312,"LINESTRING (-54.3012395 -15.56386, -54.3013938 -15.5630067)",,Rua Manaus,,
183223214,,residential,60,False,True,27.0,"LINESTRING (-54.3012395 -15.56386, -54.3011554 -15.5640889)",,Rua Manaus,,
183522131,,residential,60,False,False,98.184,"LINESTRING (-54.3012395 -15.56386, -54.3021441 -15.5640024)",,Rua Nova Esperança,,
183522131,,residential,60,False,False,15.315,"LINESTRING (-54.3027429 -15.5641004, -54.3028837 -15.5641243)",,Rua Nova Esperança,,
183522131,,residential,60,False,True,65.061,"LINESTRING (-54.3027429 -15.5641004, -54.3021441 -15.5640024)",,Rua Nova Esperança,,
183522200,,tertiary,60,True,False,94.744,"LINESTRING (-54.3027429 -15.5641004, -54.3028983 -15.5632616)",2,Avenida Campo Grande,,
183522200,,tertiary,60,True,False,55.792,"LINESTRING (-54.3025245 -15.5652849, -54.3025516 -15.5651754, -54.3026256 -15.5647928)",2,Avenida Campo Grande,,
183684925,,tertiary,,True,False,11.975,"LINESTRING (-54.3025245 -15.5652849, -54.3025529 -15.5652864, -54.3025794 -15.5652962, -54.3026016 -15.5653133, -54.3026216 -15.5653301)",,,roundabout,
183522140,,residential,60,True,False,13.199,"LINESTRING (-54.3037279 -15.5590798, -54.3036057 -15.5590646)",1,Rua Rondonópolis,,
183684862,,tertiary,60,True,False,93.79,"LINESTRING (-54.3037279 -15.5590798, -54.3035821 -15.5599115)",2,Avenida Campo Grande,,
183684862,,tertiary,60,True,False,97.269,"LINESTRING (-54.3035821 -15.5599115, -54.3034264 -15.5607733)",2,Avenida Campo Grande,,
183522133,,residential,60,True,False,12.756,"LINESTRING (-54.3034264 -15.5607733, -54.3033081 -15.5607602)",1,Rua Paranatinga,,
183684862,,tertiary,60,True,False,97.024,"LINESTRING (-54.3034264 -15.5607733, -54.303282 -15.5616347)",2,Avenida Campo Grande,,
183684862,,tertiary,60,True,False,96.734,"LINESTRING (-54.303282 -15.5616347, -54.3031262 -15.5624916)",2,Avenida Campo Grande,,
183527792,,residential,60,True,False,125.216,"LINESTRING (-54.2954166 -15.5623006, -54.2948276 -15.5632733)",2,Avenida Brasil,,
494252065,,tertiary,60,False,False,16.245,"LINESTRING (-54.2954166 -15.5623006, -54.2952856 -15.562227)",,Rua do Comércio,,
494252065,,tertiary,60,False,True,141.8,"LINESTRING (-54.2954166 -15.5623006, -54.2956083 -15.5623994, -54.2965838 -15.5629022)",,Rua do Comércio,,
183522075,,residential,60,True,False,11.362,"LINESTRING (-54.3031262 -15.5624916, -54.3030207 -15.562481)",1,Rua Bento Gonçalves,,
183684862,,tertiary,60,True,False,87.745,"LINESTRING (-54.3031262 -15.5624916, -54.3030427 -15.5632766)",2,Avenida Campo Grande,,
183527801,,residential,60,False,True,142.296,"LINESTRING (-54.2948276 -15.5632733, -54.2959861 -15.5638995)",,Rua Juscelino Kubitschek,,
183684862,,tertiary,60,True,False,95.786,"LINESTRING (-54.3030427 -15.5632766, -54.3028837 -15.5641243)",2,Avenida Campo Grande,,
318326213,,residential,60,False,False,15.558,"LINESTRING (-54.3030427 -15.5632766, -54.3028983 -15.5632616)",,Rua Frederico Westphalen,,
183228390,,residential,60,False,False,75.38,"LINESTRING (-54.2959861 -15.5638995, -54.2956388 -15.5644891)",,Rua Presidente Kennedy,,
183228390,,residential,60,False,True,128.05,"LINESTRING (-54.2959861 -15.5638995, -54.2965838 -15.5629022)",,Rua Presidente Kennedy,,
183527801,,residential,60,False,False,142.296,"LINESTRING (-54.2959861 -15.5638995, -54.2948276 -15.5632733)",,Rua Juscelino Kubitschek,,
183527801,,residential,60,False,True,145.186,"LINESTRING (-54.2959861 -15.5638995, -54.2971747 -15.564527)",,Rua Juscelino Kubitschek,,
183522131,,residential,60,False,True,15.315,"LINESTRING (-54.3028837 -15.5641243, -54.3027429 -15.5641004)",,Rua Nova Esperança,,
183684862,,tertiary,60,True,False,80.065,"LINESTRING (-54.3028837 -15.5641243, -54.3027533 -15.5648333)",2,Avenida Campo Grande,,
183228390,,residential,60,False,False,104.172,"LINESTRING (-54.2956388 -15.5644891, -54.2951811 -15.5653157)",,Rua Presidente Kennedy,,
183228390,,residential,60,False,True,75.38,"LINESTRING (-54.2956388 -15.5644891, -54.2959861 -15.5638995)",,Rua Presidente Kennedy,,
183527797,,residential,60,False,True,146.279,"LINESTRING (-54.2956388 -15.5644891, -54.296842 -15.5651113)",,Rua Castelo Branco,,
183527801,,residential,60,False,False,145.186,"LINESTRING (-54.2971747 -15.564527, -54.2959861 -15.5638995)",,Rua Juscelino Kubitschek,,
183527801,,residential,60,False,True,148.189,"LINESTRING (-54.2971747 -15.564527, -54.2984948 -15.5649256)",,Rua Juscelino Kubitschek,,
318325558,,residential,60,False,False,74.104,"LINESTRING (-54.2971747 -15.564527, -54.296842 -15.5651113)",,Rua Rafael Borguetti,,
318325558,,residential,60,False,True,98.626,"LINESTRING (-54.2971747 -15.564527, -54.2976238 -15.5637527)",,Rua Rafael Borguetti,,
