osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction,bridge
151857785,True,2,SP-010;BR-381,Rodovia Fernão Dias,motorway,100,False,183.792,"LINESTRING (-46.4148424 -22.8933616, -46.4149725 -22.8935099, -46.4151107 -22.8936532, -46.4153199 -22.8938509, -46.4155841 -22.8940745, -46.4159395 -22.8943315, -46.4161487 -22.8944871)",,,
481605247,True,1,,,motorway_link,,False,87.31099999999999,"LINESTRING (-46.4148424 -22.8933616, -46.4151173 -22.8935753, -46.4152863 -22.8937156, -46.4154996 -22.8938607)",,,
481432264,False,,,,tertiary,,False,163.289,"LINESTRING (-46.4186981 -22.8887928, -46.4186083 -22.8889979, -46.4184983 -22.8891795, -46.4184138 -22.8893154, -46.4181302 -22.8897259, -46.4179963 -22.8898957, -46.4178725 -22.890043)",,,
481432264,False,,,,tertiary,,True,111.68,"LINESTRING (-46.4186981 -22.8887928, -46.4187451 -22.8886458, -46.4187732 -22.888516, -46.4189422 -22.8878143)",,,
494031275,True,,,Rua Geraldino de Oliveira,tertiary,,False,37.609,"LINESTRING (-46.4131622 -22.8871576, -46.4129083 -22.8869133)",,,
"[490612517, 47994991]",False,,,"['Rua Dante Cagnoto', 'Rua Luiz Camanducci']",residential,,False,192.163,"LINESTRING (-46.4129083 -22.8869133, -46.4126943 -22.8865917, -46.4125424 -22.8863796, -46.4122302 -22.8859467, -46.4122018 -22.8859214, -46.412169 -22.8859078, -46.4121311 -22.8859158, -46.4116962 -22.8861648)",,,
400353219,False,,,,residential,,False,283.876,"LINESTRING (-46.4162848 -22.8916928, -46.4164813 -22.8917011, -46.4166597 -22.8916974, -46.417015 -22.8916715, -46.4174564 -22.8916281, -46.4176279 -22.8915875, -46.4177553 -22.8915455, -46.4178921 -22.8914825, -46.4180155 -22.8914232, -46.4180906 -22.8914022, -46.4181563 -22.891412, -46.418222 -22.8914367, -46.418497 -22.8916184, -46.4188451 -22.8918615)",,,
494031270,False,,,Avenida Nossa Senhora de Fátima,tertiary,,False,72.57900000000001,"LINESTRING (-46.4162848 -22.8916928, -46.4162909 -22.8918099, -46.4163225 -22.8919244, -46.416378 -22.8920409, -46.4164303 -22.8921397, -46.416535 -22.8922919)",,,
548190216,True,,,,tertiary,,False,74.528,"LINESTRING (-46.4162848 -22.8916928, -46.4163697 -22.891761, -46.4164313 -22.8918376, -46.4165091 -22.8920031, -46.4165359 -22.8921551, -46.416535 -22.8922919)",no,,
494031270,False,,,Avenida Nossa Senhora de Fátima,tertiary,,True,36.206,"LINESTRING (-46.4162848 -22.8916928, -46.4162734 -22.8914923, -46.4162703 -22.8913675)",,,
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,14.667,"LINESTRING (-46.4171482 -22.8929863, -46.4171777 -22.89292, -46.4172213 -22.8928751)",,roundabout,
481444957,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,23.013,"LINESTRING (-46.4171482 -22.8929863, -46.4171015 -22.8929551, -46.4170452 -22.892918, -46.4170057 -22.8928891, -46.4169668 -22.8928643)",,,
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,16.823999999999998,"LINESTRING (-46.4174624 -22.8931319, -46.4174187 -22.8931622, -46.4173672 -22.8931794, -46.4173125 -22.8931819)",,roundabout,
481450916,False,,,Rua Fioravante Restivo,tertiary,,False,171.59299999999996,"LINESTRING (-46.4177323 -22.8902435, -46.41764 -22.8903495, -46.417523 -22.8904425, -46.4173691 -22.8905373, -46.4171923 -22.8906333, -46.417043 -22.890701, -46.4167 -22.89083, -46.4164343 -22.8909117, -46.4162733 -22.8909478)",,,
482925572,False,,,Avenida Luiz Scorbaioli,tertiary,,True,308.093,"LINESTRING (-46.4177323 -22.8902435, -46.4175528 -22.8901382, -46.4174429 -22.8900851, -46.417353 -22.8900579, -46.416885 -22.8899072, -46.4161608 -22.8896601, -46.4160079 -22.8895946, -46.4158872 -22.8895279, -46.4157785 -22.8894414, -46.4157048 -22.8893624, -46.4156285 -22.8892473, -46.4153534 -22.8887607)",,,
"[481602385, 840499682, 840499683]",False,,,,tertiary,,"[False, True]",26.523,"LINESTRING (-46.4177323 -22.8902435, -46.4177665 -22.8901947, -46.4178477 -22.8900764, -46.4178725 -22.890043)",,,yes
481463066,False,,,Rua Anunciata Cassiani Tardini,residential,,False,34.233,"LINESTRING (-46.4178725 -22.890043, -46.417589 -22.88988)",,,
481432264,False,,,,tertiary,,True,163.289,"LINESTRING (-46.4178725 -22.890043, -46.4179963 -22.8898957, -46.4181302 -22.8897259, -46.4184138 -22.8893154, -46.4184983 -22.8891795, -46.4186083 -22.8889979, -46.4186981 -22.8887928)",,,
"[481602385, 840499682, 840499683]",False,,,,tertiary,,"[False, True]",26.523,"LINESTRING (-46.4178725 -22.890043, -46.4178477 -22.8900764, -46.4177665 -22.8901947, -46.4177323 -22.8902435)",,,yes
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,18.425,"LINESTRING (-46.4173125 -22.8931819, -46.4172546 -22.8931676, -46.4172047 -22.8931369, -46.4171681 -22.8930932)",,roundabout,
481444959,True,,,,tertiary,,False,24.874000000000002,"LINESTRING (-46.4173125 -22.8931819, -46.4172189 -22.8932097, -46.4171599 -22.8932208, -46.4170761 -22.893229)",,,
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,12.222000000000001,"LINESTRING (-46.4171681 -22.8930932, -46.4171486 -22.8930412, -46.4171482 -22.8929863)",,roundabout,
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,35.336999999999996,"LINESTRING (-46.4172213 -22.8928751, -46.4172541 -22.8928575, -46.4173135 -22.892843, -46.4173748 -22.8928471, -46.4174313 -22.8928696, -46.4174726 -22.8929048, -46.4175057 -22.8929577)",,roundabout,
400353210,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,20.855999999999998,"LINESTRING (-46.4175057 -22.8929577, -46.4175153 -22.8930038, -46.4175109 -22.8930505, -46.4174928 -22.8930943, -46.4174624 -22.8931319)",,roundabout,
481444954,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,42.846000000000004,"LINESTRING (-46.4175057 -22.8929577, -46.4177245 -22.8930791, -46.417874 -22.8931386)",,,
481444956,True,,,Avenida Nossa Senhora de Fátima,tertiary,,False,26.102000000000004,"LINESTRING (-46.4169668 -22.8928643, -46.4170325 -22.8928687, -46.4171103 -22.8928724, -46.4172213 -22.8928751)",,,
