osmid,name,highway,oneway,reversed,length,ref,maxspeed,width,bridge,geometry
241162954,Rua Senador Irineu Bornhausen,residential,False,False,93.687,,,,,"LINESTRING (-49.6987792 -27.5353023, -49.6996709 -27.5350113)"
896752618,Rua Aristiliano Ramos,secondary,False,False,64.052,SC-110,60,6,,"LINESTRING (-49.6987792 -27.5353023, -49.6986387 -27.5347399)"
"[896752618, 876233611, 876233610]",Rua Aristiliano Ramos,secondary,False,True,122.295,SC-110,60,6,yes,"LINESTRING (-49.6987792 -27.5353023, -49.6988064 -27.5354042, -49.6988465 -27.5355212, -49.6991058 -27.5363632)"
241162954,Rua Senador Irineu Bornhausen,residential,False,False,97.481,,,,,"LINESTRING (-49.6996709 -27.5350113, -49.7005877 -27.5346832)"
241162954,Rua Senador Irineu Bornhausen,residential,False,True,93.687,,,,,"LINESTRING (-49.6996709 -27.5350113, -49.6987792 -27.5353023)"
355383562,Rua Prefeito Frederico Probst,residential,False,False,64.761,,,,,"LINESTRING (-49.6996709 -27.5350113, -49.6994457 -27.5344642)"
441950058,Rua José Carlos Koch,residential,False,True,86.264,,,,,"LINESTRING (-49.6957907 -27.5293988, -49.6949716 -27.5296713)"
441951942,Rua Aristiliano Ramos,secondary,False,True,65.92,SC-110,60,6,,"LINESTRING (-49.6957907 -27.5293988, -49.6959626 -27.5299717)"
241162990,Rua Tancredo Neves,residential,False,True,61.575,,,,,"LINESTRING (-49.6949716 -27.5296713, -49.6951692 -27.5301966)"
441950058,Rua José Carlos Koch,residential,False,False,86.264,,,,,"LINESTRING (-49.6949716 -27.5296713, -49.6957907 -27.5293988)"
241162952,Rua Vereador Martinho Wiggers,residential,False,True,82.132,,,,,"LINESTRING (-49.6959626 -27.5299717, -49.6951692 -27.5301966)"
441951942,Rua Aristiliano Ramos,secondary,False,False,65.92,SC-110,60,6,,"LINESTRING (-49.6959626 -27.5299717, -49.6957907 -27.5293988)"
441951942,Rua Aristiliano Ramos,secondary,False,True,62.389,SC-110,60,6,,"LINESTRING (-49.6959626 -27.5299717, -49.696086 -27.530522)"
241162952,Rua Vereador Martinho Wiggers,residential,False,False,82.132,,,,,"LINESTRING (-49.6951692 -27.5301966, -49.6959626 -27.5299717)"
241162990,Rua Tancredo Neves,residential,False,False,61.575,,,,,"LINESTRING (-49.6951692 -27.5301966, -49.6949716 -27.5296713)"
241162990,Rua Tancredo Neves,residential,False,True,66.661,,,,,"LINESTRING (-49.6951692 -27.5301966, -49.6954289 -27.5307501)"
241162989,Rua Germano Schutel,residential,False,True,38.508,,,,,"LINESTRING (-49.6987715 -27.5303948, -49.6989088 -27.530719)"
241162984,Rua Nelson Rosa Brasil,residential,False,False,81.03,,,,,"LINESTRING (-49.6981702 -27.5303912, -49.6974071 -27.5306616)"
241162987,Rua Tiradentes,residential,False,True,59.748,,,,,"LINESTRING (-49.6994764 -27.5305309, -49.6989088 -27.530719)"
241162980,Rua Vereador Frederico Souza Filho,residential,False,True,69.58,,,,,"LINESTRING (-49.696086 -27.530522, -49.6954289 -27.5307501)"
441951942,Rua Aristiliano Ramos,secondary,False,False,62.389,SC-110,60,6,,"LINESTRING (-49.696086 -27.530522, -49.6959626 -27.5299717)"
441951942,Rua Aristiliano Ramos,secondary,False,True,61.092,SC-110,60,6,,"LINESTRING (-49.696086 -27.530522, -49.6961719 -27.5308451, -49.6962289 -27.5310566)"
241162984,Rua Nelson Rosa Brasil,residential,False,False,124.2,,,,,"LINESTRING (-49.6974071 -27.5306616, -49.6962289 -27.5310566)"
241162984,Rua Nelson Rosa Brasil,residential,False,True,81.03,,,,,"LINESTRING (-49.6974071 -27.5306616, -49.6981702 -27.5303912)"
355383563,Rua Prefeito Frederico Probst,residential,False,True,64.073,,,,,"LINESTRING (-49.6974071 -27.5306616, -49.6978114 -27.5311127)"
241162987,Rua Tiradentes,residential,False,False,59.748,,,,,"LINESTRING (-49.6989088 -27.530719, -49.6994764 -27.5305309)"
241162987,Rua Tiradentes,residential,False,True,116.728,,,,,"LINESTRING (-49.6989088 -27.530719, -49.6978114 -27.5311127)"
241162989,Rua Germano Schutel,residential,False,False,38.508,,,,,"LINESTRING (-49.6989088 -27.530719, -49.6987715 -27.5303948)"
241162989,Rua Germano Schutel,residential,False,True,71.069,,,,,"LINESTRING (-49.6989088 -27.530719, -49.6991638 -27.5313168)"
241162980,Rua Vereador Frederico Souza Filho,residential,False,False,69.58,,,,,"LINESTRING (-49.6954289 -27.5307501, -49.696086 -27.530522)"
241162980,Rua Vereador Frederico Souza Filho,residential,False,True,159.642,,,,,"LINESTRING (-49.6954289 -27.5307501, -49.6939191 -27.5312685)"
241162990,Rua Tancredo Neves,residential,False,False,66.661,,,,,"LINESTRING (-49.6954289 -27.5307501, -49.6951692 -27.5301966)"
241162990,Rua Tancredo Neves,residential,False,True,60.229,,,,,"LINESTRING (-49.6954289 -27.5307501, -49.6956226 -27.5312638)"
241162985,Rua Militão Thives,residential,False,False,78.092,,,,,"LINESTRING (-49.6999051 -27.5310696, -49.6991638 -27.5313168)"
241162984,Rua Nelson Rosa Brasil,residential,False,False,64.069,,,,,"LINESTRING (-49.6962289 -27.5310566, -49.6956226 -27.5312638)"
241162984,Rua Nelson Rosa Brasil,residential,False,True,124.2,,,,,"LINESTRING (-49.6962289 -27.5310566, -49.6974071 -27.5306616)"
441951942,Rua Aristiliano Ramos,secondary,False,True,60.495,SC-110,60,6,,"LINESTRING (-49.6962289 -27.5310566, -49.6964063 -27.5315774)"
