osmid,ref,highway,oneway,reversed,length,maxspeed,geometry,name,bridge,access
172594761,BR-427,primary,False,False,52.583,,"LINESTRING (-37.1008491 -6.4601308, -37.1013111 -6.4602443)",,,
172594761,BR-427,primary,False,True,34.27,,"LINESTRING (-37.1008491 -6.4601308, -37.1005572 -6.4600266)",,,
192644066,,residential,False,False,31.616999999999997,60,"LINESTRING (-37.1008491 -6.4601308, -37.100751 -6.4602008, -37.1006812 -6.4602482, -37.1006544 -6.4602708, -37.1006182 -6.4602985)",,,
172594761,BR-427,primary,False,False,58.47,,"LINESTRING (-37.0994407 -6.4594585, -37.0999009 -6.4597181)",,,
173103671,,secondary,False,True,29.55,,"LINESTRING (-37.0994407 -6.4594585, -37.0996237 -6.4592647)",Rua Olegário Vale,,
279163424,,primary,False,False,58.33,,"LINESTRING (-37.0994407 -6.4594585, -37.0992463 -6.4596561, -37.099061 -6.4598226)",Rua Olegário Vale,,
179374054,,residential,False,False,47.702,60,"LINESTRING (-37.097022 -6.4565895, -37.0966914 -6.4568654)",Rua Felipe Guerra,,
196838233,,residential,False,False,130.91,60,"LINESTRING (-37.097022 -6.4565895, -37.0978401 -6.4574411)",Rua Manoel Filipe,,
196838233,,residential,False,True,45.842,60,"LINESTRING (-37.097022 -6.4565895, -37.0967276 -6.456299)",Rua Manoel Filipe,,
"[179374053, 179374054]",,residential,False,"[False, True]",168.87900000000002,60,"LINESTRING (-37.097022 -6.4565895, -37.0972735 -6.456411, -37.0973392 -6.4563763, -37.0974022 -6.456371, -37.0974612 -6.4563963, -37.0981506 -6.4571399)","['Rua Felipe Guerra', 'Rua Alberto Mário']",,
172665939,RN-118;RN-288,primary,True,False,48.342,,"LINESTRING (-37.0952095 -6.4572171, -37.0950861 -6.4568)",Avenida Doutor Carlindo de Souza Dantas,,
180571719,,residential,False,True,12.229,60,"LINESTRING (-37.0952095 -6.4572171, -37.0952865 -6.4571381)",Rua Maria Magdalena de Araújo,,
172665979,,residential,False,False,133.857,60,"LINESTRING (-37.0995949 -6.4573997, -37.0987742 -6.4565142)",Rua Presidente Kennedy,,
172665979,,residential,False,True,35.983,60,"LINESTRING (-37.0995949 -6.4573997, -37.0998149 -6.4576383)",Rua Presidente Kennedy,,
192644253,,residential,False,True,51.457,60,"LINESTRING (-37.0995949 -6.4573997, -37.099206 -6.4576543)",Avenida Coronel Martiniano,,
179374439,RN-118;RN-288,primary,False,False,45.744,,"LINESTRING (-37.0978401 -6.4574411, -37.097543 -6.4577276)",Rua Joaquim Gorgônio,,
196838233,,residential,False,True,130.91,60,"LINESTRING (-37.0978401 -6.4574411, -37.097022 -6.4565895)",Rua Manoel Filipe,,
192469621,,secondary,True,False,108.771,,"LINESTRING (-37.0978401 -6.4574411, -37.0980875 -6.4576896, -37.0984858 -6.4581047, -37.0985254 -6.4581433)",Rua Manoel Felipe,,
179374053,,residential,False,False,54.389,60,"LINESTRING (-37.0988533 -6.4578861, -37.0991953 -6.4582379)",Rua Alberto Mário,,
179374053,,residential,False,True,113.634,60,"LINESTRING (-37.0988533 -6.4578861, -37.0981506 -6.4571399)",Rua Alberto Mário,,
192644253,,residential,False,False,46.722,60,"LINESTRING (-37.0988533 -6.4578861, -37.099206 -6.4576543)",Avenida Coronel Martiniano,,
192644253,,residential,False,True,46.157,60,"LINESTRING (-37.0988533 -6.4578861, -37.0985254 -6.4581433)",Avenida Coronel Martiniano,,
192469621,,secondary,True,False,59.392,,"LINESTRING (-37.0985254 -6.4581433, -37.0988915 -6.4585344)",Rua Manoel Felipe,,
192644253,,residential,False,False,46.157,60,"LINESTRING (-37.0985254 -6.4581433, -37.0988533 -6.4578861)",Avenida Coronel Martiniano,,
192644253,,residential,False,True,45.252,60,"LINESTRING (-37.0985254 -6.4581433, -37.0982303 -6.4584255)",Avenida Coronel Martiniano,,
179374439,RN-118;RN-288,primary,False,True,102.292,,"LINESTRING (-37.0965653 -6.4586777, -37.0972346 -6.4580421)",Rua Joaquim Gorgônio,,
192472099,RN-118;RN-288,primary,False,False,52.758,,"LINESTRING (-37.0965653 -6.4586777, -37.0968879 -6.4590275)",Avenida Doutor Carlindo de Souza Dantas,,
192472099,RN-118;RN-288,primary,False,True,20.012999999999998,,"LINESTRING (-37.0965653 -6.4586777, -37.0964765 -6.4585865, -37.0964393 -6.4585484)",Avenida Doutor Carlindo de Souza Dantas,,
172594762,,residential,False,True,47.051,60,"LINESTRING (-37.0996237 -6.4592647, -37.0999228 -6.4589635)",Rua Olegário Vale,,
173103671,,secondary,False,False,29.55,,"LINESTRING (-37.0996237 -6.4592647, -37.0994407 -6.4594585)",Rua Olegário Vale,,
192472099,RN-118;RN-288,primary,False,False,59.999,,"LINESTRING (-37.0972364 -6.4593815, -37.0976121 -6.4597711)",Avenida Doutor Carlindo de Souza Dantas,,
192472099,RN-118;RN-288,primary,False,True,55.065,,"LINESTRING (-37.0972364 -6.4593815, -37.0968879 -6.4590275)",Avenida Doutor Carlindo de Souza Dantas,,
192467123,,primary,True,False,110.644,,"LINESTRING (-37.0972364 -6.4593815, -37.0976918 -6.4589323, -37.0979541 -6.4586877)",Avenida Coronel Martiniano,,
192467123,,primary,True,False,173.964,,"LINESTRING (-37.0961235 -6.4604882, -37.0972364 -6.4593815)",Avenida Coronel Martiniano,,
192472844,,secondary,False,False,59.013,,"LINESTRING (-37.0961235 -6.4604882, -37.0957543 -6.4601047)",Avenida Seridó,,
522888917,,secondary,False,True,61.15,,"LINESTRING (-37.0961235 -6.4604882, -37.0965186 -6.4608733)",Avenida Seridó,,
192472321,,residential,False,True,58.425,60,"LINESTRING (-37.0983751 -6.4605109, -37.098737 -6.460894)",Avenida Doutor Carlindo de Souza Dantas,,
703402995,,secondary,False,False,107.708,60,"LINESTRING (-37.0983751 -6.4605109, -37.099061 -6.4598226)",Rua Olegário Vale,,
703402995,,secondary,False,True,176.241,60,"LINESTRING (-37.0983751 -6.4605109, -37.097252 -6.4616364)",Rua Olegário Vale,,
847601733,,secondary,False,True,57.821,,"LINESTRING (-37.0983751 -6.4605109, -37.098 -6.4601483)",Avenida Doutor Carlindo de Souza Dantas,,
180571742,,residential,False,False,33.212,60,"LINESTRING (-37.1001738 -6.4623775, -37.1003985 -6.4621791)",Rua Pedro Lucas de Medeiros,,
180571742,,residential,False,True,108.511,60,"LINESTRING (-37.1001738 -6.4623775, -37.0994889 -6.4630769)",Rua Pedro Lucas de Medeiros,,
192472321,,residential,False,False,54.833,60,"LINESTRING (-37.1001738 -6.4623775, -37.1000419 -6.4622399, -37.0998374 -6.462015)",Avenida Doutor Carlindo de Souza Dantas,,
179374037,,residential,False,True,10.17,60,"LINESTRING (-37.0990746 -6.4560798, -37.0991249 -6.4561564)",Rua Capitão Inácio Vale,,
172665945,RN-118;RN-288,primary,True,False,30.775000000000002,,"LINESTRING (-37.0990746 -6.4560798, -37.0990726 -6.4561371, -37.0990545 -6.4561911, -37.0990136 -6.456257, -37.0989639 -6.4563263)",Rua Joaquim Gorgônio,,
172665963,,residential,False,True,91.52,60,"LINESTRING (-37.0979184 -6.4561978, -37.098459 -6.4568214)",Rua João Vitoriano,,
172665979,,residential,False,True,40.709,60,"LINESTRING (-37.0985113 -6.4562577, -37.0987742 -6.4565142)",Rua Presidente Kennedy,,
172665960,,residential,False,False,113.08800000000001,60,"LINESTRING (-37.0949238 -6.456259, -37.0947053 -6.4563963, -37.0944317 -6.4565749, -37.0940749 -6.4568267)",Rua José Paulo Filgueira,,
172665945,RN-118;RN-288,primary,True,False,48.782,,"LINESTRING (-37.0987742 -6.4565142, -37.098459 -6.4568214)",Rua Joaquim Gorgônio,,
172665979,,residential,False,False,40.709,60,"LINESTRING (-37.0987742 -6.4565142, -37.0985113 -6.4562577)",Rua Presidente Kennedy,,
172665979,,residential,False,True,133.857,60,"LINESTRING (-37.0987742 -6.4565142, -37.0995949 -6.4573997)",Rua Presidente Kennedy,,
172665945,RN-118;RN-288,primary,True,False,49.146,,"LINESTRING (-37.098459 -6.4568214, -37.0981506 -6.4571399)",Rua Joaquim Gorgônio,,
172665963,,residential,False,False,91.52,60,"LINESTRING (-37.098459 -6.4568214, -37.0979184 -6.4561978)",Rua João Vitoriano,,
172665963,,residential,False,True,124.055,60,"LINESTRING (-37.098459 -6.4568214, -37.099206 -6.4576543)",Rua João Vitoriano,,
172665960,,residential,False,False,64.174,60,"LINESTRING (-37.0936015 -6.4571872, -37.0932558 -6.4574924, -37.0931757 -6.457579)",Rua José Paulo Filgueira,,
172665960,,residential,False,True,65.931,60,"LINESTRING (-37.0936015 -6.4571872, -37.0938711 -6.4569706, -37.0940749 -6.4568267)",Rua José Paulo Filgueira,,
196578375,,residential,False,False,173.167,60,"LINESTRING (-37.0936015 -6.4571872, -37.0937309 -6.4573111, -37.0940039 -6.457569, -37.0941956 -6.4577409, -37.0943257 -6.4578608, -37.0947274 -6.4582699)",Rua Amaro Cavalcante,,
