osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed
188463319,Rua Antônio Cordenonsi Filho,residential,False,True,128.113,"LINESTRING (-52.5293196 -26.9570242, -52.5286681 -26.9580193)",,,
188463363,Rua André Lunardi,residential,False,True,120.025,"LINESTRING (-52.5293196 -26.9570242, -52.5298145 -26.9572773, -52.5303675 -26.9575652)",,,
626563016,,secondary,True,False,5.949999999999999,"LINESTRING (-52.5342448 -26.9595923, -52.5342249 -26.9596079, -52.534193 -26.9596171)",1,roundabout,
750548575,Rua André Lunardi,tertiary,False,True,192.53500000000003,"LINESTRING (-52.5342448 -26.9595923, -52.5353685 -26.9601986, -52.5359143 -26.9604774)",,,
626559637,,secondary,True,False,5.962,"LINESTRING (-52.5335889 -26.9605819, -52.533563 -26.9606041, -52.5335399 -26.9606106)",1,roundabout,40
749427195,Rua Dez de Novembro,residential,False,True,67.39,"LINESTRING (-52.5335889 -26.9605819, -52.5338465 -26.9607039, -52.5341832 -26.9608762)",,,
184496236,Rua da Matriz,living_street,True,False,180.36700000000002,"LINESTRING (-52.5341832 -26.9608762, -52.5341521 -26.9609237, -52.5338441 -26.961394, -52.5337435 -26.9615477, -52.533265 -26.9622767)",,,
749427195,Rua Dez de Novembro,residential,False,False,67.39,"LINESTRING (-52.5341832 -26.9608762, -52.5338465 -26.9607039, -52.5335889 -26.9605819)",,,
749427195,Rua Dez de Novembro,residential,False,True,126.455,"LINESTRING (-52.5341832 -26.9608762, -52.5342759 -26.9609235, -52.5352778 -26.9614605)",,,
188463453,Rua Rui Barbosa,residential,False,True,50.9,"LINESTRING (-52.5309057 -26.9610134, -52.5311696 -26.9606207)",,,
626562993,,tertiary,True,False,6.932,"LINESTRING (-52.5309057 -26.9610134, -52.5309247 -26.9610255, -52.530938 -26.9610425, -52.530944 -26.9610626)",,,
553875007,Rua André Lunardi,tertiary,False,False,110.415,"LINESTRING (-52.5380883 -26.9616247, -52.5371288 -26.9611201)",,,
750548591,Rua João Lunardi,residential,False,True,117.903,"LINESTRING (-52.5380883 -26.9616247, -52.5375122 -26.9625524)",,,
626559635,,secondary,True,False,4.865,"LINESTRING (-52.5326481 -26.9620389, -52.5326005 -26.9620496)",1,roundabout,40
184496248,Rua Duque de Caxias,residential,False,False,118.465,"LINESTRING (-52.536436 -26.9620664, -52.5370318 -26.9611428)",,,
184496248,Rua Duque de Caxias,residential,False,True,178.574,"LINESTRING (-52.536436 -26.9620664, -52.5355247 -26.9634518)",,,
750548592,Rua Dez de Novembro,residential,False,False,119.891,"LINESTRING (-52.536436 -26.9620664, -52.5353923 -26.9615213)",,,
750548592,Rua Dez de Novembro,residential,False,True,111.484,"LINESTRING (-52.536436 -26.9620664, -52.5367096 -26.9622062, -52.5374097 -26.9625684)",,,
626559623,Avenida Plínio Arlindo de Nes,secondary,True,False,111.38,"LINESTRING (-52.5319516 -26.9630231, -52.5313968 -26.9638942)",,,
626559621,,secondary,True,False,8.377,"LINESTRING (-52.5319516 -26.9630231, -52.5319243 -26.963017, -52.5319006 -26.9630033, -52.5318832 -26.9629836)",,roundabout,
188463445,Rua Dez de Novembro,residential,False,False,6.686,"LINESTRING (-52.5385321 -26.9631655, -52.5384743 -26.9631345)",,,
944511503,Rua Silvio Lunardi,residential,True,False,37.446,"LINESTRING (-52.5385321 -26.9631655, -52.5383433 -26.9634572)",,,
184496248,Rua Duque de Caxias,residential,False,False,8.355,"LINESTRING (-52.5354838 -26.9635175, -52.5355247 -26.9634518)",,,
184496248,Rua Duque de Caxias,residential,False,True,116.822,"LINESTRING (-52.5354838 -26.9635175, -52.5348998 -26.9644301)",,,
188463324,Avenida Luiz Lunardi,tertiary,True,False,72.134,"LINESTRING (-52.5354838 -26.9635175, -52.5348579 -26.9631864)",,,
