osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,junction
251990940,BA-699,Rua Dois de Julho,secondary,False,False,171.612,,"LINESTRING (-40.3269519 -17.1677834, -40.3276904 -17.1664108)",
251990940,BA-699,Rua Dois de Julho,secondary,False,True,89.077,,"LINESTRING (-40.3269519 -17.1677834, -40.3265744 -17.1684987)",
252020980,,Rua Afonso Pena,tertiary,False,False,76.233,,"LINESTRING (-40.3269519 -17.1677834, -40.3276328 -17.1679997)",
1072087139,,Rua Afonso Pena,residential,False,True,66.779,,"LINESTRING (-40.3269519 -17.1677834, -40.3263529 -17.1676014)",
251990940,BA-699,Rua Dois de Julho,secondary,False,False,51.165,,"LINESTRING (-40.3276904 -17.1664108, -40.3279023 -17.1659976)",
251990940,BA-699,Rua Dois de Julho,secondary,False,True,171.612,,"LINESTRING (-40.3276904 -17.1664108, -40.3269519 -17.1677834)",
252002925,,Rua São José,residential,False,False,55.761,,"LINESTRING (-40.3276904 -17.1664108, -40.3271705 -17.1663421)",
252002925,,Rua São José,residential,False,True,48.562,,"LINESTRING (-40.3276904 -17.1664108, -40.3281437 -17.1664669)",
252021363,,Rua Castelo Branco,residential,False,True,53.844,,"LINESTRING (-40.3281204 -17.1722948, -40.3283819 -17.17188)",
779451486,BA-290,Rua Alvorada,secondary,False,False,48.344,2,"LINESTRING (-40.3281204 -17.1722948, -40.3282403 -17.1723267, -40.3284119 -17.1723568, -40.3285677 -17.1723663)",
779451486,BA-290,Rua Alvorada,secondary,False,True,202.177,2,"LINESTRING (-40.3281204 -17.1722948, -40.3276559 -17.1720973, -40.3271686 -17.1718873, -40.3265284 -17.171595, -40.3263911 -17.1715361)",
303964847,BA-290,Rua Alvorada,secondary,False,True,452.877,2,"LINESTRING (-40.3326429 -17.1720701, -40.3324682 -17.1722565, -40.3324015 -17.1723305, -40.3322683 -17.1724122, -40.3320913 -17.1724929, -40.3318271 -17.1725813, -40.3314798 -17.1726858, -40.3310707 -17.1727959, -40.3307495 -17.1728767, -40.3306302 -17.1728856, -40.3305222 -17.172876, -40.3304572 -17.1728715, -40.330024 -17.1727857, -40.3298459 -17.172737, -40.3294989 -17.1726294, -40.3288659 -17.1724756, -40.3287654 -17.1724385, -40.3286983 -17.1724058, -40.328679 -17.172414)",
303975974,,Rua Simplicio Binas,tertiary,False,False,71.797,,"LINESTRING (-40.3326429 -17.1720701, -40.3325068 -17.1720732, -40.3321741 -17.1720185, -40.3319756 -17.1719823)",
1182938342,BA-290,Rua Alvorada,secondary,False,False,71.93100000000001,2,"LINESTRING (-40.3326429 -17.1720701, -40.3327122 -17.1719602, -40.3328054 -17.1718125, -40.3329717 -17.171505)",
303975987,,Rua Beira Rio,residential,False,False,85.424,,"LINESTRING (-40.3329717 -17.171505, -40.3322034 -17.1712784)",
1182938342,BA-290,Rua Alvorada,secondary,False,True,71.931,2,"LINESTRING (-40.3329717 -17.171505, -40.3328054 -17.1718125, -40.3327122 -17.1719602, -40.3326429 -17.1720701)",
779451486,BA-290,Rua Alvorada,secondary,False,False,202.17700000000002,2,"LINESTRING (-40.3263911 -17.1715361, -40.3265284 -17.171595, -40.3271686 -17.1718873, -40.3276559 -17.1720973, -40.3281204 -17.1722948)",
844047108,BA-290,,secondary,True,False,22.119999999999997,1,"LINESTRING (-40.3263911 -17.1715361, -40.3263015 -17.1715285, -40.3261844 -17.1715127)",
251998067,,Avenida Sady Teixeira Lisboa,tertiary,False,False,48.763,,"LINESTRING (-40.3322528 -17.166047, -40.3317954 -17.1660106)",
251998067,,Avenida Sady Teixeira Lisboa,tertiary,False,True,53.095,,"LINESTRING (-40.3322528 -17.166047, -40.3327502 -17.1660933)",
252023184,,Rua Joaquim Reis,residential,False,False,42.468,,"LINESTRING (-40.3322528 -17.166047, -40.3323062 -17.1656685)",
252023184,,Rua Joaquim Reis,residential,False,True,72.599,,"LINESTRING (-40.3322528 -17.166047, -40.3322191 -17.1666991)",
252001173,,Rua Belo Horizonte,residential,False,True,48.934,,"LINESTRING (-40.3303479 -17.1658647, -40.3304073 -17.1654283)",
1072087140,,Rua Nova Esperança,tertiary,False,True,83.046,,"LINESTRING (-40.3303479 -17.1658647, -40.3295728 -17.1657681)",
1183061236,,Praça Otávio Mangabeira,tertiary,False,True,33.109,,"LINESTRING (-40.3303479 -17.1658647, -40.3306577 -17.165897)",
1183061239,,Praça Otávio Mangabeira,residential,False,False,48.067,,"LINESTRING (-40.3303479 -17.1658647, -40.3302882 -17.1662932)",
251998067,,Avenida Sady Teixeira Lisboa,tertiary,False,False,18.265,,"LINESTRING (-40.3308285 -17.1659157, -40.3306577 -17.165897)",
251998067,,Avenida Sady Teixeira Lisboa,tertiary,False,True,33.486,,"LINESTRING (-40.3308285 -17.1659157, -40.3311414 -17.1659519)",
