osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge,lanes,junction
198066940,True,SP-332,Rodovia Vereador Geraldo Dias,primary,False,7.508,"LINESTRING (-46.9496742 -23.0878894, -46.9496813 -23.0879566)",,,,
380600848,True,,Rua Ercília M. Cruz,residential,False,11.669,"LINESTRING (-46.9496742 -23.0878894, -46.9496851 -23.0878887, -46.9497414 -23.0878816, -46.9497874 -23.0878766)",,,,
22719975,False,,,primary,False,109.478,"LINESTRING (-46.9502884 -23.0894926, -46.9507756 -23.0897211, -46.9509538 -23.0897852, -46.9511483 -23.0898467, -46.9512045 -23.0898648, -46.9512691 -23.0898807)",,,,
198066931,True,,,primary,False,31.227999999999998,"LINESTRING (-46.9502884 -23.0894926, -46.9501993 -23.0894978, -46.9501122 -23.0895103, -46.9500569 -23.0895343, -46.9499999 -23.0895662)",,,,
22719975,False,,,primary,True,109.47800000000001,"LINESTRING (-46.9512691 -23.0898807, -46.9512045 -23.0898648, -46.9511483 -23.0898467, -46.9509538 -23.0897852, -46.9507756 -23.0897211, -46.9502884 -23.0894926)",,,,
447015456,True,,,primary,False,80.54300000000002,"LINESTRING (-46.9512691 -23.0898807, -46.9515538 -23.0899136, -46.9516732 -23.0899334, -46.9518965 -23.089979, -46.9519897 -23.0900129, -46.9520333 -23.0900358)",,,,
447015457,True,,Rua Ângelo Steck,primary,False,55.379,"LINESTRING (-46.952162 -23.0904404, -46.9521137 -23.0904867, -46.9520541 -23.090515, -46.951987 -23.0905255, -46.9519179 -23.0905227, -46.9518575 -23.0904936, -46.9518055 -23.0904548, -46.9517829 -23.0903958, -46.9517858 -23.0903368)",,,,
"[447015458, 31777934, 837192071]",True,SP-063,Rodovia Romildo Prado,primary,False,244.267,"LINESTRING (-46.9511488 -23.0905613, -46.9498214 -23.0901441, -46.9488981 -23.0898655, -46.9488854 -23.089861)",80,yes,2,
198065375,True,,Rua Ângelo Steck,secondary,False,43.064,"LINESTRING (-46.9523413 -23.0898896, -46.9523169 -23.0900345, -46.9522827 -23.0901418, -46.9522277 -23.0902603)",,,,
198066942,False,,Rua Ângelo Steck,secondary,True,56.218,"LINESTRING (-46.9523413 -23.0898896, -46.9523647 -23.0898079, -46.952392 -23.0896718, -46.9524175 -23.0895398, -46.9524297 -23.0893916)",,,,
