osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref
396999012,Rua José Jacinto Brandão,residential,False,False,147.21,"LINESTRING (-45.0860763 -19.9497261, -45.0857842 -19.9510212)",,,
399139557,Avenida Ouro Preto,residential,False,False,46.536,"LINESTRING (-45.0860763 -19.9497261, -45.0864767 -19.9499091)",,,
399139557,Avenida Ouro Preto,residential,False,True,40.084,"LINESTRING (-45.0860763 -19.9497261, -45.0858599 -19.9496922, -45.0856959 -19.9496979)",,,
396999014,Rua Tiradentes,residential,False,False,95.295,"LINESTRING (-45.0849012 -19.9498852, -45.0847454 -19.9507296)",,,
399139557,Avenida Ouro Preto,residential,False,True,71.435,"LINESTRING (-45.0849012 -19.9498852, -45.0842418 -19.9500541)",,,
399139557,Avenida Ouro Preto,residential,False,False,85.97999999999999,"LINESTRING (-45.0849012 -19.9498852, -45.0855678 -19.9497023, -45.0856959 -19.9496979)",,,
399139557,Avenida Ouro Preto,residential,False,True,46.536,"LINESTRING (-45.0864767 -19.9499091, -45.0860763 -19.9497261)",,,
403213774,,residential,False,True,60.169,"LINESTRING (-45.0864767 -19.9499091, -45.0865778 -19.9493764)",,,
399139557,Avenida Ouro Preto,residential,False,False,185.66,"LINESTRING (-45.0864767 -19.9499091, -45.08674 -19.9501532, -45.0871728 -19.9514111)",,,
399139557,Avenida Ouro Preto,residential,False,False,71.435,"LINESTRING (-45.0842418 -19.9500541, -45.0849012 -19.9498852)",,,
399139557,Avenida Ouro Preto,residential,False,True,11.81,"LINESTRING (-45.0842418 -19.9500541, -45.0841431 -19.9501058)",,,
396999002,,residential,False,False,28.883,"LINESTRING (-45.0841431 -19.9501058, -45.0839945 -19.9503248)",,,
399139557,Avenida Ouro Preto,residential,False,False,11.81,"LINESTRING (-45.0841431 -19.9501058, -45.0842418 -19.9500541)",,,
399139557,Avenida Ouro Preto,residential,False,True,29.57,"LINESTRING (-45.0841431 -19.9501058, -45.0839033 -19.9502469)",,,
396998999,,residential,False,False,23.619,"LINESTRING (-45.0839945 -19.9503248, -45.0839566 -19.9505342)",,,
