osmid,oneway,name,highway,maxspeed,reversed,length,bridge,geometry,lanes
90051153,False,Rua Humberto de Campos,tertiary,40,False,79.625,,"LINESTRING (-52.392594 -28.2540631, -52.3932271 -28.2545123)",
771503276,False,Avenida 7 de Setembro,tertiary,40,True,220.189,,"LINESTRING (-52.392594 -28.2540631, -52.392966 -28.2521102)",
44383157,False,Rua Ângelo Preto,secondary,40,False,12.784,,"LINESTRING (-52.3967268 -28.2539416, -52.3966416 -28.2540287)",
1188777573,True,Avenida Brasil Leste,primary,50,False,102.98,,"LINESTRING (-52.3967268 -28.2539416, -52.3975191 -28.2545504)",
44383157,False,Rua Ângelo Preto,secondary,40,True,12.784,,"LINESTRING (-52.3966416 -28.2540287, -52.3967268 -28.2539416)",
320898822,False,Rua Ângelo Preto,secondary,40,False,22.463,,"LINESTRING (-52.3966416 -28.2540287, -52.3964933 -28.2541828)",
"[770042366, 320898821, 77689469]",True,Avenida Brasil Leste,primary,50,False,142.859,yes,"LINESTRING (-52.3966416 -28.2540287, -52.3963631 -28.2538215, -52.3960016 -28.2535361, -52.3959044 -28.2534605, -52.3957756 -28.2533612, -52.3955376 -28.2531894)",
557515287,False,Rua Ângelo Preto,secondary,40,True,115.523,,"LINESTRING (-52.3941184 -28.2565763, -52.3948893 -28.25579)",
557515378,False,Rua Ângelo Preto,secondary,40,False,126.288,,"LINESTRING (-52.3941184 -28.2565763, -52.3932866 -28.2574441)",
369987251,False,Rua Independência,tertiary,30,True,64.192,,"LINESTRING (-52.3964003 -28.2582009, -52.3958671 -28.2578652)",
557515375,False,Rua Independência,tertiary,30,True,142.265,,"LINESTRING (-52.3964003 -28.2582009, -52.3977746 -28.2586151)",
1101697654,False,Rua Antônio Araújo,tertiary,40,True,33.208,,"LINESTRING (-52.3964003 -28.2582009, -52.3962032 -28.2584439)",
147478715,True,Rua Antônio Araújo,tertiary,40,False,226.357,,"LINESTRING (-52.3964003 -28.2582009, -52.3970471 -28.2574651, -52.3978223 -28.2565962)",
770042366,True,Avenida Brasil Leste,primary,50,False,121.407,,"LINESTRING (-52.3954048 -28.2530943, -52.3944452 -28.2524032)",
770042374,True,Rua Doutor João Freitas,tertiary,30,False,22.608,,"LINESTRING (-52.3954048 -28.2530943, -52.3953854 -28.2528917)",
770042375,True,Avenida Brasil Leste,primary,50,False,29.349,,"LINESTRING (-52.3953854 -28.2528917, -52.3956093 -28.2530671)",
86355937,True,Rua Doutor João Freitas,tertiary,30,False,71.883,,"LINESTRING (-52.3953854 -28.2528917, -52.3953769 -28.2526578, -52.3954048 -28.2522461)",
140733696,False,Rua Bezerra de Menezes,residential,,True,79.063,,"LINESTRING (-52.3925685 -28.2581949, -52.3931872 -28.2586516)",
557515378,False,Rua Ângelo Preto,secondary,40,True,109.163,,"LINESTRING (-52.3925685 -28.2581949, -52.3932866 -28.2574441)",
557515378,False,Rua Ângelo Preto,secondary,40,False,119.476,,"LINESTRING (-52.3925685 -28.2581949, -52.3921948 -28.258575, -52.3917764 -28.259012)",
557515287,False,Rua Ângelo Preto,secondary,40,False,115.523,,"LINESTRING (-52.3948893 -28.25579, -52.3941184 -28.2565763)",
557515310,False,Rua Humberto de Campos,residential,,False,113.611,,"LINESTRING (-52.3948893 -28.25579, -52.395767 -28.256458)",
"[658417657, 320898971]",False,Rua Ângelo Preto,secondary,40,True,120.711,,"LINESTRING (-52.3948893 -28.25579, -52.3949931 -28.255689, -52.3950666 -28.2556142, -52.3952391 -28.2554375, -52.395613 -28.2550653, -52.3957022 -28.2549741)",
"[90051152, 90051153, 91278571, 681858974]",False,Rua Humberto de Campos,tertiary,40,True,216.13799999999998,yes,"LINESTRING (-52.3948893 -28.25579, -52.3942895 -28.2553216, -52.3940698 -28.255143, -52.3938483 -28.2549729, -52.3936287 -28.2547972, -52.3932271 -28.2545123)",
259114315,False,Rua Independência,tertiary,30,False,48.476,,"LINESTRING (-52.3988132 -28.2589127, -52.398346 -28.2587688)",
259114315,False,Rua Independência,tertiary,30,True,80.976,,"LINESTRING (-52.3988132 -28.2589127, -52.3989415 -28.2589385, -52.399221 -28.2588983, -52.3994433 -28.2588686, -52.3996156 -28.2588043)",
140731489,False,Rua General Prestes Guimarães,tertiary,40,False,92.142,,"LINESTRING (-52.3962032 -28.2584439, -52.3963805 -28.2592577)",
1101697654,False,Rua Antônio Araújo,tertiary,40,False,33.208,,"LINESTRING (-52.3962032 -28.2584439, -52.3964003 -28.2582009)",
681858977,False,Rua Ângelo Preto,secondary,40,True,117.243,,"LINESTRING (-52.3957022 -28.2549741, -52.3964933 -28.2541828)",
769405645,True,Rua Morom,tertiary,30,False,114.614,,"LINESTRING (-52.3957022 -28.2549741, -52.3965827 -28.255653)",
"[658417657, 320898971]",False,Rua Ângelo Preto,secondary,40,False,120.711,,"LINESTRING (-52.3957022 -28.2549741, -52.395613 -28.2550653, -52.3952391 -28.2554375, -52.3950666 -28.2556142, -52.3949931 -28.255689, -52.3948893 -28.25579)",
"[681858976, 89984098]",False,Rua Morom,residential,,True,115.138,,"LINESTRING (-52.3957022 -28.2549741, -52.3951027 -28.2545055, -52.3948777 -28.254331, -52.3948245 -28.2542854)",
769405645,True,Rua Morom,tertiary,30,False,153.147,,"LINESTRING (-52.4000812 -28.258289, -52.401258 -28.2591959)",
770042357,True,Rua Tiradentes,tertiary,30,False,142.521,,"LINESTRING (-52.4000812 -28.258289, -52.4010334 -28.2573198)",
259114315,False,Rua Independência,tertiary,30,True,48.476,,"LINESTRING (-52.398346 -28.2587688, -52.3988132 -28.2589127)",
557515373,False,Rua João de Cesaro,residential,,True,59.797,,"LINESTRING (-52.398346 -28.2587688, -52.3984772 -28.259294)",
557515375,False,Rua Independência,tertiary,30,False,58.516,,"LINESTRING (-52.398346 -28.2587688, -52.3977746 -28.2586151)",
320898680,True,Rua Tiradentes,tertiary,30,False,81.499,,"LINESTRING (-52.4011137 -28.2572375, -52.4016564 -28.2566819)",
320898702,True,Avenida Brasil Leste,primary,50,False,9.218,,"LINESTRING (-52.4011137 -28.2572375, -52.4011852 -28.2572914)",
770042377,True,Avenida Brasil Leste,primary,50,False,147.425,,"LINESTRING (-52.4010334 -28.2573198, -52.3998921 -28.2564554)",2
770042384,True,,primary_link,30,False,15.2,,"LINESTRING (-52.4010334 -28.2573198, -52.4011852 -28.2572914)",
250309765,True,Rua Tiradentes,tertiary,30,False,12.068,,"LINESTRING (-52.4010334 -28.2573198, -52.4010628 -28.2572906, -52.4011137 -28.2572375)",
557515375,False,Rua Independência,tertiary,30,False,142.265,,"LINESTRING (-52.3977746 -28.2586151, -52.3964003 -28.2582009)",
557515375,False,Rua Independência,tertiary,30,True,58.516,,"LINESTRING (-52.3977746 -28.2586151, -52.398346 -28.2587688)",
194707126,False,Rua Francisco Alves,residential,30,False,82.338,,"LINESTRING (-52.3977746 -28.2586151, -52.3975043 -28.2588844, -52.3973882 -28.2590035, -52.3974024 -28.2592272)",
557515378,False,Rua Ângelo Preto,secondary,40,True,119.476,,"LINESTRING (-52.3917764 -28.259012, -52.3921948 -28.258575, -52.3925685 -28.2581949)",
85799062,True,Rua Independência,tertiary,30,False,112.2,,"LINESTRING (-52.3949945 -28.2572264, -52.3941184 -28.2565763)",
320898810,False,Rua Coronel Camisão,residential,,False,124.741,,"LINESTRING (-52.3949945 -28.2572264, -52.3941834 -28.2580913)",
320898810,False,Rua Coronel Camisão,residential,,True,114.128,,"LINESTRING (-52.3949945 -28.2572264, -52.395767 -28.256458)",
369987251,False,Rua Independência,tertiary,30,False,111.13000000000001,,"LINESTRING (-52.3949945 -28.2572264, -52.3957101 -28.2577503, -52.3958671 -28.2578652)",
915005714,False,,tertiary,,True,11.385,,"LINESTRING (-52.3975191 -28.2545504, -52.3974486 -28.2546318)",
681858978,True,Avenida Brasil Leste,primary,50,False,162.893,,"LINESTRING (-52.3975191 -28.2545504, -52.3983975 -28.2551952, -52.3987975 -28.2554874)",
769405645,True,Rua Morom,tertiary,30,False,141.24,,"LINESTRING (-52.3978223 -28.2565962, -52.3989234 -28.2574164)",
147478715,True,Rua Antônio Araújo,tertiary,40,False,144.23399999999998,,"LINESTRING (-52.3978223 -28.2565962, -52.3981023 -28.2562622, -52.39872 -28.2555681)",
770042376,True,Rua Antônio Araújo,tertiary,,False,11.753,,"LINESTRING (-52.39872 -28.2555681, -52.3987975 -28.2554874)",
320898792,True,Avenida Brasil Leste,primary,50,False,162.324,,"LINESTRING (-52.39872 -28.2555681, -52.39801 -28.2550357, -52.3974486 -28.2546318)",
