osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,access
"[945595315, 172980139]",2,Avenida Prefeito Jorge Francisco Correia Allen,secondary,False,False,189.92899999999997,"LINESTRING (-46.344014 -23.5260103, -46.3443425 -23.5261156, -46.34446 -23.5261446, -46.3445391 -23.5261679, -46.3446115 -23.5262024, -46.3447972 -23.5263306, -46.3453075 -23.5266129, -46.3456456 -23.5268091)",,,
1173576290,2,Avenida Brasil,secondary,False,True,59.43,"LINESTRING (-46.344014 -23.5260103, -46.343849 -23.5259232, -46.343506 -23.5257482)",40,,
220066178,1,Avenida Nove de Julho,secondary,True,False,16.651,"LINESTRING (-46.3438953 -23.5243358, -46.3438759 -23.5243702, -46.3438451 -23.5244034, -46.3437954 -23.5244531)",40,,
421494638,1,Avenida Capitão Francisco Inácio,secondary,True,False,113.229,"LINESTRING (-46.3438953 -23.5243358, -46.3441247 -23.5244335, -46.3447944 -23.524682, -46.3448951 -23.5247647)",,,
172965384,,Rua Valdemar Felipe,residential,False,False,179.137,"LINESTRING (-46.3437062 -23.5204829, -46.3437706 -23.5207476, -46.343835 -23.5208915, -46.344004 -23.5212198, -46.3440402 -23.5213157, -46.3440523 -23.5214055, -46.3440885 -23.5220339)",,,
172965389,,Rua Fernando Pinheiro Franco,residential,True,False,179.338,"LINESTRING (-46.3416244 -23.520693, -46.3433223 -23.5211143)",,,
660591428,1,Avenida Nove de Julho,secondary,True,False,98.93299999999999,"LINESTRING (-46.3433223 -23.5211143, -46.3434865 -23.5214966, -46.343625 -23.5219583)",40,,
172965361,,Rua Dom Pedro I,residential,False,False,71.515,"LINESTRING (-46.3475955 -23.5213391, -46.3475981 -23.5215481, -46.3475901 -23.5217621, -46.347566 -23.521981)",,,
172965399,,Rua Candida de Miranda,residential,False,True,132.10500000000002,"LINESTRING (-46.3475955 -23.5213391, -46.3470966 -23.5213714, -46.3469477 -23.5214055, -46.346775 -23.5214721, -46.3464256 -23.521591, -46.3463464 -23.5216106)",,,
508800991,,Rua Monteiro Lobato,residential,False,False,90.04,"LINESTRING (-46.3463464 -23.5216106, -46.3462936 -23.5224189)",,,
172965383,,Rua Antônio Raposo,residential,False,True,113.22,"LINESTRING (-46.3463464 -23.5216106, -46.3458331 -23.5216573, -46.3452433 -23.5217269)",,,
172965399,,Rua Candida de Miranda,residential,False,False,132.105,"LINESTRING (-46.3463464 -23.5216106, -46.3464256 -23.521591, -46.346775 -23.5214721, -46.3469477 -23.5214055, -46.3470966 -23.5213714, -46.3475955 -23.5213391)",,,
172965383,,Rua Antônio Raposo,residential,False,True,52.447,"LINESTRING (-46.3452433 -23.5217269, -46.3447317 -23.5217761)",,,
172965383,,Rua Antônio Raposo,residential,False,False,113.22,"LINESTRING (-46.3452433 -23.5217269, -46.3458331 -23.5216573, -46.3463464 -23.5216106)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,True,44.882,"LINESTRING (-46.3447317 -23.5217761, -46.3448069 -23.5221738)",,,
172965383,,Rua Antônio Raposo,residential,False,False,52.447,"LINESTRING (-46.3447317 -23.5217761, -46.3452433 -23.5217269)",,,
198921520,,Rua Hermógenes La Regina,residential,True,False,47.998,"LINESTRING (-46.343625 -23.5219583, -46.3440885 -23.5220339)",,,
220061601,,Rua Hermógenes La Regina,residential,True,False,98.84,"LINESTRING (-46.343625 -23.5219583, -46.3426858 -23.521738)",,,
660591428,1,Avenida Nove de Julho,secondary,True,False,79.75,"LINESTRING (-46.343625 -23.5219583, -46.3437325 -23.5226687)",40,,
198921520,,Rua Hermógenes La Regina,residential,True,False,74.879,"LINESTRING (-46.3440885 -23.5220339, -46.3448069 -23.5221738)",,,
172965384,,Rua Valdemar Felipe,residential,False,True,179.137,"LINESTRING (-46.3440885 -23.5220339, -46.3440523 -23.5214055, -46.3440402 -23.5213157, -46.344004 -23.5212198, -46.343835 -23.5208915, -46.3437706 -23.5207476, -46.3437062 -23.5204829)",,,
172965361,,Rua Dom Pedro I,residential,False,False,74.459,"LINESTRING (-46.347566 -23.521981, -46.3474453 -23.5224458, -46.3474265 -23.52257, -46.3474238 -23.5226364)",,,
172965361,,Rua Dom Pedro I,residential,False,True,71.515,"LINESTRING (-46.347566 -23.521981, -46.3475901 -23.5217621, -46.3475981 -23.5215481, -46.3475955 -23.5213391)",,,
198921513,1,,secondary_link,True,False,3.61,"LINESTRING (-46.3409449 -23.5221464, -46.3409127 -23.5221599)",,,
198921516,2,Rua Marina La Regina,residential,True,False,14.814,"LINESTRING (-46.3409449 -23.5221464, -46.3408061 -23.522107)",30,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,False,44.882,"LINESTRING (-46.3448069 -23.5221738, -46.3447317 -23.5217761)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,True,10.534,"LINESTRING (-46.3448069 -23.5221738, -46.3448221 -23.5222675)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,False,27.231,"LINESTRING (-46.3448623 -23.5225096, -46.3448221 -23.5222675)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,True,59.192,"LINESTRING (-46.3448623 -23.5225096, -46.3449251 -23.5230388)",,,
219799297,,Rua Pedro Américo,residential,False,False,84.925,"LINESTRING (-46.3448623 -23.5225096, -46.3456944 -23.5224749)",,,
219799299,,Rua Pedro Américo,residential,True,False,80.596,"LINESTRING (-46.3448623 -23.5225096, -46.3444164 -23.5225544, -46.3443306 -23.5225845, -46.3442644 -23.5226209, -46.3442198 -23.522674, -46.3441771 -23.5227567)",,,
172965361,,Rua Dom Pedro I,residential,False,False,58.726,"LINESTRING (-46.3474238 -23.5226364, -46.3474855 -23.5231615)",,,
172965361,,Rua Dom Pedro I,residential,False,True,74.459,"LINESTRING (-46.3474238 -23.5226364, -46.3474265 -23.52257, -46.3474453 -23.5224458, -46.347566 -23.521981)",,,
387399648,,,residential,False,True,192.622,"LINESTRING (-46.3474238 -23.5226364, -46.3479441 -23.522661, -46.3482352 -23.5226881, -46.3492993 -23.5228325)",,,
198921516,2,Rua Marina La Regina,residential,True,False,90.222,"LINESTRING (-46.3437576 -23.5229016, -46.3429135 -23.522658)",30,,
198924868,,Rua Marina La Regina,residential,False,False,42.83,"LINESTRING (-46.3437576 -23.5229016, -46.3441608 -23.5230097)",,,
949422941,1,Avenida Nove de Julho,secondary,True,False,160.502,"LINESTRING (-46.3437576 -23.5229016, -46.3438537 -23.5237392, -46.3439114 -23.524171, -46.3439114 -23.5242571, -46.3438953 -23.5243358)",40,,
172965361,,Rua Dom Pedro I,residential,False,False,48.466,"LINESTRING (-46.3474855 -23.5231615, -46.3475418 -23.5235943)",,,
172965361,,Rua Dom Pedro I,residential,False,True,58.726,"LINESTRING (-46.3474855 -23.5231615, -46.3474238 -23.5226364)",,,
172965380,,Rua Doutor Siqueira Campos,residential,False,False,168.90699999999998,"LINESTRING (-46.3474855 -23.5231615, -46.3483746 -23.523207, -46.3485906 -23.5232365, -46.3487569 -23.5232783, -46.3491016 -23.5234146)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,False,19.396,"LINESTRING (-46.344929 -23.5232132, -46.3449251 -23.5230388)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,True,51.941,"LINESTRING (-46.344929 -23.5232132, -46.3449247 -23.5236803)",,,
198924868,,Rua Marina La Regina,residential,False,True,81.525,"LINESTRING (-46.344929 -23.5232132, -46.3441608 -23.5230097)",,,
172965363,,Rua Barão do Rio Branco,residential,False,False,93.179,"LINESTRING (-46.3491016 -23.5234146, -46.3484833 -23.5240317)",,,
172965380,,Rua Doutor Siqueira Campos,residential,False,True,168.90699999999998,"LINESTRING (-46.3491016 -23.5234146, -46.3487569 -23.5232783, -46.3485906 -23.5232365, -46.3483746 -23.523207, -46.3474855 -23.5231615)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,False,51.941,"LINESTRING (-46.3449247 -23.5236803, -46.344929 -23.5232132)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,True,120.66300000000001,"LINESTRING (-46.3449247 -23.5236803, -46.3449236 -23.5239033, -46.3449097 -23.524623, -46.3448951 -23.5247647)",,,
172965413,,Rua Deputada Paula Lima,residential,False,False,165.74999999999997,"LINESTRING (-46.3449247 -23.5236803, -46.3461913 -23.5239877, -46.3463856 -23.5240465, -46.3464877 -23.5240862)",,,
172969259,,Rua Diogo Cebrian,residential,True,False,72.266,"LINESTRING (-46.3430385 -23.524024, -46.3429682 -23.5233773)",,,
421494638,1,Avenida Capitão Francisco Inácio,secondary,True,False,93.983,"LINESTRING (-46.3430385 -23.524024, -46.3438953 -23.5243358)",,,
508800991,,Rua Monteiro Lobato,residential,False,True,25.483,"LINESTRING (-46.3464877 -23.5240862, -46.3465038 -23.5238575)",,,
172965413,,Rua Deputada Paula Lima,residential,False,False,43.627,"LINESTRING (-46.3464877 -23.5240862, -46.3465458 -23.5241275, -46.3467775 -23.5242711, -46.3468482 -23.5242933)",,,
172965413,,Rua Deputada Paula Lima,residential,False,True,165.75,"LINESTRING (-46.3464877 -23.5240862, -46.3463856 -23.5240465, -46.3461913 -23.5239877, -46.3449247 -23.5236803)",,,
220066176,,Rua Monteiro Lobato,residential,False,False,149.325,"LINESTRING (-46.3464877 -23.5240862, -46.3461895 -23.5243349, -46.3453523 -23.5249333)",,,
172965361,,Rua Dom Pedro I,residential,False,True,69.6,"LINESTRING (-46.3476006 -23.5242179, -46.3475418 -23.5235943)",,,
172965361,,Rua Dom Pedro I,residential,False,False,61.81,"LINESTRING (-46.3476006 -23.5242179, -46.3477014 -23.5246112, -46.347753 -23.5247555)",,,
172965413,,Rua Deputada Paula Lima,residential,False,True,77.19800000000001,"LINESTRING (-46.3476006 -23.5242179, -46.3469274 -23.5242914, -46.3468482 -23.5242933)",,,
172965363,,Rua Barão do Rio Branco,residential,False,False,109.642,"LINESTRING (-46.3484833 -23.5240317, -46.347753 -23.5247555)",,,
172965363,,Rua Barão do Rio Branco,residential,False,True,93.179,"LINESTRING (-46.3484833 -23.5240317, -46.3491016 -23.5234146)",,,
172965385,,Rua José Dias Martins,residential,False,False,119.42000000000002,"LINESTRING (-46.3468482 -23.5242933, -46.3467921 -23.5245172, -46.3467955 -23.5245602, -46.3468122 -23.5245965, -46.3469718 -23.5247895, -46.3471046 -23.5249617, -46.3472793 -23.5252255)",,,
172965413,,Rua Deputada Paula Lima,residential,False,False,77.19800000000001,"LINESTRING (-46.3468482 -23.5242933, -46.3469274 -23.5242914, -46.3476006 -23.5242179)",,,
172965413,,Rua Deputada Paula Lima,residential,False,True,43.627,"LINESTRING (-46.3468482 -23.5242933, -46.3467775 -23.5242711, -46.3465458 -23.5241275, -46.3464877 -23.5240862)",,,
172965363,,Rua Barão do Rio Branco,residential,False,False,71.16,"LINESTRING (-46.347753 -23.5247555, -46.3472793 -23.5252255)",,,
172965363,,Rua Barão do Rio Branco,residential,False,True,109.642,"LINESTRING (-46.347753 -23.5247555, -46.3484833 -23.5240317)",,,
172965361,,Rua Dom Pedro I,residential,False,True,61.81,"LINESTRING (-46.347753 -23.5247555, -46.3477014 -23.5246112, -46.3476006 -23.5242179)",,,
172965358,2,Rua Marechal Floriano Peixoto,tertiary,False,False,120.66300000000001,"LINESTRING (-46.3448951 -23.5247647, -46.3449097 -23.524623, -46.3449236 -23.5239033, -46.3449247 -23.5236803)",,,
198929820,,Rua Barão do Rio Branco,residential,False,False,32.666,"LINESTRING (-46.3448951 -23.5247647, -46.3449866 -23.5247937, -46.345192 -23.5248747)",,,
221477696,1,Rua Marechal Floriano Peixoto,secondary,True,False,69.84700000000001,"LINESTRING (-46.3448951 -23.5247647, -46.3448719 -23.5248342, -46.3446651 -23.5253563)",40,,
198929820,,Rua Barão do Rio Branco,residential,False,True,17.594,"LINESTRING (-46.3453523 -23.5249333, -46.345192 -23.5248747)",,,
"[172965363, 198929820]",,Rua Barão do Rio Branco,residential,False,"[False, True]",197.07199999999997,"LINESTRING (-46.3453523 -23.5249333, -46.3462059 -23.5252468, -46.3467492 -23.5254068, -46.3468739 -23.5254191, -46.3469759 -23.5254093, -46.3470858 -23.5253761, -46.3471707 -23.5253292)",,,
