osmid,name,highway,oneway,reversed,length,lanes,maxspeed,bridge,geometry,ref,junction
113173504,Rua Pedro Daniel da Silva,residential,False,True,85.195,,,,"LINESTRING (-60.4268685 0.9406583, -60.4266149 0.9413813)",,
113173552,Rua Maranhão,residential,False,False,159.943,2,40,,"LINESTRING (-60.4268685 0.9406583, -60.4255228 0.9401498)",,
113173552,Rua Maranhão,residential,False,True,89.412,2,40,,"LINESTRING (-60.4268685 0.9406583, -60.4276282 0.9409221)",,
"[113173504, 113173629, 113173550]",Rua Pedro Daniel da Silva,residential,False,"[False, True]",129.822,,,yes,"LINESTRING (-60.4268685 0.9406583, -60.4270533 0.9401391, -60.4270946 0.9400057, -60.4272402 0.9395517)",,
113173552,Rua Maranhão,residential,False,False,11.526,2,40,,"LINESTRING (-60.4255228 0.9401498, -60.4254249 0.9401157)",,
113173552,Rua Maranhão,residential,False,True,159.943,2,40,,"LINESTRING (-60.4255228 0.9401498, -60.4268685 0.9406583)",,
508518822,Rua Hélio Campos,tertiary,True,False,129.286,,,,"LINESTRING (-60.4255228 0.9401498, -60.4258942 0.939048)",,
360414864,Rodovia Manaus - Boa Vista,trunk,False,False,170.022,2,80,,"LINESTRING (-60.4265254 0.9361461, -60.4260315 0.9375932)",BR-174,
408850998,Rodovia Manaus - Boa Vista,trunk,False,True,12.444,2,80,,"LINESTRING (-60.4265254 0.9361461, -60.4265616 0.9360402)",BR-174,
741807415,Avenida Ayrton Senna,tertiary,True,False,30.817,2,40,,"LINESTRING (-60.4265254 0.9361461, -60.4267888 0.9362324)",,
113173615,Travessa José Pereira,residential,False,True,160.624,,,,"LINESTRING (-60.4252827 0.9408224, -60.4266149 0.9413813)",,
508518822,Rua Hélio Campos,tertiary,True,False,79.411,,,,"LINESTRING (-60.4252827 0.9408224, -60.4255228 0.9401498)",,
113173552,Rua Maranhão,residential,False,False,89.412,2,40,,"LINESTRING (-60.4276282 0.9409221, -60.4268685 0.9406583)",,
"[764484011, 764484012, 113173445]",Rua Luis Cavalcante,residential,False,True,128.254,,,yes,"LINESTRING (-60.4276282 0.9409221, -60.4277957 0.940424, -60.4278805 0.9402138, -60.4279352 0.9400868, -60.4279692 0.9400079, -60.4280393 0.9398453)",,
221401001,,residential,False,False,8.464,,,,"LINESTRING (-60.4275691 0.9342715, -60.4274959 0.9342506)",,
113173504,Rua Pedro Daniel da Silva,residential,False,False,85.195,,,,"LINESTRING (-60.4266149 0.9413813, -60.4268685 0.9406583)",,
113173504,Rua Pedro Daniel da Silva,residential,False,True,74.952,,,,"LINESTRING (-60.4266149 0.9413813, -60.426391 0.9420171)",,
113173615,Travessa José Pereira,residential,False,False,160.624,,,,"LINESTRING (-60.4266149 0.9413813, -60.4252827 0.9408224)",,
113173468,Travessa Simeão,residential,False,False,162.202,,,,"LINESTRING (-60.4261587 0.9426952, -60.4247846 0.9422051)",,
113173504,Rua Pedro Daniel da Silva,residential,False,False,79.702,,,,"LINESTRING (-60.4261587 0.9426952, -60.426391 0.9420171)",,
113173596,Travessa Basílio,residential,False,True,160.238,,,,"LINESTRING (-60.4250452 0.9415014, -60.426391 0.9420171)",,
508518822,Rua Hélio Campos,tertiary,True,False,25.612,,,,"LINESTRING (-60.4250452 0.9415014, -60.4251213 0.941284)",,
113173550,Rua Pedro Daniel da Silva,residential,False,True,80.611,,,,"LINESTRING (-60.4277314 0.938181, -60.4274903 0.9388647)",,
764484019,Rua Antônio Carlos Lacerda Gago,residential,False,False,161.541,2,40,,"LINESTRING (-60.4277314 0.938181, -60.4263607 0.9376991)",,
113173504,Rua Pedro Daniel da Silva,residential,False,False,74.952,,,,"LINESTRING (-60.426391 0.9420171, -60.4266149 0.9413813)",,
113173504,Rua Pedro Daniel da Silva,residential,False,True,79.702,,,,"LINESTRING (-60.426391 0.9420171, -60.4261587 0.9426952)",,
113173596,Travessa Basílio,residential,False,False,160.238,,,,"LINESTRING (-60.426391 0.9420171, -60.4250452 0.9415014)",,
113173550,Rua Pedro Daniel da Silva,residential,False,False,81.294,,,,"LINESTRING (-60.4272402 0.9395517, -60.4274903 0.9388647)",,
113173677,Rua Dez,residential,False,False,94.652,2,30,,"LINESTRING (-60.4272402 0.9395517, -60.4280393 0.9398453)",,
113173677,Rua Dez,residential,False,True,159.786,2,30,,"LINESTRING (-60.4272402 0.9395517, -60.4258942 0.939048)",,
"[113173504, 113173629, 113173550]",Rua Pedro Daniel da Silva,residential,False,"[False, True]",129.822,,,yes,"LINESTRING (-60.4272402 0.9395517, -60.4270946 0.9400057, -60.4270533 0.9401391, -60.4268685 0.9406583)",,
222376590,Avenida Doutora Yandara,tertiary,True,False,20.967,,,,"LINESTRING (-60.4242402 0.9428819, -60.4244164 0.9429491)",RPO-378,
408851002,Rodovia Manaus - Boa Vista,trunk,False,False,17.916,2,60,,"LINESTRING (-60.4242402 0.9428819, -60.4241879 0.9430343)",BR-174,
408851003,Rodovia Manaus - Boa Vista,trunk,False,True,10.742,2,80,,"LINESTRING (-60.4242402 0.9428819, -60.4242748 0.9427917)",BR-174,
113173677,Rua Dez,residential,False,True,94.652,2,30,,"LINESTRING (-60.4280393 0.9398453, -60.4272402 0.9395517)",,
"[764484011, 764484012, 113173445]",Rua Luis Cavalcante,residential,False,False,128.254,,,yes,"LINESTRING (-60.4280393 0.9398453, -60.4279692 0.9400079, -60.4279352 0.9400868, -60.4278805 0.9402138, -60.4277957 0.940424, -60.4276282 0.9409221)",,
508518804,,tertiary,True,False,2.579,,,,"LINESTRING (-60.4245033 0.9429993, -60.4245256 0.9429929)",RPO-378,roundabout
508518822,Rua Hélio Campos,tertiary,True,False,169.828,,,,"LINESTRING (-60.4263607 0.9376991, -60.42687 0.9362592)",,
764484019,Rua Antônio Carlos Lacerda Gago,residential,False,False,9.539,2,40,,"LINESTRING (-60.4263607 0.9376991, -60.4262794 0.9376717)",,
764484019,Rua Antônio Carlos Lacerda Gago,residential,False,True,161.541,2,40,,"LINESTRING (-60.4263607 0.9376991, -60.4277314 0.938181)",,
113173468,Travessa Simeão,residential,False,False,9.839,,,,"LINESTRING (-60.4247846 0.9422051, -60.4247019 0.9421736)",,
113173468,Travessa Simeão,residential,False,True,162.202,,,,"LINESTRING (-60.4247846 0.9422051, -60.4261587 0.9426952)",,
508518822,Rua Hélio Campos,tertiary,True,False,83.44,,,,"LINESTRING (-60.4247846 0.9422051, -60.4250452 0.9415014)",,
508518822,Rua Hélio Campos,tertiary,True,False,9.656,,,,"LINESTRING (-60.42687 0.9362592, -60.4268971 0.9361767)",,
221400986,Rua 2,residential,False,True,8.494,,,,"LINESTRING (-60.4194446 0.9411021, -60.4194704 0.9410302)",,
290624526,Rua 2,residential,False,False,71.44,,,,"LINESTRING (-60.4194446 0.9411021, -60.4192399 0.9417111)",,
290624527,Avenida Doutora Yandara,tertiary,True,False,134.142,2,,,"LINESTRING (-60.4194446 0.9411021, -60.4205726 0.9415302)",RR-365,
113173468,Travessa Simeão,residential,False,True,9.839,,,,"LINESTRING (-60.4247019 0.9421736, -60.4247846 0.9422051)",,
491806224,Rua Hélio Campos,tertiary,True,False,78.58800000000001,,,,"LINESTRING (-60.4247019 0.9421736, -60.4244959 0.9427641, -60.4244711 0.9428416)",,
491806224,Rua Hélio Campos,tertiary,True,False,158.621,,,,"LINESTRING (-60.4262794 0.9376717, -60.4258106 0.939019)",,
764484019,Rua Antônio Carlos Lacerda Gago,residential,False,False,28.911,2,40,,"LINESTRING (-60.4262794 0.9376717, -60.4260315 0.9375932)",,
764484019,Rua Antônio Carlos Lacerda Gago,residential,False,True,9.539,2,40,,"LINESTRING (-60.4262794 0.9376717, -60.4263607 0.9376991)",,
408850999,Rodovia Manaus - Boa Vista,trunk,False,False,9.105,2,80,,"LINESTRING (-60.4268854 0.9350331, -60.4268628 0.9351118)",BR-174,
221395318,Avenida Tancredo Neves,tertiary,True,False,34.392,2,40,,"LINESTRING (-60.4271791 0.9351302, -60.4268854 0.9350331)",,
491806224,Rua Hélio Campos,tertiary,True,False,8.71,,,,"LINESTRING (-60.4271791 0.9351302, -60.4271537 0.9352043)",,
408850996,Rodovia Manaus - Boa Vista,trunk,False,False,108.529,2,80,,"LINESTRING (-60.4268628 0.9351118, -60.4265616 0.9360402)",BR-174,
408850999,Rodovia Manaus - Boa Vista,trunk,False,True,9.105,2,80,,"LINESTRING (-60.4268628 0.9351118, -60.4268854 0.9350331)",BR-174,
741809103,Avenida Tancredo Neves,tertiary,True,False,33.938,2,40,,"LINESTRING (-60.4268628 0.9351118, -60.4271537 0.9352043)",,
491806224,Rua Hélio Campos,tertiary,True,False,169.768,,,,"LINESTRING (-60.4267888 0.9362324, -60.4262794 0.9376717)",,
741807415,Avenida Ayrton Senna,tertiary,True,False,9.507,2,40,,"LINESTRING (-60.4267888 0.9362324, -60.42687 0.9362592)",,
113173677,Rua Dez,residential,False,False,9.838,2,30,,"LINESTRING (-60.4258106 0.939019, -60.4258942 0.939048)",,
