osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed
927714266,Rua Coronel Marcondes,residential,False,True,61.506,"LINESTRING (-41.3434209 -20.9513328, -41.344011 -20.9512852)",,,
302053469,Rua Luiz Afonso,residential,False,False,132.547,"LINESTRING (-41.3434209 -20.9513328, -41.3434504 -20.9511374, -41.3434705 -20.9510472, -41.3435255 -20.9509308, -41.3439475 -20.9502631)",,,
1011057619,Rua João Jacinto,residential,False,False,64.874,"LINESTRING (-41.3434209 -20.9513328, -41.3432895 -20.9514568, -41.3429906 -20.9517557)",,,
659706911,Rua Coronel Mateus Paiva,primary,False,False,34.866,"LINESTRING (-41.3452018 -20.9493101, -41.3453279 -20.9490195)",ES-177,,
"[311746962, 302053421, 659706911]","['Rua Coronel Mateus Paiva', 'Avenida Jerônimo Monteiro']",primary,False,True,79.266,"LINESTRING (-41.3452018 -20.9493101, -41.3451277 -20.9493897, -41.3450171 -20.949569, -41.3447921 -20.9499099)",ES-177,yes,40
927722161,Rua Hitler Acha Ayub,tertiary,False,True,332.10499999999996,"LINESTRING (-41.3452018 -20.9493101, -41.345226 -20.9494253, -41.3452944 -20.9495105, -41.3454071 -20.9496683, -41.3454983 -20.9498198, -41.3455613 -20.9499263, -41.3456404 -20.9500778, -41.3456874 -20.9501467, -41.3457584 -20.9502294, -41.3458456 -20.9503133, -41.3459314 -20.9503759, -41.3460859 -20.9504845, -41.3461943 -20.9505412, -41.3463365 -20.9505939, -41.3464773 -20.9506339, -41.3467535 -20.950684, -41.3470057 -20.9507316, -41.347235 -20.950778, -41.3474254 -20.9508393, -41.3475595 -20.9509082, -41.3476253 -20.950947)",,,40
"[927722162, 1126169726, 1126169727]",Rua Honorio Fraga,tertiary,False,False,596.8789999999999,"LINESTRING (-41.3452018 -20.9493101, -41.3450247 -20.9492474, -41.3448406 -20.9491845, -41.3445994 -20.9491202, -41.34437 -20.949068, -41.3441564 -20.9490141, -41.3439622 -20.9489803, -41.3437993 -20.9489527, -41.3436076 -20.9489269, -41.3434175 -20.9488977, -41.343303 -20.9488842, -41.3432359 -20.9488775, -41.3431415 -20.948868, -41.3430251 -20.9488549, -41.3428915 -20.9488252, -41.3427776 -20.9487846, -41.3426723 -20.9487263, -41.3425737 -20.9486584, -41.3424823 -20.9485692, -41.3424047 -20.9484661, -41.3423253 -20.9483618, -41.3422346 -20.9482393, -41.3421305 -20.9480958, -41.341993 -20.9478979, -41.3419005 -20.9477518, -41.3418143 -20.9476126, -41.3417274 -20.9474892, -41.3416453 -20.9473919, -41.3415453 -20.9472978, -41.3414604 -20.9472315, -41.3413445 -20.9471791, -41.3411714 -20.9471124, -41.3409755 -20.9470528, -41.3407331 -20.9469955, -41.3404063 -20.9469305)",,yes,40
"[302053424, 302053416, 302053461]",Rua Bernardino Monteiro,residential,False,False,101.13199999999999,"LINESTRING (-41.3477468 -20.9510461, -41.3476757 -20.9511058, -41.3475841 -20.9511931, -41.3470675 -20.9516975)",,yes,
927722161,Rua Hitler Acha Ayub,tertiary,False,False,16.801000000000002,"LINESTRING (-41.3477468 -20.9510461, -41.3476977 -20.9509984, -41.3476253 -20.950947)",,,40
927722161,Rua Hitler Acha Ayub,tertiary,False,True,42.553,"LINESTRING (-41.3477468 -20.9510461, -41.3478626 -20.9512038, -41.3479418 -20.9513804)",,,40
927722161,Rua Hitler Acha Ayub,tertiary,False,False,233.563,"LINESTRING (-41.3487417 -20.9533314, -41.3486874 -20.9532791, -41.3486351 -20.9532114, -41.3485855 -20.9531162, -41.3485198 -20.9529722, -41.3484112 -20.9527314, -41.3482308 -20.9522026, -41.3481335 -20.9519102, -41.3480391 -20.9516362, -41.3479418 -20.9513804)",,,40
"[957010737, 957010738, 738707491]",Travessa Adilio Ferreira de Carvalho,residential,False,True,84.162,"LINESTRING (-41.3487417 -20.9533314, -41.3487312 -20.9534398, -41.3486961 -20.9535501, -41.348617 -20.9537512, -41.3484804 -20.9540433)",,yes,
311746962,Avenida Jerônimo Monteiro,primary,False,False,68.969,"LINESTRING (-41.3444711 -20.9504529, -41.3447921 -20.9499099)",ES-177,,40
762855695,Rua Vieira Machado,primary,False,True,115.115,"LINESTRING (-41.3444711 -20.9504529, -41.3454191 -20.9509895)",BR-393;ES-177,,40
831751282,Avenida Getulio Vargas,secondary,False,False,57.459,"LINESTRING (-41.3444711 -20.9504529, -41.3439964 -20.9501874)",BR-393,,40
927722161,Rua Hitler Acha Ayub,tertiary,False,False,42.553,"LINESTRING (-41.3479418 -20.9513804, -41.3478626 -20.9512038, -41.3477468 -20.9510461)",,,40
927722161,Rua Hitler Acha Ayub,tertiary,False,True,233.563,"LINESTRING (-41.3479418 -20.9513804, -41.3480391 -20.9516362, -41.3481335 -20.9519102, -41.3482308 -20.9522026, -41.3484112 -20.9527314, -41.3485198 -20.9529722, -41.3485855 -20.9531162, -41.3486351 -20.9532114, -41.3486874 -20.9532791, -41.3487417 -20.9533314)",,,40
