osmid,oneway,highway,reversed,length,name,geometry,access,junction
583539862,True,secondary,False,3.328,,"LINESTRING (-43.6025044 -18.246293, -43.6024863 -18.2462685)",,
32829118,True,residential,False,64.22500000000001,Largo Dom João,"LINESTRING (-43.6025044 -18.246293, -43.6024192 -18.2463709, -43.6022331 -18.2464738, -43.6019888 -18.2465928)",,
327497524,False,residential,False,60.059999999999995,Rua das Mercês,"LINESTRING (-43.5989016 -18.2468183, -43.5986933 -18.2467735, -43.5984489 -18.2467342, -43.5983489 -18.2466973)",,
327497524,False,residential,True,128.026,Rua das Mercês,"LINESTRING (-43.5989016 -18.2468183, -43.5993086 -18.2469096, -43.5996301 -18.2469983, -43.5999631 -18.2470959, -43.6000733 -18.2471072)",,
395269800,False,residential,True,97.79499999999999,Rua Samambaia de Cima,"LINESTRING (-43.5989016 -18.2468183, -43.5988717 -18.246897, -43.598865 -18.2469429, -43.598877 -18.2469747, -43.5989119 -18.2470104, -43.5991184 -18.2471212, -43.5992083 -18.2471658, -43.5992888 -18.2471976, -43.5994078 -18.2472379, -43.5995503 -18.2472829)",,
327497524,False,residential,False,13.487,Rua das Mercês,"LINESTRING (-43.5983489 -18.2466973, -43.5982446 -18.2466273)",,
327497524,False,residential,True,60.06,Rua das Mercês,"LINESTRING (-43.5983489 -18.2466973, -43.5984489 -18.2467342, -43.5986933 -18.2467735, -43.5989016 -18.2468183)",,
404256503,False,residential,False,102.278,Beco dos Valongos,"LINESTRING (-43.5983489 -18.2466973, -43.5981032 -18.2470856, -43.5979509 -18.2473268, -43.5978497 -18.2474855)",,
141209655,False,residential,True,38.375,Rua Augusto Nelson,"LINESTRING (-43.5976506 -18.2462286, -43.5974096 -18.2464869)",,
327497524,False,residential,False,65.403,Rua das Mercês,"LINESTRING (-43.5976506 -18.2462286, -43.5971993 -18.2458258)",,
327497524,False,residential,True,76.814,Rua das Mercês,"LINESTRING (-43.5976506 -18.2462286, -43.5982446 -18.2466273)",,
141209655,False,residential,False,57.568,Rua Augusto Nelson,"LINESTRING (-43.5976506 -18.2462286, -43.5977777 -18.2461019, -43.5979175 -18.2459747, -43.5980433 -18.24587)",,
327478425,False,residential,True,21.267,Rua Direita,"LINESTRING (-43.5971993 -18.2458258, -43.5970741 -18.2459756)",,
