osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed
367039016,True,PR-462,Avenida Paraná,tertiary,False,239.676,"LINESTRING (-52.096611 -24.4184152, -52.0988628 -24.41908)",,
967660320,True,PR-462,Rua Marechal Rondon,secondary,False,12.325,"LINESTRING (-52.096611 -24.4184152, -52.0965754 -24.4185212)",,
367039017,True,PR-462,Rodovia Vassílio Boiko,secondary,False,79.57499999999999,"LINESTRING (-52.0974759 -24.4169265, -52.0973411 -24.4171531, -52.0971264 -24.4175672)",,
367039025,False,,Praça Euclides Pepino,residential,True,12.571,"LINESTRING (-52.1033868 -24.4204148, -52.1033464 -24.4205217)",,
911146814,True,,Praça Euclides Pepino,tertiary,False,94.521,"LINESTRING (-52.1033868 -24.4204148, -52.1036834 -24.4196088)",,
637974506,True,PR-462,,secondary,False,2.929,"LINESTRING (-52.1059626 -24.4221058, -52.1059915 -24.4221069)",,
911214537,False,,,secondary_link,False,10.125,"LINESTRING (-52.0968083 -24.4179089, -52.0967194 -24.4178672)",,
367039018,True,PR-462,Rua Marechal Rondon,secondary,False,59.94499999999999,"LINESTRING (-52.0968083 -24.4179089, -52.0967585 -24.4179868, -52.096611 -24.4184152)",,
367039018,True,PR-462,Rua Marechal Rondon,secondary,False,38.82,"LINESTRING (-52.0970761 -24.4176595, -52.097003 -24.4177218, -52.0969094 -24.4178045, -52.0968083 -24.4179089)",,
367039693,False,,Rua Otaviano Felix,residential,False,220.043,"LINESTRING (-52.0970761 -24.4176595, -52.0971713 -24.4177028, -52.0991414 -24.4182719)",,
"[368331890, 911146813]",True,,,secondary_link,False,24.094,"LINESTRING (-52.0970761 -24.4176595, -52.0970355 -24.4176619, -52.096994 -24.4176595, -52.0969678 -24.4176555, -52.0969423 -24.4176454, -52.0969061 -24.4176287, -52.0968588 -24.417594)",,
367039019,True,,,secondary_link,False,27.634,"LINESTRING (-52.0969222 -24.4174793, -52.0969537 -24.4174733, -52.0969732 -24.4174669, -52.0970013 -24.4174617, -52.0970372 -24.417465, -52.0970701 -24.4174727, -52.0970922 -24.4174919, -52.0971056 -24.4175084, -52.0971167 -24.4175294, -52.0971264 -24.4175672)",,
367039021,True,PR-462,Rodovia Vassílio Boiko,secondary,False,83.309,"LINESTRING (-52.0969222 -24.4174793, -52.0969968 -24.4173904, -52.0971613 -24.4172228, -52.0972934 -24.4171023, -52.0973819 -24.4170071, -52.0974759 -24.4169265)",,
967660321,True,PR-462,Rua Marechal Rondon,secondary,False,12.286,"LINESTRING (-52.0964947 -24.4184986, -52.0965318 -24.4183934)",,
367039023,True,PR-462,Avenida Paraná,tertiary,False,123.692,"LINESTRING (-52.1040626 -24.4205661, -52.1049723 -24.4213086)",,
367039701,False,,Rua Oscar Gauer Khunm,residential,False,17.848,"LINESTRING (-52.1040626 -24.4205661, -52.1039854 -24.4207104)",,
946231265,False,,Rua Oscar Gauer Khunm,tertiary,True,53.226,"LINESTRING (-52.1040626 -24.4205661, -52.1042448 -24.4201171)",,
367039024,True,PR-462,Avenida Paraná,tertiary,False,68.014,"LINESTRING (-52.1039854 -24.4207104, -52.1033464 -24.4205217)",,
367039701,False,,Rua Oscar Gauer Khunm,residential,True,17.848,"LINESTRING (-52.1039854 -24.4207104, -52.1040626 -24.4205661)",,
367039701,False,,Rua Oscar Gauer Khunm,residential,False,147.526,"LINESTRING (-52.1039854 -24.4207104, -52.1039278 -24.4208054, -52.1030388 -24.4217158)",,
367039020,True,,Rua Marechal Rondon,secondary,False,32.016,"LINESTRING (-52.0965754 -24.4185212, -52.0964828 -24.4187965)",,
367039024,True,PR-462,Avenida Paraná,tertiary,False,8.548,"LINESTRING (-52.0965754 -24.4185212, -52.0964947 -24.4184986)",,
367039024,True,PR-462,Avenida Paraná,tertiary,False,100.297,"LINESTRING (-52.1033464 -24.4205217, -52.1023978 -24.4202618)",,
367039025,False,,Praça Euclides Pepino,residential,False,12.571,"LINESTRING (-52.1033464 -24.4205217, -52.1033868 -24.4204148)",,
946231267,False,,Rua Otaviano Felix,tertiary,False,23.371,"LINESTRING (-52.1036834 -24.4196088, -52.1039052 -24.419667)",,
367039693,False,,Rua Otaviano Felix,residential,True,182.837,"LINESTRING (-52.1036834 -24.4196088, -52.1034303 -24.4195516, -52.101969 -24.4190947)",,
367041653,True,,Avenida Alcebiades Alves de Liz,residential,False,106.848,"LINESTRING (-52.1060264 -24.4225774, -52.105986 -24.4235376)",,
732222259,False,PR-462,Avenida Pio XII,secondary,True,10.82,"LINESTRING (-52.1060264 -24.4225774, -52.1059781 -24.4224906)",,
637974504,True,PR-462,Avenida Paraná,tertiary,False,132.26,"LINESTRING (-52.105858 -24.4221903, -52.104889 -24.4213926)",,
637974506,True,PR-462,,secondary,False,14.952,"LINESTRING (-52.105858 -24.4221903, -52.1058687 -24.4221659, -52.1058923 -24.4221369, -52.1059247 -24.4221161, -52.1059626 -24.4221058)",,
966748229,True,PR-462,Avenida Paraná,tertiary,False,8.377,"LINESTRING (-52.0965318 -24.4183934, -52.096611 -24.4184152)",,
367039022,True,PR-462,Rua Marechal Rondon,secondary,False,61.518,"LINESTRING (-52.0965318 -24.4183934, -52.0966782 -24.4179785, -52.0967194 -24.4178672)",,
367039022,True,PR-462,Rua Marechal Rondon,secondary,False,14.278,"LINESTRING (-52.0968588 -24.417594, -52.0969222 -24.4174793)",,
367039692,False,,Rua México,residential,False,11.23,"LINESTRING (-52.0969147 -24.4216101, -52.0969511 -24.4215147)",,
367039031,True,,Avenida São Paulo,secondary,False,159.888,"LINESTRING (-52.0969511 -24.4215147, -52.0984592 -24.4219413)",,
367039692,False,,Rua México,residential,False,108.876,"LINESTRING (-52.0969511 -24.4215147, -52.09727 -24.4205796)",,
367039692,False,,Rua México,residential,True,11.23,"LINESTRING (-52.0969511 -24.4215147, -52.0969147 -24.4216101)",,
367039691,False,,Rua Professor Paulino Longo,residential,True,100.388,"LINESTRING (-52.09727 -24.4205796, -52.0982127 -24.4208594)",,
367039692,False,,Rua México,residential,True,108.876,"LINESTRING (-52.09727 -24.4205796, -52.0969511 -24.4215147)",,
367039691,False,,Rua Professor Paulino Longo,residential,False,100.388,"LINESTRING (-52.0982127 -24.4208594, -52.09727 -24.4205796)",,
367039694,False,,Rua Espírito Santo,residential,True,94.985,"LINESTRING (-52.0982127 -24.4208594, -52.0984951 -24.4200448)",,
