osmid,oneway,name,highway,reversed,length,geometry,junction,bridge
289074036,True,Rua Coelho Neto,residential,False,133.584,"LINESTRING (-46.0352153 -7.5303068, -46.0348137 -7.5302975, -46.0347064 -7.5303068, -46.0345924 -7.5303228, -46.0345267 -7.5303434, -46.0344395 -7.5303852, -46.0343168 -7.5304644, -46.0341002 -7.5306325)",,
373166480,False,Travessa Castro Alves,residential,False,106.063,"LINESTRING (-46.0352153 -7.5303068, -46.0352127 -7.5303633, -46.035208 -7.5303972, -46.0351905 -7.5304424, -46.0351395 -7.5305295, -46.0350845 -7.5306119, -46.0347114 -7.5311034)",,
373166480,False,Travessa Castro Alves,residential,True,90.61,"LINESTRING (-46.0352153 -7.5303068, -46.0352167 -7.5302343, -46.0352207 -7.5301373, -46.0352777 -7.5294945)",,
289074036,True,Rua Coelho Neto,residential,False,89.672,"LINESTRING (-46.0383832 -7.5307285, -46.0375771 -7.5306203)",,
932725837,True,Rua Padre Franco,tertiary,False,90.544,"LINESTRING (-46.0383832 -7.5307285, -46.0382881 -7.5315373)",,
289075041,True,Rua Coronel Silva Neto,secondary,False,105.441,"LINESTRING (-46.03848 -7.5300945, -46.0394181 -7.5302796)",,
932725837,True,Rua Padre Franco,tertiary,False,71.301,"LINESTRING (-46.03848 -7.5300945, -46.0383832 -7.5307285)",,
289075045,True,,secondary,False,22.439,"LINESTRING (-46.0415577 -7.5282882, -46.0415557 -7.5282473, -46.0415593 -7.5282063, -46.0415692 -7.5281732, -46.0415837 -7.5281353, -46.0416089 -7.5280983)",roundabout,
289075046,True,Avenida Catulo,secondary,False,105.35799999999999,"LINESTRING (-46.0415577 -7.5282882, -46.0414963 -7.5282758, -46.0414253 -7.528273, -46.0413572 -7.5282759, -46.0408212 -7.528367, -46.0406142 -7.5284023)",,
859080969,True,Rua Padre Franco,secondary,False,44.234,"LINESTRING (-46.0386762 -7.5286704, -46.0386201 -7.5290643)",,
289106979,True,Rua Antônio Jacobina,residential,False,106.357,"LINESTRING (-46.0382881 -7.5315373, -46.0392421 -7.5316801)",,
932725837,True,Rua Padre Franco,tertiary,False,92.311,"LINESTRING (-46.0382881 -7.5315373, -46.0381798 -7.5323605)",,
289106979,True,Rua Antônio Jacobina,residential,False,91.096,"LINESTRING (-46.0357381 -7.531308, -46.0365622 -7.5313687)",,
373166481,True,,residential,False,8.940000000000001,"LINESTRING (-46.0357381 -7.531308, -46.0357216 -7.5313447, -46.0356936 -7.5313738)",roundabout,
744890458,True,Travessa Gil Pires,tertiary,False,107.272,"LINESTRING (-46.0381798 -7.5323605, -46.0391416 -7.5325072)",,
967924391,True,Rua Padre Franco,tertiary,False,94.168,"LINESTRING (-46.0381798 -7.5323605, -46.0380892 -7.5332026)",,
369593317,True,Rua José Leão,secondary,False,98.24,"LINESTRING (-46.0399955 -7.533344, -46.039891 -7.5342214)",,
582740130,True,Rua Doutor Paulo Ramos,tertiary,False,95.608,"LINESTRING (-46.0399955 -7.533344, -46.0391298 -7.5332917)",,
289075040,False,Rua Padre Franco,residential,False,84.5,"LINESTRING (-46.0380892 -7.5332026, -46.0379921 -7.5339564)",,
967924390,True,Rua Doutor Paulo Ramos,tertiary,False,93.681,"LINESTRING (-46.0380892 -7.5332026, -46.0372421 -7.5331352)",,
582740134,True,Rua Doutor Paulo Ramos,tertiary,False,115.671,"LINESTRING (-46.0380892 -7.5332026, -46.0386704 -7.5332049, -46.0387465 -7.5332025, -46.0391372 -7.5331712)",,
740145999,True,Avenida Doutor Paulo Ramos,tertiary,False,85.859,"LINESTRING (-46.0414586 -7.5335883, -46.040692 -7.5334518)",,
289107150,True,Rua Bom Jesus,tertiary,False,78.599,"LINESTRING (-46.0415881 -7.5328932, -46.0414586 -7.5335883)",,
859080969,True,Rua Padre Franco,secondary,False,9.074,"LINESTRING (-46.0386201 -7.5290643, -46.0386086 -7.5291451)",,
746110030,True,Rua Gomes de Souza,residential,False,13.424,"LINESTRING (-46.0391298 -7.5332917, -46.0391372 -7.5331712)",,
582740130,True,Rua Doutor Paulo Ramos,tertiary,False,115.15299999999999,"LINESTRING (-46.0391298 -7.5332917, -46.038953 -7.5332816, -46.0388551 -7.533275, -46.0385081 -7.5332397, -46.0380892 -7.5332026)",,
744890457,True,Rua Prefeito Edisio Silva,tertiary,False,104.488,"LINESTRING (-46.0391416 -7.5325072, -46.0400789 -7.5326471)",,
746110030,True,Rua Gomes de Souza,residential,False,92.634,"LINESTRING (-46.0391416 -7.5325072, -46.0392421 -7.5316801)",,
289106979,True,Rua Antônio Jacobina,residential,False,99.646,"LINESTRING (-46.0392421 -7.5316801, -46.0401405 -7.5317791)",,
746110030,True,Rua Gomes de Souza,residential,False,93.34,"LINESTRING (-46.0392421 -7.5316801, -46.0393639 -7.5308494)",,
289074036,True,Rua Coelho Neto,residential,False,108.941,"LINESTRING (-46.0393639 -7.5308494, -46.0383832 -7.5307285)",,
746110030,True,Rua Gomes de Souza,residential,False,63.64,"LINESTRING (-46.0393639 -7.5308494, -46.0394181 -7.5302796)",,
746110030,True,Rua Gomes de Souza,residential,False,121.419,"LINESTRING (-46.0394181 -7.5302796, -46.0395185 -7.5291922)",,
289075041,True,Rua Coronel Silva Neto,secondary,False,101.81200000000001,"LINESTRING (-46.0394181 -7.5302796, -46.0396174 -7.5302998, -46.0403386 -7.5303536)",,
289107151,True,Rua Melquíades Moreira,residential,False,100.052,"LINESTRING (-46.0395185 -7.5291922, -46.0386201 -7.5290643)",,
746110030,True,Rua Gomes de Souza,residential,False,72.422,"LINESTRING (-46.0395185 -7.5291922, -46.0396132 -7.5285477)",,
289107151,True,Rua Melquíades Moreira,residential,False,91.964,"LINESTRING (-46.0413019 -7.5294462, -46.0404761 -7.5293288)",,
608730749,True,Rua Santo Antônio,secondary,False,131.815,"LINESTRING (-46.0413019 -7.5294462, -46.0415577 -7.5282882)",,
608730749,True,Rua Santo Antônio,secondary,False,107.889,"LINESTRING (-46.04114 -7.5304031, -46.0413019 -7.5294462)",,
289074036,True,Rua Coelho Neto,residential,False,87.057,"LINESTRING (-46.0410391 -7.5310676, -46.0402558 -7.5309679)",,
608730749,True,Rua Santo Antônio,secondary,False,74.722,"LINESTRING (-46.0410391 -7.5310676, -46.04114 -7.5304031)",,
608730749,True,Rua Santo Antônio,secondary,False,93.508,"LINESTRING (-46.0408853 -7.5318946, -46.0410391 -7.5310676)",,
608730749,True,Rua Santo Antônio,secondary,False,97.128,"LINESTRING (-46.0407485 -7.5327575, -46.0408853 -7.5318946)",,
744890457,True,Rua Prefeito Edisio Silva,tertiary,False,93.776,"LINESTRING (-46.0407485 -7.5327575, -46.0415881 -7.5328932)",,
608730749,True,Rua Santo Antônio,secondary,False,77.454,"LINESTRING (-46.040692 -7.5334518, -46.0407485 -7.5327575)",,
