osmid,oneway,ref,name,highway,maxspeed,reversed,length,junction,geometry
905806936,True,ERS-239,Avenida Brasil,primary,40,False,86.965,,"LINESTRING (-51.173807 -29.6537162, -51.1747015 -29.6536302)"
905806935,True,,,primary,,False,15.134,roundabout,"LINESTRING (-51.173807 -29.6537162, -51.1738307 -29.653734, -51.173846 -29.6537577, -51.1738508 -29.6537911, -51.1738452 -29.6538113, -51.1738291 -29.6538347)"
905806932,True,,,primary,,False,12.071,roundabout,"LINESTRING (-51.1737147 -29.6538509, -51.173691 -29.6538331, -51.1736801 -29.6538164, -51.1736707 -29.6537825, -51.1736765 -29.6537557)"
905806937,True,ERS-239,Avenida Brasil,primary,40,False,86.297,,"LINESTRING (-51.1737147 -29.6538509, -51.1729895 -29.6539768, -51.1728384 -29.6540004)"
65090159,False,,Rua Carlos Antônio Bender,residential,,False,44.592,,"LINESTRING (-51.1681032 -29.6547152, -51.16817 -29.655112)"
275258868,True,ERS-239,Avenida Brasil,primary,60,False,12.258,,"LINESTRING (-51.1681032 -29.6547152, -51.1679764 -29.6547183)"
35730754,True,,,secondary,,False,14.591000000000001,roundabout,"LINESTRING (-51.1723927 -29.6519823, -51.1723569 -29.6520131, -51.1723105 -29.65203, -51.1722602 -29.6520306)"
35730948,True,,Avenida 7 de Setembro,secondary,60,False,104.619,,"LINESTRING (-51.1723927 -29.6519823, -51.1724338 -29.652169, -51.1725967 -29.6529063)"
35730754,True,,,secondary,,False,16.288,roundabout,"LINESTRING (-51.1722133 -29.6520148, -51.1721732 -29.6519806, -51.172153 -29.6519351, -51.1721564 -29.6518863)"
406994002,True,,Avenida Presidente Vargas,secondary,40,False,86.978,,"LINESTRING (-51.1722133 -29.6520148, -51.1720681 -29.6520508, -51.1713288 -29.6521557)"
104298067,True,,Avenida 7 de Setembro,secondary,60,False,73.163,,"LINESTRING (-51.1721829 -29.6518432, -51.1721323 -29.6511867)"
35730754,True,,,secondary,,False,22.852,roundabout,"LINESTRING (-51.1721829 -29.6518432, -51.1722303 -29.6518125, -51.1722883 -29.6518028, -51.1723454 -29.6518161, -51.1723902 -29.6518497)"
1169719395,True,,,secondary,,False,10.739,roundabout,"LINESTRING (-51.1723902 -29.6518497, -51.1724128 -29.6518938, -51.1724126 -29.6519421)"
1169719395,True,,,secondary,,False,4.866,roundabout,"LINESTRING (-51.1724126 -29.6519421, -51.1723927 -29.6519823)"
98672410,False,,Avenida Presidente Vargas,secondary,,True,94.202,,"LINESTRING (-51.1724126 -29.6519421, -51.1725149 -29.651911, -51.1732428 -29.6517672, -51.1733596 -29.6517433)"
275258857,True,ERS-239,Avenida Brasil,primary,40,False,15.277,,"LINESTRING (-51.1726606 -29.6539241, -51.1728162 -29.6538998)"
788540527,True,,Avenida 7 de Setembro,secondary,60,False,112.525,,"LINESTRING (-51.1726606 -29.6539241, -51.1724434 -29.6529299)"
1169719393,True,,Avenida 7 de Setembro,secondary,60,False,11.39,,"LINESTRING (-51.1728162 -29.6538998, -51.1728279 -29.6539529, -51.1728384 -29.6540004)"
1169719394,True,ERS-239,Avenida Brasil,primary,40,False,84.775,,"LINESTRING (-51.1728162 -29.6538998, -51.1736109 -29.6537775, -51.1736765 -29.6537557)"
