osmid,highway,oneway,reversed,length,ref,name,maxspeed,lanes,geometry,bridge
158621592,residential,False,False,37.093,,,,,"LINESTRING (-35.0626241 -8.4020517, -35.0629429 -8.401943)",
542946273,primary,False,False,8.062,PE-060,Rodovia PE-060,60,,"LINESTRING (-35.0626241 -8.4020517, -35.0626876 -8.4020879)",
"[542946274, 1118716341]",primary,False,True,508.62300000000005,PE-060,Rodovia PE-060,"['60', '40']",2,"LINESTRING (-35.0626241 -8.4020517, -35.061794 -8.4016965, -35.0616539 -8.4016439, -35.0615988 -8.4016232, -35.0615954 -8.401622, -35.0614048 -8.401563, -35.0612952 -8.4015333, -35.0612038 -8.4015109, -35.0610247 -8.4014676, -35.0603696 -8.4013122, -35.0600586 -8.4012345, -35.0598172 -8.4011597, -35.0594098 -8.4009961, -35.0592397 -8.4009153, -35.0589679 -8.4007708, -35.0587587 -8.4006482, -35.0583488 -8.400387)",
158621587,residential,False,False,110.622,,Rua Aldisio Marques,,,"LINESTRING (-35.0655645 -8.3988437, -35.0655169 -8.3988225, -35.06547 -8.3988046, -35.065415 -8.3987655, -35.0653895 -8.398717, -35.0653687 -8.3985751, -35.0653285 -8.3983283, -35.0652708 -8.3979542)",
671989287,residential,False,False,176.89299999999997,,Rua São Francisco,,,"LINESTRING (-35.0655645 -8.3988437, -35.0656168 -8.3991336, -35.0656329 -8.3993631, -35.0656302 -8.3994733, -35.0656021 -8.3996524, -35.0655028 -8.4000159, -35.0653592 -8.400388)",
586627397,residential,False,False,80.863,,Rua Aha,,,"LINESTRING (-35.0634524 -8.3988208, -35.0630965 -8.3994571)",
586627397,residential,False,True,45.303000000000004,,Rua Aha,,,"LINESTRING (-35.0634524 -8.3988208, -35.0635622 -8.3986534, -35.0636011 -8.3986016, -35.0636494 -8.398571, -35.0637285 -8.3985339)",
676600768,residential,False,False,135.12,,Travessa do Comércio,,,"LINESTRING (-35.0634524 -8.3988208, -35.0635663 -8.3988776, -35.0635877 -8.3989054, -35.0636018 -8.3989446, -35.0635985 -8.3989744, -35.0635837 -8.3990222, -35.0632946 -8.3995077, -35.0631693 -8.399732, -35.0630839 -8.3998066)",
158621559,residential,False,True,173.224,,Rua Hilda da Costa Monteiro,,,"LINESTRING (-35.0597369 -8.3991241, -35.0594791 -8.3985557, -35.0592002 -8.3978866, -35.0591817 -8.3978058, -35.0591785 -8.3976776)",
1184097565,tertiary,True,False,174.409,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0597369 -8.3991241, -35.0604758 -8.3993326, -35.0610437 -8.3995761, -35.0612331 -8.3996338)",
158621572,tertiary,True,False,44.528999999999996,,Avenida Francisco Alves de Souza,,,"LINESTRING (-35.0593578 -8.3992035, -35.0594299 -8.3991503, -35.0595063 -8.3991194, -35.0595706 -8.3991101, -35.0596416 -8.3991101, -35.0597369 -8.3991241)",
"[660202937, 158621604]",residential,False,False,164.32399999999998,,Rua José Mariano Alves,,,"LINESTRING (-35.0593578 -8.3992035, -35.0587443 -8.3979157, -35.0587886 -8.3978839)",
671989290,tertiary,True,False,25.118,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0627375 -8.3997214, -35.062768 -8.399719, -35.0628092 -8.399719, -35.0628555 -8.3997195, -35.062903 -8.3997254, -35.0629619 -8.3997457)",
586627397,residential,False,True,35.342,,Rua Aha,,,"LINESTRING (-35.0629619 -8.3997457, -35.0630965 -8.3994571)",
671989290,tertiary,True,False,15.032,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0629619 -8.3997457, -35.0630839 -8.3998066)",
676854973,residential,False,True,105.154,,Travessa Mario da Costa Monteiro,,,"LINESTRING (-35.0617316 -8.3998036, -35.0614378 -8.4007035)",
671989290,tertiary,True,False,112.688,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0617316 -8.3998036, -35.06191 -8.3998381, -35.0620937 -8.3998485, -35.0621675 -8.3998474, -35.0622962 -8.3998235, -35.0626865 -8.3997253, -35.0627375 -8.3997214)",
671989290,tertiary,True,False,68.29,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0630839 -8.3998066, -35.0635912 -8.4001606)",
676600768,residential,False,False,43.120000000000005,,Travessa do Comércio,,,"LINESTRING (-35.0630839 -8.3998066, -35.0629681 -8.3999174, -35.0628213 -8.4000937)",
676600768,residential,False,True,135.11999999999998,,Travessa do Comércio,,,"LINESTRING (-35.0630839 -8.3998066, -35.0631693 -8.399732, -35.0632946 -8.3995077, -35.0635837 -8.3990222, -35.0635985 -8.3989744, -35.0636018 -8.3989446, -35.0635877 -8.3989054, -35.0635663 -8.3988776, -35.0634524 -8.3988208)",
158620926,residential,False,True,40.316,,Rua Mario da Costa Monteiro,,,"LINESTRING (-35.0628213 -8.4000937, -35.0627321 -8.4001261, -35.0624753 -8.4002132)",
586627394,residential,True,False,42.596000000000004,,Travessa Dantas Barreto,,,"LINESTRING (-35.0628213 -8.4000937, -35.0627898 -8.3999934, -35.0627563 -8.399886, -35.0627375 -8.3997214)",
676600768,residential,False,False,49.905,,Travessa do Comércio,,,"LINESTRING (-35.0628213 -8.4000937, -35.0627106 -8.4002693, -35.0626624 -8.4003814, -35.0626127 -8.4004909)",
676600768,residential,False,True,43.120000000000005,,Travessa do Comércio,,,"LINESTRING (-35.0628213 -8.4000937, -35.0629681 -8.3999174, -35.0630839 -8.3998066)",
671989290,tertiary,True,False,6.724,,Rua Cristovão Jose da Silva,,,"LINESTRING (-35.0635912 -8.4001606, -35.0636441 -8.4001909)",
158621623,residential,False,False,237.38500000000002,,Rua Coronel Jose de Souza Leão,,,"LINESTRING (-35.0635912 -8.4001606, -35.0636253 -8.4000484, -35.0637659 -8.3996514, -35.0639401 -8.3992035, -35.0640886 -8.3989831, -35.0643126 -8.3987064, -35.0643676 -8.3986494, -35.0644232 -8.3985956, -35.0644755 -8.3985439, -35.0645231 -8.3985028, -35.0645634 -8.3984636, -35.0646063 -8.3984099, -35.0646469 -8.3983384)",
158621598,residential,False,False,71.23400000000001,,Rua Henrique Miller,,,"LINESTRING (-35.0636441 -8.4001909, -35.0635857 -8.4003788, -35.0635719 -8.4004527, -35.0635415 -8.400524, -35.0634999 -8.4005897, -35.0634489 -8.4006766, -35.0633973 -8.400729, -35.0633669 -8.4007559)",
"[791730648, 671989291]",tertiary,True,False,192.092,,Rua do Comercio,,,"LINESTRING (-35.0636441 -8.4001909, -35.0640187 -8.4002104, -35.0641889 -8.4002049, -35.064534 -8.4002139, -35.0647982 -8.4002351, -35.0650392 -8.4002534, -35.0650597 -8.400255, -35.0653592 -8.400388)",
586627393,residential,False,True,34.379,,Rua João Pessoa,,,"LINESTRING (-35.0624753 -8.4002132, -35.0626127 -8.4004909)",
158620926,residential,False,False,40.316,,Rua Mario da Costa Monteiro,,,"LINESTRING (-35.0624753 -8.4002132, -35.0627321 -8.4001261, -35.0628213 -8.4000937)",
158620926,residential,False,True,126.493,,Rua Mario da Costa Monteiro,,,"LINESTRING (-35.0624753 -8.4002132, -35.0618203 -8.4005172, -35.0615558 -8.4006422, -35.0614378 -8.4007035)",
671989288,tertiary,False,False,28.874,,Avenida Francisco Alves de Souza,,,"LINESTRING (-35.0653592 -8.400388, -35.0655856 -8.4005194)",
671989287,residential,False,True,176.893,,Rua São Francisco,,,"LINESTRING (-35.0653592 -8.400388, -35.0655028 -8.4000159, -35.0656021 -8.3996524, -35.0656302 -8.3994733, -35.0656329 -8.3993631, -35.0656168 -8.3991336, -35.0655645 -8.3988437)",
896631235,residential,True,False,115.30199999999999,,Rua Cristovão José Pimentel,,,"LINESTRING (-35.0653592 -8.400388, -35.065309 -8.4004491, -35.0651529 -8.4004889, -35.064709 -8.4005907, -35.0644581 -8.400656, -35.0643716 -8.4006878)",
586627395,tertiary,False,False,19.533,,Rua para Barreiros,,,"LINESTRING (-35.0655856 -8.4005194, -35.0656344 -8.4006883)",
671989288,tertiary,False,True,28.874,,Avenida Francisco Alves de Souza,,,"LINESTRING (-35.0655856 -8.4005194, -35.0653592 -8.400388)",
676854973,residential,False,False,105.154,,Travessa Mario da Costa Monteiro,,,"LINESTRING (-35.0614378 -8.4007035, -35.0617316 -8.3998036)",
