osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref
28793119,Rua Manoel Pinheiro,residential,False,False,99.12,"LINESTRING (-44.1411714 -20.0349457, -44.1418782 -20.034351)",,,
706721441,Avenida José Luiz Resende,tertiary,False,True,51.309,"LINESTRING (-44.1411714 -20.0349457, -44.1413136 -20.0350415, -44.1413887 -20.0351436, -44.141504 -20.0352784)",,,
666011844,Rua Eduardo Cozac,residential,False,True,41.03,"LINESTRING (-44.141504 -20.0352784, -44.1418305 -20.0350733)",,,
706721441,Avenida José Luiz Resende,tertiary,False,False,51.309,"LINESTRING (-44.141504 -20.0352784, -44.1413887 -20.0351436, -44.1413136 -20.0350415, -44.1411714 -20.0349457)",,,
363947207,Rua Eduardo Cozac,residential,False,False,69.738,"LINESTRING (-44.144154 -20.03343, -44.1446587 -20.0330195)",,,
706731868,Rua Elói Cândido de Melo,residential,False,False,28.347,"LINESTRING (-44.144154 -20.03343, -44.1442667 -20.0336619)",,,
363945264,Rua Darcy Landi Amaral,residential,True,False,95.974,"LINESTRING (-44.1418708 -20.0370104, -44.1413159 -20.0376983)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,False,16.76,"LINESTRING (-44.1418708 -20.0370104, -44.1417414 -20.0369213)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,True,71.97,"LINESTRING (-44.1418708 -20.0370104, -44.1424182 -20.0374034)",,,
28796929,Rua São Vicente de Paula,residential,False,False,97.821,"LINESTRING (-44.1413679 -20.0366429, -44.1407789 -20.0373268)",,,
28796929,Rua São Vicente de Paula,residential,False,True,138.627,"LINESTRING (-44.1413679 -20.0366429, -44.1424226 -20.0358863)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,True,49.807,"LINESTRING (-44.1413679 -20.0366429, -44.1417414 -20.0369213)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,False,74.32300000000001,"LINESTRING (-44.1413679 -20.0366429, -44.1410935 -20.036411, -44.1408858 -20.0361553)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,True,74.32300000000001,"LINESTRING (-44.1408858 -20.0361553, -44.1410935 -20.036411, -44.1413679 -20.0366429)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,False,137.677,"LINESTRING (-44.1481881 -20.0341041, -44.1471541 -20.0348718)",,,
28796912,Rua Calafate,residential,False,False,102.633,"LINESTRING (-44.1481881 -20.0341041, -44.1473767 -20.0335837)",,,
28796912,Rua Calafate,residential,False,True,50.026,"LINESTRING (-44.1481881 -20.0341041, -44.1485783 -20.0343649)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,False,18.856,"LINESTRING (-44.1431177 -20.0378785, -44.1429692 -20.0377821)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,True,94.348,"LINESTRING (-44.1431177 -20.0378785, -44.1438331 -20.0383964)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,True,204.46800000000002,"LINESTRING (-44.1431177 -20.0378785, -44.1444562 -20.0368636, -44.1446408 -20.0367236)",,,
28796916,Rua José Batista Filho,residential,False,False,138.561,"LINESTRING (-44.145243 -20.0354926, -44.1442063 -20.0362699)",,,
28796916,Rua José Batista Filho,residential,False,True,165.687,"LINESTRING (-44.145243 -20.0354926, -44.1464866 -20.0345678)",,,
706731868,Rua Elói Cândido de Melo,residential,False,False,70.068,"LINESTRING (-44.145243 -20.0354926, -44.145703 -20.0359512)",,,
706731868,Rua Elói Cândido de Melo,residential,False,True,100.314,"LINESTRING (-44.145243 -20.0354926, -44.1448125 -20.0346862)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,False,140.319,"LINESTRING (-44.145703 -20.0359512, -44.1446408 -20.0367236)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,True,193.353,"LINESTRING (-44.145703 -20.0359512, -44.1471541 -20.0348718)",,,
28793117,Rua Elói Cândido de Melo,residential,False,False,73.906,"LINESTRING (-44.145703 -20.0359512, -44.1462086 -20.0364161)",,,
706731868,Rua Elói Cândido de Melo,residential,False,True,70.068,"LINESTRING (-44.145703 -20.0359512, -44.145243 -20.0354926)",,,
382758383,Rua dos Ferroviários,residential,False,True,36.57,"LINESTRING (-44.1469346 -20.0346156, -44.1471541 -20.0348718)",,,
28793118,Praça Vereador Ermelindo Cardoso,residential,True,False,51.605,"LINESTRING (-44.1469346 -20.0346156, -44.1468472 -20.0346589, -44.1467501 -20.0346761, -44.146652 -20.0346656, -44.1465614 -20.0346284, -44.1464866 -20.0345678)",,,
28796916,Rua José Batista Filho,residential,False,False,165.687,"LINESTRING (-44.1464866 -20.0345678, -44.145243 -20.0354926)",,,
28793118,Praça Vereador Ermelindo Cardoso,residential,True,False,19.489,"LINESTRING (-44.1464866 -20.0345678, -44.1464364 -20.034494, -44.14641 -20.0344099)",,,
363947208,Rua José Batista Filho,residential,False,True,74.931,"LINESTRING (-44.1469492 -20.0341248, -44.1473767 -20.0335837)",,,
28793118,Praça Vereador Ermelindo Cardoso,residential,True,False,62.657,"LINESTRING (-44.1469492 -20.0341248, -44.1470158 -20.0341948, -44.1470571 -20.0342804, -44.1470694 -20.0343736, -44.1470516 -20.034466, -44.1470053 -20.0345492, -44.1469346 -20.0346156)",,,
28793119,Rua Manoel Pinheiro,residential,False,False,109.633,"LINESTRING (-44.1418782 -20.034351, -44.1426994 -20.0337371)",,,
28793119,Rua Manoel Pinheiro,residential,False,True,99.12,"LINESTRING (-44.1418782 -20.034351, -44.1411714 -20.0349457)",,,
511855384,Rua Osvaldo Cruz,residential,False,True,114.441,"LINESTRING (-44.1418782 -20.034351, -44.141236 -20.0335172)",,,
28793119,Rua Manoel Pinheiro,residential,False,True,109.633,"LINESTRING (-44.1426994 -20.0337371, -44.1418782 -20.034351)",,,
481333443,Rua São Paulo,residential,False,False,76.537,"LINESTRING (-44.1426994 -20.0337371, -44.1425513 -20.0335595, -44.142166 -20.0332713)",,,
706731868,Rua Elói Cândido de Melo,residential,False,True,19.298,"LINESTRING (-44.1443525 -20.0338156, -44.1442667 -20.0336619)",,,
706731868,Rua Elói Cândido de Melo,residential,False,False,32.901,"LINESTRING (-44.1443525 -20.0338156, -44.1444462 -20.0339839, -44.1445082 -20.0340724)",,,
28796912,Rua Calafate,residential,False,False,139.223,"LINESTRING (-44.1498283 -20.0352217, -44.14875 -20.0344859)",,,
"[706524486, 28796911]","['Rua João de Barro', 'Rua Oito']","['residential', 'unclassified']",False,False,363.74399999999997,"LINESTRING (-44.1498283 -20.0352217, -44.1495574 -20.0356954, -44.1493991 -20.0358693, -44.1491792 -20.0360457, -44.149029 -20.0361591, -44.1487366 -20.0364438, -44.1482163 -20.037099, -44.1476865 -20.0377743)",,,
28796912,Rua Calafate,residential,False,True,102.633,"LINESTRING (-44.1473767 -20.0335837, -44.1481881 -20.0341041)",,,
363947208,Rua José Batista Filho,residential,False,False,74.931,"LINESTRING (-44.1473767 -20.0335837, -44.1469492 -20.0341248)",,,
363947208,Rua José Batista Filho,residential,False,True,79.15,"LINESTRING (-44.1473767 -20.0335837, -44.1476718 -20.0329281)",,,
382758376,Rua Antônio Dias dos Santos,residential,False,False,100.105,"LINESTRING (-44.1473767 -20.0335837, -44.1471972 -20.033623, -44.1464289 -20.0337106)",,,
28796915,Rua Antônio Dias dos Santos,residential,False,True,164.783,"LINESTRING (-44.1445082 -20.0340724, -44.143263 -20.0349821)",,,
382758376,Rua Antônio Dias dos Santos,residential,False,True,204.643,"LINESTRING (-44.1445082 -20.0340724, -44.1464289 -20.0337106)",,,
706731868,Rua Elói Cândido de Melo,residential,False,False,75.292,"LINESTRING (-44.1445082 -20.0340724, -44.1448125 -20.0346862)",,,
706731868,Rua Elói Cândido de Melo,residential,False,True,32.901,"LINESTRING (-44.1445082 -20.0340724, -44.1444462 -20.0339839, -44.1443525 -20.0338156)",,,
28796913,Rua dos Ferroviários,residential,False,False,72.082,"LINESTRING (-44.1459216 -20.0325159, -44.1461652 -20.0331224)",,,
363947207,Rua Eduardo Cozac,residential,False,True,145.80599999999998,"LINESTRING (-44.1459216 -20.0325159, -44.1453788 -20.0326178, -44.1451643 -20.0327002, -44.1448437 -20.0328813, -44.1446587 -20.0330195)",,,
28793285,Rua Professora Efigênia Mendonça,residential,False,False,158.866,"LINESTRING (-44.1461652 -20.0331224, -44.1476718 -20.0329281)",,,
28796913,Rua dos Ferroviários,residential,False,False,70.97,"LINESTRING (-44.1461652 -20.0331224, -44.1464289 -20.0337106)",,,
28796913,Rua dos Ferroviários,residential,False,True,72.082,"LINESTRING (-44.1461652 -20.0331224, -44.1459216 -20.0325159)",,,
28793285,Rua Professora Efigênia Mendonça,residential,False,True,133.667,"LINESTRING (-44.1461652 -20.0331224, -44.1453582 -20.0332629, -44.1451258 -20.033337, -44.1449524 -20.0334538)",,,
28796913,Rua dos Ferroviários,residential,False,False,44.979,"LINESTRING (-44.1464289 -20.0337106, -44.1466088 -20.0340781)",,,
28796913,Rua dos Ferroviários,residential,False,True,70.97,"LINESTRING (-44.1464289 -20.0337106, -44.1461652 -20.0331224)",,,
382758376,Rua Antônio Dias dos Santos,residential,False,False,204.643,"LINESTRING (-44.1464289 -20.0337106, -44.1445082 -20.0340724)",,,
382758376,Rua Antônio Dias dos Santos,residential,False,True,100.105,"LINESTRING (-44.1464289 -20.0337106, -44.1471972 -20.033623, -44.1473767 -20.0335837)",,,
28796914,Rua Vicente Nunes Rezende,residential,False,False,150.616,"LINESTRING (-44.1448125 -20.0346862, -44.1436914 -20.0355379)",,,
28796914,Rua Vicente Nunes Rezende,residential,False,True,169.689,"LINESTRING (-44.1448125 -20.0346862, -44.14641 -20.0344099)",,,
706731868,Rua Elói Cândido de Melo,residential,False,False,100.314,"LINESTRING (-44.1448125 -20.0346862, -44.145243 -20.0354926)",,,
706731868,Rua Elói Cândido de Melo,residential,False,True,75.292,"LINESTRING (-44.1448125 -20.0346862, -44.1445082 -20.0340724)",,,
28796914,Rua Vicente Nunes Rezende,residential,False,True,150.616,"LINESTRING (-44.1436914 -20.0355379, -44.1448125 -20.0346862)",,,
28796917,Rua Geraldo Nassif Salomão,residential,False,False,76.304,"LINESTRING (-44.1436914 -20.0355379, -44.143263 -20.0349821)",,,
"[28796928, 28796917]","['Rua Geraldo Nassif Salomão', 'Rua Santa Rosa de Lima']",residential,False,"[False, True]",101.011,"LINESTRING (-44.1436914 -20.0355379, -44.1437805 -20.0356507, -44.1430852 -20.0360545)",,,
28796915,Rua Antônio Dias dos Santos,residential,False,False,164.783,"LINESTRING (-44.143263 -20.0349821, -44.1445082 -20.0340724)",,,
28796917,Rua Geraldo Nassif Salomão,residential,False,False,25.593,"LINESTRING (-44.143263 -20.0349821, -44.1431174 -20.034797)",,,
28796917,Rua Geraldo Nassif Salomão,residential,False,True,76.304,"LINESTRING (-44.143263 -20.0349821, -44.1436914 -20.0355379)",,,
28796916,Rua José Batista Filho,residential,False,True,84.694,"LINESTRING (-44.1425413 -20.0374798, -44.1431755 -20.0370053)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,False,15.412,"LINESTRING (-44.1425413 -20.0374798, -44.1424182 -20.0374034)",,,
382758384,Rua Irene Pinheiro Avelar,residential,False,True,55.929,"LINESTRING (-44.1425413 -20.0374798, -44.1429692 -20.0377821)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,True,140.319,"LINESTRING (-44.1446408 -20.0367236, -44.145703 -20.0359512)",,,
970063896,Rua Geraldo Nassif Salomão,residential,False,False,67.863,"LINESTRING (-44.1446408 -20.0367236, -44.1442063 -20.0362699)",,,
28793116,Rua Hermes Pereira Pinto,residential,False,False,204.46800000000002,"LINESTRING (-44.1446408 -20.0367236, -44.1444562 -20.0368636, -44.1431177 -20.0378785)",,,
28796916,Rua José Batista Filho,residential,False,False,135.212,"LINESTRING (-44.1442063 -20.0362699, -44.1431755 -20.0370053)",,,
28796916,Rua José Batista Filho,residential,False,True,138.561,"LINESTRING (-44.1442063 -20.0362699, -44.145243 -20.0354926)",,,
