osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction
255161262,True,2,Rua Carlos Cavalcanti,residential,40,False,123.705,"LINESTRING (-51.0858579 -26.2321139, -51.0868914 -26.2327289)",
"[87984099, 351447310]",True,2,"['Avenida Interventor Manoel Ribas', 'Rua Matos Costa']",secondary,40,False,87.865,"LINESTRING (-51.0858579 -26.2321139, -51.0854856 -26.2326121, -51.0854773 -26.2326232, -51.0854672 -26.2326381, -51.0853746 -26.2327744)",
87984099,True,2,Rua Matos Costa,secondary,40,False,95.402,"LINESTRING (-51.0850987 -26.2331773, -51.0845632 -26.2338882)",
1116449655,True,2,Rua Prudente de Morais,secondary,40,False,135.731,"LINESTRING (-51.0850987 -26.2331773, -51.0839701 -26.2324953)",
255162274,False,,Rua Padre Anchieta,residential,,False,111.08,"LINESTRING (-51.0840717 -26.2361146, -51.0846839 -26.2352801)",
255162274,False,,Rua Padre Anchieta,residential,,True,139.246,"LINESTRING (-51.0840717 -26.2361146, -51.0832927 -26.2371538)",
255162676,False,,Rua José Boiteux,residential,,False,95.563,"LINESTRING (-51.0840717 -26.2361146, -51.0832831 -26.2356265)",
255162676,False,,Rua José Boiteux,residential,,True,101.39,"LINESTRING (-51.0840717 -26.2361146, -51.0849187 -26.2366188)",
255162797,True,,Rua 7 de Setembro,secondary,,False,20.572,"LINESTRING (-51.0844664 -26.2318401, -51.0845885 -26.231691)",
287797982,True,,Rua Francisco Newmann,residential,,False,20.325,"LINESTRING (-51.0844664 -26.2318401, -51.0843691 -26.2316795)",
255162797,True,,Rua 7 de Setembro,secondary,,False,88.082,"LINESTRING (-51.0839701 -26.2324953, -51.0844664 -26.2318401)",
1116449655,True,2,Rua Prudente de Morais,secondary,40,False,171.951,"LINESTRING (-51.0839701 -26.2324953, -51.0825384 -26.2316339)",
255164142,False,2,Rua Marechal Floriano Peixoto,residential,,True,145.666,"LINESTRING (-51.0842089 -26.2293229, -51.0842914 -26.2293588, -51.0855226 -26.2298951)",
920629840,False,2,Rua Marechal Floriano Peixoto,residential,,False,11.186,"LINESTRING (-51.0842089 -26.2293229, -51.0841506 -26.2292975, -51.084108 -26.229279)",
75341532,False,,"Rua Santos Dumont, 154",residential,,False,130.236,"LINESTRING (-51.0824762 -26.2366905, -51.0812423 -26.2363073)",
75341532,False,,"Rua Santos Dumont, 154",residential,,True,96.364,"LINESTRING (-51.0824762 -26.2366905, -51.0832927 -26.2371538)",
