osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,tunnel,bridge
29091142,True,1,MG-040,Avenida São Paulo,secondary,False,17.286,"LINESTRING (-44.0659251 -20.0186881, -44.0657606 -20.0187048)",,,
230066101,True,2,MG-040,Rodovia Renato Azevedo,primary,False,48.974000000000004,"LINESTRING (-44.0659251 -20.0186881, -44.0657828 -20.0186449, -44.0656931 -20.0185952, -44.0655674 -20.0184838, -44.0655476 -20.0184487)",,,
712902334,True,2,MG-040,Rodovia Renato Azevedo,primary,False,50.042,"LINESTRING (-44.0668701 -20.0187869, -44.0664008 -20.0186969)",,,
233388695,True,,,Praça Chafir Ferreira,tertiary,False,100.318,"LINESTRING (-44.0579357 -20.0244188, -44.0583934 -20.0236257)",,,
215445817,False,,,Rua Alcina Campos Taitson,tertiary,False,60.629000000000005,"LINESTRING (-44.0579357 -20.0244188, -44.0581255 -20.0243268, -44.0581864 -20.0242562, -44.0582419 -20.0241516, -44.0582803 -20.0240196)",,,
29090969,True,,,Rua Alfaiate Antônio José de Freitas,residential,False,69.294,"LINESTRING (-44.0584912 -20.0233423, -44.0578582 -20.0231562)",,,
215445817,False,,,Rua Alcina Campos Taitson,tertiary,True,33.128,"LINESTRING (-44.0584912 -20.0233423, -44.0583934 -20.0236257)",,,
215445817,False,,,Rua Alcina Campos Taitson,tertiary,False,121.203,"LINESTRING (-44.0584912 -20.0233423, -44.058705 -20.022581, -44.0588125 -20.0222957)",,,
215445817,False,,,Rua Alcina Campos Taitson,tertiary,False,6.48,"LINESTRING (-44.0582803 -20.0240196, -44.0583031 -20.0239654)",,,
215445817,False,,,Rua Alcina Campos Taitson,tertiary,True,60.629000000000005,"LINESTRING (-44.0582803 -20.0240196, -44.0582419 -20.0241516, -44.0581864 -20.0242562, -44.0581255 -20.0243268, -44.0579357 -20.0244188)",,,
172557151,True,,,,tertiary,False,22.003,"LINESTRING (-44.0588792 -20.0240382, -44.0588945 -20.0240138, -44.0589161 -20.0239941, -44.0589425 -20.0239807, -44.0589719 -20.0239744, -44.0590019 -20.0239757, -44.0590305 -20.0239845, -44.0590555 -20.0240002)",roundabout,,
29090971,False,,,Rua Hilário Ferreira de Freitas,residential,False,69.073,"LINESTRING (-44.0582218 -20.0214864, -44.0577514 -20.0219229)",,,
