osmid,oneway,name,highway,reversed,length,maxspeed,geometry,width
38214500,True,Rua Quinta,residential,False,127.356,,"LINESTRING (-48.51748 -0.7253903, -48.5178008 -0.7242908)",
515605459,False,Travessa Dezessete,tertiary,False,125.273,,"LINESTRING (-48.51748 -0.7253903, -48.5163913 -0.7251002)",
515605459,False,Travessa Dezessete,tertiary,True,12.153,,"LINESTRING (-48.51748 -0.7253903, -48.5175849 -0.725421)",
58332458,False,Travessa Dez,residential,True,11.323,40,"LINESTRING (-48.5146405 -0.7310411, -48.5147388 -0.7310677)",
776896113,True,Rua Sexta,residential,False,110.858,,"LINESTRING (-48.5146405 -0.7310411, -48.5148847 -0.7300745)",
1161555975,False,Rua Primeira,tertiary,True,7.446,,"LINESTRING (-48.5198205 -0.73199, -48.5197536 -0.731993)",
38214521,False,Rua Primeira,residential,False,197.82100000000003,,"LINESTRING (-48.5198205 -0.73199, -48.5199328 -0.7318949, -48.5200866 -0.7318614, -48.5202358 -0.731884, -48.520341 -0.7318532, -48.52044 -0.7317362, -48.5205651 -0.7315363, -48.5207181 -0.7312548, -48.5208093 -0.7310661, -48.5209068 -0.7307877)",
38214521,False,Rua Primeira,residential,True,46.42,,"LINESTRING (-48.5218829 -0.727862, -48.5217585 -0.7282605)",
38214532,False,Estrada do São João,residential,False,11.932,,"LINESTRING (-48.5218829 -0.727862, -48.5218364 -0.7278365, -48.5218122 -0.7278194, -48.5217886 -0.7278123)",
74765299,False,Estrada do São João,residential,False,14.772,,"LINESTRING (-48.5218829 -0.727862, -48.5219162 -0.7278839, -48.5219827 -0.7279489)",
38214526,False,,residential,False,23.325,40,"LINESTRING (-48.5218007 -0.7285948, -48.5216205 -0.7287022)",
74765305,False,v,residential,True,35.141,40,"LINESTRING (-48.5218007 -0.7285948, -48.521886 -0.7282905)",5
74765316,False,Estrada do São João,residential,True,12.094999999999999,,"LINESTRING (-48.5218007 -0.7285948, -48.5218182 -0.7285887, -48.521838 -0.7285832, -48.5218545 -0.7285819, -48.521878 -0.7285852, -48.5219058 -0.7285948)",5
38214521,False,Rua Primeira,residential,False,51.456,,"LINESTRING (-48.5216205 -0.7287022, -48.5217585 -0.7282605)",
38214521,False,Rua Primeira,residential,True,125.969,,"LINESTRING (-48.5216205 -0.7287022, -48.5212039 -0.7297557)",
38214526,False,,residential,True,23.325,40,"LINESTRING (-48.5216205 -0.7287022, -48.5218007 -0.7285948)",
38214528,False,Travessa Quinze,residential,False,93.604,,"LINESTRING (-48.5216205 -0.7287022, -48.5208196 -0.7284428)",
38214529,False,Travessa Dezesseis,residential,True,14.908,,"LINESTRING (-48.5147585 -0.7258494, -48.51489 -0.7258756)",
58332401,True,Rua Sétima,residential,False,123.609,40,"LINESTRING (-48.5147585 -0.7258494, -48.5150915 -0.7247888)",
74765306,False,Travessa Dezessete,residential,True,14.832,,"LINESTRING (-48.5210605 -0.7264917, -48.5211611 -0.7265793)",
38214536,False,Rua Segunda,residential,False,226.83899999999997,,"LINESTRING (-48.5210605 -0.7264917, -48.520956 -0.7263639, -48.5209126 -0.7263077, -48.5208942 -0.7262651, -48.5208816 -0.726215, -48.5208768 -0.7261558, -48.5208714 -0.7260686, -48.5208801 -0.7260103, -48.5209002 -0.7259493, -48.5209318 -0.7258755, -48.5210371 -0.7256914, -48.5210592 -0.7256435, -48.5210719 -0.7256067, -48.5210773 -0.7255765, -48.5210773 -0.725543, -48.5210695 -0.7255272, -48.5210617 -0.7255171, -48.5210523 -0.7255069, -48.5210231 -0.7254841, -48.5209291 -0.7254229, -48.5207876 -0.7253465, -48.5206649 -0.7252781, -48.520522 -0.7251997, -48.5202588 -0.7250006)",
74765306,False,Travessa Dezessete,residential,False,124.816,,"LINESTRING (-48.5210605 -0.7264917, -48.5209787 -0.7264595, -48.5208957 -0.7264292, -48.5208265 -0.7264039, -48.5206528 -0.7263469, -48.5203323 -0.7262463, -48.5200029 -0.7261169)",
74765306,False,Travessa Dezessete,residential,False,18.146,,"LINESTRING (-48.5200029 -0.7261169, -48.5198828 -0.7260064)",
74765306,False,Travessa Dezessete,residential,True,124.81600000000002,,"LINESTRING (-48.5200029 -0.7261169, -48.5203323 -0.7262463, -48.5206528 -0.7263469, -48.5208265 -0.7264039, -48.5208957 -0.7264292, -48.5209787 -0.7264595, -48.5210605 -0.7264917)",
515586483,True,Rua Terceira,residential,False,130.202,,"LINESTRING (-48.5200029 -0.7261169, -48.519849 -0.7268506, -48.5197418 -0.727258)",
38214500,True,Rua Quinta,residential,False,140.584,,"LINESTRING (-48.5160838 -0.7303599, -48.5164185 -0.7291407)",
38214534,False,Travessa Onze,residential,False,122.919,,"LINESTRING (-48.5160838 -0.7303599, -48.5150084 -0.7301036)",
38214534,False,Travessa Onze,residential,True,14.662,,"LINESTRING (-48.5160838 -0.7303599, -48.5162108 -0.7303954)",
38214529,False,Travessa Dezesseis,residential,False,20.288,,"LINESTRING (-48.5210961 -0.7276429, -48.5209212 -0.7275909)",
38214529,False,Travessa Dezesseis,residential,True,79.267,,"LINESTRING (-48.5210961 -0.7276429, -48.5217886 -0.7278123)",
490791373,True,Rua Segunda,residential,False,94.108,,"LINESTRING (-48.5210961 -0.7276429, -48.5208196 -0.7284428)",
38214535,False,Travessa Doze,residential,True,10.893,,"LINESTRING (-48.5152404 -0.7288053, -48.5153351 -0.7288304)",
776896113,True,Rua Sexta,residential,False,98.572,,"LINESTRING (-48.5152404 -0.7288053, -48.5154716 -0.7279495)",
38214522,False,Travessa Quatorze,residential,False,17.587,,"LINESTRING (-48.5192187 -0.7291047, -48.5190673 -0.7290589)",
38214522,False,Travessa Quatorze,residential,True,128.425,,"LINESTRING (-48.5192187 -0.7291047, -48.5203195 -0.7294545)",
515586483,True,Rua Terceira,residential,False,97.78,,"LINESTRING (-48.5192187 -0.7291047, -48.5189889 -0.7299535)",
38214522,False,Travessa Quatorze,residential,True,123.363,,"LINESTRING (-48.5180113 -0.7287185, -48.5190673 -0.7290589)",
518566633,False,Travessa 14,residential,False,15.566,,"LINESTRING (-48.5180113 -0.7287185, -48.5178775 -0.7286773)",
