osmid,oneway,ref,name,highway,reversed,length,geometry,junction
135661038,True,BR-153,Avenida Sete de Setembro,trunk,False,69.79899999999999,"LINESTRING (-50.6054956 -25.2292685, -50.6056706 -25.2293181, -50.6061724 -25.2294031)",
542472028,True,,,trunk,False,11.325000000000001,"LINESTRING (-50.6054956 -25.2292685, -50.6055045 -25.2292926, -50.6055023 -25.229318, -50.6054913 -25.2293415, -50.6054726 -25.2293605)",roundabout
1227589477,False,,Rua Getúlio Vargas,tertiary,True,103.408,"LINESTRING (-50.6054731 -25.2292379, -50.6062651 -25.228645)",
345162235,True,BR-153,,trunk,False,4.130999999999999,"LINESTRING (-50.6054731 -25.2292379, -50.6054803 -25.2292445, -50.6054866 -25.2292519, -50.6054917 -25.2292599, -50.6054956 -25.2292685)",roundabout
542472027,True,BR-153,,trunk,False,18.059,"LINESTRING (-50.6054726 -25.2293605, -50.60545 -25.2293724, -50.6054246 -25.2293778, -50.6053985 -25.2293761, -50.6053742 -25.2293674, -50.6053538 -25.2293526, -50.6053392 -25.229333, -50.6053357 -25.2293127)",roundabout
363827680,False,BR-153,Rua Getúlio Vargas,trunk,True,62.535,"LINESTRING (-50.6053357 -25.2293127, -50.6048284 -25.2296378)",
345162235,True,BR-153,,trunk,False,18.433,"LINESTRING (-50.6053357 -25.2293127, -50.6053377 -25.229291, -50.6053398 -25.2292813, -50.6053414 -25.2292727, -50.6053459 -25.2292638, -50.6053522 -25.2292563, -50.6053581 -25.2292483, -50.6053651 -25.229241, -50.6053732 -25.2292347, -50.6053821 -25.2292293, -50.6053917 -25.2292252, -50.6054018 -25.2292222, -50.6054123 -25.2292205, -50.605423 -25.2292201, -50.6054336 -25.229221, -50.605444 -25.2292232, -50.605454 -25.2292267)",roundabout
345162235,True,BR-153,,trunk,False,2.29,"LINESTRING (-50.605454 -25.2292267, -50.6054731 -25.2292379)",roundabout
363406515,False,,Rua XV de Novembro,tertiary,True,89.959,"LINESTRING (-50.605454 -25.2292267, -50.6053866 -25.2291277, -50.6049101 -25.2285854)",
363405151,False,,Rua Jacob Brenner,residential,True,48.871,"LINESTRING (-50.6026053 -25.2306675, -50.602894 -25.231021)",
466944796,False,BR-153,Rua Jacob Brenner,trunk,True,33.06,"LINESTRING (-50.6026053 -25.2306675, -50.6024024 -25.2304336)",
363827679,False,BR-153,,trunk,False,70.87700000000001,"LINESTRING (-50.6026053 -25.2306675, -50.6028812 -25.2307648, -50.6030555 -25.2307794, -50.6032861 -25.2307464)",
363405153,False,,Rua Getúlio Vargas,tertiary,False,49.878,"LINESTRING (-50.6032861 -25.2307464, -50.602894 -25.231021)",
363827680,False,BR-153,Rua Getúlio Vargas,trunk,False,48.552,"LINESTRING (-50.6032861 -25.2307464, -50.6036719 -25.230484)",
