osmid,ref,highway,oneway,reversed,length,lanes,maxspeed,geometry,name
31547581,MA-020,primary,False,False,23.937,,,"LINESTRING (-44.3345993 -4.3732281, -44.3345202 -4.3730278)",
985161915,BR-316,trunk,False,False,21.525,2,40,"LINESTRING (-44.3345993 -4.3732281, -44.3344176 -4.3732963)",
985161915,BR-316,trunk,False,True,22.673000000000002,2,40,"LINESTRING (-44.3345993 -4.3732281, -44.334684 -4.3732002, -44.3347935 -4.3731642)",
31547581,MA-020,primary,False,False,201.562,,,"LINESTRING (-44.3338075 -4.3711307, -44.3331679 -4.3694339)",
31547581,MA-020,primary,False,True,43.95,,,"LINESTRING (-44.3338075 -4.3711307, -44.3339369 -4.3715043)",
480264540,,residential,False,False,155.61,,,"LINESTRING (-44.3338075 -4.3711307, -44.3324093 -4.3712524)",Rua Sete de Setembro
478498272,,residential,False,False,108.346,,,"LINESTRING (-44.3308121 -4.3714228, -44.3307022 -4.3704546)",Rua Nova
478498272,,residential,False,True,78.448,,,"LINESTRING (-44.3308121 -4.3714228, -44.3309596 -4.3721128)",Rua Nova
480264540,,residential,False,False,41.054,,,"LINESTRING (-44.3308121 -4.3714228, -44.330445 -4.3714711)",Rua Sete de Setembro
480264540,,residential,False,True,104.369,,,"LINESTRING (-44.3308121 -4.3714228, -44.3317481 -4.3713229)",Rua Sete de Setembro
480264542,,residential,False,False,112.126,,,"LINESTRING (-44.3333494 -4.3729338, -44.3328492 -4.3720574)",Rua da Alegria
683907664,,residential,False,False,117.521,,,"LINESTRING (-44.3333494 -4.3729338, -44.3342936 -4.3724535)",Rua do Muro
683907664,,residential,False,True,69.991,,,"LINESTRING (-44.3333494 -4.3729338, -44.3327755 -4.373196)",Rua do Muro
480264539,,residential,False,False,102.418,,,"LINESTRING (-44.3301067 -4.3724177, -44.32977 -4.37156)",Rua Santo Antônio
534625555,,residential,False,True,42.833,,,"LINESTRING (-44.3301067 -4.3724177, -44.3302452 -4.3727773)",Rua Santo Antônio
683907666,,residential,False,False,100.456,,,"LINESTRING (-44.3301067 -4.3724177, -44.3309596 -4.3721128)",Travessa São José
478498272,,residential,False,False,78.448,,,"LINESTRING (-44.3309596 -4.3721128, -44.3308121 -4.3714228)",Rua Nova
683907666,,residential,False,False,117.583,,,"LINESTRING (-44.3309596 -4.3721128, -44.3319574 -4.3717545)",Travessa São José
683907666,,residential,False,True,100.456,,,"LINESTRING (-44.3309596 -4.3721128, -44.3301067 -4.3724177)",Travessa São José
534625554,,residential,False,True,126.336,,,"LINESTRING (-44.3303691 -4.3742412, -44.3295461 -4.3734554)",Rua da Faixa
683907667,,residential,False,False,47.354,,,"LINESTRING (-44.3303691 -4.3742412, -44.3307102 -4.3739849)",
534625553,,residential,False,False,88.726,,,"LINESTRING (-44.3303691 -4.3742412, -44.3305847 -4.3744172, -44.3307212 -4.3744891, -44.3308957 -4.3745496, -44.3310782 -4.3745495)",Rua da Faixa
683907663,,residential,False,False,55.897,,,"LINESTRING (-44.3327755 -4.373196, -44.3323101 -4.3733893)",
683907664,,residential,False,False,69.991,,,"LINESTRING (-44.3327755 -4.373196, -44.3333494 -4.3729338)",Rua do Muro
683907665,,residential,False,True,99.697,,,"LINESTRING (-44.3327755 -4.373196, -44.3323436 -4.3724096)",Rua São José
480266473,,residential,False,False,59.906,,,"LINESTRING (-44.3278108 -4.3721207, -44.3279701 -4.3726355)",Travessa Sete de Setembro 1
480266473,,residential,False,True,82.179,,,"LINESTRING (-44.3278108 -4.3721207, -44.3275939 -4.371414)",Travessa Sete de Setembro 1
683907668,,residential,False,False,73.572,,,"LINESTRING (-44.3278108 -4.3721207, -44.3284406 -4.3719123)",Rua Sete de Setembro 1
480264540,,residential,False,True,111.702,,,"LINESTRING (-44.3287897 -4.3717918, -44.32977 -4.37156)",Rua Sete de Setembro
534625554,,residential,False,False,203.106,,,"LINESTRING (-44.3287897 -4.3717918, -44.3295461 -4.3734554)",Rua da Faixa
680631415,,residential,False,False,117.155,,,"LINESTRING (-44.3287897 -4.3717918, -44.3284337 -4.3707998)",Rua da Faixa
683907668,,residential,False,True,40.959,,,"LINESTRING (-44.3287897 -4.3717918, -44.3284406 -4.3719123)",Rua Sete de Setembro 1
480264536,,residential,False,False,44.081,,,"LINESTRING (-44.3295461 -4.3734554, -44.3291726 -4.3735913)",Travessa da Falixa
534625554,,residential,False,False,126.336,,,"LINESTRING (-44.3295461 -4.3734554, -44.3303691 -4.3742412)",Rua da Faixa
534625554,,residential,False,True,203.106,,,"LINESTRING (-44.3295461 -4.3734554, -44.3287897 -4.3717918)",Rua da Faixa
31547581,MA-020,primary,False,False,112.712,,,"LINESTRING (-44.3342936 -4.3724535, -44.3339369 -4.3715043)",
31547581,MA-020,primary,False,True,22.884,,,"LINESTRING (-44.3342936 -4.3724535, -44.3343692 -4.372645)",
683907664,,residential,False,True,117.521,,,"LINESTRING (-44.3342936 -4.3724535, -44.3333494 -4.3729338)",Rua do Muro
683907662,,residential,False,True,210.697,,,"LINESTRING (-44.3342936 -4.3724535, -44.3345386 -4.3722999, -44.3352538 -4.3714157, -44.3353366 -4.3712463, -44.3354333 -4.3709814)",Rua Filipino
534625555,,residential,False,False,117.263,,,"LINESTRING (-44.3307102 -4.3739849, -44.3303311 -4.3730004)",Rua Santo Antônio
680631414,,residential,False,False,43.096,,,"LINESTRING (-44.3307102 -4.3739849, -44.331056 -4.3738079)",
683907667,,residential,False,True,47.354,,,"LINESTRING (-44.3307102 -4.3739849, -44.3303691 -4.3742412)",
657958585,,residential,False,True,53.308,,,"LINESTRING (-44.3319574 -4.3717545, -44.3317481 -4.3713229)",Rua São José
683907665,,residential,False,False,84.497,,,"LINESTRING (-44.3319574 -4.3717545, -44.3323436 -4.3724096)",Rua São José
683907666,,residential,False,True,117.583,,,"LINESTRING (-44.3319574 -4.3717545, -44.3309596 -4.3721128)",Travessa São José
478498272,,residential,False,True,108.346,,,"LINESTRING (-44.3307022 -4.3704546, -44.3308121 -4.3714228)",Rua Nova
480264543,,residential,False,False,68.382,,,"LINESTRING (-44.3323436 -4.3724096, -44.3328492 -4.3720574)",Rua Duque de Caxias
