osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,bridge
134563550,False,Rua Vinte e Um de Abril,residential,False,128.118,,,"LINESTRING (-45.7848818 -23.1377102, -45.7842836 -23.1387226)",
823467125,False,Rua Sete de Setembro,primary,False,112.678,SP-062,40,"LINESTRING (-45.7848818 -23.1377102, -45.7847111 -23.1375909, -45.7841856 -23.1372018, -45.7841038 -23.13715, -45.7840104 -23.1370906)",
823467125,False,Rua Sete de Setembro,primary,True,111.924,SP-062,40,"LINESTRING (-45.7848818 -23.1377102, -45.7850929 -23.1378131, -45.785849 -23.1381815)",
733340895,True,Rua João Cursino,residential,False,50.663,,,"LINESTRING (-45.788429 -23.1401671, -45.7881928 -23.1405373, -45.7881818 -23.1405617)",
"[134563523, 160535524, 736635415]",False,Rua João Cursino,residential,False,153.621,,,"LINESTRING (-45.788429 -23.1401671, -45.7886088 -23.1398859, -45.7890797 -23.1391195, -45.7891304 -23.139075, -45.78924 -23.1390294)",yes
331405146,True,Rua Emília Molina,residential,False,51.732,,,"LINESTRING (-45.7879148 -23.1391792, -45.7876909 -23.1395964)",
"[663062185, 331405147, 134563524]",False,"['Rua Treze de Maio', ""Rua Doutor Nelson D'avila"", 'Rua Sete de Setembro']",residential,True,453.8759999999999,,,"LINESTRING (-45.7879148 -23.1391792, -45.7886271 -23.13953, -45.7886969 -23.1395485, -45.7887653 -23.1395572, -45.7889349 -23.139522, -45.7889745 -23.1395319, -45.7890113 -23.1395472, -45.7896896 -23.1398738, -45.7897443 -23.1399148, -45.7897536 -23.1399395, -45.789759 -23.1399678, -45.7897483 -23.1400011, -45.7896754 -23.1401096, -45.7889326 -23.1413452, -45.788722 -23.1416955, -45.7886385 -23.1418386, -45.7886291 -23.1418485)",
331405145,False,Rua Júlio Prestes,primary,False,9.11,SP-062,,"LINESTRING (-45.7871676 -23.1388094, -45.7872411 -23.1388557)",
134563527,True,Rua Ambrósio Molina,secondary,False,128.47,,,"LINESTRING (-45.7871676 -23.1388094, -45.7870997 -23.1388791, -45.7870325 -23.138943, -45.7866203 -23.139445, -45.7863904 -23.1397162)",
823467125,False,Rua Sete de Setembro,primary,False,34.03,SP-062,40,"LINESTRING (-45.7871676 -23.1388094, -45.787125 -23.1387917, -45.7868672 -23.1386777)",
134563528,True,Rua Ambrósio Molina,secondary,False,51.961,,,"LINESTRING (-45.7860703 -23.1400742, -45.7861058 -23.1399641, -45.7861903 -23.1398087, -45.7862782 -23.1396493)",
732691157,False,Rua Ambrósio Molina,secondary,False,113.319,,,"LINESTRING (-45.7860703 -23.1400742, -45.7857973 -23.140375, -45.7854019 -23.1408862)",
823467125,False,Rua Sete de Setembro,primary,False,117.828,SP-062,40,"LINESTRING (-45.7868672 -23.1386777, -45.7867383 -23.1386149, -45.7864346 -23.1384669, -45.786334 -23.1384179, -45.785849 -23.1381815)",
823467125,False,Rua Sete de Setembro,primary,True,34.03,SP-062,40,"LINESTRING (-45.7868672 -23.1386777, -45.787125 -23.1387917, -45.7871676 -23.1388094)",
736631270,True,Rua Júlio Prestes,primary,False,99.233,SP-062,,"LINESTRING (-45.787932 -23.1403958, -45.7877305 -23.1398599, -45.7876498 -23.1396193, -45.787651 -23.1395457)",
973007537,True,Rua Quinze de Novembro,residential,False,175.03199999999998,,,"LINESTRING (-45.787932 -23.1403958, -45.7878822 -23.1403887, -45.7863904 -23.1397162)",
134563895,False,Avenida General Eugênio de Augusto Melo,residential,False,57.249,,,"LINESTRING (-45.7833403 -23.1382673, -45.7830783 -23.1387223)",
134563895,False,Avenida General Eugênio de Augusto Melo,residential,True,6.73,,,"LINESTRING (-45.7833403 -23.1382673, -45.7833687 -23.1382127)",
736631269,False,Rua Quinze de Novembro,residential,True,108.932,,,"LINESTRING (-45.7833403 -23.1382673, -45.7842836 -23.1387226)",
134563893,False,Rua Eloy Porto,residential,False,99.825,,,"LINESTRING (-45.7854019 -23.1408862, -45.784541 -23.1404628)",
732691157,False,Rua Ambrósio Molina,secondary,False,233.43,,,"LINESTRING (-45.7854019 -23.1408862, -45.7848228 -23.1415961, -45.7840087 -23.1425491)",
732691157,False,Rua Ambrósio Molina,secondary,True,113.319,,,"LINESTRING (-45.7854019 -23.1408862, -45.7857973 -23.140375, -45.7860703 -23.1400742)",
134563550,False,Rua Vinte e Um de Abril,residential,True,49.866,,,"LINESTRING (-45.7835869 -23.1400219, -45.7838024 -23.1396196)",
134563550,False,Rua Vinte e Um de Abril,residential,False,218.711,,,"LINESTRING (-45.7835869 -23.1400219, -45.7834854 -23.1402028, -45.7833787 -23.1403931, -45.7829205 -23.141178, -45.7825794 -23.1417569)",
134563893,False,Rua Eloy Porto,residential,True,109.184,,,"LINESTRING (-45.7835869 -23.1400219, -45.7844199 -23.1404041, -45.784541 -23.1404628)",
134563893,False,Rua Eloy Porto,residential,True,99.825,,,"LINESTRING (-45.784541 -23.1404628, -45.7854019 -23.1408862)",
134563894,False,Rua José Leite da Silva,residential,False,158.349,,,"LINESTRING (-45.784541 -23.1404628, -45.7852639 -23.1392034)",
134563893,False,Rua Eloy Porto,residential,False,109.184,,,"LINESTRING (-45.784541 -23.1404628, -45.7844199 -23.1404041, -45.7835869 -23.1400219)",
134563894,False,Rua José Leite da Silva,residential,True,128.417,,,"LINESTRING (-45.785849 -23.1381815, -45.7852639 -23.1392034)",
823467125,False,Rua Sete de Setembro,primary,False,111.924,SP-062,40,"LINESTRING (-45.785849 -23.1381815, -45.7850929 -23.1378131, -45.7848818 -23.1377102)",
823467125,False,Rua Sete de Setembro,primary,True,117.828,SP-062,40,"LINESTRING (-45.785849 -23.1381815, -45.786334 -23.1384179, -45.7864346 -23.1384669, -45.7867383 -23.1386149, -45.7868672 -23.1386777)",
