osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge
356672657,Rua Professor Teobaldo Delwing,residential,False,True,32.765,,,"LINESTRING (-50.3211682 -27.8194719, -50.3214766 -27.8193604)",
1013505405,Avenida Belisário Ramos,primary,True,False,55.452,2,60,"LINESTRING (-50.3211682 -27.8194719, -50.3212326 -27.8195787, -50.3212969 -27.8196949, -50.3213737 -27.8198587, -50.3213847 -27.8198823, -50.3214043 -27.8199243)",
356775867,Rua Vidal Ramos Júnior,residential,True,False,96.505,,,"LINESTRING (-50.3236196 -27.8155912, -50.3227589 -27.8151744)",
947365506,Rua Caetano Vieira da Costa,secondary,True,False,52.178,2,40,"LINESTRING (-50.3236196 -27.8155912, -50.3236593 -27.8155295, -50.3238392 -27.8152149, -50.323864 -27.8151748)",
585146692,Rua Frei Rogério,secondary,True,False,32.602,3,40,"LINESTRING (-50.3258372 -27.8160666, -50.3260946 -27.8161926, -50.3261276 -27.816208)",
183924926,Rua Manoel Thiago de Castro,tertiary,True,False,81.99,2,,"LINESTRING (-50.3277093 -27.8133031, -50.3278642 -27.8133748, -50.3281593 -27.813505, -50.3282366 -27.8135379, -50.3284562 -27.8136305)",
356675300,Rua Vidal Ramos Júnior,tertiary,True,False,16.831,2,,"LINESTRING (-50.3257094 -27.8166263, -50.3255603 -27.816552)",
143871695,Rua Frei Gabriel,secondary,True,False,93.235,2,40,"LINESTRING (-50.3257094 -27.8166263, -50.3256722 -27.8166915, -50.3252978 -27.8173483, -50.3252826 -27.817375)",
158931753,Rua Lauro Müller,secondary,True,False,96.546,2,40,"LINESTRING (-50.322709 -27.8161684, -50.3219598 -27.8158172, -50.3218416 -27.8157618)",
947365507,Rua Caetano Vieira da Costa,secondary,True,False,110.179,2,40,"LINESTRING (-50.322709 -27.8161684, -50.3227671 -27.8161315, -50.3236196 -27.8155912)",
1016997866,Rua Frei Gabriel,secondary,True,False,215.304,2,50,"LINESTRING (-50.3240864 -27.8191851, -50.3219922 -27.8197496)",
1016997865,Rua Honorato Ramos,tertiary,False,True,8.941,,,"LINESTRING (-50.3240864 -27.8191851, -50.3240681 -27.8192174, -50.3240457 -27.819257)",
143871707,Rua Fausto de Souza,tertiary,True,False,70.304,2,40,"LINESTRING (-50.3255624 -27.8123343, -50.3250732 -27.8126742, -50.324999 -27.8127234)",
143871727,Rua Quintino Bocaiúva,tertiary,False,False,100.402,2,40,"LINESTRING (-50.3255624 -27.8123343, -50.326418 -27.8127149, -50.3264743 -27.8127402)",
"[497038661, 356679038, 356679039]",Rua Frei Gabriel,secondary,True,False,28.951,2,50,"LINESTRING (-50.3214043 -27.8199243, -50.3213506 -27.8199404, -50.3211834 -27.8199905, -50.3211255 -27.8200079)",yes
236086170,Praça João Ribeiro,secondary,True,False,64.75099999999999,,40,"LINESTRING (-50.3263872 -27.8163143, -50.3263758 -27.8163925, -50.3263617 -27.8164343, -50.3261485 -27.8167868, -50.3261295 -27.8168013, -50.3260904 -27.8168168)",
585146693,Rua Frei Rogério,secondary,True,False,71.355,2,40,"LINESTRING (-50.3263872 -27.8163143, -50.3267986 -27.8164875, -50.3268756 -27.8165135, -50.3269321 -27.8165223, -50.3269929 -27.8165257, -50.327062 -27.8165222)",
143871705,Rua Presidente Nereu Ramos,secondary,True,False,174.433,1,30,"LINESTRING (-50.3269107 -27.8148006, -50.3268733 -27.8148716, -50.3267425 -27.8151202, -50.326632 -27.8153172, -50.3261617 -27.8161469, -50.3261482 -27.8161708, -50.3261276 -27.816208)",
143871710,Rua Presidente Nereu Ramos,tertiary,True,False,184.112,2,40,"LINESTRING (-50.3269107 -27.8148006, -50.3269214 -27.8147796, -50.3276778 -27.8133671, -50.3277093 -27.8133031)",
236086174,Rua Emiliano Ramos,secondary,True,False,124.27199999999999,1,40,"LINESTRING (-50.3243152 -27.8131729, -50.3241555 -27.8129689, -50.3240231 -27.8128054, -50.323562 -27.8122759)",
158931753,Rua Lauro Müller,secondary,True,False,90.965,2,40,"LINESTRING (-50.3252826 -27.817375, -50.3252231 -27.8173469, -50.3244654 -27.8169918)",
1016997869,Rua Frei Gabriel,secondary,True,False,53.45399999999999,2,50,"LINESTRING (-50.3252826 -27.817375, -50.3252308 -27.8174647, -50.3250232 -27.8177974)",
236086168,Praça João Ribeiro,residential,True,False,60.454,,40,"LINESTRING (-50.3255603 -27.816552, -50.3255815 -27.8165149, -50.3258041 -27.8161247, -50.3258372 -27.8160666)",
585146697,Rua Vidal Ramos Júnior,tertiary,True,False,118.547,1,,"LINESTRING (-50.3255603 -27.816552, -50.3246122 -27.8160825, -50.3245269 -27.8160402, -50.3245087 -27.8160309)",
236086174,Rua Emiliano Ramos,secondary,True,False,99.541,1,40,"LINESTRING (-50.3248709 -27.8139211, -50.3243152 -27.8131729)",
143871699,Rua Caetano Vieira da Costa,secondary,True,False,93.78999999999999,2,40,"LINESTRING (-50.3248709 -27.8139211, -50.3255037 -27.8134209, -50.3255838 -27.8133609)",
585146694,Rua Frei Rogério,secondary,True,False,28.134999999999998,3,40,"LINESTRING (-50.3261276 -27.816208, -50.326144 -27.8162151, -50.326275 -27.8162685, -50.3263872 -27.8163143)",
143871697,Rua Caetano Vieira da Costa,tertiary,True,False,111.705,2,40,"LINESTRING (-50.3255838 -27.8133609, -50.3256455 -27.8133146, -50.3263926 -27.8127766, -50.3264743 -27.8127402)",
236086172,Rua Correia Pinto,secondary,True,False,138.03400000000002,2,40,"LINESTRING (-50.3255838 -27.8133609, -50.3256272 -27.8134104, -50.3262874 -27.8141287, -50.3264295 -27.8142832, -50.3264679 -27.814325)",
947365505,Rua Caetano Vieira da Costa,secondary,True,False,102.627,2,40,"LINESTRING (-50.323864 -27.8151748, -50.3238949 -27.8151271, -50.3243602 -27.8143629)",
"[236086165, 1013495783]",Rua Frei Rogério,secondary,True,False,118.01400000000001,2,40,"LINESTRING (-50.323864 -27.8151748, -50.3243076 -27.81537, -50.3248707 -27.8156211, -50.3249368 -27.8156503)",
356622700,Rua Fausto de Souza,tertiary,True,False,83.791,2,40,"LINESTRING (-50.324999 -27.8127234, -50.3243152 -27.8131729)",
143871720,Rua Correia Pinto,secondary,True,False,91.28699999999999,2,50,"LINESTRING (-50.324999 -27.8127234, -50.3253325 -27.8130823, -50.3255396 -27.8133127, -50.3255838 -27.8133609)",
143871699,Rua Caetano Vieira da Costa,secondary,True,False,55.652,2,40,"LINESTRING (-50.324441 -27.8142464, -50.3244793 -27.8142138, -50.3248709 -27.8139211)",
"[1163124602, 284937439]",Rua Jonas Ramos,residential,True,False,242.34799999999998,,,"LINESTRING (-50.324441 -27.8142464, -50.324362 -27.8141298, -50.3242819 -27.814029, -50.3241648 -27.8139036, -50.3230634 -27.8127637, -50.3230362 -27.8127192, -50.3230319 -27.8126747, -50.3230337 -27.8125946, -50.3230222 -27.8125641, -50.3230057 -27.8125155)",
"[235224864, 356675299]","['Rua João Gualberto Neto', 'Rua Zeca Neves']",residential,True,False,69.922,,,"LINESTRING (-50.323562 -27.8122759, -50.3231791 -27.8125677, -50.3231412 -27.812584, -50.3231071 -27.8125854, -50.3230704 -27.8125671, -50.3230057 -27.8125155)",
961865757,Rua Coronel Córdova,secondary,True,False,42.041,1,,"LINESTRING (-50.3289274 -27.8126546, -50.3290953 -27.8123069)",
183924412,Rua Otacílio Vieira da Costa,secondary,False,False,155.957,,,"LINESTRING (-50.3289274 -27.8126546, -50.3291694 -27.8127551, -50.3296807 -27.8129668, -50.3303614 -27.8132533)",
183927613,Rua Coronel Serafim de Moura,secondary,True,False,66.512,,,"LINESTRING (-50.3290953 -27.8123069, -50.3284634 -27.8120938)",
186514303,Rua Santa Cruz,secondary,True,False,23.216,,,"LINESTRING (-50.3307348 -27.8145296, -50.3307629 -27.8147369)",
600450483,Rua Lauro Müller,secondary,True,False,91.61099999999999,2,40,"LINESTRING (-50.3263979 -27.8178932, -50.3263067 -27.8178505, -50.3255741 -27.8175086)",
945507153,Rua Coronel Córdova,tertiary,True,False,89.303,2,,"LINESTRING (-50.3263979 -27.8178932, -50.3264317 -27.8178233, -50.3267545 -27.8171546)",
186514310,Praça Siqueira Campos,residential,True,False,35.666999999999994,,,"LINESTRING (-50.3305885 -27.8152423, -50.3305644 -27.8153134, -50.3305536 -27.8153704, -50.3305563 -27.8154225, -50.3305751 -27.8154747, -50.3306126 -27.8155198, -50.3306334 -27.8155379)",
235748858,Rua Rui Barbosa,secondary,False,False,90.37599999999999,2,40,"LINESTRING (-50.3304583 -27.8189541, -50.3300601 -27.8195697, -50.330002 -27.8196596)",
235748858,Rua Rui Barbosa,secondary,False,True,77.361,2,40,"LINESTRING (-50.3304583 -27.8189541, -50.3307846 -27.8184495, -50.3308489 -27.8183502)",
241404531,Rua Benjamin Constant,tertiary,True,False,199.626,1,,"LINESTRING (-50.3304583 -27.8189541, -50.3287954 -27.8181339, -50.3286856 -27.8180795)",
235748858,Rua Rui Barbosa,secondary,False,True,90.37599999999999,2,40,"LINESTRING (-50.330002 -27.8196596, -50.3300601 -27.8195697, -50.3304583 -27.8189541)",
497038664,Rua Lauro Müller,secondary,True,False,131.003,2,40,"LINESTRING (-50.330002 -27.8196596, -50.3299451 -27.819631, -50.3292888 -27.8193013, -50.3288443 -27.8190768)",
600450482,Rua Rui Barbosa,tertiary,False,False,103.86999999999999,2,40,"LINESTRING (-50.330002 -27.8196596, -50.3299736 -27.8197129, -50.3298816 -27.8198819, -50.3296722 -27.820286, -50.3295574 -27.8205069)",
186514310,Praça Siqueira Campos,residential,True,False,58.757,,,"LINESTRING (-50.3307629 -27.8147369, -50.3305885 -27.8152423)",
236019924,Rua Marechal Deodoro,tertiary,True,False,51.202,,,"LINESTRING (-50.3302866 -27.8162417, -50.3298157 -27.8160453)",
186514309,Rua João Gualberto da Silva,residential,True,False,85.368,,,"LINESTRING (-50.3306334 -27.8155379, -50.3302866 -27.8162417)",
