osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access,junction
"[65666698, 1132293051]",True,2,Confederation Parkway,tertiary,50,False,128.97699999999998,"LINESTRING (-79.6462268 43.5860951, -79.6460994 43.5860037, -79.6460518 43.5859697, -79.6457174 43.5857297, -79.6454082 43.5855194, -79.6452924 43.5854407, -79.6452225 43.5853929, -79.6452023 43.5853779, -79.645079 43.5852865)",,,
"[1083022059, 50598740, 149425877]",False,3,City Centre Drive,unclassified,50,False,210.596,"LINESTRING (-79.6444988 43.5876445, -79.6446143 43.5875538, -79.6448886 43.5873112, -79.6452682 43.5869111, -79.6453535 43.5868356, -79.6458283 43.5864586, -79.6460393 43.5862648, -79.6461401 43.5861736)",17,,
"[257022104, 1268567830]",False,"['2', '3']",Living Arts Drive,residential,50,True,149.09900000000002,"LINESTRING (-79.6444988 43.5876445, -79.6446155 43.5877195, -79.6451199 43.5880848, -79.6453822 43.5882793, -79.6454397 43.5883219, -79.6456592 43.5884847, -79.645806 43.5885936)",,,
"[487487804, 257022103]",False,5,Living Arts Drive,residential,50,False,129.42999999999998,"LINESTRING (-79.6444988 43.5876445, -79.6443591 43.5875471, -79.6438496 43.5872308, -79.6434191 43.5869262, -79.6433239 43.5868516)",,,
37185083,False,4,Princess Royal Drive,residential,50,False,8.868,"LINESTRING (-79.645806 43.5885936, -79.6457268 43.588649)",,,
"[47010697, 47010698, 156436372]",False,"['2', '4']",Princess Royal Drive,residential,50,True,208.313,"LINESTRING (-79.645806 43.5885936, -79.6459063 43.5885157, -79.6465366 43.5880112, -79.6466431 43.5879256, -79.6468028 43.5877808, -79.6470134 43.5876161, -79.6474427 43.5872674, -79.6475316 43.5871986)",,,
"[257022104, 1268567830]",False,"['2', '3']",Living Arts Drive,residential,50,False,149.09900000000002,"LINESTRING (-79.645806 43.5885936, -79.6456592 43.5884847, -79.6454397 43.5883219, -79.6453822 43.5882793, -79.6451199 43.5880848, -79.6446155 43.5877195, -79.6444988 43.5876445)",,,
"[527344689, 65666714, 1270799621]",False,"['2', '4']",Living Arts Drive,residential,50,True,178.781,"LINESTRING (-79.645806 43.5885936, -79.6458881 43.5886548, -79.6461449 43.5888233, -79.6464941 43.5890525, -79.6467543 43.5892541, -79.6468604 43.589329, -79.6470061 43.5894318, -79.6473259 43.5896575, -79.6473985 43.5897126)",,,
140583004,False,2,Webb Drive,residential,50,True,13.273,"LINESTRING (-79.639741 43.5872847, -79.6398243 43.5871817)",16,,
"[28069049, 1266516061]",True,"['2', '3']",Duke of York Boulevard,unclassified,50,False,71.418,"LINESTRING (-79.639741 43.5872847, -79.6398806 43.5873478, -79.6401841 43.5874853, -79.6403096 43.5875421, -79.6405133 43.5875946)",,,
140583006,False,2,Webb Drive,residential,50,False,158.64600000000002,"LINESTRING (-79.639741 43.5872847, -79.6396843 43.5873793, -79.6394402 43.5878007, -79.6393618 43.5879568, -79.6392992 43.5880782, -79.6392171 43.5882087, -79.6391893 43.588253, -79.6390614 43.5883975, -79.6388882 43.5885624)",16,,
140583006,False,2,Webb Drive,residential,50,True,158.646,"LINESTRING (-79.6388882 43.5885624, -79.6390614 43.5883975, -79.6391893 43.588253, -79.6392171 43.5882087, -79.6392992 43.5880782, -79.6393618 43.5879568, -79.6394402 43.5878007, -79.6396843 43.5873793, -79.639741 43.5872847)",16,,
35798582,True,3,Duke of York Boulevard,unclassified,50,False,33.771,"LINESTRING (-79.6411459 43.587973, -79.6413237 43.5881423, -79.6414119 43.5882071)",,,
"[1266504164, 47216447]",False,5,Duke of York Boulevard,unclassified,50,True,66.09599999999999,"LINESTRING (-79.6411459 43.587973, -79.6409777 43.5878755, -79.6406955 43.5877119, -79.640536 43.5876092, -79.6405133 43.5875946)",,,
28435399,False,4,Princess Royal Drive,residential,50,False,12.496,"LINESTRING (-79.6476362 43.5871156, -79.6475316 43.5871986)",,,
"[56445195, 50598741]",False,,"['Princess Royal Drive', 'Arbutus Way']",unclassified,50,False,85.58399999999999,"LINESTRING (-79.6476362 43.5871156, -79.6476967 43.5870759, -79.6477424 43.5870445, -79.6477653 43.587028, -79.6483083 43.5866037, -79.6483722 43.586561)",,,
"[418713953, 418713956]",True,"['2', '3']",Confederation Parkway,tertiary,50,False,160.593,"LINESTRING (-79.6476362 43.5871156, -79.6475487 43.5870544, -79.6470883 43.5866961, -79.6467557 43.5864693, -79.6466008 43.5863508, -79.6463869 43.5862094, -79.6462268 43.5860951)",,,
"[1132285299, 37274061]",False,6,Kariya Gate,unclassified,40,False,57.708,"LINESTRING (-79.638547 43.5918709, -79.6389396 43.5921121, -79.6389745 43.592137, -79.6390883 43.5922108)",,,
"[47010699, 47010700]",False,2,Square One Drive,residential,40,True,221.06,"LINESTRING (-79.650161 43.589055, -79.6500628 43.589131, -79.6500341 43.5891529, -79.6499093 43.5892484, -79.6497859 43.5893465, -79.6496826 43.5894407, -79.6496089 43.5895204, -79.6494173 43.589783, -79.6493782 43.5898905, -79.6493169 43.590135, -79.6493085 43.5901683, -79.6492562 43.590278, -79.6492133 43.5903295, -79.6491542 43.5904004, -79.6488645 43.5906367, -79.64875 43.5907055)",,,
1266368396,False,,Prince of Wales Drive,residential,50,True,11.351,"LINESTRING (-79.6492161 43.5882481, -79.6491277 43.5883276)",,,
"[156436378, 50598748, 442922324]",False,2,Parkside Village Drive,unclassified,50,True,253.41099999999994,"LINESTRING (-79.6492161 43.5882481, -79.6492726 43.5881887, -79.6493143 43.5881577, -79.6493444 43.588145, -79.6495373 43.5880079, -79.6497789 43.587768, -79.6498285 43.587687, -79.6498514 43.5875999, -79.6498465 43.5875113, -79.6498402 43.5874947, -79.649814 43.5874259, -79.6497555 43.587348, -79.6496743 43.5872817, -79.6495668 43.587189, -79.649382 43.5870232, -79.6493141 43.5868872, -79.6491682 43.5864343, -79.6491027 43.5862711)",,no,
449694921,True,2,Confederation Parkway,tertiary,50,False,179.02499999999998,"LINESTRING (-79.6492161 43.5882481, -79.6491048 43.5881694, -79.647741 43.587189, -79.6476362 43.5871156)",,,
"[47010699, 47010700]",False,2,Square One Drive,residential,40,False,221.06000000000006,"LINESTRING (-79.64875 43.5907055, -79.6488645 43.5906367, -79.6491542 43.5904004, -79.6492133 43.5903295, -79.6492562 43.590278, -79.6493085 43.5901683, -79.6493169 43.590135, -79.6493782 43.5898905, -79.6494173 43.589783, -79.6496089 43.5895204, -79.6496826 43.5894407, -79.6497859 43.5893465, -79.6499093 43.5892484, -79.6500341 43.5891529, -79.6500628 43.589131, -79.650161 43.589055)",,,
397376145,False,2,Square One Drive,unclassified,30,True,29.62,"LINESTRING (-79.64875 43.5907055, -79.6486047 43.5907859, -79.6484863 43.5908888)",,,
"[527344690, 1083022054, 1083022055]",False,3,Living Arts Drive,residential,50,False,155.131,"LINESTRING (-79.64875 43.5907055, -79.6486202 43.5906261, -79.648378 43.5904362, -79.6480654 43.5901975, -79.6478951 43.5900749, -79.6474896 43.589785, -79.6473985 43.5897126)",,,
527344691,False,,Living Arts Drive,residential,50,True,137.721,"LINESTRING (-79.64875 43.5907055, -79.6488853 43.5907791, -79.649022 43.5908566, -79.6493145 43.5909833, -79.6500912 43.5912462, -79.6502489 43.5912904)",,,
"[1266504164, 47216447]",False,5,Duke of York Boulevard,unclassified,50,False,66.096,"LINESTRING (-79.6405133 43.5875946, -79.640536 43.5876092, -79.6406955 43.5877119, -79.6409777 43.5878755, -79.6411459 43.587973)",,,
47216449,True,2,Duke of York Boulevard,unclassified,50,False,73.556,"LINESTRING (-79.6405133 43.5875946, -79.6404012 43.5874528, -79.6399528 43.5872421, -79.6398243 43.5871817)",,,
140583004,False,2,Webb Drive,residential,50,False,13.273,"LINESTRING (-79.6398243 43.5871817, -79.639741 43.5872847)",16,,
1266368396,False,,Prince of Wales Drive,residential,50,False,11.351,"LINESTRING (-79.6491277 43.5883276, -79.6492161 43.5882481)",,,
156436367,True,2,Confederation Parkway,tertiary,50,False,116.062,"LINESTRING (-79.6491277 43.5883276, -79.6491898 43.5883761, -79.650161 43.589055)",,,
"[45701938, 1266368398, 1266368399]",False,"['2', '3']",Prince of Wales Drive,residential,50,True,207.66699999999997,"LINESTRING (-79.6491277 43.5883276, -79.6490205 43.5884046, -79.6488056 43.5885777, -79.6487605 43.5886133, -79.6483915 43.5889041, -79.6482136 43.5890553, -79.6478647 43.5893367, -79.6476909 43.5894769, -79.647495 43.5896348, -79.6473985 43.5897126)",,,
28435399,False,4,Princess Royal Drive,residential,50,True,12.496,"LINESTRING (-79.6475316 43.5871986, -79.6476362 43.5871156)",,,
"[47010697, 47010698, 156436372]",False,"['2', '4']",Princess Royal Drive,residential,50,False,208.313,"LINESTRING (-79.6475316 43.5871986, -79.6474427 43.5872674, -79.6470134 43.5876161, -79.6468028 43.5877808, -79.6466431 43.5879256, -79.6465366 43.5880112, -79.6459063 43.5885157, -79.645806 43.5885936)",,,
"[1266368395, 1266368397]",True,"['2', '3']",Confederation Parkway,tertiary,50,False,179.692,"LINESTRING (-79.6475316 43.5871986, -79.6476346 43.5872719, -79.6485795 43.5879389, -79.6487903 43.5880877, -79.6490213 43.5882571, -79.6491277 43.5883276)",,,
149425877,False,3,City Centre Drive,unclassified,50,False,11.178,"LINESTRING (-79.6461401 43.5861736, -79.6462268 43.5860951)",17,,
138284409,True,2,Confederation Parkway,tertiary,50,False,159.89999999999998,"LINESTRING (-79.6461401 43.5861736, -79.6462992 43.5862858, -79.6465592 43.5864605, -79.6474426 43.5871353, -79.6475316 43.5871986)",,,
"[1083022059, 50598740, 149425877]",False,3,City Centre Drive,unclassified,50,True,210.59599999999998,"LINESTRING (-79.6461401 43.5861736, -79.6460393 43.5862648, -79.6458283 43.5864586, -79.6453535 43.5868356, -79.6452682 43.5869111, -79.6448886 43.5873112, -79.6446143 43.5875538, -79.6444988 43.5876445)",17,,
1132293052,True,2,Confederation Parkway,tertiary,50,False,12.163,"LINESTRING (-79.6448828 43.5852865, -79.644991 43.5853628)",,,
"[138284408, 142305919]",True,3,Burnhamthorpe Road West,secondary,60,False,212.789,"LINESTRING (-79.6448828 43.5852865, -79.6448005 43.5853569, -79.6447769 43.5853771, -79.644235 43.5858444, -79.6440166 43.5860671, -79.6436984 43.5863413, -79.6433751 43.5866218, -79.6432043 43.5867632)",,,
257022093,True,3,Burnhamthorpe Road West,secondary,60,False,11.607,"LINESTRING (-79.6415646 43.5883082, -79.6416575 43.5882284)",,,
47216451,True,2,Duke of York Boulevard,tertiary,50,False,128.65800000000002,"LINESTRING (-79.6415646 43.5883082, -79.6416955 43.5883991, -79.6421575 43.5886869, -79.6426718 43.588999, -79.6427842 43.5890542)",,,
475418618,True,2,Duke of York Boulevard,tertiary,50,False,16.653,"LINESTRING (-79.6416575 43.5882284, -79.6414988 43.5881324)",,,
475418619,True,3,Burnhamthorpe Road West,secondary,60,False,203.61400000000003,"LINESTRING (-79.6416575 43.5882284, -79.6417169 43.5881774, -79.6432133 43.5869522, -79.6433239 43.5868516)",,,
138284411,False,,Living Arts Drive,unclassified,,True,13.763,"LINESTRING (-79.6433239 43.5868516, -79.6432043 43.5867632)",,,
65666915,True,3,Burnhamthorpe Road West,secondary,60,False,216.564,"LINESTRING (-79.6433239 43.5868516, -79.64351 43.5867094, -79.6434845 43.5866557, -79.6435587 43.5865902, -79.6436237 43.5865228, -79.6437498 43.5863864, -79.6439534 43.5862053, -79.6443698 43.5858467, -79.6445908 43.5856916, -79.6447184 43.5855997, -79.6448941 43.585447, -79.6449178 43.5854264, -79.644991 43.5853628)",,,
"[487487804, 257022103]",False,5,Living Arts Drive,residential,50,True,129.42999999999998,"LINESTRING (-79.6433239 43.5868516, -79.6434191 43.5869262, -79.6438496 43.5872308, -79.6443591 43.5875471, -79.6444988 43.5876445)",,,
65666915,True,3,Burnhamthorpe Road West,secondary,60,False,11.055,"LINESTRING (-79.644991 43.5853628, -79.645079 43.5852865)",,,
"[138284409, 1132293052]",True,2,Confederation Parkway,tertiary,50,False,129.226,"LINESTRING (-79.644991 43.5853628, -79.6451138 43.5854494, -79.6451438 43.5854706, -79.6459642 43.5860397, -79.6460182 43.5860794, -79.6461401 43.5861736)",,,
65667043,True,2,Confederation Parkway,tertiary,50,False,12.123,"LINESTRING (-79.645079 43.5852865, -79.6449737 43.5852086)",,,
"[56445195, 50598741]",False,,"['Princess Royal Drive', 'Arbutus Way']",unclassified,50,True,85.58399999999999,"LINESTRING (-79.6483722 43.586561, -79.6483083 43.5866037, -79.6477653 43.587028, -79.6477424 43.5870445, -79.6476967 43.5870759, -79.6476362 43.5871156)",,,
"[714862505, 56445196]",False,,Brickstone Mews,residential,50,False,152.736,"LINESTRING (-79.6483722 43.586561, -79.6482964 43.5865068, -79.6477576 43.5861251, -79.6471084 43.5856459, -79.6470305 43.5855904)",,,
156436366,False,2,Arbutus Way,unclassified,50,False,67.87700000000001,"LINESTRING (-79.6483722 43.586561, -79.6484636 43.5864987, -79.6485442 43.5864525, -79.6486257 43.586413, -79.6487007 43.586384, -79.648778 43.5863583, -79.6489311 43.5863157, -79.6491027 43.5862711)",,,
149425880,False,2,Curran Place,residential,50,False,86.05099999999999,"LINESTRING (-79.6470305 43.5855904, -79.6469551 43.585624, -79.6464466 43.5859194, -79.6463339 43.5859981, -79.6462268 43.5860951)",,,
"[156436370, 443469159]",False,2,Curran Place,residential,50,True,77.887,"LINESTRING (-79.6470305 43.5855904, -79.6470942 43.5855636, -79.6473991 43.585373, -79.6477604 43.5851326)",,,
"[714862505, 56445196]",False,,Brickstone Mews,residential,50,True,152.73600000000002,"LINESTRING (-79.6470305 43.5855904, -79.6471084 43.5856459, -79.6477576 43.5861251, -79.6482964 43.5865068, -79.6483722 43.586561)",,,
127699836,True,1,Duke of York Boulevard,tertiary,50,False,133.321,"LINESTRING (-79.6473526 43.5916843, -79.6472186 43.591624, -79.6461941 43.5909759, -79.646089 43.5909118)",,,
127699839,True,,,tertiary,50,False,16.574,"LINESTRING (-79.6473526 43.5916843, -79.6472913 43.5917065, -79.6472446 43.591743, -79.6472188 43.591789)",,,roundabout
138284719,True,,,tertiary,50,False,32.458,"LINESTRING (-79.6472188 43.591789, -79.6472203 43.5918508, -79.6472432 43.5918903, -79.6472817 43.5919229, -79.6473321 43.5919454, -79.6473895 43.5919557, -79.64743 43.5919552, -79.6474694 43.5919485)",,,roundabout
138284718,True,,,tertiary,50,False,20.461,"LINESTRING (-79.6475959 43.5917979, -79.6475766 43.5917541, -79.6475386 43.5917172, -79.647486 43.5916914, -79.6474247 43.5916794)",,,roundabout
397376144,True,1,Square One Drive,unclassified,30,False,126.642,"LINESTRING (-79.6475959 43.5917979, -79.6476605 43.5916754, -79.6477504 43.591589, -79.6478658 43.5915162, -79.6479768 43.5914583, -79.6480408 43.5914159, -79.6481129 43.5913682, -79.6481943 43.591305, -79.6482107 43.5912878, -79.6483089 43.5911843, -79.6484045 43.5910553, -79.6484577 43.5909395, -79.6484863 43.5908888)",,,
138284718,True,,,tertiary,50,False,4.548,"LINESTRING (-79.6475956 43.5918388, -79.6475959 43.5917979)",,,roundabout
127699837,True,2,Duke of York Boulevard,tertiary,50,False,141.434,"LINESTRING (-79.6474694 43.5919485, -79.6475944 43.5919983, -79.6477487 43.5920923, -79.6486931 43.592668, -79.6488305 43.5927494)",,,
138284717,True,,,tertiary,50,False,16.587,"LINESTRING (-79.6474694 43.5919485, -79.6475291 43.591924, -79.647573 43.5918858, -79.6475956 43.5918388)",,,roundabout
138284411,False,,Living Arts Drive,unclassified,,False,13.763,"LINESTRING (-79.6432043 43.5867632, -79.6433239 43.5868516)",,,
138284405,True,3,Burnhamthorpe Road West,secondary,60,False,205.096,"LINESTRING (-79.6432043 43.5867632, -79.643062 43.5868634, -79.6415565 43.5880829, -79.6414988 43.5881324)",,,
"[443469160, 137230361]",False,2,Parkside Village Drive,residential,50,"[False, True]",168.159,"LINESTRING (-79.6477604 43.5851326, -79.6478264 43.5851814, -79.6483517 43.5855694, -79.6489171 43.5859885, -79.6490175 43.5861064, -79.6490419 43.5861448, -79.6490746 43.5862112, -79.6491027 43.5862711)",,,
"[156436370, 443469159]",False,2,Curran Place,residential,50,False,77.887,"LINESTRING (-79.6477604 43.5851326, -79.6473991 43.585373, -79.6470942 43.5855636, -79.6470305 43.5855904)",,,
156436366,False,2,Arbutus Way,unclassified,50,True,67.877,"LINESTRING (-79.6491027 43.5862711, -79.6489311 43.5863157, -79.648778 43.5863583, -79.6487007 43.586384, -79.6486257 43.586413, -79.6485442 43.5864525, -79.6484636 43.5864987, -79.6483722 43.586561)",,,
"[156436378, 442922324, 50598748]",False,2,Parkside Village Drive,unclassified,50,False,253.411,"LINESTRING (-79.6491027 43.5862711, -79.6491682 43.5864343, -79.6493141 43.5868872, -79.649382 43.5870232, -79.6495668 43.587189, -79.6496743 43.5872817, -79.6497555 43.587348, -79.649814 43.5874259, -79.6498402 43.5874947, -79.6498465 43.5875113, -79.6498514 43.5875999, -79.6498285 43.587687, -79.6497789 43.587768, -79.6495373 43.5880079, -79.6493444 43.588145, -79.6493143 43.5881577, -79.6492726 43.5881887, -79.6492161 43.5882481)",,no,
"[443469160, 137230361]",False,2,Parkside Village Drive,residential,50,"[False, True]",168.159,"LINESTRING (-79.6491027 43.5862711, -79.6490746 43.5862112, -79.6490419 43.5861448, -79.6490175 43.5861064, -79.6489171 43.5859885, -79.6483517 43.5855694, -79.6478264 43.5851814, -79.6477604 43.5851326)",,,
371927095,True,2,Princess Royal Drive,unclassified,50,False,130.701,"LINESTRING (-79.6446643 43.5894943, -79.6447574 43.5894837, -79.64477 43.5894706, -79.6450377 43.5892386, -79.6456208 43.5887784, -79.6457357 43.5886948, -79.6457268 43.588649)",,,
"[371927105, 442948473]",False,5,Princess Royal Drive,unclassified,50,False,47.61,"LINESTRING (-79.6446643 43.5894943, -79.6445385 43.5896053, -79.6443463 43.589764, -79.6442786 43.5898187)",,,
37185083,False,4,Princess Royal Drive,residential,50,True,8.868,"LINESTRING (-79.6457268 43.588649, -79.645806 43.5885936)",,,
371927097,True,2,Princess Royal Drive,unclassified,50,False,128.743,"LINESTRING (-79.6457268 43.588649, -79.645685 43.5886551, -79.6449656 43.5892, -79.6446922 43.58942, -79.6446643 43.5894943)",,,
397376143,True,1,Square One Drive,unclassified,30,False,125.10700000000001,"LINESTRING (-79.6484863 43.5908888, -79.6482857 43.5909756, -79.6482468 43.5909924, -79.6482254 43.5910017, -79.6482231 43.5910034, -79.6480493 43.5911335, -79.6480207 43.5911628, -79.6479812 43.5912032, -79.6478806 43.5913329, -79.647817 43.591409, -79.6477252 43.5915022, -79.6476157 43.5915944, -79.6475713 43.5916142, -79.6474247 43.5916794)",,,
397376145,False,2,Square One Drive,unclassified,30,False,29.62,"LINESTRING (-79.6484863 43.5908888, -79.6486047 43.5907859, -79.64875 43.5907055)",,,
138284718,True,,,tertiary,50,False,5.857,"LINESTRING (-79.6474247 43.5916794, -79.6473883 43.5916794, -79.6473526 43.5916843)",,,roundabout
"[1083022080, 137230339, 1083022079]",False,"['4', '5']",City Centre Drive,tertiary,"['40', '50']",False,106.646,"LINESTRING (-79.6419212 43.5897814, -79.6420068 43.5897028, -79.6421883 43.5895519, -79.6422343 43.5895126, -79.6427268 43.5890981, -79.6427842 43.5890542)",,,
