osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access,tunnel,bridge
140445175,True,9 Avenue SE,secondary,50,False,171.851,"LINESTRING (-114.0606512 51.0445462, -114.0605217 51.044542, -114.0598159 51.044519, -114.0583292 51.0444707, -114.0581963 51.0444664)",,,,
467425162,True,1 Street SE,primary,50,False,30.939999999999998,"LINESTRING (-114.0606512 51.0445462, -114.0606593 51.0444408, -114.0606732 51.0442683)",,,,
203177437,False,Centre Street S,secondary,50,False,105.811,"LINESTRING (-114.0627887 51.0493404, -114.0627936 51.0492719, -114.0627961 51.0492428, -114.0628009 51.0491807, -114.0628567 51.0484833, -114.0628644 51.04839)",4,,,
31973479,False,4 Street SE,tertiary,50,False,97.211,"LINESTRING (-114.0530766 51.0471598, -114.0530661 51.0472507, -114.053009 51.0477937, -114.052993 51.0478459, -114.0529827 51.0478753, -114.0529402 51.0479617, -114.052908 51.0480237)",,,,
203406187,False,6 Avenue SE,secondary,50,False,170.033,"LINESTRING (-114.0530766 51.0471598, -114.0532607 51.0471662, -114.0543785 51.0471969, -114.0545249 51.0472011, -114.0547533 51.0472076, -114.0553022 51.0472233, -114.0555064 51.0472291)",,,,
"[461737264, 544982887]",False,4 Street SE,secondary,50,True,106.12299999999999,"LINESTRING (-114.0530766 51.0471598, -114.0530839 51.0470713, -114.0531134 51.0466926, -114.0531337 51.0464346, -114.0531357 51.046389, -114.0531459 51.0462858, -114.053152 51.0462066)",4,,,
663934059,False,6 Avenue SE,tertiary,40,True,49.773,"LINESTRING (-114.0530766 51.0471598, -114.0529109 51.0471546, -114.0527974 51.0471519, -114.0527478 51.0471505, -114.052456 51.0471416, -114.0523654 51.0471388)",,,,
234838600,False,Olympic Way SE,secondary,50,False,61.309,"LINESTRING (-114.0535086 51.0411518, -114.0535044 51.0411979, -114.0535032 51.0412345, -114.0534662 51.0417025)",4,yes,,
"[254287944, 131157671]",True,6 Avenue SE,secondary,50,False,170.754,"LINESTRING (-114.0579969 51.0473002, -114.0581512 51.0473034, -114.0593653 51.0473391, -114.0594095 51.0473404, -114.0602986 51.0473647, -114.0604371 51.0473685)",,,,
196471964,False,6 Avenue SE,secondary,50,True,174.28,"LINESTRING (-114.0579969 51.0473002, -114.057831 51.0472953, -114.0556659 51.0472337, -114.0555064 51.0472291)",,,,
"[196550929, 1271171355]",True,Macleod Trail SE,primary,50,False,105.828,"LINESTRING (-114.0579969 51.0473002, -114.057989 51.0473981, -114.0579801 51.0475148, -114.057935 51.0481301, -114.0579262 51.0482509)","['3', '5']",,,
4609140,True,11 Avenue SE,secondary,50,False,173.00300000000001,"LINESTRING (-114.0583414 51.0422366, -114.0584903 51.0422408, -114.058697 51.0422469, -114.0588326 51.0422508, -114.0590733 51.0422578, -114.0594655 51.0422692, -114.0597099 51.0422763, -114.0598878 51.0422815, -114.0605334 51.0422997, -114.0606158 51.0423026, -114.0608133 51.0423083)",,,,
1185630532,True,Macleod Trail SE,primary,50,False,105.21699999999998,"LINESTRING (-114.0583414 51.0422366, -114.0583383 51.0423172, -114.0583191 51.0427129, -114.0582957 51.0431025, -114.0582909 51.0431823)",4,,,
"[196471993, 438869227]",True,9 Avenue SE,secondary,50,False,172.35300000000004,"LINESTRING (-114.0581963 51.0444664, -114.0580479 51.0444615, -114.0573379 51.044438, -114.057129 51.0444309, -114.0570802 51.0444292, -114.0567551 51.0444184, -114.0559053 51.0443901, -114.0558715 51.044389, -114.0557344 51.0443847)","['4', '3']",,,
"[135678690, 468730823, 468730824, 491678227, 491678228]",True,Macleod Trail SE,primary,50,False,315.419,"LINESTRING (-114.0581963 51.0444664, -114.0581889 51.0445593, -114.0581634 51.0448995, -114.0581588 51.0449479, -114.0581286 51.0453282, -114.0581246 51.0453881, -114.0581208 51.045443, -114.058072 51.04627, -114.0580686 51.046337, -114.0580675 51.0463578, -114.0580669 51.0463742, -114.0580598 51.0464379, -114.0580036 51.0472038, -114.0579969 51.0473002)",,,,
198464181,True,4 Avenue SE,primary,50,False,171.66700000000003,"LINESTRING (-114.0578653 51.0491874, -114.058043 51.0491926, -114.0592624 51.0492284, -114.0601519 51.0492557, -114.0603183 51.0492608)",,,,
259670327,False,10 Avenue SE,residential,50,True,137.82700000000003,"LINESTRING (-114.0538706 51.043117, -114.0540931 51.0430683, -114.0542846 51.0430728, -114.0557163 51.0431067, -114.0558277 51.0431093)",2,yes,,
