osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,tunnel,bridge
466337766,True,3,Boulevard Maisonneuve,primary,50,False,12.99,"LINESTRING (-75.7140154 45.4246299, -75.7139982 45.4247461)",,
456581921,True,2,Rue Laurier,secondary,50,False,30.079,"LINESTRING (-75.7140154 45.4246299, -75.7138632 45.4246363, -75.7136311 45.4246503)",,
"[308156705, 39456617, 39456618, 689171243, 39451308, 689171244, 461162071]",True,3,Boulevard Maisonneuve,primary,50,False,578.9060000000001,"LINESTRING (-75.7139982 45.4247461, -75.7139781 45.4248443, -75.71387 45.4254235, -75.7138288 45.4256516, -75.7137813 45.4259499, -75.7137377 45.4262241, -75.7137361 45.4262341, -75.7137277 45.4262866, -75.7136197 45.4270765, -75.7135867 45.4272964, -75.7134692 45.4280519, -75.7133606 45.4286894, -75.7132438 45.4292478, -75.7131315 45.4297849, -75.7131162 45.429852, -75.7131046 45.4299136)",yes,
308158723,True,2,Rue Laurier,secondary,50,False,15.849,"LINESTRING (-75.7139982 45.4247461, -75.7140582 45.4247429, -75.7141242 45.4247396, -75.7142009 45.4247379)",,
466337768,True,3,Boulevard Maisonneuve,primary,50,False,13.331,"LINESTRING (-75.7142009 45.4247379, -75.7142268 45.4246194)",,
466337764,True,2,Rue Laurier,secondary,50,False,185.41199999999998,"LINESTRING (-75.7142009 45.4247379, -75.7143911 45.4247381, -75.7145983 45.4247456, -75.7149289 45.4247634, -75.715267 45.4247766, -75.7158236 45.4248016, -75.7159689 45.4248052, -75.7161061 45.4248052, -75.716231 45.4248019, -75.7164531 45.4247943, -75.7165731 45.424789)",,
466337765,False,2,Rue Laval,unclassified,40,False,12.097,"LINESTRING (-75.7165863 45.4246806, -75.7165731 45.424789)",,
308158679,True,3,Rue Laurier,secondary,50,False,19.566000000000003,"LINESTRING (-75.7165863 45.4246806, -75.7164699 45.4246861, -75.7163979 45.4246889, -75.716336 45.4246903)",,
104184626,False,2,Promenade du Portage,tertiary,40,False,255.91799999999998,"LINESTRING (-75.7162504 45.4258663, -75.7161885 45.4259042, -75.7161633 45.425921, -75.7158614 45.4261225, -75.7153102 45.4264979, -75.7152585 45.4265331, -75.7151311 45.4266199, -75.714519 45.4270417, -75.714488 45.4270618, -75.7142833 45.4271945, -75.7142203 45.4272353, -75.7141702 45.4272717, -75.7141293 45.4273042, -75.7140974 45.427331, -75.7140663 45.4273637, -75.7140436 45.4273902, -75.7140273 45.427423, -75.7140231 45.4274471, -75.7140114 45.4275139)",,
104184626,False,2,Promenade du Portage,tertiary,40,True,35.826,"LINESTRING (-75.7162504 45.4258663, -75.7164297 45.4257438, -75.7164634 45.4257239, -75.7165966 45.4256558)",,
994046595,True,1,Rue Laval,residential,40,False,48.594,"LINESTRING (-75.7162504 45.4258663, -75.716304 45.4259166, -75.7163354 45.4259403, -75.7163827 45.425976, -75.7164233 45.42601, -75.7164213 45.4260437, -75.7164186 45.4260738, -75.7164009 45.4261903, -75.7163885 45.4262574)",,
"[29117545, 492210225, 492210226, 133420275, 31814486]",False,2,Rue de l'Hôtel-de-Ville,tertiary,40,"[False, True]",264.39900000000006,"LINESTRING (-75.710646 45.4272397, -75.7108182 45.4272537, -75.7108638 45.4272574, -75.711531 45.4273072, -75.7115721 45.4273103, -75.711663 45.4273179, -75.7117156 45.4273223, -75.7118207 45.4273312, -75.7118611 45.4273345, -75.7120911 45.427354, -75.713389 45.427464, -75.7134402 45.4274683, -75.7138685 45.427503, -75.7138832 45.4275041, -75.7140114 45.4275139)",building_passage,yes
"[39421973, 315255909]",True,"['2', '3']",Rue Laurier,secondary,50,False,154.559,"LINESTRING (-75.710646 45.4272397, -75.710775 45.4270682, -75.7108075 45.427025, -75.7109915 45.4267229, -75.7111346 45.4265239, -75.7112628 45.4263524, -75.7114381 45.4261389, -75.7114576 45.4261151, -75.7115488 45.426004)",,
315255999,False,4,Rue Laurier,secondary,50,True,137.207,"LINESTRING (-75.710646 45.4272397, -75.7106094 45.4273698, -75.7106049 45.4273857, -75.7105879 45.4274544, -75.7105553 45.427586, -75.7105123 45.4277783, -75.7103907 45.428331, -75.7103803 45.4283781, -75.710366 45.4284577)",,
104184658,False,2,Rue Papineau,residential,40,True,79.388,"LINESTRING (-75.7101515 45.4296665, -75.7102674 45.429675, -75.7110838 45.4297442, -75.7110935 45.429745, -75.7111617 45.4297508)",,
