osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width
186859872,True,1,1A,Fraser Highway,tertiary,30,False,252.524,"LINESTRING (-122.656299 49.1046675, -122.6560709 49.104617, -122.6553944 49.1044673, -122.654835 49.1043438, -122.653764 49.1041067, -122.6530125 49.1039409)",
"[35496054, 892807303]",False,"['2', '3']",,204 Street,secondary,50,True,128.554,"LINESTRING (-122.656299 49.1046675, -122.6563949 49.1045975, -122.6564219 49.1045775, -122.656469 49.1045195, -122.6565128 49.1044367, -122.6565369 49.1043581, -122.6565469 49.1042801, -122.6565708 49.1036491, -122.6565718 49.1036125, -122.6565748 49.1035567)",
"[1230138908, 892943767]",False,5,1A,Fraser Highway,secondary,60,"[False, True]",117.461,"LINESTRING (-122.656299 49.1046675, -122.6564616 49.1047079, -122.6565404 49.1047284, -122.6572274 49.1048823, -122.6576689 49.1049812, -122.6578223 49.1050155)",
"[1213169938, 688393147, 359408388, 1213169934]",True,2,,Glover Road,secondary,,False,124.57900000000002,"LINESTRING (-122.656299 49.1046675, -122.6561645 49.1047231, -122.6560404 49.1047931, -122.6559457 49.1048371, -122.6558509 49.1048756, -122.6557063 49.1049179, -122.655496 49.1049676, -122.6551369 49.1050495, -122.6549071 49.1051092, -122.6548689 49.1051189, -122.6547684 49.1051487)",
688393141,False,5,,Glover Road,secondary,50,False,44.683,"LINESTRING (-122.6519301 49.1072538, -122.6520291 49.1071791, -122.6520596 49.1071555, -122.6523276 49.1069476)",
"[1213173472, 1230144965]",False,,,Glover Road,secondary,50,True,34.025,"LINESTRING (-122.6519301 49.1072538, -122.6518357 49.1073202, -122.6518095 49.1073373, -122.6517901 49.1073505, -122.6516195 49.1074823)",
359408391,False,4,,Logan Avenue,secondary,50,False,79.898,"LINESTRING (-122.6580962 49.1079599, -122.659022 49.1083459)",
35493396,False,2,,203A Street,residential,,True,85.691,"LINESTRING (-122.6580962 49.1079599, -122.6581953 49.1077992, -122.658205 49.1072019)",
359408391,False,4,,Logan Avenue,secondary,50,True,209.85,"LINESTRING (-122.6580962 49.1079599, -122.6562216 49.107204, -122.6561014 49.1071555, -122.656063 49.1071402, -122.6557237 49.107007, -122.6556387 49.1069733)",
35494253,True,3,,203 Street,secondary,,False,43.74,"LINESTRING (-122.6602609 49.1036226, -122.6602796 49.1036636, -122.6603068 49.1037683, -122.660311 49.103881, -122.660302 49.1039419, -122.6602834 49.1040113)",
35494608,True,1,,,secondary_link,50,False,31.365000000000002,"LINESTRING (-122.6602609 49.1036226, -122.6601754 49.1037091, -122.6601358 49.1037372, -122.660077 49.1037646, -122.6600075 49.1037762, -122.6599386 49.1037879)",
35495740,True,2,,203 Street,secondary,,False,11.651,"LINESTRING (-122.660379 49.1041852, -122.66041 49.1040824)",
456374410,True,2,,56 Avenue,secondary,50,False,16.995,"LINESTRING (-122.660379 49.1041852, -122.660465 49.1042235, -122.6605742 49.104269)",
721493416,False,2,,Douglas Crescent,secondary,,True,11.264,"LINESTRING (-122.6517911 49.1026623, -122.6516441 49.1026307)",
"[1187145482, 897003051, 897003053, 897003055, 897003058, 35495228]",True,"['1', '3']",,206 Street,secondary,,False,331.488,"LINESTRING (-122.6517911 49.1026623, -122.6518346 49.1025779, -122.651858 49.1025129, -122.6518684 49.1024373, -122.6518762 49.1021851, -122.6518729 49.1018063, -122.6518718 49.1015824, -122.651869 49.101272, -122.6518692 49.1012149, -122.6518729 49.100449, -122.65187 49.1003754, -122.6518615 49.100046, -122.6518663 49.0999366, -122.651913 49.0997991, -122.6519826 49.0997016)",
"[1187145457, 35493087]",False,"['2', '3']",,Douglas Crescent,secondary,,False,184.60899999999998,"LINESTRING (-122.6517911 49.1026623, -122.6518895 49.1026841, -122.6519357 49.1026916, -122.652404 49.1027948, -122.6524831 49.1028139, -122.652651 49.1028532, -122.6531777 49.1029703, -122.6536452 49.1030741, -122.6538582 49.1031199, -122.6541941 49.1031921)",
"[824967136, 276291753, 824967137, 824967141]",True,"['1', '2']",,Douglas Crescent,secondary,50,False,251.55399999999997,"LINESTRING (-122.6599386 49.1037879, -122.6597165 49.1036956, -122.659621 49.1036555, -122.6595183 49.1036187, -122.6593268 49.1035724, -122.6591848 49.1035499, -122.6590128 49.1035387, -122.658473 49.1035285, -122.65828 49.1035229, -122.6580977 49.10352, -122.6575348 49.1035093, -122.6567518 49.1034956, -122.6567121 49.103495, -122.656576 49.1034842)",10
35495106,False,4,,206 Street,secondary,,False,137.27,"LINESTRING (-122.6511572 49.1035321, -122.6511077 49.1036156, -122.6510902 49.1036403, -122.6510602 49.1037108, -122.651043 49.1037748, -122.6510376 49.1038289, -122.651034 49.1039287, -122.651034 49.1041022, -122.6510235 49.1043253, -122.6510198 49.1045252, -122.6510251 49.1046311, -122.6510797 49.1047487)",
"[721493415, 1187145455, 892807295]",True,"['2', '3']",,206 Street,secondary,,False,108.505,"LINESTRING (-122.6511572 49.1035321, -122.6512924 49.1034586, -122.651432 49.1032296, -122.6514955 49.103121, -122.6515707 49.103001, -122.6516549 49.102869, -122.6517162 49.1027781, -122.6517333 49.1027545, -122.6517911 49.1026623)",
1038127537,True,,,,secondary_link,,False,13.761,"LINESTRING (-122.6597421 49.1028181, -122.6597001 49.1027703, -122.6596585 49.1027389, -122.6596218 49.1027265)",
"[35495459, 1213169931]",True,1,,203 Street,secondary,,False,57.084,"LINESTRING (-122.6597421 49.1028181, -122.6597514 49.102674, -122.6597543 49.1026285, -122.6597566 49.102603, -122.6597412 49.1024289, -122.6597077 49.1023072)",
35494306,False,3,,204 Street,secondary,50,True,8.062,"LINESTRING (-122.6565748 49.1035567, -122.656576 49.1034842)",
"[35495914, 824967140, 824967138, 824967135]",True,"['2', '3']",,Douglas Crescent,secondary,50,False,286.12799999999993,"LINESTRING (-122.6565748 49.1035567, -122.6567082 49.1035717, -122.6575503 49.1035885, -122.657974 49.1035987, -122.6580905 49.1036025, -122.6589023 49.1036209, -122.6590035 49.1036246, -122.6591515 49.1036352, -122.6592836 49.1036534, -122.6594545 49.103688, -122.6595477 49.1037165, -122.6596344 49.1037528, -122.6598239 49.1038649, -122.660099 49.1040231, -122.660175 49.1040669, -122.6602552 49.1041132)",
