osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,width
1245467799,5,91,Westchester Avenue,secondary,False,True,51.479,,"LINESTRING (-79.2381425 43.1570183, -79.2387188 43.1568244)",,
"[27852512, 26839549]",,,,motorway_link,True,False,339.455,yes,"LINESTRING (-79.2397702 43.1580238, -79.2396595 43.1582072, -79.2396028 43.1584544, -79.239496 43.1586316, -79.239374 43.1587325, -79.2392035 43.1587729, -79.2390966 43.1587594, -79.2390013 43.1587377, -79.2388811 43.1586626, -79.2388468 43.1585749, -79.2388382 43.158456, -79.2389463 43.1583073, -79.2390896 43.1582298, -79.2392665 43.1581556, -79.2395142 43.158059, -79.2401343 43.1578236, -79.2407188 43.1575566)",,
"[55774192, 55772138]",6,46,Geneva Street,secondary,False,False,68.49000000000001,yes,"LINESTRING (-79.2397702 43.1580238, -79.2397956 43.1581605, -79.2398863 43.1586339)",,
"[55772138, 55775308]","['5', '6']",46,Geneva Street,secondary,False,True,118.132,yes,"LINESTRING (-79.2397702 43.1580238, -79.2397129 43.1577512, -79.2396558 43.1575972, -79.2395829 43.1574031, -79.2394323 43.1569917)",,
455828167,2,406,Highway 406,motorway,True,False,340.543,,"LINESTRING (-79.2424351 43.1563434, -79.2426328 43.1560601, -79.2429332 43.1556531, -79.2434396 43.1549769, -79.2440227 43.1540211, -79.2443837 43.153637)",80,
455828167,2,406,Highway 406,motorway,True,False,195.288,,"LINESTRING (-79.2407188 43.1575566, -79.2410449 43.1574, -79.2413539 43.1572122, -79.2416887 43.1570056, -79.2419376 43.1568115, -79.2421092 43.1566424, -79.2424351 43.1563434)",80,
55775401,2,,King Street,tertiary,False,False,210.003,,"LINESTRING (-79.2471261 43.1574701, -79.2467152 43.1578862, -79.2466875 43.1579159, -79.2461971 43.1584407, -79.245983 43.1586698, -79.2458162 43.158848, -79.2456529 43.159023)",,
55775401,2,,King Street,tertiary,False,True,93.57799999999999,,"LINESTRING (-79.2471261 43.1574701, -79.2476598 43.1568787, -79.2477605 43.1567672)",,
55776556,2,,Queen Street,residential,False,False,151.651,,"LINESTRING (-79.2471261 43.1574701, -79.2475774 43.1576379, -79.2477016 43.1576842, -79.2477165 43.1576897, -79.2478507 43.1577396, -79.2480105 43.157799, -79.2481707 43.1578586, -79.2481787 43.1578616, -79.2484503 43.157964, -79.2484716 43.157972, -79.2487769 43.1581089)",,
55776556,2,,Queen Street,residential,False,True,167.527,,"LINESTRING (-79.2471261 43.1574701, -79.2457773 43.1569528, -79.2453842 43.1567983, -79.2453006 43.1567655)",,
55772798,1,,Race Street,tertiary,True,False,22.807,,"LINESTRING (-79.2405002 43.1588622, -79.2402627 43.158972)",,
55772731,2,,Race Street,tertiary,False,True,48.708999999999996,,"LINESTRING (-79.2405002 43.1588622, -79.2405692 43.1587927, -79.2406876 43.1586734, -79.2408524 43.1585074)",,
55771074,4,46,Geneva Street,secondary,False,True,68.243,,"LINESTRING (-79.2400802 43.1612621, -79.2400489 43.1606488)",,
55776879,2,,Division Street,residential,False,False,110.52599999999998,,"LINESTRING (-79.2400802 43.1612621, -79.2398053 43.1612626, -79.2389781 43.1615657, -79.2389621 43.1615716, -79.2388444 43.1616323)",,
476621710,4,46,Geneva Street,secondary,False,False,71.897,,"LINESTRING (-79.2400802 43.1612621, -79.2400919 43.1616769, -79.2400921 43.1617248, -79.2400931 43.1619086)",,
55772475,3,50,Glenridge Avenue,secondary,False,True,44.696,,"LINESTRING (-79.2420375 43.1556714, -79.2420448 43.1555249, -79.2420574 43.1552697)",,
55773100,5,91,Westchester Avenue,secondary,False,False,22.207,,"LINESTRING (-79.2420375 43.1556714, -79.2419599 43.1556925, -79.241781 43.1557412)",,
"[55774130, 55772946, 55771885, 55778150]","['1', '2']",91,Westchester Avenue,secondary,True,False,299.96,yes,"LINESTRING (-79.2420375 43.1556714, -79.2422166 43.1556783, -79.2423946 43.1556337, -79.2434308 43.1553668, -79.2439555 43.1552485, -79.2442191 43.1551959, -79.2444826 43.1551538, -79.2447415 43.1551388, -79.2449621 43.1551424, -79.2451651 43.1551644, -79.2451743 43.1551661, -79.2453276 43.1551952, -79.2454769 43.1552217, -79.2454831 43.1552218, -79.2454898 43.1552212, -79.2454974 43.1552196, -79.2455036 43.1552172, -79.2455207 43.1552089, -79.2455878 43.1551725)",,
1176476765,2,,Gale Crescent,tertiary,False,True,13.322,,"LINESTRING (-79.2398546 43.1598124, -79.2400183 43.1598027)",,
55771954,2,,Gale Crescent,tertiary,False,False,166.577,,"LINESTRING (-79.2398546 43.1598124, -79.2395098 43.1598327, -79.2393334 43.1598976, -79.2387692 43.160182, -79.238091 43.1605239)",,
55773973,2,46,Geneva Street,secondary,True,False,87.973,,"LINESTRING (-79.2398546 43.1598124, -79.2398745 43.1600631, -79.239926 43.1603093, -79.2400398 43.1605882)",,
55775646,2,,Duke Street,residential,False,False,140.412,,"LINESTRING (-79.2501716 43.1586611, -79.2498659 43.1589893, -79.2498303 43.1590285, -79.2497888 43.1590722, -79.2491988 43.1597056)",,
55776556,2,,Queen Street,residential,False,True,128.718,,"LINESTRING (-79.2501716 43.1586611, -79.2497165 43.1584809, -79.2495308 43.1584074, -79.2493881 43.1583509, -79.2487769 43.1581089)",,
55770730,2,,James Street,secondary,False,False,82.683,,"LINESTRING (-79.2462614 43.159449, -79.2469975 43.1599634)",,
55770730,2,,James Street,secondary,False,True,68.41,,"LINESTRING (-79.2462614 43.159449, -79.2459709 43.1592456, -79.2456529 43.159023)",,
55777871,2,,Market Street,unclassified,False,True,169.298,,"LINESTRING (-79.2462614 43.159449, -79.2462687 43.1594424, -79.2463439 43.1593925, -79.2466502 43.1590759, -79.246698 43.1590264, -79.2467926 43.1589286, -79.2469272 43.1588472, -79.2469584 43.1588146, -79.2475116 43.1582367)",,
55776354,2,,Gerrard Street,residential,False,True,172.048,,"LINESTRING (-79.2499397 43.1622933, -79.2482057 43.1614021)",,
55773087,1,,Race Street,tertiary,True,False,15.137,,"LINESTRING (-79.2400154 43.1591392, -79.2401997 43.1591178)",,
55776870,2,46,Geneva Street,secondary,True,False,33.192,,"LINESTRING (-79.2400154 43.1591392, -79.2400045 43.1588408)",,
101476837,,,,secondary_link,False,True,14.39,,"LINESTRING (-79.2400154 43.1591392, -79.2398476 43.1591812)",,
55771562,2,91,Westchester Avenue,secondary,False,False,10.768,,"LINESTRING (-79.2455878 43.1551725, -79.2457128 43.1552051)",,
55772296,1,91,Westchester Avenue,secondary,True,False,35.022,,"LINESTRING (-79.2455878 43.1551725, -79.2455202 43.155112, -79.2452055 43.1550535)",,
55776741,2,,Wellington Street,residential,False,False,131.057,,"LINESTRING (-79.2478733 43.1590316, -79.2491988 43.1597056)",,
55771073,2,,Church Street,tertiary,False,False,125.625,,"LINESTRING (-79.2478733 43.1590316, -79.2476851 43.1592318, -79.2469975 43.1599634)",,
55771073,2,,Church Street,tertiary,False,True,126.14500000000001,,"LINESTRING (-79.2478733 43.1590316, -79.2483048 43.1585725, -79.2484699 43.1583969, -79.2484882 43.1583774, -79.2487769 43.1581089)",,
55771954,2,,Gale Crescent,tertiary,False,True,166.577,,"LINESTRING (-79.238091 43.1605239, -79.2387692 43.160182, -79.2393334 43.1598976, -79.2395098 43.1598327, -79.2398546 43.1598124)",,
55773109,2,,Riordon Street,residential,False,False,137.56599999999997,,"LINESTRING (-79.238091 43.1605239, -79.2382806 43.1608051, -79.2382872 43.1608149, -79.2384788 43.161096, -79.2388444 43.1616323)",,
55770835,2,,The Parkway,tertiary,False,False,122.487,,"LINESTRING (-79.2421071 43.1571745, -79.2418386 43.1573973, -79.2417098 43.1575292, -79.2413194 43.157978, -79.2412376 43.1580721)",,
55770835,2,,The Parkway,tertiary,False,True,166.22600000000003,,"LINESTRING (-79.2421071 43.1571745, -79.2431273 43.1563353, -79.2431608 43.1563072, -79.2431983 43.1562727, -79.2432604 43.1562137, -79.2432923 43.1561811, -79.2433197 43.1561529, -79.2433555 43.1561135, -79.2433944 43.1560705, -79.2434275 43.1560335)",,
55773710,2,,David S. Howes Way,unclassified,False,True,411.22200000000004,,"LINESTRING (-79.2421071 43.1571745, -79.2421953 43.1572293, -79.2422726 43.1572773, -79.2424074 43.157319, -79.2425596 43.1573064, -79.2434671 43.1571081, -79.2434914 43.1571028, -79.2437705 43.157045, -79.2438455 43.157031, -79.2438695 43.1570265, -79.2439786 43.1570221, -79.2441004 43.1570085, -79.2441732 43.1569859, -79.2442523 43.1569447, -79.2443347 43.1568737, -79.2444439 43.1567187, -79.2446322 43.1564006, -79.2447046 43.1562783, -79.2447449 43.1562103, -79.2447824 43.156106, -79.2447887 43.1560218, -79.2447792 43.1558743, -79.2447524 43.1558051, -79.2446932 43.1557452, -79.2445197 43.1556498, -79.24423 43.1555451, -79.2441548 43.1555179, -79.243821 43.1554137)",,
55771073,2,,Church Street,tertiary,False,False,96.077,,"LINESTRING (-79.2494217 43.1573841, -79.24907 43.1577794, -79.2487769 43.1581089)",,
55771073,2,,Church Street,tertiary,False,True,73.307,,"LINESTRING (-79.2494217 43.1573841, -79.2498645 43.1569131, -79.2498863 43.1568899, -79.2499328 43.1568404)",,
