osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref
160840991,2,Water Street,secondary,False,False,74.714,"LINESTRING (-65.4763935 47.0259681, -65.4758828 47.0262746, -65.4756435 47.0264038)",,
160840637,2,Church Street,secondary,False,False,137.989,"LINESTRING (-65.4710378 47.0260376, -65.4696364 47.0268297)",50,
160840768,2,Lobban Avenue,residential,False,False,80.086,"LINESTRING (-65.4710378 47.0260376, -65.4716829 47.026608)",,
160840723,2,Howard Street,residential,False,False,76.221,"LINESTRING (-65.4671665 47.0260344, -65.466392 47.0264716)",,
611178959,2,University Avenue,primary,False,False,187.583,"LINESTRING (-65.4671665 47.0260344, -65.4681651 47.0268595, -65.4687414 47.0273357)",,NB 117
160840899,2,St. Michael Street,residential,False,False,128.213,"LINESTRING (-65.4682161 47.0261348, -65.4693136 47.0270122)",,
160840648,2,Cunard Street,residential,False,False,188.443,"LINESTRING (-65.466392 47.0264716, -65.4679824 47.0277742)",,
160840723,2,Howard Street,residential,False,False,97.159,"LINESTRING (-65.466392 47.0264716, -65.4654276 47.0270472)",,
160840723,2,Howard Street,residential,False,True,76.221,"LINESTRING (-65.466392 47.0264716, -65.4671665 47.0260344)",,
160840732,2,John Street,secondary,False,True,32.0,"LINESTRING (-65.4753544 47.0265744, -65.4750838 47.0263535)",50,
160840991,2,Water Street,secondary,False,True,28.983,"LINESTRING (-65.4753544 47.0265744, -65.4756435 47.0264038)",,
160840994,2,Water Street,secondary,False,False,171.84999999999997,"LINESTRING (-65.4753544 47.0265744, -65.4749224 47.0268221, -65.4747004 47.0269209, -65.47448 47.0269932, -65.4742558 47.0270468, -65.4740094 47.0270652, -65.4737646 47.0270628, -65.4733048 47.0270273)",50,
160840768,2,Lobban Avenue,residential,False,False,69.252,"LINESTRING (-65.4716829 47.026608, -65.4722408 47.0271012)",,
160840768,2,Lobban Avenue,residential,False,True,80.086,"LINESTRING (-65.4716829 47.026608, -65.4710378 47.0260376)",,
