osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction,maxspeed
961435419,Bow Valley Trail,secondary,False,True,12.361,"LINESTRING (-115.347797 51.0882668, -115.3479 51.0883572)",,,,
48360257,Benchlands Trail,secondary,True,False,178.738,"LINESTRING (-115.347797 51.0882668, -115.3475827 51.0883659, -115.3457147 51.0892012)",,,,
702110580,Bow Valley Trail,secondary,False,False,110.12700000000001,"LINESTRING (-115.347797 51.0882668, -115.3476731 51.0881488, -115.3469001 51.0874523)",,,,
29124183,Palliser Trail,tertiary,False,False,11.622,"LINESTRING (-115.3429942 51.0903948, -115.3430908 51.0904799)",,,,
48360369,,tertiary,True,False,42.12,"LINESTRING (-115.3545429 51.0895566, -115.3543315 51.0895795, -115.3542433 51.0895782, -115.354139 51.0895766, -115.3539433 51.0895699)",,,,
479234702,8 Street (Main Street),tertiary,True,False,30.241,"LINESTRING (-115.3545429 51.0895566, -115.3543154 51.0896355, -115.3542946 51.0896671, -115.3542493 51.089736)",,,,
48360379,,tertiary_link,True,False,36.735,"LINESTRING (-115.3545555 51.0899236, -115.3545029 51.089793, -115.3545046 51.0897561, -115.3545065 51.0897163, -115.3545829 51.0896075)",,,,
479234708,Railway Avenue,secondary,True,False,30.012999999999998,"LINESTRING (-115.3545555 51.0899236, -115.3543786 51.0897977, -115.3542493 51.089736)",2,,,
"[48360224, 478854454, 48360223]","['Benchlands Terrace', 'Benchlands Trail']",secondary,True,False,177.53799999999998,"LINESTRING (-115.3450735 51.0894764, -115.3446808 51.0896556, -115.3435166 51.0901658, -115.3429942 51.0903948)",,yes,,
"[478854458, 1086076398]",,motorway_link,True,False,51.706999999999994,"LINESTRING (-115.3450735 51.0894764, -115.3449871 51.0894205, -115.3446443 51.0890988)",,,,
48383215,,motorway_link,True,False,82.406,"LINESTRING (-115.3456317 51.0899614, -115.3455018 51.0896648, -115.3455081 51.0895969, -115.3455238 51.0895476, -115.3455133 51.0894747, -115.3457459 51.0892818)",,,,
478854460,,motorway_link,True,False,54.67999999999999,"LINESTRING (-115.3456317 51.0899614, -115.3452951 51.0896602, -115.3451692 51.089565)",,,,
29144045,Kananaskis Way,residential,False,False,331.11699999999996,"LINESTRING (-115.3455564 51.0860198, -115.345391 51.0860756, -115.3448151 51.08627, -115.344768 51.0862858, -115.3446033 51.0863422, -115.3442434 51.0864652, -115.3441295 51.0865043, -115.3440338 51.0865346, -115.3438392 51.0866109, -115.3437307 51.0866535, -115.343489 51.0867316, -115.3433864 51.0867408, -115.3432391 51.0867066, -115.3431309 51.0866296, -115.3426363 51.0861788, -115.342545 51.0860953, -115.3423871 51.0859465, -115.3423255 51.0858944, -115.3421078 51.0856633, -115.3420514 51.0856042)",,,,
702110580,Bow Valley Trail,secondary,False,False,115.995,"LINESTRING (-115.3455564 51.0860198, -115.3453999 51.0858289, -115.3451946 51.085577, -115.3447985 51.0850916)",,,,
702110580,Bow Valley Trail,secondary,False,True,184.92000000000002,"LINESTRING (-115.3455564 51.0860198, -115.3457781 51.0862606, -115.3458256 51.0863156, -115.3464161 51.0869534, -115.3467583 51.0873202, -115.3469001 51.0874523)",,,,
29144045,Kananaskis Way,residential,False,False,461.78900000000004,"LINESTRING (-115.3420514 51.0856042, -115.3419191 51.0854594, -115.3413054 51.0846202, -115.3404355 51.0834307, -115.3404409 51.0833403, -115.3404629 51.083286, -115.340512 51.0832261, -115.3405617 51.0831929, -115.3406378 51.0831712, -115.340884 51.0831252, -115.341068 51.0831033, -115.3412877 51.0830772, -115.3416107 51.0830339, -115.3417256 51.0829997, -115.3418466 51.082955, -115.3423724 51.0827962, -115.342775 51.0826759)",,,,
29144045,Kananaskis Way,residential,False,True,331.117,"LINESTRING (-115.3420514 51.0856042, -115.3421078 51.0856633, -115.3423255 51.0858944, -115.3423871 51.0859465, -115.342545 51.0860953, -115.3426363 51.0861788, -115.3431309 51.0866296, -115.3432391 51.0867066, -115.3433864 51.0867408, -115.343489 51.0867316, -115.3437307 51.0866535, -115.3438392 51.0866109, -115.3440338 51.0865346, -115.3441295 51.0865043, -115.3442434 51.0864652, -115.3446033 51.0863422, -115.344768 51.0862858, -115.3448151 51.08627, -115.345391 51.0860756, -115.3455564 51.0860198)",,,,
479239671,Montane Road,residential,False,True,147.022,"LINESTRING (-115.3420514 51.0856042, -115.3427661 51.0853498, -115.3429515 51.0852838, -115.3433611 51.0851489, -115.343528 51.0850954, -115.3439064 51.0849803)",,,,
29144027,Old Canmore Road,residential,False,False,200.98800000000003,"LINESTRING (-115.3445383 51.0884823, -115.3450181 51.0882731, -115.3457617 51.0879351, -115.3462357 51.0877196, -115.3464932 51.0876025, -115.3466738 51.0875271, -115.346892 51.0874558, -115.3469001 51.0874523)",,,,
29144076,William Street,residential,False,False,65.26,"LINESTRING (-115.3489322 51.0892927, -115.3487594 51.0893645, -115.3481548 51.0896183)",,,,
702110579,Bow Valley Trail,secondary,False,True,96.572,"LINESTRING (-115.3489322 51.0892927, -115.3493009 51.0896056, -115.3497393 51.0899978)",,,,
702111968,Bow Valley Trail,secondary,False,False,126.58999999999999,"LINESTRING (-115.3489322 51.0892927, -115.3483464 51.0887626, -115.348294 51.0887167, -115.3480404 51.0884976, -115.348025 51.0884815, -115.3479 51.0883572)",,,,
29144127,Sidney Street,residential,False,False,68.593,"LINESTRING (-115.3505429 51.0907244, -115.3503947 51.0907901, -115.3500658 51.090936, -115.3499297 51.0910169, -115.3497626 51.0910975)",,,,
