osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,access
55855008,2,Maplecrete Road,unclassified,False,False,12.126,"LINESTRING (-79.5212051 43.7947839, -79.5212417 43.7948897)",,,
55855008,2,Maplecrete Road,unclassified,False,True,264.11099999999993,"LINESTRING (-79.5212051 43.7947839, -79.5211684 43.7946632, -79.5211599 43.794635, -79.5211308 43.7945307, -79.5209966 43.7939257, -79.5209977 43.7938807, -79.5209864 43.7938355, -79.5209751 43.7937904, -79.5209557 43.7936775, -79.5209533 43.793664, -79.5209079 43.7934924, -79.5208691 43.7933241, -79.5208517 43.7932485, -79.5208173 43.7931311, -79.5207947 43.7930407, -79.5207856 43.7930196, -79.5207753 43.7929864, -79.5207601 43.7929322, -79.5207266 43.7927787, -79.5207023 43.7926758, -79.5206478 43.7924446)",,,
55854885,4,Applemill Road,unclassified,False,False,360.29400000000004,"LINESTRING (-79.5318096 43.7947923, -79.5316777 43.7948203, -79.5306107 43.7950467, -79.5293711 43.795306, -79.5292662 43.7953279, -79.5288155 43.7954222, -79.5285077 43.7954878, -79.5277051 43.7956902, -79.5275133 43.7957289)",,,
55854925,4,Edgeley Boulevard,tertiary,False,False,262.417,"LINESTRING (-79.5318096 43.7947923, -79.5321992 43.7957637, -79.5324332 43.7963358, -79.5326716 43.7969205, -79.5327282 43.7970572)",50,,
502967773,4,Edgeley Boulevard,tertiary,False,True,96.95700000000001,"LINESTRING (-79.5318096 43.7947923, -79.5317683 43.7946848, -79.5314866 43.7939521)",50,,
55855142,2,Portage Parkway,tertiary,False,False,190.65,"LINESTRING (-79.5300531 43.7976295, -79.5293756 43.7977706, -79.5290197 43.7978409, -79.5288777 43.7978689, -79.5279847 43.7980452, -79.5277645 43.7980887)",,,
"[55855142, 1267331463]","['2', '3']",Portage Parkway,tertiary,False,True,223.95,"LINESTRING (-79.5300531 43.7976295, -79.5310987 43.7974028, -79.5312055 43.7973802, -79.5316077 43.7972962, -79.5316645 43.7972843, -79.5325937 43.7970814, -79.5327282 43.7970572)",,,
55854925,4,Edgeley Boulevard,tertiary,False,True,262.417,"LINESTRING (-79.5327282 43.7970572, -79.5326716 43.7969205, -79.5324332 43.7963358, -79.5321992 43.7957637, -79.5318096 43.7947923)",50,,
"[55855142, 1267331463]","['2', '3']",Portage Parkway,tertiary,False,False,223.95,"LINESTRING (-79.5327282 43.7970572, -79.5325937 43.7970814, -79.5316645 43.7972843, -79.5316077 43.7972962, -79.5312055 43.7973802, -79.5310987 43.7974028, -79.5300531 43.7976295)",,,
55854889,3,Jane Street,secondary,True,False,42.348,"LINESTRING (-79.5253083 43.7980241, -79.5252566 43.7981045, -79.525294 43.7983014, -79.5253116 43.798394)",60,55,
"[1266439746, 793954183]","['5', '6']",Jane Street,secondary,False,True,74.45,"LINESTRING (-79.5253083 43.7980241, -79.5252805 43.7978857, -79.5252087 43.7975276, -79.5251698 43.7973621)",60,55,
55854939,4,Interchange Way,unclassified,False,True,100.37700000000001,"LINESTRING (-79.5307948 43.7922596, -79.5307832 43.7922242, -79.5305967 43.7917176, -79.5305177 43.7915283, -79.53046 43.79139)",50,,
55855064,3,Interchange Way,unclassified,True,False,42.147999999999996,"LINESTRING (-79.5307948 43.7922596, -79.5307551 43.7923582, -79.5307993 43.7924865, -79.5308491 43.7926261)",50,,
55855133,2,Interchange Way,unclassified,False,False,215.75699999999998,"LINESTRING (-79.53303 43.7908215, -79.5317237 43.7911105, -79.5306632 43.7913451, -79.53046 43.79139)",,,
"[825972073, 233697675, 55855161]","['2', '3']",Commerce Street,unclassified,False,True,287.42699999999996,"LINESTRING (-79.53303 43.7908215, -79.5329598 43.7906405, -79.5328637 43.7905042, -79.5327792 43.7904041, -79.5326695 43.7903126, -79.5325719 43.7902394, -79.5324243 43.7901744, -79.5322637 43.7901364, -79.5320536 43.7900886, -79.531855 43.7900771, -79.5317256 43.7900858, -79.5316682 43.7900927, -79.5313813 43.790134, -79.5307494 43.7902725, -79.5306079 43.7903033, -79.530189 43.7903923, -79.5300443 43.790423)",50,,
55855146,4,Jane Street,secondary,True,False,54.278999999999996,"LINESTRING (-79.52436 43.7935318, -79.5243083 43.7936122, -79.5243732 43.7938795, -79.5244015 43.794006)",60,55,
798448335,5,Jane Street,secondary,False,True,134.706,"LINESTRING (-79.52436 43.7935318, -79.5243515 43.7934649, -79.5242155 43.7929319, -79.524115 43.7924414, -79.5240934 43.7923361)",60,55,
55855112,2,Jane Street,secondary,True,False,28.618000000000002,"LINESTRING (-79.5244015 43.794006, -79.5244197 43.7941032, -79.5244333 43.7941759, -79.5244488 43.7942611)",60,55,
"[438218050, 546330453]","['4', '3']",Highway 7,primary,True,False,270.764,"LINESTRING (-79.5244015 43.794006, -79.5241399 43.7940613, -79.5230373 43.7943354, -79.5214711 43.7947188, -79.5212051 43.7947839)",60,7,
55854989,4,Jane Street,secondary,False,False,24.046,"LINESTRING (-79.5246609 43.7950355, -79.5247021 43.7952497)",60,55,
55855045,4,Jane Street,secondary,True,False,91.438,"LINESTRING (-79.5246609 43.7950355, -79.5247128 43.7949461, -79.5246755 43.7947067, -79.5246233 43.7943395, -79.5246028 43.7942251)",60,55,
55855169,2,Edgeley Boulevard,tertiary,True,False,25.889000000000003,"LINESTRING (-79.5308491 43.7926261, -79.5308753 43.7926907, -79.5309001 43.7927515, -79.5309399 43.7928495)",50,,
"[438218051, 78484892]","['4', '3']",Highway 7,primary,True,False,323.75600000000003,"LINESTRING (-79.5308491 43.7926261, -79.5306677 43.7926621, -79.5294419 43.7929162, -79.5281383 43.7931388, -79.5271913 43.7933263, -79.5271356 43.7933441, -79.5269641 43.793399)",60,7,
"[810836560, 55855115]",4,Jane Street,secondary,False,"[False, True]",128.44400000000002,"LINESTRING (-79.5238655 43.7899832, -79.5238296 43.7904329, -79.5238582 43.7909831, -79.5238633 43.7910816, -79.5238728 43.7911367)",60,55,
