osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
55549244,2,Simcoe Street,residential,False,True,121.94699999999999,"LINESTRING (-79.065429 43.1026219, -79.065601 43.1026216, -79.066115 43.1026204, -79.0668446 43.1026119, -79.0669309 43.1026097)",,,
"[55551553, 55547802]",2,"['Ontario Avenue', 'Palmer Avenue']",residential,False,False,121.569,"LINESTRING (-79.065429 43.1026219, -79.0652731 43.1028586, -79.0652056 43.1030747, -79.0652023 43.1036837)",,,
55549211,2,Queen Street,tertiary,False,False,54.562,"LINESTRING (-79.0612475 43.1066589, -79.0619196 43.1066584)",,,
55549826,3,Queen Street,tertiary,False,False,47.442,"LINESTRING (-79.0612475 43.1066589, -79.0609388 43.1065964, -79.0608379 43.1065629, -79.0606985 43.1065165)",,,
"[55551433, 55547933]",2,Crysler Avenue,residential,False,True,115.39,"LINESTRING (-79.0687304 43.1086456, -79.0687253 43.1077474, -79.0687196 43.107673, -79.0687147 43.1076081)",,,
"[461383673, 55549917]",2,Bridge Street,secondary,False,False,428.46099999999996,"LINESTRING (-79.0687304 43.1086456, -79.0654061 43.1086399, -79.0643145 43.1086473, -79.0639778 43.1086491, -79.063803 43.1086489, -79.0634525 43.1086503)",43,,
55550921,2,Simcoe Street,residential,False,True,39.584,"LINESTRING (-79.0681701 43.1025949, -79.0686574 43.1025832)",,,
55549992,2,Simcoe Street,residential,False,False,100.62700000000001,"LINESTRING (-79.0681701 43.1025949, -79.0675389 43.1025995, -79.0670395 43.1026057, -79.0669309 43.1026097)",,,
55549724,2,Queen Street,tertiary,False,True,144.45899999999997,"LINESTRING (-79.0652286 43.1066482, -79.0650887 43.1066474, -79.0635483 43.1066384, -79.0634492 43.1066378)",,,
55550660,2,Ontario Avenue,residential,False,False,108.481,"LINESTRING (-79.0652286 43.1066482, -79.0652274 43.1067202, -79.0652187 43.1072291, -79.0652168 43.1073367, -79.0652136 43.1075158, -79.0652117 43.1076237)",,,
55551550,2,Queen Street,tertiary,False,True,142.221,"LINESTRING (-79.0652286 43.1066482, -79.0653355 43.1066474, -79.066859 43.1066368, -79.0669804 43.1066359)",,,
55552006,2,Ontario Avenue,residential,False,True,110.32700000000001,"LINESTRING (-79.0652286 43.1066482, -79.0652287 43.1065851, -79.0652297 43.1059735, -79.0652302 43.105656)",,,
55549211,2,Queen Street,tertiary,False,True,54.562,"LINESTRING (-79.0619196 43.1066584, -79.0612475 43.1066589)",,,
55548161,2,Zimmerman Avenue,residential,False,True,109.693,"LINESTRING (-79.0619196 43.1066584, -79.0619211 43.1065964, -79.0619216 43.1065683, -79.0619165 43.1063357, -79.061899 43.1057467, -79.0618968 43.1056721)",,,
55548368,2,Zimmerman Avenue,residential,False,False,111.454,"LINESTRING (-79.0619196 43.1066584, -79.0619204 43.1067352, -79.0619205 43.106756, -79.0619292 43.1076607)",,,
55551129,2,Queen Street,tertiary,False,True,124.338,"LINESTRING (-79.0619196 43.1066584, -79.0625105 43.1066692, -79.0626661 43.1066604, -79.0630961 43.1066359, -79.0632836 43.106639, -79.0633014 43.1066389, -79.0633242 43.1066387, -79.0634492 43.1066378)",,,
55549254,2,Crysler Avenue,residential,False,True,109.624,"LINESTRING (-79.0686831 43.1046637, -79.0686829 43.1045653, -79.0686743 43.1040394, -79.0686703 43.1037941, -79.0686684 43.1036779)",,,
55549870,2,Crysler Avenue,residential,False,False,109.22900000000001,"LINESTRING (-79.0686831 43.1046637, -79.0686866 43.1047683, -79.0686948 43.1051687, -79.068697 43.1052779, -79.0687028 43.1055592, -79.0687031 43.1056459)",,,
55550949,2,Morrison Street,residential,False,False,139.797,"LINESTRING (-79.0686831 43.1046637, -79.0679933 43.1046692, -79.0674609 43.1046722, -79.0670477 43.1046746, -79.0669612 43.1046751)",,,
55550294,2,St Clair Avenue,residential,False,True,117.771,"LINESTRING (-79.0669432 43.1036688, -79.0669309 43.1026097)",,,
55547635,2,St Clair Avenue,residential,False,False,111.905,"LINESTRING (-79.0669432 43.1036688, -79.0669611 43.1046128, -79.0669612 43.1046751)",,,
55550708,2,Ellis Street,residential,False,False,141.345,"LINESTRING (-79.0669432 43.1036688, -79.0653749 43.1036817, -79.0652023 43.1036837)",,,
55549111,2,Morrison Street,residential,False,False,55.327,"LINESTRING (-79.0641168 43.1046848, -79.0639899 43.1046848, -79.0638524 43.1046848, -79.0634353 43.1046848)",,,
55549893,2,Morrison Street,residential,False,True,88.11900000000001,"LINESTRING (-79.0641168 43.1046848, -79.0642122 43.1046855, -79.0643546 43.1046847, -79.0644105 43.1046844, -79.0645917 43.1046835, -79.0646294 43.1046832, -79.0651017 43.1046807, -79.0652022 43.1046802)",,,
55548580,2,Ontario Avenue,residential,False,False,108.528,"LINESTRING (-79.0652022 43.1046802, -79.0652044 43.1047566, -79.0652302 43.105656)",,,
55548639,2,Ontario Avenue,residential,False,True,110.808,"LINESTRING (-79.0652022 43.1046802, -79.0652041 43.1046099, -79.0652023 43.1036837)",,,
55549893,2,Morrison Street,residential,False,False,88.119,"LINESTRING (-79.0652022 43.1046802, -79.0651017 43.1046807, -79.0646294 43.1046832, -79.0645917 43.1046835, -79.0644105 43.1046844, -79.0643546 43.1046847, -79.0642122 43.1046855, -79.0641168 43.1046848)",,,
55551415,2,Morrison Street,residential,False,True,142.804,"LINESTRING (-79.0652022 43.1046802, -79.0653003 43.1046799, -79.0658301 43.1046784, -79.066054 43.1046777, -79.0668667 43.1046754, -79.0669612 43.1046751)",,,
55549809,2,St Clair Avenue,residential,False,True,109.013,"LINESTRING (-79.0669928 43.1056552, -79.0669632 43.104736, -79.0669612 43.1046751)",,,
55551583,2,St Clair Avenue,residential,False,False,109.05199999999999,"LINESTRING (-79.0669928 43.1056552, -79.0669886 43.105983, -79.0669872 43.1060976, -79.0669852 43.1062562, -79.0669811 43.1065783, -79.0669804 43.1066359)",,,
"[55552032, 179313335]","['2', '3']",Huron Street,residential,True,False,143.101,"LINESTRING (-79.0669928 43.1056552, -79.0666433 43.1056542, -79.0663593 43.1056534, -79.066204 43.105653, -79.0660032 43.1056524, -79.0658636 43.105652, -79.0658176 43.1056519, -79.0656845 43.1056515, -79.0654983 43.1056509, -79.0653578 43.1056537, -79.0653259 43.1056545, -79.0652302 43.105656)",,,
55551855,2,Simcoe Street,residential,False,False,192.449,"LINESTRING (-79.0626507 43.1026521, -79.0628003 43.1026505, -79.0648678 43.1026284, -79.0650209 43.1026284)",,,
