osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
33085493,2,Rue Bon-Pasteur,tertiary,False,True,57.237,"LINESTRING (-67.5314312 48.8459362, -67.5316898 48.846422)",,
33085493,2,Rue Bon-Pasteur,tertiary,False,False,118.49100000000001,"LINESTRING (-67.5314312 48.8459362, -67.5312547 48.8456046, -67.5311828 48.8454695, -67.5311554 48.845418, -67.5310973 48.8453089, -67.5310785 48.8452735, -67.5310512 48.8452223, -67.5308959 48.8449305)",,
501080589,2,Rue Soucy,tertiary,True,False,146.002,"LINESTRING (-67.5314312 48.8459362, -67.5305541 48.8461396, -67.5295494 48.8463726)",,
33092243,2,Rue de la Gare,tertiary,False,False,45.725,"LINESTRING (-67.5363069 48.844823, -67.5361021 48.8444345)",,
33086290,2,Rue Soucy,residential,True,False,377.65,"LINESTRING (-67.5363069 48.844823, -67.5358342 48.844931, -67.5353173 48.845049, -67.5339156 48.845369, -67.5334247 48.8454811, -67.5319525 48.8458172, -67.5314312 48.8459362)",,
33092243,2,Rue de la Gare,tertiary,False,False,78.633,"LINESTRING (-67.5361021 48.8444345, -67.5357383 48.8437691)",,
33092243,2,Rue de la Gare,tertiary,False,True,45.725,"LINESTRING (-67.5361021 48.8444345, -67.5363069 48.844823)",,
33086763,2,Rue J-Octave-Lebel,residential,False,True,74.1,"LINESTRING (-67.5353946 48.8493359, -67.5357238 48.8499661)",,
33090077,2,Rue J-Octave-Lebel,residential,False,False,71.614,"LINESTRING (-67.5353946 48.8493359, -67.5350802 48.848726)",,
33090804,2,Rue Fournier,residential,False,True,211.988,"LINESTRING (-67.5353946 48.8493359, -67.5328705 48.8499516, -67.5327104 48.8500361)",,
33090195,2,Rue Druillette,residential,False,False,83.762,"LINESTRING (-67.5327104 48.8500361, -67.532646 48.8499867, -67.5325709 48.8499284, -67.5323992 48.8496778, -67.5322189 48.8493625)",,
33090195,2,Rue Druillette,residential,False,True,78.004,"LINESTRING (-67.5327104 48.8500361, -67.5328633 48.8501402, -67.5332656 48.8503397, -67.5335445 48.8504703)",,
33090804,2,Rue Fournier,residential,False,False,211.988,"LINESTRING (-67.5327104 48.8500361, -67.5328705 48.8499516, -67.5353946 48.8493359)",,
33086763,2,Rue J-Octave-Lebel,residential,False,False,74.1,"LINESTRING (-67.5357238 48.8499661, -67.5353946 48.8493359)",,
33087386,2,Rue McKinnon,residential,False,True,169.028,"LINESTRING (-67.5357238 48.8499661, -67.5335445 48.8504703)",,
33091300,2,Rue J-Octave-Lebel,residential,False,True,69.952,"LINESTRING (-67.5357238 48.8499661, -67.536028 48.8505625)",,
33091300,2,Rue J-Octave-Lebel,residential,False,False,69.952,"LINESTRING (-67.536028 48.8505625, -67.5357238 48.8499661)",,
33086092,2,Rue Étienne-Gagnon,residential,False,True,161.288,"LINESTRING (-67.536028 48.8505625, -67.5346913 48.8508737, -67.5345612 48.8508898, -67.5344515 48.8508981, -67.5340989 48.8509018, -67.5340071 48.8509069, -67.5339108 48.8509216)",,
33086397,2,,residential,False,False,72.241,"LINESTRING (-67.5308435 48.8499982, -67.5316454 48.8496192)",,
33091543,2,Avenue Saint-Jérôme,secondary,False,False,55.82,"LINESTRING (-67.5308435 48.8499982, -67.5305002 48.8495499)",50,
33091543,2,Avenue Saint-Jérôme,secondary,False,True,149.18099999999998,"LINESTRING (-67.5308435 48.8499982, -67.5311523 48.8502354, -67.531628 48.8506006, -67.531808 48.8507132, -67.5320026 48.8508349, -67.5322754 48.8509404)",50,
