osmid,lanes,name,highway,oneway,reversed,length,geometry,access,maxspeed
"[321376482, 720934949]",2,Glen Drive,tertiary,False,True,192.326,"LINESTRING (-122.7904535 49.2826659, -122.7905796 49.2826669, -122.7927953 49.2826875, -122.7928834 49.2826886, -122.7929212 49.2826892, -122.792963 49.2826894, -122.7931047 49.2826885)",,
506299775,2,Glen Drive,tertiary,False,False,181.387,"LINESTRING (-122.7904535 49.2826659, -122.7903283 49.2826655, -122.7891879 49.2826658, -122.788158 49.282659, -122.7879529 49.2826581)",,
506299776,2,Westwood Street,residential,False,False,52.689,"LINESTRING (-122.7904535 49.2826659, -122.7904554 49.2827503, -122.790454 49.2827646, -122.7904509 49.2831397)",,
971769768,2,Westwood Street,tertiary,False,True,105.195,"LINESTRING (-122.7904535 49.2826659, -122.7904511 49.2825735, -122.7904604 49.2817767, -122.7904595 49.2817199)",,
35195790,2,Eastwood Street,residential,False,True,11.482,"LINESTRING (-122.7879817 49.2850291, -122.7879613 49.2849267)",,
"[494673628, 35198814, 1262878028]","['2', '3']",Guildford Way,secondary,True,False,184.46500000000003,"LINESTRING (-122.7879817 49.2850291, -122.7891425 49.2847439, -122.7894961 49.2846994, -122.7900707 49.284734, -122.7902742 49.2847462, -122.7904345 49.2847578)",,
494676739,2,Pacific Street,residential,False,True,13.777,"LINESTRING (-122.798078 49.2853215, -122.798095 49.2851981)",,
35197023,2,Pinetree Way,secondary,True,False,57.236000000000004,"LINESTRING (-122.7931047 49.2826885, -122.793102 49.2828033, -122.7930968 49.2832032)",,
321376481,1,Glen Drive,tertiary,True,False,14.277000000000001,"LINESTRING (-122.7931047 49.2826885, -122.7931242 49.282699, -122.7931345 49.2827033, -122.7931465 49.282707, -122.7931602 49.2827099, -122.7931732 49.2827123, -122.7931885 49.2827139, -122.7932042 49.2827153, -122.7932247 49.2827165, -122.7932445 49.2827172, -122.7932908 49.282719)",,
"[321376482, 720934949]",2,Glen Drive,tertiary,False,False,192.326,"LINESTRING (-122.7931047 49.2826885, -122.792963 49.2826894, -122.7929212 49.2826892, -122.7928834 49.2826886, -122.7927953 49.2826875, -122.7905796 49.2826669, -122.7904535 49.2826659)",,
35196613,2,Burlington Drive,residential,False,True,158.831,"LINESTRING (-122.7981252 49.2842998, -122.798018 49.2842977, -122.7965267 49.2842826, -122.7960222 49.2842785, -122.7959357 49.2842783)",,
35196797,2,Pacific Street,residential,False,False,99.93299999999999,"LINESTRING (-122.7981252 49.2842998, -122.798123 49.2843536, -122.7981063 49.2851091, -122.7981061 49.2851158, -122.7981054 49.2851221, -122.798103 49.2851358, -122.798095 49.2851981)",,
35196797,2,Pacific Street,residential,False,True,187.35099999999997,"LINESTRING (-122.7981252 49.2842998, -122.7981296 49.2842512, -122.7981345 49.2842085, -122.7981394 49.2841784, -122.7981471 49.2841443, -122.7981565 49.2841125, -122.7981686 49.2840772, -122.7981778 49.2840526, -122.79819 49.2840241, -122.7982032 49.2839963, -122.7982211 49.2839642, -122.7982416 49.2839299, -122.7982585 49.283907, -122.7982801 49.2838758, -122.7983124 49.2838338, -122.7983351 49.2838083, -122.7983717 49.2837718, -122.7984017 49.2837405, -122.7984519 49.2836898, -122.7985712 49.2835731, -122.7986037 49.2835406, -122.7986273 49.2835139, -122.7986519 49.2834844, -122.7986698 49.2834616, -122.7986846 49.2834408, -122.7987036 49.2834106, -122.7987239 49.2833758, -122.7987494 49.2833291, -122.798758 49.283312, -122.7987666 49.2832928, -122.7987753 49.2832724, -122.7987864 49.2832436, -122.7987935 49.2832231, -122.7987998 49.2832026, -122.7988055 49.2831786, -122.7988104 49.2831529, -122.7988167 49.2831121, -122.7988212 49.2830667, -122.7988243 49.2829342, -122.798826 49.2828157, -122.7988281 49.2827176)",,
461131152,2,Guildford Way,secondary,True,False,11.919,"LINESTRING (-122.7923392 49.284902, -122.7925025 49.284914)",,
"[460232956, 305606790]","['2', '4']",Pinetree Way,secondary,True,False,225.91,"LINESTRING (-122.7923392 49.284902, -122.792281 49.2850055, -122.7920403 49.2854191, -122.7916937 49.286062, -122.791616 49.2862003, -122.7913241 49.2867238, -122.791275 49.2868113)",,50
456385829,2,Pinetree Way,secondary,True,False,13.02,"LINESTRING (-122.7923977 49.2847913, -122.7923392 49.284902)",,
"[390357955, 494680868]",2,Guildford Way,secondary,True,False,142.839,"LINESTRING (-122.7923977 49.2847913, -122.792215 49.2847777, -122.791451 49.2847215, -122.7904378 49.2846675)",,
971799613,,Glen Drive,tertiary,False,False,2.307,"LINESTRING (-122.7960783 49.2827127, -122.7960465 49.2827127)",,
24265286,2,The High Street,residential,False,True,105.98599999999999,"LINESTRING (-122.7960783 49.2827127, -122.796081 49.2825988, -122.7960866 49.2823824, -122.7960869 49.2823416, -122.7960855 49.2823008, -122.7960778 49.2821529, -122.7960773 49.2820668, -122.796079 49.2818394, -122.7960807 49.2817597)",,
35199173,2,The High Street,residential,False,False,174.85999999999999,"LINESTRING (-122.7960783 49.2827127, -122.796076 49.2828096, -122.7960697 49.2830852, -122.7960683 49.2830977, -122.7960679 49.2831034, -122.796067 49.2831098, -122.7960658 49.2831162, -122.796064 49.283123, -122.7960618 49.2831331, -122.796018 49.2832783, -122.795963 49.2834699, -122.7959595 49.2834853, -122.7959565 49.2835003, -122.795954 49.2835174, -122.7959536 49.2835336, -122.7959492 49.2837926, -122.7959482 49.2838361, -122.7959366 49.2842002, -122.7959357 49.2842783)",,
1000371682,,Glen Drive,tertiary,False,True,50.833,"LINESTRING (-122.7960783 49.2827127, -122.796195 49.2827135, -122.7967791 49.2827146)",,
35198753,,Westwood Street,residential,False,True,10.044,"LINESTRING (-122.7904345 49.2847578, -122.7904378 49.2846675)",,
"[479484604, 494680869, 494680870]",2,Guildford Way,secondary,True,False,139.081,"LINESTRING (-122.7904345 49.2847578, -122.791305 49.2848216, -122.7913267 49.2848233, -122.7916668 49.2848516, -122.792154 49.2848878, -122.7923392 49.284902)",,
35198704,2,Town Centre Boulevard,unclassified,False,True,11.763,"LINESTRING (-122.791428 49.2868464, -122.791275 49.2868113)",,
35198704,2,Town Centre Boulevard,unclassified,False,False,349.5020000000001,"LINESTRING (-122.791428 49.2868464, -122.79156 49.2868767, -122.7919652 49.2869717, -122.7920271 49.2869862, -122.7920875 49.2869997, -122.7921457 49.2870119, -122.7921815 49.2870188, -122.7922113 49.2870237, -122.7922369 49.2870274, -122.792264 49.2870306, -122.7922903 49.2870334, -122.7923166 49.2870361, -122.7923496 49.2870391, -122.7923808 49.2870416, -122.7924431 49.2870459, -122.792482 49.2870478, -122.7925227 49.2870492, -122.7926049 49.2870512, -122.7933708 49.2870556, -122.793521 49.2870563, -122.7943685 49.2870621, -122.7944016 49.2870627, -122.7944178 49.2870628, -122.794433 49.2870628, -122.7944495 49.2870624, -122.7944644 49.2870613, -122.7944815 49.2870591, -122.7944981 49.2870562, -122.794508 49.2870539, -122.7945174 49.2870512, -122.7945253 49.2870482, -122.7945344 49.2870446, -122.7945434 49.2870403, -122.7945528 49.2870346, -122.7945615 49.2870279, -122.7945692 49.2870206, -122.7945743 49.2870139, -122.7945785 49.2870072, -122.7945822 49.2869997, -122.7945854 49.2869922, -122.7945883 49.2869849, -122.794591 49.2869758, -122.7945926 49.286968, -122.7945943 49.2869595, -122.7945954 49.2869509, -122.7945963 49.2869421, -122.7945967 49.2869344, -122.7945971 49.2869258, -122.7945971 49.2869087, -122.7946062 49.2862528, -122.7946087 49.2860341, -122.79461 49.285975)",,
"[35197720, 460226923, 1238819006, 1238819007]","['2', '3', '4']",Pinetree Way,secondary,True,False,154.805,"LINESTRING (-122.791428 49.2868464, -122.7914764 49.2867574, -122.7915348 49.2866515, -122.7919109 49.2859751, -122.7920941 49.2856483, -122.792156 49.2855377)",,50
460224459,2,Glen Drive,tertiary,True,False,116.709,"LINESTRING (-122.7944459 49.2827332, -122.7958928 49.2827429, -122.7959216 49.2827425, -122.795944 49.282739, -122.7959623 49.2827351, -122.7960465 49.2827127)",,
971839658,2,Glen Pine Court,residential,False,False,43.688,"LINESTRING (-122.7944459 49.2827332, -122.7944459 49.2827944, -122.7944469 49.2831261)",,
35197518,2,Eastwood Street,residential,False,True,51.153,"LINESTRING (-122.787945 49.2831181, -122.7879529 49.2826581)",,
35197518,2,Eastwood Street,residential,False,False,201.27399999999997,"LINESTRING (-122.787945 49.2831181, -122.7879418 49.2833386, -122.7879296 49.2842223, -122.787926 49.2844404, -122.7879241 49.284559, -122.7879221 49.2846984, -122.7879365 49.284782, -122.787951 49.2848704, -122.7879613 49.2849267)",,
35197546,2,Primrose Lane,residential,False,False,181.782,"LINESTRING (-122.787945 49.2831181, -122.788067 49.2831195, -122.7888705 49.2831287, -122.790329 49.2831389, -122.7904509 49.2831397)",,
35198704,2,Town Centre Boulevard,unclassified,False,False,11.763,"LINESTRING (-122.791275 49.2868113, -122.791428 49.2868464)",,
35196613,2,Burlington Drive,residential,False,False,158.831,"LINESTRING (-122.7959357 49.2842783, -122.7960222 49.2842785, -122.7965267 49.2842826, -122.798018 49.2842977, -122.7981252 49.2842998)",,
35196613,2,Burlington Drive,residential,False,True,220.70299999999997,"LINESTRING (-122.7959357 49.2842783, -122.7958842 49.284278, -122.7958043 49.2842774, -122.7951173 49.2842745, -122.7950528 49.2842705, -122.7949887 49.2842601, -122.7949232 49.2842382, -122.7948648 49.2842109, -122.794424 49.2839702, -122.7942359 49.2838639, -122.7941777 49.2838309, -122.7941257 49.2838068, -122.7940686 49.2837893, -122.79401 49.2837759, -122.7939562 49.2837668, -122.7939039 49.283763, -122.7937975 49.2837593, -122.7933843 49.2837587, -122.79332 49.2837574, -122.7932711 49.2837569, -122.7932404 49.2837551, -122.7932098 49.2837513, -122.7931564 49.2837425)",,
35199173,2,The High Street,residential,False,True,174.86,"LINESTRING (-122.7959357 49.2842783, -122.7959366 49.2842002, -122.7959482 49.2838361, -122.7959492 49.2837926, -122.7959536 49.2835336, -122.795954 49.2835174, -122.7959565 49.2835003, -122.7959595 49.2834853, -122.795963 49.2834699, -122.796018 49.2832783, -122.7960618 49.2831331, -122.796064 49.283123, -122.7960658 49.2831162, -122.796067 49.2831098, -122.7960679 49.2831034, -122.7960683 49.2830977, -122.7960697 49.2830852, -122.796076 49.2828096, -122.7960783 49.2827127)",,
35196939,2,Princess Crescent,residential,False,False,38.617999999999995,"LINESTRING (-122.7967474 49.2860871, -122.7965716 49.2861898, -122.7965435 49.2862061, -122.7965128 49.2862213, -122.7964953 49.2862286, -122.7964777 49.2862348, -122.7964603 49.2862403, -122.7964438 49.2862441, -122.7964248 49.2862466, -122.7964049 49.2862485, -122.7963828 49.2862506, -122.7963606 49.2862515, -122.7963324 49.2862522, -122.796302 49.286252)",,
51587446,2,Princess Crescent,residential,False,False,74.54900000000004,"LINESTRING (-122.7967474 49.2860871, -122.7967585 49.2860933, -122.7967692 49.2860988, -122.7967819 49.2861031, -122.796795 49.2861075, -122.7968085 49.2861105, -122.7968221 49.2861127, -122.7968359 49.2861147, -122.79685 49.2861157, -122.7968642 49.2861157, -122.7968785 49.286115, -122.7968922 49.2861136, -122.7969052 49.2861115, -122.7969191 49.2861084, -122.796932 49.2861045, -122.7969444 49.2861001, -122.7969574 49.2860949, -122.796968 49.2860892, -122.796977 49.286083, -122.796987 49.2860755, -122.7969957 49.286068, -122.7970016 49.2860615, -122.7970071 49.2860545, -122.7970118 49.2860479, -122.7970161 49.2860395, -122.7970195 49.2860305, -122.797021 49.2860221, -122.7970224 49.2860127, -122.7970229 49.2860027, -122.7970214 49.285993, -122.7970186 49.2859835, -122.7970148 49.2859749, -122.7970095 49.2859666, -122.7970025 49.2859575, -122.7969952 49.2859498, -122.7969878 49.2859433, -122.7969779 49.2859357, -122.7969678 49.2859294, -122.7969561 49.2859232, -122.7969467 49.2859193, -122.7969438 49.2859181, -122.7969313 49.2859138, -122.7969181 49.2859099, -122.7969047 49.2859068, -122.7968908 49.2859046, -122.7968778 49.2859032, -122.7968675 49.2859027, -122.7968633 49.2859025, -122.7968491 49.2859028, -122.7968345 49.285904, -122.7968204 49.2859057, -122.796806 49.2859082, -122.7967931 49.2859114, -122.7967801 49.2859158, -122.7967683 49.2859208, -122.7967567 49.2859261, -122.7967459 49.2859321, -122.7967334 49.2859406, -122.7967233 49.285949, -122.7967171 49.2859556, -122.7967129 49.2859622, -122.7967072 49.2859706, -122.7967021 49.2859796, -122.7966983 49.2859881, -122.7966971 49.2859926, -122.7966961 49.2859974, -122.7966956 49.2860018, -122.7966954 49.2860066, -122.7966959 49.286016, -122.7966974 49.2860252, -122.7967007 49.2860349, -122.7967047 49.2860439, -122.7967095 49.2860524, -122.7967151 49.2860603, -122.7967218 49.2860676, -122.7967294 49.2860741, -122.7967382 49.286081, -122.7967474 49.2860871)",,
51587446,2,Princess Crescent,residential,False,True,74.549,"LINESTRING (-122.7967474 49.2860871, -122.7967382 49.286081, -122.7967294 49.2860741, -122.7967218 49.2860676, -122.7967151 49.2860603, -122.7967095 49.2860524, -122.7967047 49.2860439, -122.7967007 49.2860349, -122.7966974 49.2860252, -122.7966959 49.286016, -122.7966954 49.2860066, -122.7966956 49.2860018, -122.7966961 49.2859974, -122.7966971 49.2859926, -122.7966983 49.2859881, -122.7967021 49.2859796, -122.7967072 49.2859706, -122.7967129 49.2859622, -122.7967171 49.2859556, -122.7967233 49.285949, -122.7967334 49.2859406, -122.7967459 49.2859321, -122.7967567 49.2859261, -122.7967683 49.2859208, -122.7967801 49.2859158, -122.7967931 49.2859114, -122.796806 49.2859082, -122.7968204 49.2859057, -122.7968345 49.285904, -122.7968491 49.2859028, -122.7968633 49.2859025, -122.7968675 49.2859027, -122.7968778 49.2859032, -122.7968908 49.2859046, -122.7969047 49.2859068, -122.7969181 49.2859099, -122.7969313 49.2859138, -122.7969438 49.2859181, -122.7969467 49.2859193, -122.7969561 49.2859232, -122.7969678 49.2859294, -122.7969779 49.2859357, -122.7969878 49.2859433, -122.7969952 49.2859498, -122.7970025 49.2859575, -122.7970095 49.2859666, -122.7970148 49.2859749, -122.7970186 49.2859835, -122.7970214 49.285993, -122.7970229 49.2860027, -122.7970224 49.2860127, -122.797021 49.2860221, -122.7970195 49.2860305, -122.7970161 49.2860395, -122.7970118 49.2860479, -122.7970071 49.2860545, -122.7970016 49.2860615, -122.7969957 49.286068, -122.796987 49.2860755, -122.796977 49.286083, -122.796968 49.2860892, -122.7969574 49.2860949, -122.7969444 49.2861001, -122.796932 49.2861045, -122.7969191 49.2861084, -122.7969052 49.2861115, -122.7968922 49.2861136, -122.7968785 49.286115, -122.7968642 49.2861157, -122.79685 49.2861157, -122.7968359 49.2861147, -122.7968221 49.2861127, -122.7968085 49.2861105, -122.796795 49.2861075, -122.7967819 49.2861031, -122.7967692 49.2860988, -122.7967585 49.2860933, -122.7967474 49.2860871)",,
24265294,3,Northern Avenue,residential,False,False,12.723,"LINESTRING (-122.7934 49.2807767, -122.7932246 49.2807763)",,
"[1262905253, 1262905254, 1262905255, 1262905256, 24265294]","['2', '3']",Northern Avenue,residential,False,True,194.632,"LINESTRING (-122.7934 49.2807767, -122.793549 49.2807791, -122.7942457 49.2807855, -122.7947044 49.2807897, -122.7952709 49.2807949, -122.7957089 49.2807984, -122.796012 49.2808009, -122.7960826 49.280805)",,
35196939,2,Princess Crescent,residential,False,False,11.384,"LINESTRING (-122.796302 49.286252, -122.7962657 49.2862509, -122.7962322 49.2862492, -122.7962022 49.2862469, -122.7961755 49.286244, -122.7961464 49.28624)",,
35196939,2,Princess Crescent,residential,False,True,38.618,"LINESTRING (-122.796302 49.286252, -122.7963324 49.2862522, -122.7963606 49.2862515, -122.7963828 49.2862506, -122.7964049 49.2862485, -122.7964248 49.2862466, -122.7964438 49.2862441, -122.7964603 49.2862403, -122.7964777 49.2862348, -122.7964953 49.2862286, -122.7965128 49.2862213, -122.7965435 49.2862061, -122.7965716 49.2861898, -122.7967474 49.2860871)",,
390357959,2,Guildford Way,secondary,True,False,152.584,"LINESTRING (-122.7946564 49.2849431, -122.7945736 49.2849401, -122.794488 49.2849363, -122.7943007 49.2849274, -122.7942304 49.2849236, -122.7941622 49.2849195, -122.7941047 49.2849158, -122.7940354 49.284911, -122.7938062 49.2848938, -122.792688 49.284812, -122.792564 49.2848032)",,
35196797,2,Pacific Street,residential,False,False,187.35099999999997,"LINESTRING (-122.7988281 49.2827176, -122.798826 49.2828157, -122.7988243 49.2829342, -122.7988212 49.2830667, -122.7988167 49.2831121, -122.7988104 49.2831529, -122.7988055 49.2831786, -122.7987998 49.2832026, -122.7987935 49.2832231, -122.7987864 49.2832436, -122.7987753 49.2832724, -122.7987666 49.2832928, -122.798758 49.283312, -122.7987494 49.2833291, -122.7987239 49.2833758, -122.7987036 49.2834106, -122.7986846 49.2834408, -122.7986698 49.2834616, -122.7986519 49.2834844, -122.7986273 49.2835139, -122.7986037 49.2835406, -122.7985712 49.2835731, -122.7984519 49.2836898, -122.7984017 49.2837405, -122.7983717 49.2837718, -122.7983351 49.2838083, -122.7983124 49.2838338, -122.7982801 49.2838758, -122.7982585 49.283907, -122.7982416 49.2839299, -122.7982211 49.2839642, -122.7982032 49.2839963, -122.79819 49.2840241, -122.7981778 49.2840526, -122.7981686 49.2840772, -122.7981565 49.2841125, -122.7981471 49.2841443, -122.7981394 49.2841784, -122.7981345 49.2842085, -122.7981296 49.2842512, -122.7981252 49.2842998)",,
1263392570,3,Glen Drive,tertiary,False,False,48.405,"LINESTRING (-122.7988281 49.2827176, -122.7987 49.2827164, -122.7981608 49.2827136)",,
1263392571,2,Pacific Street,residential,False,True,106.144,"LINESTRING (-122.7988281 49.2827176, -122.798829 49.2826145, -122.798833 49.2823667, -122.7988441 49.2818439, -122.798846 49.2817631)",,
35196939,2,Princess Crescent,residential,False,True,122.15400000000001,"LINESTRING (-122.79461 49.285975, -122.794697 49.2859757, -122.7950763 49.2859791, -122.7955458 49.2859832, -122.795599 49.2859837, -122.7956522 49.2859858, -122.7956707 49.2859873, -122.7956885 49.2859893, -122.7957071 49.2859925, -122.7957249 49.2859967, -122.7957444 49.2860031, -122.7957641 49.286011, -122.7957832 49.2860203, -122.7958052 49.2860323, -122.7958302 49.2860478, -122.79602 49.2861766, -122.7960552 49.2862003, -122.7960726 49.2862109, -122.7960866 49.2862183, -122.7961027 49.2862254, -122.7961187 49.2862318, -122.7961329 49.2862364, -122.7961464 49.28624)",,
35198704,2,Town Centre Boulevard,unclassified,False,False,99.071,"LINESTRING (-122.79461 49.285975, -122.794621 49.2851646, -122.7946216 49.2851475, -122.794624 49.2851287, -122.7946264 49.2851135, -122.7946314 49.2850844)",,
35198704,2,Town Centre Boulevard,unclassified,False,True,349.50199999999995,"LINESTRING (-122.79461 49.285975, -122.7946087 49.2860341, -122.7946062 49.2862528, -122.7945971 49.2869087, -122.7945971 49.2869258, -122.7945967 49.2869344, -122.7945963 49.2869421, -122.7945954 49.2869509, -122.7945943 49.2869595, -122.7945926 49.286968, -122.794591 49.2869758, -122.7945883 49.2869849, -122.7945854 49.2869922, -122.7945822 49.2869997, -122.7945785 49.2870072, -122.7945743 49.2870139, -122.7945692 49.2870206, -122.7945615 49.2870279, -122.7945528 49.2870346, -122.7945434 49.2870403, -122.7945344 49.2870446, -122.7945253 49.2870482, -122.7945174 49.2870512, -122.794508 49.2870539, -122.7944981 49.2870562, -122.7944815 49.2870591, -122.7944644 49.2870613, -122.7944495 49.2870624, -122.794433 49.2870628, -122.7944178 49.2870628, -122.7944016 49.2870627, -122.7943685 49.2870621, -122.793521 49.2870563, -122.7933708 49.2870556, -122.7926049 49.2870512, -122.7925227 49.2870492, -122.792482 49.2870478, -122.7924431 49.2870459, -122.7923808 49.2870416, -122.7923496 49.2870391, -122.7923166 49.2870361, -122.7922903 49.2870334, -122.792264 49.2870306, -122.7922369 49.2870274, -122.7922113 49.2870237, -122.7921815 49.2870188, -122.7921457 49.2870119, -122.7920875 49.2869997, -122.7920271 49.2869862, -122.7919652 49.2869717, -122.79156 49.2868767, -122.791428 49.2868464)",,
35197518,2,Eastwood Street,residential,False,False,51.153,"LINESTRING (-122.7879529 49.2826581, -122.787945 49.2831181)",,
506299775,2,Glen Drive,tertiary,False,True,181.387,"LINESTRING (-122.7879529 49.2826581, -122.788158 49.282659, -122.7891879 49.2826658, -122.7903283 49.2826655, -122.7904535 49.2826659)",,
35195790,2,Eastwood Street,residential,False,False,11.482,"LINESTRING (-122.7879613 49.2849267, -122.7879817 49.2850291)",,
35197518,2,Eastwood Street,residential,False,True,201.274,"LINESTRING (-122.7879613 49.2849267, -122.787951 49.2848704, -122.7879365 49.284782, -122.7879221 49.2846984, -122.7879241 49.284559, -122.787926 49.2844404, -122.7879296 49.2842223, -122.7879418 49.2833386, -122.787945 49.2831181)",,
35194707,2,Town Centre Boulevard,unclassified,True,False,15.816,"LINESTRING (-122.7946314 49.2850844, -122.7946564 49.2849431)",,
35198704,2,Town Centre Boulevard,unclassified,False,True,99.071,"LINESTRING (-122.7946314 49.2850844, -122.7946264 49.2851135, -122.794624 49.2851287, -122.7946216 49.2851475, -122.794621 49.2851646, -122.79461 49.285975)",,
"[460228304, 305606781]","['2', '3']",Guildford Way,secondary,True,False,251.381,"LINESTRING (-122.7946314 49.2850844, -122.794777 49.2850958, -122.7955279 49.2851485, -122.7962147 49.2851937, -122.7966706 49.285226, -122.7972259 49.285266, -122.797924 49.2853135, -122.798078 49.2853215)",,
720934946,2,Pinetree Way,secondary,True,False,103.671,"LINESTRING (-122.7932927 49.2826627, -122.793296 49.2825715, -122.7933168 49.2817305)",,
971839661,2,Glen Drive,tertiary,True,False,14.280999999999999,"LINESTRING (-122.7932927 49.2826627, -122.7932449 49.2826632, -122.7932246 49.2826636, -122.7932046 49.2826644, -122.7931893 49.2826653, -122.7931734 49.2826667, -122.793159 49.2826691, -122.7931465 49.2826715, -122.793134 49.2826754, -122.7931239 49.2826791, -122.7931047 49.2826885)",,
35197546,2,Primrose Lane,residential,False,True,181.78199999999998,"LINESTRING (-122.7904509 49.2831397, -122.790329 49.2831389, -122.7888705 49.2831287, -122.788067 49.2831195, -122.787945 49.2831181)",,
506299776,2,Westwood Street,residential,False,False,169.888,"LINESTRING (-122.7904509 49.2831397, -122.790448 49.2836578, -122.7904478 49.283944, -122.790439 49.2845834, -122.7904378 49.2846675)",,
506299776,2,Westwood Street,residential,False,True,52.68899999999999,"LINESTRING (-122.7904509 49.2831397, -122.790454 49.2827646, -122.7904554 49.2827503, -122.7904535 49.2826659)",,
305606781,2,Guildford Way,secondary,True,False,123.09,"LINESTRING (-122.7929476 49.2849468, -122.7933329 49.2849769, -122.7936196 49.2849972, -122.7937152 49.2850046, -122.793816 49.2850129, -122.7939732 49.2850262, -122.7941188 49.2850394, -122.794467 49.2850709, -122.7946314 49.2850844)",,
35194975,1,,secondary_link,True,False,91.535,"LINESTRING (-122.792156 49.2855377, -122.7921661 49.2855289, -122.7921762 49.285523, -122.7921898 49.2855171, -122.7922119 49.285507, -122.7922273 49.2854979, -122.7922404 49.2854875, -122.7922516 49.2854759, -122.7922698 49.285453, -122.7922892 49.2854263, -122.792345 49.2853438, -122.7923773 49.2852983, -122.7924065 49.2852614, -122.7924354 49.2852281, -122.7924612 49.2852008, -122.7924927 49.2851714, -122.792617 49.2850665, -122.7926696 49.2850279, -122.7926922 49.285013, -122.7927133 49.2849996, -122.7927334 49.2849884, -122.7927544 49.2849782, -122.7927816 49.2849683, -122.7928121 49.2849592, -122.7928401 49.2849522, -122.7928676 49.2849487, -122.7928967 49.2849469, -122.7929476 49.2849468)",,
35198682,3,Pinetree Way,secondary,True,False,73.765,"LINESTRING (-122.792156 49.2855377, -122.792448 49.2850134, -122.7925025 49.284914)",,50
24265294,3,Northern Avenue,residential,False,True,12.723,"LINESTRING (-122.7932246 49.2807763, -122.7934 49.2807767)",,
"[460225792, 460225787, 557128174]","['2', '4']",Pinetree Way,secondary,True,False,213.367,"LINESTRING (-122.7932246 49.2807763, -122.793171 49.2809147, -122.7931525 49.2809788, -122.7931437 49.2810258, -122.7931369 49.2810768, -122.7931312 49.2811293, -122.7931256 49.2811818, -122.7931203 49.2812749, -122.7931135 49.2817113, -122.7931259 49.2820802, -122.793104 49.2825806, -122.7931047 49.2826885)",,
971769768,2,Westwood Street,tertiary,False,False,105.195,"LINESTRING (-122.7904595 49.2817199, -122.7904604 49.2817767, -122.7904511 49.2825735, -122.7904535 49.2826659)",,
456389726,2,Pinetree Way,secondary,True,False,13.103,"LINESTRING (-122.7925025 49.284914, -122.792564 49.2848032)",,
461131151,2,Guildford Way,secondary,True,False,32.489,"LINESTRING (-122.7925025 49.284914, -122.792634 49.2849238, -122.7929476 49.2849468)",,
35198753,,Westwood Street,residential,False,False,10.044,"LINESTRING (-122.7904378 49.2846675, -122.7904345 49.2847578)",,
