osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction
580243796,Rue Dufferin,secondary,False,True,41.717,"LINESTRING (-72.7224831 45.3996635, -72.7223298 45.4000229)",,,,,
40838114,Rue Victoria,residential,True,False,196.32599999999996,"LINESTRING (-72.7224831 45.3996635, -72.7232563 45.399927, -72.7233767 45.399968, -72.7241299 45.4002247, -72.7247453 45.4004344)",,,,,
580243796,Rue Dufferin,secondary,False,False,135.724,"LINESTRING (-72.7224831 45.3996635, -72.7225901 45.399436, -72.7226681 45.3992637, -72.7227149 45.3991604, -72.7230301 45.3986279, -72.7231059 45.3985258)",,,,,
37748319,Rue Court,residential,False,True,128.141,"LINESTRING (-72.7247453 45.4004344, -72.7254487 45.3993932)",,,,,
37748319,Rue Court,residential,False,False,208.262,"LINESTRING (-72.7247453 45.4004344, -72.7241912 45.4013646, -72.7239872 45.401707, -72.7239518 45.4017665, -72.7237143 45.4021618)",,,,,
37748319,Rue Court,residential,False,False,72.639,"LINESTRING (-72.7237143 45.4021618, -72.7234522 45.4027886)",,,,,
37748319,Rue Court,residential,False,True,208.262,"LINESTRING (-72.7237143 45.4021618, -72.7239518 45.4017665, -72.7239872 45.401707, -72.7241912 45.4013646, -72.7247453 45.4004344)",,,,,
40838672,Avenue du Parc,residential,False,False,143.574,"LINESTRING (-72.7237143 45.4021618, -72.7242222 45.4022702, -72.7254737 45.4025375)",,,,,
40838672,Avenue du Parc,residential,False,True,172.42600000000002,"LINESTRING (-72.7237143 45.4021618, -72.7227774 45.4019618, -72.7218282 45.4017591, -72.7216013 45.4017107)",,,,,
580597243,Rue Mountain,tertiary,False,True,71.928,"LINESTRING (-72.7196945 45.3965764, -72.719412 45.3959607)",2,,,,
"[43607872, 43607871]",Rue Mountain,primary,False,True,64.199,"LINESTRING (-72.7196945 45.3965764, -72.7197339 45.3966879, -72.7199055 45.3971344)",4,112,yes,,
580597242,Rue Denison Ouest,tertiary,False,True,365.409,"LINESTRING (-72.7196945 45.3965764, -72.7209538 45.3963513, -72.7211686 45.3963283, -72.7214226 45.3963266, -72.7224975 45.3963829, -72.7227101 45.3963594, -72.7231875 45.3962149, -72.7241885 45.3959012)",2,,,,
581697085,Rue Denison Est,primary,False,True,244.124,"LINESTRING (-72.7196945 45.3965764, -72.7175732 45.3967323, -72.7166117 45.3967647, -72.7165807 45.3967662)",2,112,,,
580243796,Rue Dufferin,secondary,False,True,135.724,"LINESTRING (-72.7231059 45.3985258, -72.7230301 45.3986279, -72.7227149 45.3991604, -72.7226681 45.3992637, -72.7225901 45.399436, -72.7224831 45.3996635)",,,,,
585958564,Rue Saint-Jacques,tertiary,False,True,200.68400000000003,"LINESTRING (-72.7231059 45.3985258, -72.7234419 45.3980583, -72.723506 45.3980079, -72.723601 45.397969, -72.724696 45.3978921, -72.7252024 45.3978161)",2,,,,
