osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
72647369,2,NS 325,Main Street,secondary,False,False,136.55,"LINESTRING (-64.3920305 44.4515246, -64.3914278 44.4513356, -64.3911265 44.4512448, -64.3908376 44.4511457, -64.3904593 44.4510249)",,
72647369,2,NS 325,Main Street,secondary,False,True,34.07,"LINESTRING (-64.3920305 44.4515246, -64.392081 44.4515338, -64.3923563 44.4515881, -64.392381 44.4515911, -64.3924028 44.4515922, -64.3924274 44.4515914, -64.3924473 44.4515904)",,
75114008,1,,Wye Street,residential,False,False,192.785,"LINESTRING (-64.3920305 44.4515246, -64.3917957 44.4517893, -64.3917566 44.4518333, -64.3917136 44.4518717, -64.3915548 44.4520131, -64.3913288 44.4521843, -64.3910756 44.4523565, -64.3909522 44.4524356, -64.390885 44.4524902, -64.3908206 44.4525542, -64.3907684 44.4526245, -64.3906747 44.4527954, -64.390625 44.452858, -64.3905889 44.4528987)",,
72647369,2,NS 325,Main Street,secondary,False,False,34.07,"LINESTRING (-64.3924473 44.4515904, -64.3924274 44.4515914, -64.3924028 44.4515922, -64.392381 44.4515911, -64.3923563 44.4515881, -64.392081 44.4515338, -64.3920305 44.4515246)",,
"[72647369, 72647394]",2,NS 325,"['West Main Street', 'Main Street']",secondary,False,True,84.815,"LINESTRING (-64.3924473 44.4515904, -64.3924719 44.4515848, -64.3924956 44.4515792, -64.3925834 44.451539, -64.3927243 44.4514569, -64.3927782 44.4514308, -64.3928507 44.4513843, -64.3932524 44.4510967)",,
"[72647369, 72647394]",2,NS 325,"['West Main Street', 'Main Street']",secondary,False,False,84.815,"LINESTRING (-64.3932524 44.4510967, -64.3928507 44.4513843, -64.3927782 44.4514308, -64.3927243 44.4514569, -64.3925834 44.451539, -64.3924956 44.4515792, -64.3924719 44.4515848, -64.3924473 44.4515904)",,
75114028,2,,Kinburn Street,tertiary,False,False,164.329,"LINESTRING (-64.3932524 44.4510967, -64.3922247 44.450571, -64.3915839 44.4502221)",,
75113995,1,,Welcome Street,residential,False,False,244.34400000000008,"LINESTRING (-64.3877474 44.4524241, -64.3895679 44.4530285, -64.3896555 44.4530483, -64.3897256 44.4530591, -64.3898113 44.4530661, -64.3898567 44.4530661, -64.3899018 44.4530628, -64.3899462 44.453056, -64.3900332 44.4530382, -64.390511 44.4529396, -64.3905482 44.4529212, -64.3905889 44.4528987)",,
75114026,2,,Clearway Street,tertiary,False,True,92.216,"LINESTRING (-64.3877474 44.4524241, -64.3882133 44.4517675, -64.3882716 44.451684)",,
75114033,2,,Hawthorn Road,residential,False,False,956.8609999999999,"LINESTRING (-64.387927 44.4449874, -64.3880032 44.4449676, -64.3880769 44.4449514, -64.3881508 44.4449397, -64.3882247 44.4449289, -64.3882961 44.4449172, -64.3883674 44.4449065, -64.3884413 44.4448939, -64.3885138 44.4448804, -64.3885902 44.4448659, -64.3886676 44.444847, -64.3887475 44.4448226, -64.3888272 44.444791, -64.3889067 44.4447541, -64.3889825 44.4447153, -64.3890493 44.4446722, -64.3891061 44.4446292, -64.3891591 44.4445853, -64.3892033 44.4445407, -64.3892361 44.4444935, -64.3892474 44.444442, -64.3892375 44.4443953, -64.3892127 44.4443551, -64.3891766 44.4443186, -64.3891331 44.4442832, -64.389082 44.4442478, -64.389027 44.4442097, -64.3889695 44.4441699, -64.3889095 44.4441274, -64.3888482 44.4440859, -64.3887882 44.444047, -64.3887281 44.4440063, -64.3886681 44.4439647, -64.3886068 44.4439241, -64.388548 44.4438834, -64.3884893 44.4438427, -64.3884343 44.4438037, -64.3883819 44.4437674, -64.3883321 44.443732, -64.3882861 44.4437002, -64.3882439 44.4436692, -64.388203 44.4436409, -64.3881634 44.4436134, -64.388125 44.443586, -64.3880892 44.4435603, -64.3880585 44.4435364, -64.3880303 44.4435133, -64.3880072 44.4434938, -64.3879713 44.44346, -64.3873239 44.442999, -64.3871624 44.442828, -64.3868269 44.4419269, -64.3865686 44.4417445, -64.3863477 44.4416968, -64.3861729 44.4417527, -64.3860715 44.4418049, -64.3859993 44.4419095, -64.3859167 44.4420283, -64.3858896 44.4420988, -64.385862 44.4422209, -64.3859438 44.4427179, -64.3861301 44.4431719, -64.3862856 44.4434397, -64.3871299 44.4441618, -64.3876589 44.4446094, -64.3878346 44.444812, -64.387927 44.4449874)",,
