osmid,oneway,name,highway,maxspeed,reversed,length,geometry,access,lanes,ref,junction
37496763,True,Hargrave Street,tertiary,50,False,155.764,"LINESTRING (-97.1440244 49.891811, -97.1440551 49.8918684, -97.1444794 49.8926587, -97.144688 49.8930479, -97.1447255 49.8931368)",,,,
1148710555,False,Graham Avenue,tertiary,,True,95.714,"LINESTRING (-97.1440244 49.891811, -97.1440944 49.8917952, -97.1451432 49.8915589, -97.1452856 49.8915268)",no,,,
1148710556,False,Graham Avenue,tertiary,,False,104.01,"LINESTRING (-97.1440244 49.891811, -97.143926 49.8918336, -97.1427772 49.8920969, -97.1426565 49.8921246)",no,,,
1148710555,False,Graham Avenue,tertiary,,False,95.714,"LINESTRING (-97.1452856 49.8915268, -97.1451432 49.8915589, -97.1440944 49.8917952, -97.1440244 49.891811)",no,,,
204921040,False,Graham Avenue,tertiary,50,False,16.01,"LINESTRING (-97.1374134 49.8933147, -97.1372029 49.8933631)",,,,
25585887,False,Graham Avenue,tertiary,50,True,100.723,"LINESTRING (-97.1374134 49.8933147, -97.1375469 49.8932849, -97.1380672 49.8931692, -97.1385987 49.8930439, -97.1387378 49.8930106)",,,,
204921043,True,Main Street,primary,,False,74.686,"LINESTRING (-97.1374134 49.8933147, -97.1373697 49.8932349, -97.1372789 49.8930684, -97.1371746 49.8928773, -97.1370674 49.8926811)",,4,Route 52,
25585886,False,Graham Avenue,tertiary,,False,98.876,"LINESTRING (-97.1426565 49.8921246, -97.142519 49.892156, -97.1414691 49.8923959, -97.1413556 49.8924218)",no,,,
1148710556,False,Graham Avenue,tertiary,,True,104.01,"LINESTRING (-97.1426565 49.8921246, -97.1427772 49.8920969, -97.143926 49.8918336, -97.1440244 49.891811)",no,,,
4452633,True,Saint Mary Avenue,tertiary,50,False,101.585,"LINESTRING (-97.1366128 49.8918485, -97.1367336 49.8918206, -97.1370901 49.8917381, -97.137302 49.891689, -97.1378315 49.8915665, -97.1379474 49.8915397)",,,,
130725991,True,Saint Mary Avenue,tertiary,50,False,98.302,"LINESTRING (-97.1379474 49.8915397, -97.138054 49.8915167, -97.1382021 49.8914847, -97.1385987 49.8913991, -97.1391332 49.8912725, -97.139242 49.8912468)",,4,,
1193882952,True,Fort Street,tertiary,50,False,173.089,"LINESTRING (-97.1379474 49.8915397, -97.1379877 49.8916134, -97.1385158 49.8925786, -97.1386902 49.8929227, -97.1387378 49.8930106)",,,,
25585886,False,Graham Avenue,tertiary,,False,99.894,"LINESTRING (-97.1413556 49.8924218, -97.1412223 49.8924514, -97.1401992 49.8926787, -97.1400373 49.8927147)",no,,,
25585886,False,Graham Avenue,tertiary,,True,98.876,"LINESTRING (-97.1413556 49.8924218, -97.1414691 49.8923959, -97.142519 49.892156, -97.1426565 49.8921246)",no,,,
130725992,True,Smith Street,primary,50,False,194.018,"LINESTRING (-97.1413556 49.8924218, -97.141386 49.8924775, -97.1416408 49.8929447, -97.1416992 49.8930519, -97.1417346 49.8931158, -97.1419937 49.8935834, -97.1421989 49.8939644, -97.1422431 49.89407)",,2,Route 42,
25585886,False,Graham Avenue,tertiary,,True,99.894,"LINESTRING (-97.1400373 49.8927147, -97.1401992 49.8926787, -97.1412223 49.8924514, -97.1413556 49.8924218)",no,,,
623128438,True,Garry Street,tertiary,50,False,172.882,"LINESTRING (-97.1400373 49.8927147, -97.1399924 49.8926282, -97.13995 49.8925465, -97.1392824 49.8913209, -97.139242 49.8912468)",,3,,
1190290426,False,Graham Avenue,tertiary,,False,98.739,"LINESTRING (-97.1400373 49.8927147, -97.1399081 49.8927443, -97.1388624 49.8929788, -97.1387378 49.8930106)",no,,,
25716608,False,Waterfront Drive,tertiary,,True,119.896,"LINESTRING (-97.133502 49.8974844, -97.1334423 49.8977311, -97.1333712 49.898025, -97.1331943 49.8984315, -97.1331486 49.8985364)",,,,
32616377,True,Waterfront Drive,tertiary,,False,32.519999999999996,"LINESTRING (-97.133502 49.8974844, -97.133577 49.8973779, -97.1336214 49.8973147, -97.1337235 49.8972314)",,,,
146645102,True,,tertiary,,False,6.043,"LINESTRING (-97.1337235 49.8972314, -97.133748 49.8972155, -97.1337624 49.8972033, -97.1337758 49.8971891)",,,,roundabout
146645102,True,,tertiary,,False,5.7509999999999994,"LINESTRING (-97.1337277 49.8970088, -97.1336998 49.8969947, -97.1336845 49.8969887, -97.1336603 49.8969811)",,,,roundabout
25714947,True,Waterfront Drive,tertiary,,False,23.337,"LINESTRING (-97.1335912 49.8967843, -97.1335559 49.8968511, -97.1335267 49.8969063, -97.1334804 49.8969816)",,,,
32616378,False,Waterfront Drive,tertiary,,False,49.39,"LINESTRING (-97.1335912 49.8967843, -97.1335778 49.8965466, -97.1335594 49.8964465, -97.1335402 49.8963417)",,,,
25714948,True,Waterfront Drive,tertiary,,False,30.569,"LINESTRING (-97.1334002 49.8972196, -97.1334569 49.897301, -97.133474 49.8973704, -97.133502 49.8974844)",,,,
146645102,True,,tertiary,,False,25.650000000000002,"LINESTRING (-97.1334002 49.8972196, -97.1334308 49.8972376, -97.1334549 49.897248, -97.133478 49.8972556, -97.1335221 49.8972648, -97.1335766 49.8972681, -97.1336251 49.8972641, -97.1336473 49.8972599, -97.1336778 49.8972515, -97.1337021 49.8972421, -97.1337235 49.8972314)",,,,roundabout
32616378,False,Waterfront Drive,tertiary,,False,118.14099999999999,"LINESTRING (-97.1335402 49.8963417, -97.1334971 49.8962144, -97.1334691 49.8961319, -97.1334255 49.896052, -97.1333334 49.8958832, -97.1330728 49.8954241, -97.133022 49.8953346)",,,,
