osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry
573006754,True,5,16A,Highway 16A,primary,60,18.1,False,12.515,"LINESTRING (-113.9100061 53.5412644, -113.9101954 53.541268)"
"[25542552, 735379143]",True,"['2', '3']",,Calahoo Road,secondary,60,"['10.9', '7.4']",False,53.910000000000004,"LINESTRING (-113.9100061 53.5412644, -113.9100173 53.5414076, -113.9100312 53.541653, -113.9100355 53.5417489)"
573006798,False,4,,King Street,tertiary,50,14,False,31.116,"LINESTRING (-113.8999439 53.5414251, -113.9000046 53.5417026)"
573006798,False,4,,King Street,tertiary,50,14,True,13.874,"LINESTRING (-113.8999439 53.5414251, -113.8999178 53.5413013)"
573006758,True,4,16A,Highway 16A,primary,60,14.6,False,350.79,"LINESTRING (-113.8999439 53.5414251, -113.9023137 53.5412463, -113.9026324 53.5412271, -113.9029469 53.5412127, -113.9033631 53.5411944, -113.9038273 53.5411888, -113.9042893 53.5411896, -113.9052297 53.5412005)"
573006206,True,3,,Calahoo Road,secondary,60,10.9,False,14.004,"LINESTRING (-113.9099962 53.5411386, -113.9100061 53.5412644)"
55272189,True,3,16A,Highway 16A,primary,60,11.1,False,43.891999999999996,"LINESTRING (-113.9099962 53.5411386, -113.9098472 53.5411341, -113.9093329 53.5411175)"
573006213,True,3,,Calahoo Road,secondary,50,10.9,False,11.264,"LINESTRING (-113.9102482 53.5423576, -113.9102489 53.5422563)"
573006275,False,3,,Weston Drive,residential,50,,True,12.962,"LINESTRING (-113.9102472 53.5467286, -113.9100516 53.5467376)"
"[573006256, 573006250]",True,"['2', '3']",,Calahoo Road,secondary,60,"['10.9', '7.4']",False,263.466,"LINESTRING (-113.9102472 53.5467286, -113.9102509 53.5457256, -113.9102526 53.545318, -113.9102531 53.5452058, -113.9102543 53.5443592)"
31674227,False,2,,Jespersen Avenue,unclassified,,9,False,185.254,"LINESTRING (-113.903278 53.544559, -113.9031404 53.5445699, -113.9030692 53.5445759, -113.9023802 53.5446079, -113.90181 53.5446344, -113.9007663 53.5446829, -113.900725 53.5446848, -113.900484 53.5446961)"
31674227,False,2,,Jespersen Avenue,unclassified,,9,True,165.39700000000002,"LINESTRING (-113.903278 53.544559, -113.9034153 53.5445506, -113.9034766 53.5445482, -113.9056049 53.544544, -113.905653 53.5445439, -113.9057804 53.5445436)"
31679355,False,2,,Main Street,unclassified,,12,False,109.91,"LINESTRING (-113.903278 53.544559, -113.9032768 53.5446285, -113.9032781 53.5446305, -113.9032782 53.5450418, -113.9032775 53.5455473)"
31683445,False,2,,Main Street,unclassified,,12,True,116.618,"LINESTRING (-113.903278 53.544559, -113.9032788 53.5444942, -113.9032781 53.5441956, -113.9032702 53.5440354, -113.9032477 53.5439133, -113.9031654 53.5435878, -113.9031422 53.543516)"
573006227,True,3,,Calahoo Road,secondary,50,10.9,False,48.448,"LINESTRING (-113.9102725 53.5435815, -113.9102725 53.5431458)"
31672977,False,2,,Queen Street,unclassified,,12,True,112.254,"LINESTRING (-113.9057704 53.5455531, -113.9057783 53.5450332, -113.9057804 53.5445436)"
31675934,False,2,,Queen Street,unclassified,,12,False,109.43,"LINESTRING (-113.9057704 53.5455531, -113.9057696 53.5456204, -113.9057641 53.5460551, -113.9057614 53.5462372, -113.90576 53.5465372)"
31680212,False,2,,McPherson Avenue,residential,,10.5,False,164.707,"LINESTRING (-113.9057704 53.5455531, -113.9056519 53.5455528, -113.9056023 53.5455527, -113.9034525 53.5455477, -113.9034222 53.5455476, -113.9032775 53.5455473)"
31679477,False,2,,Calahoo Road,residential,,,False,90.503,"LINESTRING (-113.9098818 53.5431485, -113.9098832 53.5432245, -113.9098834 53.5432345, -113.9098882 53.5438353, -113.9098988 53.5438672, -113.9099385 53.543871, -113.910057 53.5438772)"
"[933657976, 933657979]",False,2,,Church Road,unclassified,,12,False,90.213,"LINESTRING (-113.9098818 53.5431485, -113.909792 53.5431473, -113.9092234 53.5431455, -113.9085165 53.5431433)"
933657979,False,2,,Church Road,unclassified,,12,True,11.212,"LINESTRING (-113.9098818 53.5431485, -113.9099386 53.5431472, -113.9100514 53.5431452)"
31679406,False,2,,Queen Street,unclassified,,12,False,21.005,"LINESTRING (-113.90576 53.5465372, -113.9057578 53.5467261)"
31675934,False,2,,Queen Street,unclassified,,12,True,109.42999999999999,"LINESTRING (-113.90576 53.5465372, -113.9057614 53.5462372, -113.9057641 53.5460551, -113.9057696 53.5456204, -113.9057704 53.5455531)"
31683587,False,2,,Mohr Avenue,residential,,8,False,65.808,"LINESTRING (-113.90576 53.5465372, -113.9056331 53.546538, -113.904764 53.5465434)"
31683587,False,2,,Mohr Avenue,residential,,8,True,65.808,"LINESTRING (-113.904764 53.5465434, -113.9056331 53.546538, -113.90576 53.5465372)"
"[933657970, 31679355, 31685556]",False,2,,"['Mohr Avenue', 'Main Street']","['residential', 'unclassified']",,"['10.5', '12']","[False, True]",203.64,"LINESTRING (-113.904764 53.5465434, -113.9034627 53.5465328, -113.9034095 53.5465298, -113.9033598 53.5465206, -113.9033341 53.5465122, -113.9032982 53.5464954, -113.9032782 53.5464711, -113.9032795 53.5461519, -113.9032793 53.5460562, -113.9032775 53.5455473)"
31687525,True,1,,Mohr Avenue,residential,,,False,68.807,"LINESTRING (-113.904764 53.5465434, -113.9056335 53.5467132, -113.9057578 53.5467261)"
31676439,False,2,,Queen Street,unclassified,50,12,True,20.216,"LINESTRING (-113.9052842 53.5413794, -113.9052659 53.5413193, -113.9052297 53.5412005)"
31681768,False,2,,First Avenue,unclassified,,9,False,174.815,"LINESTRING (-113.9052842 53.5413794, -113.9051107 53.5413797, -113.9050063 53.5413799, -113.9049027 53.54138, -113.9038613 53.5413879, -113.9034783 53.5414042, -113.9026471 53.5414706)"
31681768,False,2,,First Avenue,unclassified,,9,True,329.65800000000013,"LINESTRING (-113.9052842 53.5413794, -113.9054252 53.5413807, -113.9066121 53.5413917, -113.9066766 53.5413925, -113.9068763 53.5413951, -113.9076185 53.5414152, -113.9085312 53.541426, -113.9088182 53.5414275, -113.9090103 53.5414295, -113.9090787 53.5414325, -113.9091424 53.5414395, -113.9092205 53.541457, -113.9092942 53.5414832, -113.9093429 53.5415096, -113.9093895 53.5415379, -113.9094564 53.5416151, -113.9095055 53.5416707, -113.9095444 53.5416989, -113.9095865 53.5417204, -113.9096376 53.5417363, -113.9096929 53.5417454, -113.9098693 53.5417473, -113.90994 53.541747, -113.9100355 53.5417489)"
753434890,False,2,,Queen Street,unclassified,50,12,False,100.409,"LINESTRING (-113.9052842 53.5413794, -113.9053067 53.5414692, -113.9053817 53.5417689, -113.9053909 53.5418109, -113.9054592 53.5420818, -113.9054802 53.5421738, -113.905506 53.5422727)"
31677718,False,4,,King Street,tertiary,50,14.8,False,7.986,"LINESTRING (-113.9002413 53.5426932, -113.9002571 53.5427644)"
820274306,True,2,,McLeod Avenue,tertiary,50,9,False,16.545,"LINESTRING (-113.9002413 53.5426932, -113.9000035 53.5427398)"
"[933150836, 758885980, 573006791]",False,"['4', '5']",,King Street,tertiary,50,"['14', '18.5']",True,111.25500000000001,"LINESTRING (-113.9002413 53.5426932, -113.9002277 53.5426345, -113.9001952 53.5424995, -113.9001273 53.5422098, -113.9001008 53.5420994, -113.9000669 53.5419544, -113.9000046 53.5417026)"
31672894,False,2,,Church Road,unclassified,,12,False,177.7,"LINESTRING (-113.9031422 53.543516, -113.9029746 53.5435315, -113.9023388 53.543587, -113.9007034 53.5437255, -113.9006714 53.5437283, -113.9004805 53.5437449)"
31672894,False,2,,Church Road,unclassified,,12,True,173.506,"LINESTRING (-113.9031422 53.543516, -113.9032916 53.5435023, -113.9033469 53.5434975, -113.9039567 53.543445, -113.9055801 53.5433053, -113.9057422 53.5432995)"
31683445,False,2,,Main Street,unclassified,,12,False,116.61800000000001,"LINESTRING (-113.9031422 53.543516, -113.9031654 53.5435878, -113.9032477 53.5439133, -113.9032702 53.5440354, -113.9032781 53.5441956, -113.9032788 53.5444942, -113.903278 53.544559)"
838416970,False,2,,Main Street,unclassified,30,18.5,True,109.451,"LINESTRING (-113.9031422 53.543516, -113.903124 53.5434428, -113.9029198 53.5426102, -113.9029019 53.5425421)"
31679406,False,2,,Queen Street,unclassified,,12,True,21.005,"LINESTRING (-113.9057578 53.5467261, -113.90576 53.5465372)"
934527488,False,2,,Mohr Avenue,residential,,,True,205.01500000000001,"LINESTRING (-113.9057578 53.5467261, -113.9072537 53.5467436, -113.9087532 53.54675, -113.9088605 53.5467481)"
573006798,False,4,,King Street,tertiary,50,14,True,31.116,"LINESTRING (-113.9000046 53.5417026, -113.8999439 53.5414251)"
31681768,False,2,,First Avenue,unclassified,,9,True,176.504,"LINESTRING (-113.9000046 53.5417026, -113.900215 53.5416829, -113.9008194 53.5416307, -113.9018231 53.5415416, -113.9026471 53.5414706)"
"[758885980, 933150836, 573006791]",False,"['4', '5']",,King Street,tertiary,50,"['14', '18.5']",False,111.25500000000001,"LINESTRING (-113.9000046 53.5417026, -113.9000669 53.5419544, -113.9001008 53.5420994, -113.9001273 53.5422098, -113.9001952 53.5424995, -113.9002277 53.5426345, -113.9002413 53.5426932)"
31672977,False,2,,Queen Street,unclassified,,12,False,112.254,"LINESTRING (-113.9057804 53.5445436, -113.9057783 53.5450332, -113.9057704 53.5455531)"
31674227,False,2,,Jespersen Avenue,unclassified,,9,False,165.39700000000002,"LINESTRING (-113.9057804 53.5445436, -113.905653 53.5445439, -113.9056049 53.544544, -113.9034766 53.5445482, -113.9034153 53.5445506, -113.903278 53.544559)"
933657989,False,2,,Queen Street,unclassified,,12,True,138.43,"LINESTRING (-113.9057804 53.5445436, -113.9057802 53.5444716, -113.905778 53.543888, -113.9057777 53.5438207, -113.9057766 53.5435533, -113.9057422 53.5432995)"
933657979,False,2,,Church Road,unclassified,,12,False,14.609,"LINESTRING (-113.9102725 53.5431458, -113.9100514 53.5431452)"
573006213,True,3,,Calahoo Road,secondary,50,10.9,False,87.661,"LINESTRING (-113.9102725 53.5431458, -113.9102671 53.5429882, -113.9102529 53.5426505, -113.9102489 53.5424065, -113.9102482 53.5423576)"
31680670,False,4,,King Street,tertiary,50,14.8,False,170.30400000000003,"LINESTRING (-113.9004821 53.5455545, -113.9004816 53.5456612, -113.9004805 53.5459208, -113.9004831 53.5464212, -113.9004817 53.5466933, -113.9004809 53.5468632, -113.9004711 53.547086)"
"[31674048, 31683014]",False,2,,5th Avenue,residential,,10.5,False,224.956,"LINESTRING (-113.9004821 53.5455545, -113.900304 53.5455565, -113.9002642 53.545557, -113.8997228 53.545563, -113.8995928 53.545571, -113.899456 53.5455869, -113.898434 53.5457391, -113.8981796 53.5457669, -113.8978297 53.545771, -113.8977012 53.545771, -113.8971167 53.5457669)"
933657990,False,4,,King Street,tertiary,50,14.8,True,95.44999999999999,"LINESTRING (-113.9004821 53.5455545, -113.9004809 53.5452086, -113.9004805 53.5450986, -113.9004834 53.5447605, -113.9004835 53.5447281, -113.900484 53.5446961)"
838416970,False,2,,Main Street,unclassified,30,18.5,False,8.136,"LINESTRING (-113.9028819 53.5424699, -113.9029019 53.5425421)"
