osmid,lanes,name,highway,oneway,reversed,length,access,geometry,ref,maxspeed,junction
559255530,2,Courtyard Lane,unclassified,False,True,18.774,,"LINESTRING (-79.3370631 43.8549247, -79.3369448 43.854779)",,,
559255524,2,VIVA Rapidway,busway,True,False,99.54199999999999,no,"LINESTRING (-79.3370631 43.8549247, -79.337283 43.8548284, -79.337507 43.8547303, -79.3378946 43.8545756, -79.3381113 43.8544488)",,,
"[731227810, 298236133]","['4', '3']",Highway 7,primary,True,False,187.37399999999997,,"LINESTRING (-79.3370631 43.8549247, -79.3372951 43.8548464, -79.3379167 43.8546257, -79.3389998 43.8542917, -79.3391955 43.8542371)",7,60,
877625281,3,Clegg Road,unclassified,False,True,9.676,,"LINESTRING (-79.3380541 43.852318, -79.3379438 43.8523533)",,50,
303710162,2,Town Centre Boulevard,tertiary,True,False,14.989,,"LINESTRING (-79.3393944 43.8542022, -79.3393214 43.8540781)",,50,
33560143,3,Highway 7,primary,True,False,309.296,,"LINESTRING (-79.3393944 43.8542022, -79.3396035 43.854141, -79.3401155 43.8540213, -79.3408704 43.853809, -79.342247 43.8534701, -79.3430382 43.8532928)",7,60,
531363786,,Highway 7,primary,True,False,8.482,,"LINESTRING (-79.3392504 43.8539625, -79.339151 43.8539886)",7,,
33560141,2,South Town Centre Boulevard,unclassified,True,False,74.759,,"LINESTRING (-79.3392504 43.8539625, -79.339171 43.8538602, -79.3391223 43.8537957, -79.3389403 43.853523, -79.3388344 43.8533611)",,50,
33561120,2,Town Centre Boulevard,tertiary,True,False,14.999,,"LINESTRING (-79.3390417 43.854017, -79.3391374 43.8541329)",,50,
33560144,3,Highway 7,primary,True,False,188.51300000000003,,"LINESTRING (-79.3390417 43.854017, -79.3388473 43.8540648, -79.3381709 43.8542981, -79.3378182 43.8544383, -79.3371892 43.8546888, -79.3369448 43.854779)",7,60,
445670146,,Highway 7,primary,True,False,16.414,,"LINESTRING (-79.3391955 43.8542371, -79.3393944 43.8542022)",7,60,
"[164595498, 33560142]","['2', '3']",Town Centre Boulevard,tertiary,True,False,148.437,,"LINESTRING (-79.3391955 43.8542371, -79.339246 43.8543285, -79.3393095 43.8544257, -79.3395495 43.8547681, -79.3396823 43.8549653, -79.3397748 43.8551268, -79.3398671 43.8553845, -79.3398902 43.8554682)",,50,
143658372,1,,unclassified,True,False,11.67,,"LINESTRING (-79.3399009 43.8555562, -79.3400452 43.8555425)",,,
"[164595499, 303710165]","['2', '3']",Town Centre Boulevard,tertiary,True,False,243.684,,"LINESTRING (-79.3399009 43.8555562, -79.3399059 43.8556082, -79.3399056 43.8557786, -79.3398767 43.8559886, -79.3395567 43.8570481, -79.3393682 43.8576211, -79.339341 43.8577035)",,50,
35346962,1,Circa Drive,residential,True,False,47.39,,"LINESTRING (-79.3432326 43.8541858, -79.34342 43.85459)",,,
35347319,2,Legends Way,residential,False,True,11.76,,"LINESTRING (-79.3432326 43.8541858, -79.3433744 43.8541588)",,,
35347455,2,Legends Way,residential,False,False,182.81500000000003,,"LINESTRING (-79.3432326 43.8541858, -79.3431779 43.854198, -79.3423645 43.8543798, -79.3416613 43.8545384, -79.34161 43.85459, -79.3416 43.85462, -79.3416 43.85465, -79.3416418 43.8547634, -79.3417187 43.8549719)",,,
35352080,2,Buchanan Drive,residential,False,False,91.389,,"LINESTRING (-79.33283 43.8603977, -79.3324754 43.8596166)",,,
"[427236195, 35349559]","['2', '3']",Glencove Drive,residential,False,True,173.24300000000002,,"LINESTRING (-79.33283 43.8603977, -79.3329246 43.8603679, -79.3340744 43.8601077, -79.3347578 43.8599472, -79.3348835 43.8599143)",,,
35348079,2,Hedy Gate,residential,False,True,60.785000000000004,,"LINESTRING (-79.3437996 43.8553732, -79.3436141 43.8549369, -79.34358 43.85485)",,,
"[952763904, 952769033, 55224079, 953100631]",2,Alpen Way,residential,False,"[False, True]",128.491,,"LINESTRING (-79.3437996 43.8553732, -79.3433793 43.855486, -79.3433518 43.8555213, -79.3433416 43.8555537, -79.3434209 43.8557375, -79.3435272 43.8559813, -79.3436563 43.8562774)",,,
35346015,2,Legends Way,residential,False,True,9.43,,"LINESTRING (-79.34342 43.85459, -79.34353 43.85456)",,,
35347332,2,Legends Way,residential,False,False,142.871,,"LINESTRING (-79.34342 43.85459, -79.3433595 43.8546036, -79.3427627 43.8547375, -79.3425368 43.8547882, -79.34204 43.8548998, -79.3417187 43.8549719)",,,
35350235,1,Circa Drive,residential,True,False,32.292,,"LINESTRING (-79.34342 43.85459, -79.34345 43.85468, -79.3434904 43.8547723, -79.34358 43.85485)",,,
35347319,2,Legends Way,residential,False,False,11.76,,"LINESTRING (-79.3433744 43.8541588, -79.3432326 43.8541858)",,,
35348012,1,Circa Drive,residential,True,False,20.228,,"LINESTRING (-79.3433744 43.8541588, -79.34337 43.85407, -79.3433894 43.853978)",,,
35349147,2,Legends Way,residential,False,True,15.595,,"LINESTRING (-79.3415338 43.8550154, -79.3417187 43.8549719)",,,
35347806,1,Circa Drive,residential,True,False,33.115,,"LINESTRING (-79.34358 43.85485, -79.3435998 43.8547494, -79.34357 43.85465, -79.34353 43.85456)",,,
35348079,2,Hedy Gate,residential,False,False,60.785000000000004,,"LINESTRING (-79.34358 43.85485, -79.3436141 43.8549369, -79.3437996 43.8553732)",,,
35352158,2,Cox Boulevard,residential,False,False,162.75199999999998,,"LINESTRING (-79.34358 43.85485, -79.343476 43.8548747, -79.3434484 43.8548813, -79.3416523 43.8553083)",,,
