osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
17463356,2,Rue Saint-Jean-Baptiste,tertiary,50,False,False,55.523,"LINESTRING (-71.3537129 46.8060363, -71.3540163 46.8057786, -71.3541712 46.8056478)",
28040208,,Rue du Ravissement,residential,,False,False,257.146,"LINESTRING (-71.3537129 46.8060363, -71.3538268 46.8061137, -71.3540367 46.8062564, -71.3547102 46.8067778, -71.3547856 46.8068737, -71.3548341 46.8069769, -71.3548449 46.8070802, -71.3548341 46.8072019, -71.3548072 46.8072572, -71.3547641 46.8072941, -71.3547048 46.8073162, -71.3546348 46.8073347, -71.3545378 46.8073347, -71.3541391 46.8072388, -71.3538912 46.8072351, -71.353708 46.8071908)",
28040209,,Rue du Bonheur,residential,,False,False,78.955,"LINESTRING (-71.3541712 46.8056478, -71.3533416 46.8052215)",
17463356,2,Rue Saint-Jean-Baptiste,tertiary,50,False,False,247.40699999999998,"LINESTRING (-71.3541712 46.8056478, -71.3548323 46.8048774, -71.3553837 46.804262, -71.3558881 46.8037596)",
17463356,2,Rue Saint-Jean-Baptiste,tertiary,50,False,True,55.523,"LINESTRING (-71.3541712 46.8056478, -71.3540163 46.8057786, -71.3537129 46.8060363)",
"[17463356, 40999062]",2,Rue Saint-Jean-Baptiste,tertiary,50,False,False,191.317,"LINESTRING (-71.3558881 46.8037596, -71.3560441 46.8036061, -71.3561528 46.8034669, -71.3564701 46.8028723, -71.3566682 46.8025906, -71.3567854 46.8024734, -71.3570723 46.8022627)",yes
17463356,2,Rue Saint-Jean-Baptiste,tertiary,50,False,True,247.40699999999998,"LINESTRING (-71.3558881 46.8037596, -71.3553837 46.804262, -71.3548323 46.8048774, -71.3541712 46.8056478)",
28040210,,Rue Saint-Michel,residential,,True,False,67.098,"LINESTRING (-71.3558881 46.8037596, -71.3553891 46.8034401, -71.3552544 46.8033405)",
23107564,2,Rue Saint-Jacques,tertiary,,False,False,144.30399999999997,"LINESTRING (-71.3570723 46.8022627, -71.3573118 46.8022254, -71.3580563 46.8021014, -71.3589371 46.8020497)",
"[17463356, 40999062]",2,Rue Saint-Jean-Baptiste,tertiary,50,False,True,191.31699999999998,"LINESTRING (-71.3570723 46.8022627, -71.3567854 46.8024734, -71.3566682 46.8025906, -71.3564701 46.8028723, -71.3561528 46.8034669, -71.3560441 46.8036061, -71.3558881 46.8037596)",yes
41551200,2,Rue Notre-Dame,tertiary,,False,True,5.029,"LINESTRING (-71.3649608 46.8058197, -71.3649174 46.8057856)",
41551200,2,Rue Notre-Dame,tertiary,,False,False,66.201,"LINESTRING (-71.3643724 46.8053216, -71.3649174 46.8057856)",
41551200,2,Rue Notre-Dame,tertiary,,False,True,27.097,"LINESTRING (-71.3643724 46.8053216, -71.364304 46.8052638, -71.3641307 46.805143)",
23108668,,Rue Chambord,residential,,False,True,92.986,"LINESTRING (-71.3644497 46.8041289, -71.3640824 46.8042309, -71.3634283 46.8045754)",
23108873,,Rue Marianne,residential,,False,True,145.367,"LINESTRING (-71.3634283 46.8045754, -71.3620184 46.8054573)",
41551200,2,Rue Notre-Dame,tertiary,,False,False,82.713,"LINESTRING (-71.3634283 46.8045754, -71.3641307 46.805143)",
23108668,,Rue Chambord,residential,,False,False,92.986,"LINESTRING (-71.3634283 46.8045754, -71.3640824 46.8042309, -71.3644497 46.8041289)",
41551200,2,Rue Notre-Dame,tertiary,,False,True,94.447,"LINESTRING (-71.3634283 46.8045754, -71.3632912 46.8044589, -71.3625935 46.8039474)",
23108826,,Rue Saint-Honoré,residential,,False,True,46.921,"LINESTRING (-71.3600739 46.8040541, -71.3598555 46.8036595)",
23107564,2,Rue Saint-Jacques,tertiary,,False,False,70.759,"LINESTRING (-71.3589371 46.8020497, -71.3591883 46.8020374, -71.3593997 46.8020115, -71.3596543 46.8019803, -71.3598555 46.8019557)",
23107564,2,Rue Saint-Jacques,tertiary,,False,True,144.304,"LINESTRING (-71.3589371 46.8020497, -71.3580563 46.8021014, -71.3573118 46.8022254, -71.3570723 46.8022627)",
23108826,,Rue Saint-Honoré,residential,,False,False,92.619,"LINESTRING (-71.3589371 46.8020497, -71.3590229 46.8021672, -71.3594006 46.8028194)",
23108826,,Rue Saint-Honoré,residential,,False,False,46.921,"LINESTRING (-71.3598555 46.8036595, -71.3600739 46.8040541)",
23108826,,Rue Saint-Honoré,residential,,False,True,41.977,"LINESTRING (-71.3598555 46.8036595, -71.3596581 46.803307)",
23108829,,Rue Lionnel-Allard,residential,,False,False,68.339,"LINESTRING (-71.3598555 46.8036595, -71.3594263 46.8037829, -71.3593062 46.803777, -71.3591525 46.8035912)",
23108829,,Rue Lionnel-Allard,residential,,False,True,68.339,"LINESTRING (-71.3591525 46.8035912, -71.3593062 46.803777, -71.3594263 46.8037829, -71.3598555 46.8036595)",
23108834,,Rue Saint-Pierre,residential,,False,False,84.88799999999999,"LINESTRING (-71.3585509 46.80326, -71.3587826 46.803025, -71.359083 46.8028722, -71.3594006 46.8028194)",
23108826,,Rue Saint-Honoré,residential,,False,False,57.652,"LINESTRING (-71.3594006 46.8028194, -71.3596581 46.803307)",
23108834,,Rue Saint-Pierre,residential,,False,False,60.508,"LINESTRING (-71.3594006 46.8028194, -71.3601216 46.8025902)",
23108826,,Rue Saint-Honoré,residential,,False,True,92.619,"LINESTRING (-71.3594006 46.8028194, -71.3590229 46.8021672, -71.3589371 46.8020497)",
23108834,,Rue Saint-Pierre,residential,,False,True,84.888,"LINESTRING (-71.3594006 46.8028194, -71.359083 46.8028722, -71.3587826 46.803025, -71.3585509 46.80326)",
23108834,,Rue Saint-Pierre,residential,,False,True,65.752,"LINESTRING (-71.3609477 46.8024173, -71.3601216 46.8025902)",
41551200,2,Rue Notre-Dame,tertiary,,False,False,213.66099999999997,"LINESTRING (-71.3609477 46.8024173, -71.3611222 46.802695, -71.361154 46.8027492, -71.3612177 46.8028222, -71.3613426 46.8029654, -71.3615231 46.8031722, -71.3616626 46.8032852, -71.361811 46.8034054, -71.3618836 46.803466, -71.3624157 46.8038126, -71.3625935 46.8039474)",
23108834,,Rue Saint-Pierre,residential,,False,False,65.752,"LINESTRING (-71.3601216 46.8025902, -71.3609477 46.8024173)",
23108834,,Rue Saint-Pierre,residential,,False,True,60.508,"LINESTRING (-71.3601216 46.8025902, -71.3594006 46.8028194)",
23108839,,Rue des Érables,residential,,False,False,73.403,"LINESTRING (-71.3601216 46.8025902, -71.359923 46.8021166, -71.3598555 46.8019557)",
"[23108857, 23108839]",,"['Rue Saint-Joseph', 'Rue des Érables']",residential,,False,True,123.95499999999998,"LINESTRING (-71.3601216 46.8025902, -71.3604306 46.8030896, -71.359804 46.8032776, -71.3596581 46.803307)",
23107564,2,Rue Saint-Jacques,tertiary,,False,True,70.759,"LINESTRING (-71.3598555 46.8019557, -71.3596543 46.8019803, -71.3593997 46.8020115, -71.3591883 46.8020374, -71.3589371 46.8020497)",
23108839,,Rue des Érables,residential,,False,True,73.403,"LINESTRING (-71.3598555 46.8019557, -71.359923 46.8021166, -71.3601216 46.8025902)",
23108826,,Rue Saint-Honoré,residential,,False,False,41.977,"LINESTRING (-71.3596581 46.803307, -71.3598555 46.8036595)",
23108826,,Rue Saint-Honoré,residential,,False,True,57.652,"LINESTRING (-71.3596581 46.803307, -71.3594006 46.8028194)",
"[23108857, 23108839]",,"['Rue Saint-Joseph', 'Rue des Érables']",residential,,False,False,123.955,"LINESTRING (-71.3596581 46.803307, -71.359804 46.8032776, -71.3604306 46.8030896, -71.3601216 46.8025902)",
23108873,,Rue Marianne,residential,,False,False,145.367,"LINESTRING (-71.3620184 46.8054573, -71.3634283 46.8045754)",
23108873,,Rue Marianne,residential,,False,True,41.132,"LINESTRING (-71.3620184 46.8054573, -71.3616236 46.8057099)",
"[23108861, 23108862]",,"['Rue Arthur', 'Rue Saint-Gabriel']",residential,,False,"[False, True]",234.69599999999997,"LINESTRING (-71.3620184 46.8054573, -71.3612288 46.8048991, -71.3624991 46.8040061, -71.3625935 46.8039474)",
"[23108861, 23108862]",,"['Rue Arthur', 'Rue Saint-Gabriel']",residential,,False,"[False, True]",234.69599999999997,"LINESTRING (-71.3625935 46.8039474, -71.3624991 46.8040061, -71.3612288 46.8048991, -71.3620184 46.8054573)",
41551200,2,Rue Notre-Dame,tertiary,,False,False,94.447,"LINESTRING (-71.3625935 46.8039474, -71.3632912 46.8044589, -71.3634283 46.8045754)",
41551200,2,Rue Notre-Dame,tertiary,,False,True,213.661,"LINESTRING (-71.3625935 46.8039474, -71.3624157 46.8038126, -71.3618836 46.803466, -71.361811 46.8034054, -71.3616626 46.8032852, -71.3615231 46.8031722, -71.3613426 46.8029654, -71.3612177 46.8028222, -71.361154 46.8027492, -71.3611222 46.802695, -71.3609477 46.8024173)",
23108873,,Rue Marianne,residential,,False,False,41.132,"LINESTRING (-71.3616236 46.8057099, -71.3620184 46.8054573)",
23108879,,Rue du Passant,residential,,True,False,59.377,"LINESTRING (-71.3625225 46.8062625, -71.361991 46.8066534)",
192980970,,Rue Saint-Georges Est,residential,,False,True,250.50099999999998,"LINESTRING (-71.3625225 46.8062625, -71.3633402 46.8067967, -71.3649174 46.8057856)",
