osmid,name,highway,oneway,reversed,length,geometry,lanes,access,bridge
421205912,Rue Victoria,secondary,False,True,97.76599999999999,"LINESTRING (-74.1378066 45.25623, -74.136657 45.256266, -74.1365588 45.2562689)",,,
537844780,Chemin Larocque,secondary,False,True,88.43100000000001,"LINESTRING (-74.1378066 45.25623, -74.1377982 45.2561204, -74.1377821 45.2560581, -74.1377472 45.255992, -74.1373547 45.2555145)",,,
416502378,Rue Ellice,tertiary,False,False,57.652,"LINESTRING (-74.1373547 45.2555145, -74.1366744 45.2557132)",,,
537844780,Chemin Larocque,secondary,False,False,88.431,"LINESTRING (-74.1373547 45.2555145, -74.1377472 45.255992, -74.1377821 45.2560581, -74.1377982 45.2561204, -74.1378066 45.25623)",,,
621303156,Chemin Larocque,secondary,False,True,64.59700000000001,"LINESTRING (-74.1373547 45.2555145, -74.1369807 45.2550419, -74.1369521 45.2550074)",,,
397696713,Chemin Larocque,secondary,False,False,28.325,"LINESTRING (-74.1348392 45.2524681, -74.1350221 45.2526879)",,,
397696713,Chemin Larocque,secondary,False,True,73.465,"LINESTRING (-74.1348392 45.2524681, -74.1343649 45.251898)",,,
522213616,Rue Champlain,residential,False,True,67.602,"LINESTRING (-74.1348392 45.2524681, -74.135582 45.252158)",,,
397696713,Chemin Larocque,secondary,False,False,73.465,"LINESTRING (-74.1343649 45.251898, -74.1348392 45.2524681)",,,
397696713,Chemin Larocque,secondary,False,True,72.887,"LINESTRING (-74.1343649 45.251898, -74.1341647 45.2516574, -74.1338943 45.2513324)",,,
26403846,Rue Saint-Louis,residential,False,True,67.874,"LINESTRING (-74.1362119 45.2541178, -74.1369596 45.2538087)",,,
621303156,Chemin Larocque,secondary,False,False,64.973,"LINESTRING (-74.1362119 45.2541178, -74.1366314 45.254622)",,,
621303156,Chemin Larocque,secondary,False,True,67.012,"LINESTRING (-74.1362119 45.2541178, -74.1357792 45.2535978)",,,
387027978,Rue du Marché,tertiary,False,False,67.791,"LINESTRING (-74.1357792 45.2535978, -74.1365234 45.253286)",,,
621303156,Chemin Larocque,secondary,False,False,67.012,"LINESTRING (-74.1357792 45.2535978, -74.1362119 45.2541178)",,,
621303156,Chemin Larocque,secondary,False,True,72.923,"LINESTRING (-74.1357792 45.2535978, -74.1353084 45.2530319)",,,
387027977,Rue du Marché,tertiary,False,True,114.606,"LINESTRING (-74.1357792 45.2535978, -74.1354182 45.2537562, -74.1352902 45.2538042, -74.1350922 45.2538878, -74.1349145 45.2539628, -74.1345237 45.2541277)",,,
39075071,Rue Jacques-Cartier,tertiary,True,False,26.967,"LINESTRING (-74.1297657 45.2551405, -74.1296926 45.2549035)",,,
462626533,Rue Cossette,tertiary,False,False,70.618,"LINESTRING (-74.1374291 45.2513858, -74.1378896 45.2519319)",,,
522213616,Rue Champlain,residential,False,False,168.165,"LINESTRING (-74.1374291 45.2513858, -74.135582 45.252158)",,,
39239429,Rue Viau,residential,False,True,76.554,"LINESTRING (-74.12533 45.2541127, -74.125847 45.2546971)",,,
384588537,Rue Salaberry,tertiary,False,True,16.819,"LINESTRING (-74.12533 45.2541127, -74.125514 45.2540346)",,,
39067841,Rue Saint-Lambert,residential,False,False,77.852,"LINESTRING (-74.1378896 45.2519319, -74.1370367 45.252292)",,,
