osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,bridge
162490908,2,Brookland Street,residential,False,False,34.259,"LINESTRING (-60.1891861 46.1337927, -60.1890053 46.133809, -60.1889285 46.1338161, -60.1888505 46.1338232, -60.1887725 46.1338293, -60.1887452 46.1338323)",,
162490908,2,Brookland Street,residential,False,True,34.259,"LINESTRING (-60.1887452 46.1338323, -60.1887725 46.1338293, -60.1888505 46.1338232, -60.1889285 46.1338161, -60.1890053 46.133809, -60.1891861 46.1337927)",,
162491754,2,Hugh Street,residential,False,True,173.124,"LINESTRING (-60.1887452 46.1338323, -60.1887269 46.1338597, -60.188598 46.1341114, -60.1885754 46.1342227, -60.1885854 46.1343344, -60.1889185 46.1353437)",,
162491175,2,Douglas Street,residential,False,True,116.68700000000001,"LINESTRING (-60.1898123 46.134106, -60.1900557 46.1347655, -60.1901643 46.1351264)",,
162492791,2,Townsend Street,primary,True,False,80.646,"LINESTRING (-60.1946191 46.1344663, -60.1940866 46.1345504, -60.193593 46.1346076)",NS 4,
611553528,2,Esplanade,primary,False,True,126.619,"LINESTRING (-60.1946191 46.1344663, -60.1948014 46.1349811, -60.1949808 46.1355769)",NS 4,
611559019,2,Townsend Street,primary,True,False,77.931,"LINESTRING (-60.193593 46.1346076, -60.1930734 46.1346921, -60.1926053 46.134758)",NS 4,
611559019,2,Townsend Street,primary,True,False,86.122,"LINESTRING (-60.1926053 46.134758, -60.1924225 46.1347895, -60.1921116 46.134843, -60.1917961 46.1348866, -60.1915144 46.1349256)",NS 4,
162491432,5,George Street,primary,False,True,128.638,"LINESTRING (-60.1915144 46.1349256, -60.1918566 46.1360579)",NS 22,
162492785,2,Townsend Street,secondary,False,False,106.41,"LINESTRING (-60.1915144 46.1349256, -60.1908266 46.1350346, -60.1901643 46.1351264)",,
162491175,2,Douglas Street,residential,False,False,116.68700000000001,"LINESTRING (-60.1901643 46.1351264, -60.1900557 46.1347655, -60.1898123 46.134106)",,
162491176,2,Douglas Street,residential,False,True,128.525,"LINESTRING (-60.1901643 46.1351264, -60.190172 46.1351518, -60.1901945 46.1352189, -60.190525 46.1362549)",,
162492785,2,Townsend Street,secondary,False,False,99.00200000000001,"LINESTRING (-60.1901643 46.1351264, -60.1898746 46.1351705, -60.1889185 46.1353437)",,
162492785,2,Townsend Street,secondary,False,True,106.41,"LINESTRING (-60.1901643 46.1351264, -60.1908266 46.1350346, -60.1915144 46.1349256)",,
162491754,2,Hugh Street,residential,False,False,173.124,"LINESTRING (-60.1889185 46.1353437, -60.1885854 46.1343344, -60.1885754 46.1342227, -60.188598 46.1341114, -60.1887269 46.1338597, -60.1887452 46.1338323)",,
162492785,2,Townsend Street,secondary,False,False,92.14699999999999,"LINESTRING (-60.1889185 46.1353437, -60.1882506 46.1354507, -60.1877505 46.1355213)",,
162492785,2,Townsend Street,secondary,False,True,99.00200000000001,"LINESTRING (-60.1889185 46.1353437, -60.1898746 46.1351705, -60.1901643 46.1351264)",,
162492785,2,Townsend Street,secondary,False,True,92.14699999999999,"LINESTRING (-60.1877505 46.1355213, -60.1882506 46.1354507, -60.1889185 46.1353437)",,
162491258,2,Falmouth Street,residential,False,False,80.994,"LINESTRING (-60.1949808 46.1355769, -60.194066 46.1357191, -60.1939551 46.1357362)",,
611192634,2,Esplanade,primary,False,True,139.753,"LINESTRING (-60.1949808 46.1355769, -60.1949941 46.1356204, -60.1951704 46.1361765, -60.195186 46.1362272, -60.1953664 46.136805)",NS 4,
611553528,2,Esplanade,primary,False,False,126.619,"LINESTRING (-60.1949808 46.1355769, -60.1948014 46.1349811, -60.1946191 46.1344663)",NS 4,
162490995,2,Charlotte Street,residential,True,False,128.559,"LINESTRING (-60.1939551 46.1357362, -60.1939417 46.1356936, -60.193593 46.1346076)",,
162491258,2,Falmouth Street,residential,False,True,80.994,"LINESTRING (-60.1939551 46.1357362, -60.194066 46.1357191, -60.1949808 46.1355769)",,
162490850,2,Bentinck Street,residential,True,False,129.871,"LINESTRING (-60.1929276 46.1359044, -60.1926053 46.134758)",,
162490855,2,Bentinck Street,residential,True,False,136.608,"LINESTRING (-60.1929276 46.1359044, -60.1929521 46.1359834, -60.1933016 46.1371053)",,
162491255,2,Falmouth Street,residential,False,False,84.27,"LINESTRING (-60.1929276 46.1359044, -60.1920473 46.1360304, -60.1918566 46.1360579)",,
162491257,2,Falmouth Street,residential,True,False,81.351,"LINESTRING (-60.1929276 46.1359044, -60.1930634 46.1358817, -60.1939551 46.1357362)",,
162491432,5,George Street,primary,False,False,128.638,"LINESTRING (-60.1918566 46.1360579, -60.1915144 46.1349256)",NS 22,
162491255,2,Falmouth Street,residential,False,True,84.27,"LINESTRING (-60.1918566 46.1360579, -60.1920473 46.1360304, -60.1929276 46.1359044)",,
162491256,2,Falmouth Street,residential,False,False,104.915,"LINESTRING (-60.1918566 46.1360579, -60.1916586 46.1360875, -60.190525 46.1362549)",,
162491432,5,George Street,primary,False,True,139.48700000000002,"LINESTRING (-60.1918566 46.1360579, -60.192025 46.136615, -60.1921178 46.1369221, -60.1921993 46.1371919, -60.1922276 46.1372857)",NS 22,
162491176,2,Douglas Street,residential,False,False,128.525,"LINESTRING (-60.190525 46.1362549, -60.1901945 46.1352189, -60.190172 46.1351518, -60.1901643 46.1351264)",,
162491256,2,Falmouth Street,residential,False,True,104.915,"LINESTRING (-60.190525 46.1362549, -60.1916586 46.1360875, -60.1918566 46.1360579)",,
162491259,2,Falmouth Street,residential,False,False,109.161,"LINESTRING (-60.190525 46.1362549, -60.1893305 46.1364487, -60.1892653 46.136457, -60.1892002 46.1364653, -60.1891441 46.1364738)",,
162491259,2,Falmouth Street,residential,False,True,109.161,"LINESTRING (-60.1891441 46.1364738, -60.1892002 46.1364653, -60.1892653 46.136457, -60.1893305 46.1364487, -60.190525 46.1362549)",,
162491228,2,Esplanade,primary,False,True,127.66499999999999,"LINESTRING (-60.1953664 46.136805, -60.195498 46.1372475, -60.1956893 46.1378129, -60.1957276 46.1379254)",NS 4,
162492994,2,Wentworth Street,residential,False,False,82.08200000000001,"LINESTRING (-60.1953664 46.136805, -60.1944425 46.136947, -60.1943264 46.1369649)",,
611192634,2,Esplanade,primary,False,False,139.753,"LINESTRING (-60.1953664 46.136805, -60.195186 46.1362272, -60.1951704 46.1361765, -60.1949941 46.1356204, -60.1949808 46.1355769)",NS 4,
162490993,2,Charlotte Street,residential,True,False,139.589,"LINESTRING (-60.1943264 46.1369649, -60.1939551 46.1357362)",,
162492994,2,Wentworth Street,residential,False,True,82.08200000000001,"LINESTRING (-60.1943264 46.1369649, -60.1944425 46.136947, -60.1953664 46.136805)",,
162492995,2,Wentworth Street,residential,False,False,80.49000000000001,"LINESTRING (-60.1943264 46.1369649, -60.1934372 46.137087, -60.1933016 46.1371053)",,
162492993,2,Wentworth Street,residential,False,False,85.149,"LINESTRING (-60.1933016 46.1371053, -60.1922276 46.1372857)",,
162490854,2,Bentinck Street,residential,True,False,132.244,"LINESTRING (-60.1933016 46.1371053, -60.1933326 46.1372078, -60.193682 46.138265)",,
162492995,2,Wentworth Street,residential,False,True,80.49000000000001,"LINESTRING (-60.1933016 46.1371053, -60.1934372 46.137087, -60.1943264 46.1369649)",,
162491432,5,George Street,primary,False,True,102.621,"LINESTRING (-60.1922276 46.1372857, -60.1925006 46.138189)",NS 22,
162492993,2,Wentworth Street,residential,False,True,85.149,"LINESTRING (-60.1922276 46.1372857, -60.1933016 46.1371053)",,
162491432,5,George Street,primary,False,False,139.487,"LINESTRING (-60.1922276 46.1372857, -60.1921993 46.1371919, -60.1921178 46.1369221, -60.192025 46.136615, -60.1918566 46.1360579)",NS 22,
162492243,1,Mitchell Street,residential,False,True,107.191,"LINESTRING (-60.1910363 46.1376554, -60.1913498 46.1385946)",,
162491909,2,Liberty Street,residential,False,True,105.565,"LINESTRING (-60.1900036 46.1378248, -60.1900196 46.1378778, -60.1902852 46.1387539)",,
162491227,2,Esplanade,tertiary,False,True,125.002,"LINESTRING (-60.1957276 46.1379254, -60.1958592 46.1383679, -60.196051 46.139027)",,
162491228,2,Esplanade,primary,False,False,127.66499999999999,"LINESTRING (-60.1957276 46.1379254, -60.1956893 46.1378129, -60.195498 46.1372475, -60.1953664 46.136805)",NS 4,
162490999,1,Charlotte Street,residential,True,False,131.66899999999998,"LINESTRING (-60.1947048 46.1381196, -60.1944432 46.1373413, -60.1943264 46.1369649)",,
162492452,2,Prince Street,primary,True,False,81.713,"LINESTRING (-60.1947048 46.1381196, -60.1954249 46.1379849, -60.1957276 46.1379254)",NS 4,
162490847,2,Bentinck Street,residential,True,False,129.595,"LINESTRING (-60.193682 46.138265, -60.1936975 46.1383216, -60.1938313 46.1387312, -60.1938365 46.138748, -60.1938392 46.1387652, -60.1938392 46.1387824, -60.1938367 46.1387995, -60.1938316 46.1388163, -60.1938239 46.1388327, -60.1938139 46.1388484, -60.193798 46.1388671, -60.1937681 46.1388853, -60.1937444 46.1389076, -60.1937278 46.1389327, -60.1937197 46.1389561, -60.1937152 46.1389707, -60.1937128 46.1389884, -60.1937166 46.1390207, -60.1938683 46.1393793)",,
162492452,2,Prince Street,primary,True,False,80.44800000000001,"LINESTRING (-60.193682 46.138265, -60.194327 46.1381747, -60.1947048 46.1381196)",NS 4,
162492463,2,Prince Street,primary,False,False,87.372,"LINESTRING (-60.193682 46.138265, -60.1933779 46.1383105, -60.192701 46.1384001, -60.1925705 46.1384203)",NS 4,
162491432,5,George Street,primary,False,False,26.277,"LINESTRING (-60.1925705 46.1384203, -60.1925006 46.138189)",NS 22,
162492475,2,Prince Street,primary,False,False,15.209,"LINESTRING (-60.1925705 46.1384203, -60.1923767 46.1384463)",NS 4,
162491438,4,George Street,tertiary,False,True,126.624,"LINESTRING (-60.1925705 46.1384203, -60.1926504 46.138632, -60.1928265 46.1391161, -60.1929845 46.1395223)",,
162492463,2,Prince Street,primary,False,True,87.372,"LINESTRING (-60.1925705 46.1384203, -60.192701 46.1384001, -60.1933779 46.1383105, -60.193682 46.138265)",NS 4,
