osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
55534975,2,Eden Street,residential,False,True,72.091,"LINESTRING (-76.9472504 44.2450914, -76.9470953 44.2450429, -76.9464209 44.2448321)",,,
55533930,1,Market Square,residential,True,False,121.236,"LINESTRING (-76.9511434 44.247922, -76.9499244 44.2485749)",,,
55535101,2,Centre Street North,primary,False,False,28.608,"LINESTRING (-76.9511434 44.247922, -76.9513542 44.2481303)",CR 41,,
55535101,2,Centre Street North,primary,False,True,84.781,"LINESTRING (-76.9511434 44.247922, -76.9509552 44.2477394, -76.9505112 44.2473086)",CR 41,,
1117697306,2,Water Street East,residential,False,False,79.064,"LINESTRING (-76.9469 44.24862, -76.9474746 44.2480402)",,,
55535346,1,Water Street East,residential,True,False,133.585,"LINESTRING (-76.9469 44.24862, -76.9468204 44.2486482, -76.94675 44.24865, -76.94663 44.24862, -76.9465 44.24855, -76.94641 44.24847, -76.94638 44.24841, -76.94637 44.24834, -76.9464 44.24827, -76.94652 44.24814, -76.94676 44.24795, -76.9468414 44.2478036)",,,
55535101,2,Centre Street North,primary,False,False,58.801,"LINESTRING (-76.9513542 44.2481303, -76.9517931 44.2485555)",CR 41,,
55535101,2,Centre Street North,primary,False,True,28.608,"LINESTRING (-76.9513542 44.2481303, -76.9511434 44.247922)",CR 41,,
1117697305,2,Water Street East,residential,False,True,271.54,"LINESTRING (-76.9468414 44.2478036, -76.9475071 44.2472033, -76.9477617 44.2470396, -76.9493616 44.2461839)",,30,
55534465,2,John Street,residential,False,False,27.746,"LINESTRING (-76.9499244 44.2485749, -76.9501312 44.2487757)",,,
55535138,2,John Street,residential,False,True,85.72899999999998,"LINESTRING (-76.9499244 44.2485749, -76.9497389 44.2483946, -76.949362 44.2480283, -76.9492858 44.2479543)",,,
"[55534172, 55535359]",2,Pearl Street,residential,True,False,276.817,"LINESTRING (-76.9481931 44.2450572, -76.9484906 44.2445787, -76.9485996 44.2444033, -76.9487613 44.2441432, -76.9487655 44.2440575, -76.948724 44.2439623, -76.9476869 44.2429727, -76.9476082 44.2429384)",,,
"[55535104, 55534721, 55535190]",2,"['Centre Street South', 'Centre Street North']",secondary,False,False,156.075,"LINESTRING (-76.9481931 44.2450572, -76.9484239 44.2452794, -76.9484501 44.2453047, -76.9488456 44.2456833, -76.9493616 44.2461839)",CR 8,,yes
55535156,2,Centre Street South,secondary,False,True,162.156,"LINESTRING (-76.9481931 44.2450572, -76.9481176 44.2449852, -76.9469874 44.2438822)",CR 8,,
55534505,2,John Street,residential,False,True,119.969,"LINESTRING (-76.9526922 44.251319, -76.9518253 44.2504367)",,,
55535026,2,Graham Street East,residential,False,True,122.883,"LINESTRING (-76.9526922 44.251319, -76.9528159 44.2512542, -76.9538381 44.2507003, -76.9539241 44.2506537)",,,
55535409,2,Bridge Street East,secondary,False,True,119.94,"LINESTRING (-76.9493512 44.2498357, -76.9505623 44.2491947)",CR 1W,,
55535416,2,Bridge Street East,secondary,False,False,122.31,"LINESTRING (-76.9493512 44.2498357, -76.9481061 44.2504795)",CR 1W,,
55534017,2,East Street,residential,False,True,170.504,"LINESTRING (-76.9493512 44.2498357, -76.9492897 44.2497769, -76.9481559 44.2486922, -76.9480681 44.2486083)",,,
55534923,2,East Street,residential,False,False,174.328,"LINESTRING (-76.9493512 44.2498357, -76.949418 44.2499054, -76.9506138 44.2511163)",,,
55534241,2,Mill Street East,residential,False,True,120.046,"LINESTRING (-76.9485762 44.2472473, -76.9497833 44.2466009)",,,
"[55534386, 55534882]",2,"['Mill Street East', 'East Street']",residential,False,False,132.15300000000002,"LINESTRING (-76.9485762 44.2472473, -76.9475257 44.2478147, -76.9474519 44.2478878, -76.9474438 44.2479657, -76.9474746 44.2480402)",,,
55534766,2,John Street,residential,False,False,96.825,"LINESTRING (-76.9485762 44.2472473, -76.9492317 44.2479002, -76.9492858 44.2479543)",,,
55534092,2,Robert Street,residential,False,True,120.343,"LINESTRING (-76.9551436 44.2500262, -76.9542811 44.2491376)",,,
55534632,2,Graham Street West,residential,False,True,122.259,"LINESTRING (-76.9551436 44.2500262, -76.9563775 44.2493722)",,,
55535226,2,Robert Street,residential,False,False,123.357,"LINESTRING (-76.9551436 44.2500262, -76.956068 44.2509163)",,,
55535228,2,Graham Street West,residential,False,False,119.595,"LINESTRING (-76.9551436 44.2500262, -76.9540145 44.2506072, -76.9539241 44.2506537)",,,
55533983,2,East Street,residential,False,True,78.9,"LINESTRING (-76.9480681 44.2486083, -76.9480256 44.2485676, -76.9474746 44.2480402)",,,
55534017,2,East Street,residential,False,False,170.504,"LINESTRING (-76.9480681 44.2486083, -76.9481559 44.2486922, -76.9492897 44.2497769, -76.9493512 44.2498357)",,,
55534073,2,Dundas Street East,primary,False,True,121.22699999999999,"LINESTRING (-76.9480681 44.2486083, -76.9481506 44.248564, -76.9491992 44.2480008, -76.9492858 44.2479543)",CR 2,,
55534984,2,Dundas Street East,primary,False,False,130.774,"LINESTRING (-76.9480681 44.2486083, -76.9479753 44.2486558, -76.9472881 44.2490076, -76.947181 44.2491056, -76.9471097 44.2492221, -76.9470364 44.2494539)",CR 2,,
55535322,2,Centre Street North,secondary,False,True,97.746,"LINESTRING (-76.9505112 44.2473086, -76.9497833 44.2466009)",CR 8,,
