osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,bridge
95043425,2,Pacific Avenue,residential,False,False,26.593,"LINESTRING (-99.9633201 49.8495694, -99.963691 49.8495696)",,,,
95044226,2,Pacific Avenue,residential,False,False,70.322,"LINESTRING (-99.9633201 49.8495694, -99.9623394 49.8495599)",,,no,
95042867,2,,unclassified,False,False,314.092,"LINESTRING (-99.9633201 49.8495694, -99.9633173 49.8496539, -99.9633153 49.8496899, -99.9633089 49.8497213, -99.9632991 49.8497581, -99.9632781 49.8498043, -99.9632487 49.8498497, -99.9632141 49.8498919, -99.9631722 49.8499267, -99.9631177 49.8499628, -99.9630547 49.8499952, -99.9630081 49.8500152, -99.9629546 49.8500313, -99.9629158 49.8500414, -99.9628633 49.8500524, -99.9627937 49.8500627, -99.962657 49.8500783, -99.9624092 49.8501064, -99.9621589 49.8501307, -99.9620516 49.8501405, -99.961979 49.8501443, -99.9619079 49.8501476, -99.9618348 49.8501504, -99.9617715 49.8501531, -99.9616944 49.8501561, -99.9615969 49.8501578, -99.9614471 49.8501569, -99.9612817 49.8501536, -99.9610683 49.8501455, -99.9608293 49.8501325, -99.9607298 49.8501249, -99.9606457 49.8501136, -99.9605796 49.8501014, -99.9605221 49.8500882, -99.960443 49.8500646, -99.9603601 49.8500357, -99.9603057 49.8500128, -99.9602431 49.8499812, -99.960202 49.8499582, -99.9601549 49.8499279, -99.9601251 49.8499047, -99.9600949 49.849879, -99.9600732 49.8498554, -99.9600484 49.8498165, -99.9600316 49.849777, -99.960017 49.8497347, -99.9600087 49.8496996, -99.9599978 49.84964, -99.9599934 49.849557)",,,no,
95044734,2,16th Street North,residential,False,True,175.372,"LINESTRING (-99.9596348 49.8553439, -99.9596134 49.8537668)",,,,
95041605,2,Parker Boulevard,tertiary,False,False,97.476,"LINESTRING (-99.9596348 49.8553439, -99.9602732 49.8554243, -99.9603483 49.8554338, -99.9609758 49.8554859)",,,,
"[95044212, 95042782]",2,Parker Boulevard,tertiary,False,True,209.02100000000002,"LINESTRING (-99.9596348 49.8553439, -99.9589643 49.8552367, -99.958457 49.8551916, -99.958289 49.8551767, -99.9567518 49.8550895)",,,,
288546563,,17th Street,residential,False,True,74.967,"LINESTRING (-99.9610007 49.8491157, -99.9609833 49.8484416)",,,,
288546566,,16th Street,residential,False,True,75.324,"LINESTRING (-99.9596222 49.8491139, -99.9596196 49.8484365)",,,,
95041410,2,14th Street,residential,False,False,75.005,"LINESTRING (-99.9569037 49.8491105, -99.9569027 49.8489145, -99.9568847 49.8484361)",,,,
"[288562082, 288562087]",1,Pacific Avenue,"['residential', 'primary_link']",True,False,148.44099999999997,"LINESTRING (-99.9618717 49.8493015, -99.9618504 49.8493784, -99.9618358 49.8494062, -99.9618149 49.8494297, -99.9617772 49.8494546, -99.9617457 49.84947, -99.9617169 49.8494799, -99.9616707 49.8494901, -99.9616315 49.849494, -99.9614885 49.8494971, -99.9611033 49.8495013, -99.9608527 49.8495034, -99.9606509 49.8495063, -99.9603535 49.8495127, -99.9602047 49.8495202, -99.9600896 49.849535, -99.9599934 49.849557)",,50,no,
1005748217,1,18th Street,primary,True,False,40.647999999999996,"LINESTRING (-99.9618717 49.8493015, -99.9618784 49.8493953, -99.9618892 49.8494831, -99.9619062 49.8495504, -99.9619467 49.8496628)",PTH 10,50,,
95044226,2,Pacific Avenue,residential,False,True,70.322,"LINESTRING (-99.9623394 49.8495599, -99.9633201 49.8495694)",,,no,
288562091,1,,primary_link,True,False,41.67,"LINESTRING (-99.9623394 49.8495599, -99.9622669 49.8495548, -99.9622112 49.8495438, -99.9621562 49.8495257, -99.9621086 49.8495019, -99.9620781 49.8494742, -99.962053 49.8494341, -99.9620391 49.8493933, -99.9620212 49.8493015)",,,no,
1019881083,3,18th Street,primary,False,False,7.283,"LINESTRING (-99.9619467 49.8496628, -99.9619468 49.8497283)",,50,,
476877698,2,18th Street,primary,True,False,40.689,"LINESTRING (-99.9619467 49.8496628, -99.9619831 49.8495742, -99.9620025 49.849507, -99.9620148 49.8494131, -99.9620212 49.8493015)",PTH 10,50,,
"[95043361, 1083980769]",3,"['18th Street North', '18th Street']",primary,False,True,260.13,"LINESTRING (-99.9619484 49.8520677, -99.961947 49.8498237, -99.9619468 49.8497283)",PTH 10,50,,yes
"[1019881084, 1019881740]","['1', '2']",18th Street North,primary,True,False,167.617,"LINESTRING (-99.9619484 49.8520677, -99.9619227 49.8522356, -99.9619041 49.8524137, -99.9618933 49.8525844, -99.9618891 49.852964, -99.9618939 49.8534725, -99.9618905 49.8535737)",PTH 10,50,,
1017019058,1,Maple Avenue,primary_link,True,False,31.73,"LINESTRING (-99.9615939 49.8537934, -99.9616411 49.8537997, -99.961696 49.8538131, -99.9617588 49.8538359, -99.9617683 49.853841, -99.9617986 49.853857, -99.9618338 49.8538925, -99.9618587 49.8539293, -99.9618788 49.8539822)",,50,,
"[1017019061, 95041510]",2,Maple Avenue,residential,False,True,43.6,"LINESTRING (-99.9615939 49.8537934, -99.9614431 49.8537918, -99.9609858 49.8537882)",,,,
95044185,2,21st Street North,residential,False,True,122.786,"LINESTRING (-99.9660792 49.8530026, -99.9660798 49.8526102, -99.9660724 49.8523472, -99.966073 49.8518984)",,,,
95041506,2,McDonald Avenue,tertiary,False,False,5.069,"LINESTRING (-99.966073 49.8518984, -99.9661437 49.8518985)",,,,
95041506,2,McDonald Avenue,tertiary,False,True,91.318,"LINESTRING (-99.966073 49.8518984, -99.9647993 49.8518955)",,,,
95044185,2,21st Street North,residential,False,False,122.786,"LINESTRING (-99.966073 49.8518984, -99.9660724 49.8523472, -99.9660798 49.8526102, -99.9660792 49.8530026)",,,,
95044581,2,Fred Brown Way,residential,False,True,80.12599999999999,"LINESTRING (-99.9622629 49.8537909, -99.9623367 49.853793, -99.9624187 49.8537947, -99.962575 49.8537962, -99.9628921 49.8537976, -99.9631256 49.8537979, -99.9633804 49.853798)",,,,
1017019063,1,Fred Brown Way,primary_link,True,False,32.11,"LINESTRING (-99.9622629 49.8537909, -99.9622107 49.8537838, -99.9621731 49.8537763, -99.9621338 49.8537612, -99.9621062 49.853744, -99.9620825 49.853721, -99.9620666 49.8536963, -99.9620554 49.8536723, -99.9620453 49.8536414, -99.9620283 49.8535786)",,50,,
1017019059,1,Maple Avenue,primary_link,True,False,35.43300000000001,"LINESTRING (-99.9618905 49.8535737, -99.9618702 49.8536305, -99.9618527 49.8536666, -99.9618296 49.8536978, -99.9617994 49.8537301, -99.9617676 49.8537495, -99.9617304 49.8537658, -99.9616851 49.8537797, -99.9616419 49.8537893, -99.9615939 49.8537934)",,50,,
1019881740,2,18th Street North,primary,True,False,45.43,"LINESTRING (-99.9618905 49.8535737, -99.961884 49.853787, -99.9618788 49.8539822)",PTH 10,50,,
95042338,2,18th Street North,primary,True,False,168.144,"LINESTRING (-99.9620283 49.8535786, -99.9620158 49.8534295, -99.961987 49.853138, -99.9619801 49.8529143, -99.96198 49.8526088, -99.9619669 49.8523151, -99.9619484 49.8520677)",PTH 10,50,,
95042338,2,18th Street North,primary,True,False,45.816,"LINESTRING (-99.9620289 49.8539906, -99.9620325 49.8537863, -99.9620283 49.8535786)",PTH 10,50,,
1017019060,1,Fred Brown Way,primary_link,True,False,30.833,"LINESTRING (-99.9620289 49.8539906, -99.9620426 49.8539413, -99.9620534 49.8539106, -99.9620687 49.8538808, -99.9620913 49.8538506, -99.962119 49.8538279, -99.9621466 49.8538142, -99.9621828 49.8538015, -99.9622222 49.8537941, -99.9622629 49.8537909)",,50,,
1019881083,3,18th Street,primary,False,True,7.283,"LINESTRING (-99.9619468 49.8497283, -99.9619467 49.8496628)",,50,,
288562089,1,,primary_link,True,False,36.169000000000004,"LINESTRING (-99.9619468 49.8497283, -99.9619769 49.8496861, -99.9620096 49.8496518, -99.9620495 49.8496254, -99.9620895 49.8496067, -99.9621393 49.8495892, -99.9621957 49.8495752, -99.9622643 49.8495635, -99.9623394 49.8495599)",,,no,
"[1083980769, 95043361]",3,"['18th Street North', '18th Street']",primary,False,False,260.13,"LINESTRING (-99.9619468 49.8497283, -99.961947 49.8498237, -99.9619484 49.8520677)",PTH 10,50,,yes
