osmid,lanes,name,highway,oneway,reversed,length,geometry,access,ref,bridge
67929014,2,Grove Street,residential,False,False,272.456,"LINESTRING (-79.2466793 42.9905672, -79.24342 42.9911329)",,,
67955475,2,Hellems Avenue,tertiary,True,False,55.086,"LINESTRING (-79.2466793 42.9905672, -79.2466801 42.9903089, -79.2466808 42.9900718)",,,
67929014,2,Grove Street,residential,False,True,272.456,"LINESTRING (-79.24342 42.9911329, -79.2466793 42.9905672)",,,
459047673,2,Burgar Street,tertiary,True,False,93.375,"LINESTRING (-79.24342 42.9911329, -79.2434208 42.9912667, -79.2434228 42.9914198, -79.2434286 42.9915028, -79.2434536 42.991611, -79.24354 42.9918846, -79.2435635 42.9919619)",yes,,
67948172,2,Griffith Street,residential,False,False,144.734,"LINESTRING (-79.2492958 42.9885544, -79.251075 42.9885743)",,,
67948172,2,Griffith Street,residential,False,True,212.838,"LINESTRING (-79.2492958 42.9885544, -79.2466794 42.9885251)",,,
222839841,2,Cross Street,residential,False,False,160.52599999999998,"LINESTRING (-79.2489645 42.9935031, -79.2489559 42.9934716, -79.2489429 42.9934456, -79.248928 42.9934154, -79.2489106 42.993393, -79.248906 42.993387, -79.2486076 42.9930092, -79.2485459 42.9929335, -79.2485165 42.9928975, -79.248478 42.9928502, -79.2484572 42.9928211, -79.2484424 42.9927855, -79.2484289 42.9927462, -79.2484169 42.9927073, -79.2483258 42.9924217, -79.2482469 42.9921744)",,,
222839841,2,Cross Street,residential,False,True,39.288,"LINESTRING (-79.2489645 42.9935031, -79.2489909 42.9937954, -79.2490003 42.9938554)",,,
67930646,2,Elgin Street,residential,False,False,80.393,"LINESTRING (-79.2507721 42.9962517, -79.2497842 42.9962769)",,,
67957894,2,Elgin Street,residential,False,True,79.758,"LINESTRING (-79.2507721 42.9962517, -79.2517522 42.9962268)",,,
67930145,2,Lock Street,residential,False,True,83.845,"LINESTRING (-79.2507721 42.9962517, -79.2507602 42.9955795, -79.2507673 42.9955338, -79.2507787 42.995499)",,,
67954242,2,Court House Lane,residential,False,False,216.203,"LINESTRING (-79.2465547 42.9932358, -79.2466423 42.9932744, -79.2467286 42.9932997, -79.2468198 42.9933042, -79.2469061 42.9933024, -79.2470183 42.9932997, -79.2471379 42.9933006, -79.2472292 42.9933087, -79.2473167 42.993324, -79.2474116 42.9933555, -79.2474363 42.9933637, -79.2475348 42.9934048, -79.2476422 42.9934521, -79.2477408 42.9934927, -79.2478097 42.9935193, -79.2478456 42.9935332, -79.2485063 42.9937995, -79.2485889 42.9938301, -79.2486076 42.993837, -79.2486618 42.9938541, -79.2487432 42.9938704, -79.248811 42.9938713, -79.2488968 42.9938625, -79.2490003 42.9938554)",,,
"[67954578, 436326580, 436326582]",2,Dorothy Street,residential,False,False,207.536,"LINESTRING (-79.2465547 42.9932358, -79.246461 42.993297, -79.2463883 42.9933448, -79.2463291 42.993388, -79.2462551 42.9934313, -79.246175 42.9934692, -79.2460776 42.9934963, -79.2459611 42.9935031, -79.2458012 42.9935028, -79.2456649 42.9935025, -79.2453313 42.9935019, -79.2452101 42.9935034, -79.2450999 42.9935063, -79.2449871 42.9935189, -79.2448888 42.9935335, -79.2441588 42.9936822)",,,
"[67956153, 436327271]",2,Dorothy Street,residential,False,True,87.518,"LINESTRING (-79.2465547 42.9932358, -79.2466064 42.993199, -79.2466409 42.9931611, -79.2466631 42.9931142, -79.2466691 42.9930371, -79.2466678 42.9929457, -79.2466667 42.9928746, -79.2466669 42.9928506, -79.246669 42.9925418, -79.2466694 42.9924752)",,,
67947081,2,King Street,secondary,False,False,73.902,"LINESTRING (-79.2510463 42.9894924, -79.2510233 42.9901568)",,,
67930250,2,Young Street,residential,False,True,355.005,"LINESTRING (-79.2510463 42.9894924, -79.249086 42.9894599, -79.248966 42.9894579, -79.2484954 42.98945, -79.2481749 42.9894447, -79.2466828 42.98942)",,,
67947081,2,King Street,secondary,False,True,102.11500000000001,"LINESTRING (-79.2510463 42.9894924, -79.2510715 42.9886863, -79.251075 42.9885743)",,,
67944326,2,Seeley Street,residential,False,False,83.22,"LINESTRING (-79.2517462 42.9954784, -79.2517522 42.9962268)",,,
67954496,2,Merritt Street,residential,False,False,78.719,"LINESTRING (-79.2517462 42.9954784, -79.2507787 42.995499)",,,
67929963,2,Seeley Street,residential,False,True,79.69200000000001,"LINESTRING (-79.2517462 42.9954784, -79.2517418 42.9953272, -79.2517333 42.9951901, -79.2517023 42.9947625)",,,
