osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref
23940066,2,William Street North,tertiary,50,False,True,47.24,"LINESTRING (-82.1812166 42.4046752, -82.1810333 42.4042725)",,
23495187,2,King Street East,residential,50,False,False,147.622,"LINESTRING (-82.1812166 42.4046752, -82.1804765 42.4048415, -82.1794965 42.4050616)",,
"[23940066, 559395338, 207987795]",2,William Street North,tertiary,50,False,False,147.96699999999998,"LINESTRING (-82.1812166 42.4046752, -82.1812609 42.4047908, -82.1813862 42.4051174, -82.181401 42.4051512, -82.1814841 42.4053405, -82.181523 42.4054292, -82.1817486 42.4059464)",yes,
457500711,2,King Street West,tertiary,50,False,True,95.119,"LINESTRING (-82.1812166 42.4046752, -82.1813436 42.4046987, -82.1818163 42.4048494, -82.182282 42.4050077)",,
23498222,,Second Street,tertiary,50,False,False,129.112,"LINESTRING (-82.190892 42.4041956, -82.1907984 42.4041749, -82.1907685 42.4041683, -82.1905834 42.4041272, -82.1903486 42.4040752, -82.1901144 42.4040233, -82.1893859 42.4038618)",,
24013814,2,King Street West,unclassified,50,False,False,161.951,"LINESTRING (-82.190892 42.4041956, -82.1908594 42.4042792, -82.1906371 42.4048491, -82.1905741 42.4049353, -82.1904521 42.4050135, -82.1898248 42.4051325, -82.1897183 42.4051515)",,
458262638,2,King Street West,residential,50,False,True,146.99599999999998,"LINESTRING (-82.190892 42.4041956, -82.1909254 42.4041107, -82.1913932 42.4029265)",,
35686858,2,Wellington Street West,tertiary,50,False,True,40.681,"LINESTRING (-82.1893859 42.4038618, -82.1892746 42.4035053)",,
35688663,4,Wellington Street West,tertiary,50,False,False,28.135,"LINESTRING (-82.1893859 42.4038618, -82.1890479 42.4039034)",,40
23498222,,Second Street,tertiary,50,False,True,129.112,"LINESTRING (-82.1893859 42.4038618, -82.1901144 42.4040233, -82.1903486 42.4040752, -82.1905834 42.4041272, -82.1907685 42.4041683, -82.1907984 42.4041749, -82.190892 42.4041956)",,
