osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel
176685112,True,2,55,Brady Street,secondary,50,False,31.192,"LINESTRING (-80.9857332 46.4933048, -80.9857974 46.4932475, -80.9858796 46.4931531, -80.9859366 46.4930632)",
35240103,False,2,,Mont Adam Street,residential,50,True,18.494,"LINESTRING (-80.9852691 46.494636, -80.9852399 46.4944709)",
35238835,False,,,Montebello Street,residential,50,False,87.135,"LINESTRING (-80.9852691 46.494636, -80.9853495 46.4946341, -80.9853925 46.4946314, -80.9857292 46.4946399, -80.9858813 46.4946599, -80.985984 46.4947171, -80.9861237 46.4948152, -80.9861727 46.494836, -80.9863029 46.4948568)",
35240103,False,2,,Mont Adam Street,residential,50,False,18.494,"LINESTRING (-80.9852399 46.4944709, -80.9852691 46.494636)",
35241028,False,,,Mont Adam Street,residential,50,True,69.572,"LINESTRING (-80.9852399 46.4944709, -80.9852583 46.4940096, -80.9852701 46.4938456)",
35238835,False,,,Montebello Street,residential,50,True,87.135,"LINESTRING (-80.9863029 46.4948568, -80.9861727 46.494836, -80.9861237 46.4948152, -80.985984 46.4947171, -80.9858813 46.4946599, -80.9857292 46.4946399, -80.9853925 46.4946314, -80.9853495 46.4946341, -80.9852691 46.494636)",
"[174509787, 220581875]",False,,,Pearl Street,residential,50,"[False, True]",295.342,"LINESTRING (-80.9863029 46.4948568, -80.9863105 46.4948047, -80.9863886 46.4946721, -80.9864637 46.4945724, -80.9865546 46.4944945, -80.9867156 46.4943727, -80.986858 46.4942917, -80.9868788 46.4942825, -80.9870431 46.4942104, -80.9871233 46.4941935, -80.9872761 46.4941695, -80.9875339 46.4941384, -80.9880298 46.4941123, -80.9881106 46.494107, -80.9881615 46.4940923, -80.9881988 46.4940624, -80.9882686 46.4939793, -80.988349 46.4938335, -80.9884107 46.4937079, -80.9884322 46.4936193, -80.9884509 46.4935325, -80.988459 46.4934475, -80.9884536 46.493322, -80.9884351 46.493193, -80.9884295 46.4931696, -80.9884182 46.4931124)",
"[174510690, 174509787]",False,,,"['Pearl Street', 'Fairview Avenue']",residential,50,"[False, True]",373.754,"LINESTRING (-80.9863029 46.4948568, -80.9863528 46.4949468, -80.9864419 46.4950152, -80.9865545 46.4950798, -80.9866672 46.4951075, -80.9868187 46.4951043, -80.9870931 46.4950816, -80.9872755 46.4950355, -80.9874981 46.4949265, -80.9876564 46.4948268, -80.9878554 46.4946957, -80.988174 46.4945591, -80.9885844 46.4944114, -80.9887593 46.4943301, -80.9888854 46.4942119, -80.9890597 46.4940181, -80.9891858 46.4938316, -80.9892233 46.4937171, -80.9892099 46.493634, -80.9891974 46.4935234, -80.989175 46.4933256, -80.9891748 46.4932037, -80.9891747 46.493165, -80.9891746 46.4931027)",
293996444,True,2,55,Brady Street,secondary,50,False,52.324999999999996,"LINESTRING (-80.985918 46.4913028, -80.985898 46.4914677, -80.985898 46.4916487, -80.9859741 46.4917612)",
503992494,False,4,55,Brady Street,secondary,60,False,7.327,"LINESTRING (-80.9935219 46.4895661, -80.9934262 46.4895671)",
35231891,False,4,55,Brady Street,secondary,60,True,75.49100000000001,"LINESTRING (-80.9935219 46.4895661, -80.9936919 46.4895586, -80.9938394 46.4895457, -80.9940352 46.489518, -80.9942149 46.489481, -80.9943383 46.4894515, -80.9944751 46.4894109)",
170641282,True,1,,,secondary_link,,False,68.945,"LINESTRING (-80.9935219 46.4895661, -80.9936975 46.4896209, -80.9939926 46.4896283, -80.9942385 46.4896414, -80.9942823 46.489656, -80.994393 46.4896825)",
167023264,False,,35,Lloyd Street,primary,50,True,57.913,"LINESTRING (-80.9884182 46.4931124, -80.9891746 46.4931027)",
167023264,False,,35,Lloyd Street,primary,50,False,153.786,"LINESTRING (-80.9884182 46.4931124, -80.9881618 46.4931213, -80.9879301 46.4931466, -80.9873683 46.4932535, -80.9865553 46.493387, -80.986459 46.4934026)",
"[220581875, 174509787]",False,,,Pearl Street,residential,50,"[False, True]",295.342,"LINESTRING (-80.9884182 46.4931124, -80.9884295 46.4931696, -80.9884351 46.493193, -80.9884536 46.493322, -80.988459 46.4934475, -80.9884509 46.4935325, -80.9884322 46.4936193, -80.9884107 46.4937079, -80.988349 46.4938335, -80.9882686 46.4939793, -80.9881988 46.4940624, -80.9881615 46.4940923, -80.9881106 46.494107, -80.9880298 46.4941123, -80.9875339 46.4941384, -80.9872761 46.4941695, -80.9871233 46.4941935, -80.9870431 46.4942104, -80.9868788 46.4942825, -80.986858 46.4942917, -80.9867156 46.4943727, -80.9865546 46.4944945, -80.9864637 46.4945724, -80.9863886 46.4946721, -80.9863105 46.4948047, -80.9863029 46.4948568)",
25907476,False,2,67,Elgin Street,secondary,50,False,102.149,"LINESTRING (-80.9965359 46.4949052, -80.9965326 46.4948037, -80.9965278 46.494657, -80.9965211 46.4944529, -80.9965284 46.4940598, -80.9965298 46.4939867)",
35227678,False,2,60,MacKenzie Street,tertiary,40,False,61.567,"LINESTRING (-80.9965359 46.4949052, -80.9966505 46.4949058, -80.9968577 46.4949068, -80.9970562 46.4949078, -80.9971997 46.4949286, -80.9973341 46.494948)",
167407800,False,4,61,Sainte Anne Road,secondary,50,False,187.971,"LINESTRING (-80.9965359 46.4949052, -80.9964105 46.4949497, -80.9959465 46.4951141, -80.9957358 46.495189, -80.9957088 46.4951986, -80.9955075 46.4952699, -80.9953621 46.4953215, -80.9952009 46.4953616, -80.9950344 46.4954031, -80.9947239 46.4954586, -80.9943841 46.4954878, -80.9942609 46.4954934)",
168896851,True,2,35,Elm Street,primary,50,False,19.131,"LINESTRING (-80.9905324 46.49312, -80.9907703 46.4931727)",
168898098,True,3,80,Notre Dame Avenue,secondary,50,False,186.135,"LINESTRING (-80.9905324 46.49312, -80.9906243 46.4932746, -80.9907443 46.4934974, -80.9908469 46.4937406, -80.9909133 46.4939867, -80.9909395 46.4942151, -80.99095 46.4943075, -80.9909535 46.4943376, -80.9909428 46.4945573, -80.99092 46.4946485, -80.9908951 46.4947484)",
477539441,False,,35,Lloyd Street,primary,50,False,35.694,"LINESTRING (-80.9905324 46.49312, -80.9903424 46.4931176, -80.9900662 46.4931141)",
35245871,True,2,35,Lloyd Street,primary,,False,58.47299999999999,"LINESTRING (-80.986459 46.4934026, -80.9861209 46.4934097, -80.9859042 46.4933833, -80.9858215 46.4933453, -80.9857332 46.4933048)",
167023264,False,,35,Lloyd Street,primary,50,True,153.786,"LINESTRING (-80.986459 46.4934026, -80.9865553 46.493387, -80.9873683 46.4932535, -80.9879301 46.4931466, -80.9881618 46.4931213, -80.9884182 46.4931124)",
359169339,False,2,,Minto Street,residential,50,True,13.144,"LINESTRING (-80.9918518 46.489629, -80.9918503 46.4895108)",
358951027,False,2,,Minto Street,residential,50,False,184.57900000000004,"LINESTRING (-80.9918518 46.489629, -80.9918541 46.4897032, -80.9918479 46.4904154, -80.9918441 46.4908453, -80.9918433 46.490969, -80.9918422 46.4911278, -80.9918417 46.4911943, -80.9918415 46.4912312, -80.9918413 46.4912889)",
358951423,True,2,55,Brady Street,secondary,50,False,46.678000000000004,"LINESTRING (-80.9918518 46.489629, -80.9920022 46.4896286, -80.9923051 46.4896281, -80.9924333 46.4895664)",
171648414,False,4,35,Elm Street,primary,50,False,85.158,"LINESTRING (-80.9976302 46.4931187, -80.9975466 46.4931186, -80.996569 46.4931138, -80.9965184 46.4931192)",
167405945,False,2,,Beech Street,unclassified,50,False,111.709,"LINESTRING (-80.9950707 46.49397, -80.9951893 46.4939714, -80.9956422 46.4939765, -80.9964401 46.4939857, -80.9965298 46.4939867)",
25907476,False,2,67,Elgin Street,secondary,50,True,102.149,"LINESTRING (-80.9965298 46.4939867, -80.9965284 46.4940598, -80.9965211 46.4944529, -80.9965278 46.494657, -80.9965326 46.4948037, -80.9965359 46.4949052)",
167405945,False,2,,Beech Street,unclassified,50,True,111.70899999999999,"LINESTRING (-80.9965298 46.4939867, -80.9964401 46.4939857, -80.9956422 46.4939765, -80.9951893 46.4939714, -80.9950707 46.49397)",
233516751,False,2,67,Elgin Street,secondary,50,False,96.474,"LINESTRING (-80.9965298 46.4939867, -80.9965303 46.4939177, -80.9965325 46.4936044, -80.9965204 46.4931896, -80.9965184 46.4931192)",
35227678,False,2,60,MacKenzie Street,tertiary,40,True,61.56699999999999,"LINESTRING (-80.9973341 46.494948, -80.9971997 46.4949286, -80.9970562 46.4949078, -80.9968577 46.4949068, -80.9966505 46.4949058, -80.9965359 46.4949052)",
171648414,False,4,35,Elm Street,primary,50,True,85.158,"LINESTRING (-80.9965184 46.4931192, -80.996569 46.4931138, -80.9975466 46.4931186, -80.9976302 46.4931187)",
233516751,False,2,67,Elgin Street,secondary,50,True,96.474,"LINESTRING (-80.9965184 46.4931192, -80.9965204 46.4931896, -80.9965325 46.4936044, -80.9965303 46.4939177, -80.9965298 46.4939867)",
233521495,False,4,35,Elm Street,primary,50,False,110.581,"LINESTRING (-80.9965184 46.4931192, -80.9964346 46.4931197, -80.9951893 46.4931266, -80.9950739 46.4931272)",
554519070,False,3,67,Elgin Street,secondary,50,True,100.41199999999999,"LINESTRING (-80.9965184 46.4931192, -80.9965196 46.4930352, -80.996525 46.4926689, -80.996526 46.4925625, -80.9965276 46.4923834, -80.9965283 46.4923086, -80.9965284 46.4922892, -80.9965291 46.4922162)",
233517030,False,3,67,Elgin Street,secondary,50,True,102.15700000000001,"LINESTRING (-80.9965291 46.4922162, -80.9965272 46.4921544, -80.996526 46.4921138, -80.996522 46.4919805, -80.9965207 46.4919391, -80.9965183 46.4918619, -80.9965002 46.4917704, -80.9964841 46.4916891, -80.9963156 46.4913168)",
554519070,False,3,67,Elgin Street,secondary,50,False,100.41199999999999,"LINESTRING (-80.9965291 46.4922162, -80.9965284 46.4922892, -80.9965283 46.4923086, -80.9965276 46.4923834, -80.996526 46.4925625, -80.996525 46.4926689, -80.9965196 46.4930352, -80.9965184 46.4931192)",
167407800,False,4,61,Sainte Anne Road,secondary,50,False,186.95299999999997,"LINESTRING (-80.9942609 46.4954934, -80.9941677 46.4954976, -80.9938259 46.4954848, -80.9934355 46.4954557, -80.9931976 46.4953979, -80.9930295 46.4953572, -80.9929106 46.4953257, -80.9923724 46.4951834, -80.9923633 46.495181, -80.9921638 46.4951282, -80.9919248 46.495065)",
167407800,False,4,61,Sainte Anne Road,secondary,50,True,187.971,"LINESTRING (-80.9942609 46.4954934, -80.9943841 46.4954878, -80.9947239 46.4954586, -80.9950344 46.4954031, -80.9952009 46.4953616, -80.9953621 46.4953215, -80.9955075 46.4952699, -80.9957088 46.4951986, -80.9957358 46.495189, -80.9959465 46.4951141, -80.9964105 46.4949497, -80.9965359 46.4949052)",
168719761,False,,,Xavier Street,residential,50,True,90.993,"LINESTRING (-80.9942609 46.4954934, -80.9942645 46.4955812, -80.9942714 46.4957501, -80.9944511 46.4957446, -80.9948615 46.4957113, -80.9950761 46.4956707)",
168759664,False,,,Ignatius Street,unclassified,50,True,57.872,"LINESTRING (-80.9942609 46.4954934, -80.9942627 46.4954077, -80.9942641 46.49534, -80.9942719 46.494973)",
168719761,False,,,Xavier Street,residential,50,False,90.993,"LINESTRING (-80.9950761 46.4956707, -80.9948615 46.4957113, -80.9944511 46.4957446, -80.9942714 46.4957501, -80.9942645 46.4955812, -80.9942609 46.4954934)",
168727426,True,2,,Durham Street,unclassified,50,False,93.71799999999999,"LINESTRING (-80.9950739 46.4931272, -80.9950731 46.4931919, -80.9950687 46.4935728, -80.9950701 46.4938918, -80.9950707 46.49397)",
210949195,False,4,35,Elm Street,primary,50,False,100.6,"LINESTRING (-80.9950739 46.4931272, -80.9949636 46.4931278, -80.9942689 46.4931317, -80.9937598 46.4931345)",
233521495,False,4,35,Elm Street,primary,50,True,110.581,"LINESTRING (-80.9950739 46.4931272, -80.9951893 46.4931266, -80.9964346 46.4931197, -80.9965184 46.4931192)",
35225901,True,2,,Durham Street,tertiary,50,False,19.646,"LINESTRING (-80.9952828 46.4897594, -80.9951539 46.4898042, -80.9950989 46.4898458, -80.995091 46.4898661)",
179050218,False,3,67,Elgin Street,secondary,50,False,190.408,"LINESTRING (-80.9952828 46.4897594, -80.995398 46.489915, -80.9957471 46.4904549, -80.9960272 46.4908778, -80.9961015 46.4909855, -80.9961735 46.4910956, -80.9962118 46.4911514, -80.9962617 46.4912242, -80.9963156 46.4913168)",
483001271,False,3,67,Elgin Street,secondary,50,True,40.321,"LINESTRING (-80.9952828 46.4897594, -80.9951811 46.489622, -80.9950466 46.4894353)",
168759664,False,,,Ignatius Street,unclassified,50,False,57.872,"LINESTRING (-80.9942719 46.494973, -80.9942641 46.49534, -80.9942627 46.4954077, -80.9942609 46.4954934)",
554563689,True,3,80,Notre Dame Avenue,secondary,50,False,11.847,"LINESTRING (-80.9907703 46.4931727, -80.9907041 46.4930764)",
554563688,True,2,35,Elm Street,primary,50,False,100.771,"LINESTRING (-80.9907703 46.4931727, -80.9909944 46.4931725, -80.9915934 46.4931721, -80.9916771 46.4931721, -80.9920867 46.4931719)",
265600752,True,4,61,Sainte Anne Road,secondary,50,False,16.559,"LINESTRING (-80.9911057 46.4947824, -80.9908951 46.4947484)",
168796343,True,3,80,Notre Dame Avenue,secondary,50,False,183.96200000000002,"LINESTRING (-80.9911057 46.4947824, -80.9911211 46.4946801, -80.9911254 46.4946513, -80.9911547 46.4944519, -80.991163 46.4943134, -80.9911574 46.4941472, -80.9911413 46.4940033, -80.991093 46.4938205, -80.9910286 46.4936561, -80.9908492 46.4932713, -80.9908006 46.4932037, -80.9907703 46.4931727)",
210949195,False,4,35,Elm Street,primary,50,True,100.60000000000001,"LINESTRING (-80.9937598 46.4931345, -80.9942689 46.4931317, -80.9949636 46.4931278, -80.9950739 46.4931272)",
210959053,True,2,35,Elm Street,primary,50,False,56.412,"LINESTRING (-80.9937598 46.4931345, -80.9937225 46.4931231, -80.993605 46.4930872, -80.9931494 46.49308, -80.9930376 46.4930782)",
554325242,True,2,35,Elm Street,primary,50,False,14.009,"LINESTRING (-80.9907041 46.4930764, -80.9905324 46.49312)",
170609662,True,3,80,Paris Street,secondary,50,False,85.59500000000001,"LINESTRING (-80.9907041 46.4930764, -80.9906557 46.4930238, -80.9901922 46.49252, -80.9901058 46.4924261)",
500990379,False,2,,Lisgar Street,unclassified,50,False,10.333,"LINESTRING (-80.9930376 46.4930782, -80.9930409 46.4931711)",
293995766,False,2,,Lisgar Street,unclassified,50,True,96.90799999999999,"LINESTRING (-80.9930376 46.4930782, -80.9930371 46.4930279, -80.9930337 46.4926586, -80.9930305 46.4923151, -80.9930302 46.4922819, -80.9930295 46.4922067)",
500990378,True,2,35,Elm Street,primary,50,False,68.161,"LINESTRING (-80.9930376 46.4930782, -80.9929283 46.4930782, -80.9921472 46.4930776)",
168897345,False,2,,Lisgar Street,unclassified,50,True,101.64399999999999,"LINESTRING (-80.9930295 46.4922067, -80.9930295 46.4921342, -80.9930295 46.4921009, -80.9930295 46.4917575, -80.9930295 46.4915603, -80.9930295 46.4914513, -80.9930295 46.4914232, -80.9930295 46.4913845, -80.9930295 46.4912926)",
293995759,True,2,53,Cedar Street,tertiary,50,False,155.851,"LINESTRING (-80.9930295 46.4922067, -80.993141 46.4922072, -80.9936681 46.4922099, -80.9940945 46.4922121, -80.9948997 46.4922161, -80.9949636 46.4922164, -80.9950653 46.4922169)",
293995766,False,2,,Lisgar Street,unclassified,50,False,96.908,"LINESTRING (-80.9930295 46.4922067, -80.9930302 46.4922819, -80.9930305 46.4923151, -80.9930337 46.4926586, -80.9930371 46.4930279, -80.9930376 46.4930782)",
500990379,False,2,,Lisgar Street,unclassified,50,True,10.333,"LINESTRING (-80.9930409 46.4931711, -80.9930376 46.4930782)",
500990377,True,2,35,Elm Street,primary,50,False,55.834,"LINESTRING (-80.9930409 46.4931711, -80.9931503 46.493171, -80.993633 46.4931707, -80.9937598 46.4931345)",
168897345,False,2,,Lisgar Street,unclassified,50,False,101.64399999999999,"LINESTRING (-80.9930295 46.4912926, -80.9930295 46.4913845, -80.9930295 46.4914232, -80.9930295 46.4914513, -80.9930295 46.4915603, -80.9930295 46.4917575, -80.9930295 46.4921009, -80.9930295 46.4921342, -80.9930295 46.4922067)",
293995942,True,2,51,Larch Street,tertiary,50,False,90.96300000000001,"LINESTRING (-80.9930295 46.4912926, -80.9929328 46.4912924, -80.9920077 46.4912894, -80.9919488 46.4912892, -80.9918413 46.4912889)",
315022230,True,2,,Durham Street,tertiary,50,False,160.452,"LINESTRING (-80.995091 46.4898661, -80.9950842 46.4898836, -80.9950949 46.490024, -80.9950817 46.4908704, -80.9950769 46.4911919, -80.9950761 46.4912459, -80.9950752 46.4913082)",
167407800,False,4,61,Sainte Anne Road,secondary,50,True,186.953,"LINESTRING (-80.9919248 46.495065, -80.9921638 46.4951282, -80.9923633 46.495181, -80.9923724 46.4951834, -80.9929106 46.4953257, -80.9930295 46.4953572, -80.9931976 46.4953979, -80.9934355 46.4954557, -80.9938259 46.4954848, -80.9941677 46.4954976, -80.9942609 46.4954934)",
170467071,True,4,61,Sainte Anne Road,secondary,50,False,72.36099999999999,"LINESTRING (-80.9919248 46.495065, -80.9918647 46.4949911, -80.9918392 46.4949708, -80.9918146 46.4949615, -80.9912564 46.4948172, -80.9911057 46.4947824)",
477685125,True,4,61,Sainte Anne Road,secondary,50,False,16.532,"LINESTRING (-80.9908552 46.4948725, -80.9910653 46.4949069)",
477685126,True,3,80,Notre Dame Avenue,secondary,50,False,14.185,"LINESTRING (-80.9910653 46.4949069, -80.9911057 46.4947824)",
170467170,True,4,61,Sainte Anne Road,secondary,50,False,27.756,"LINESTRING (-80.9910653 46.4949069, -80.9911964 46.4949434, -80.9914015 46.4950004)",
477685124,True,4,61,Sainte Anne Road,secondary,50,False,41.56,"LINESTRING (-80.9914015 46.4950004, -80.9917099 46.4950761, -80.9919248 46.495065)",
170467801,True,1,,,secondary_link,,False,47.410000000000004,"LINESTRING (-80.9909284 46.4952359, -80.9910742 46.4951075, -80.9911493 46.4950503, -80.991208 46.4950248, -80.9912459 46.4950078, -80.9914015 46.4950004)",
483003358,True,3,80,Notre Dame Avenue,secondary,50,False,38.095,"LINESTRING (-80.9909284 46.4952359, -80.9910235 46.4950354, -80.991044 46.4949726, -80.9910653 46.4949069)",
170606481,False,,,,unclassified,,True,11.463,"LINESTRING (-80.9921472 46.4930776, -80.9920867 46.4931719)",
"[500990378, 168896927]",True,2,35,Elm Street,primary,50,False,110.47099999999999,"LINESTRING (-80.9921472 46.4930776, -80.9917476 46.4930773, -80.9916758 46.4930772, -80.991596 46.4930772, -80.9909381 46.4930766, -80.9907041 46.4930764)",
170606481,False,,,,unclassified,,False,11.463,"LINESTRING (-80.9920867 46.4931719, -80.9921472 46.4930776)",
554563688,True,2,35,Elm Street,primary,50,False,73.046,"LINESTRING (-80.9920867 46.4931719, -80.9929283 46.4931712, -80.9930409 46.4931711)",
265601654,True,3,80,Paris Street,secondary,50,False,114.76799999999999,"LINESTRING (-80.9899103 46.4922136, -80.9898423 46.4921414, -80.9895258 46.4917431, -80.9894354 46.4916028, -80.9893218 46.4913816, -80.9892804 46.4912816)",
477685083,True,2,53,Cedar Street,tertiary,,False,32.641999999999996,"LINESTRING (-80.9899103 46.4922136, -80.9900202 46.4922132, -80.9903367 46.4922122)",
554519069,True,2,53,Cedar Street,tertiary,,False,17.722,"LINESTRING (-80.9896788 46.4922129, -80.9899103 46.4922136)",
554519068,True,3,80,Paris Street,secondary,50,False,84.126,"LINESTRING (-80.9896788 46.4922129, -80.9897272 46.492267, -80.9899852 46.4925557, -80.9902707 46.4928502)",
174514591,False,2,,Young Street,unclassified,50,True,102.254,"LINESTRING (-80.9909858 46.4922102, -80.9909844 46.4921408, -80.9909764 46.491758, -80.9909692 46.4914089, -80.9909685 46.4913738, -80.9909668 46.4912907)",
"[233518304, 233519020, 293995212, 271115980, 264440497, 210948830]",True,2,53,Cedar Street,tertiary,50,False,156.453,"LINESTRING (-80.9909858 46.4922102, -80.9910877 46.4922099, -80.991187 46.4922096, -80.991364 46.492209, -80.9916993 46.4922079, -80.9918924 46.4922073, -80.9920104 46.4922069, -80.9928312 46.4922044, -80.9929198 46.4922054, -80.9930295 46.4922067)",
265601993,True,2,53,Cedar Street,tertiary,,False,49.69,"LINESTRING (-80.9903367 46.4922122, -80.9905638 46.4922115, -80.9908812 46.4922105, -80.9909858 46.4922102)",
170610634,True,1,,,secondary_link,,False,31.868,"LINESTRING (-80.9901058 46.4924261, -80.9901061 46.4923816, -80.9901113 46.4923507, -80.9901441 46.4923134, -80.990232 46.4922584, -80.9903367 46.4922122)",
477685084,True,3,80,Paris Street,secondary,50,False,27.969,"LINESTRING (-80.9901058 46.4924261, -80.9899573 46.4922647, -80.9899103 46.4922136)",
314145675,True,2,51,Larch Street,tertiary,50,False,66.947,"LINESTRING (-80.9918413 46.4912889, -80.991744 46.4912891, -80.9911406 46.4912903, -80.9910655 46.4912905, -80.9909668 46.4912907)",
358951027,False,2,,Minto Street,residential,50,True,184.579,"LINESTRING (-80.9918413 46.4912889, -80.9918415 46.4912312, -80.9918417 46.4911943, -80.9918422 46.4911278, -80.9918433 46.490969, -80.9918441 46.4908453, -80.9918479 46.4904154, -80.9918541 46.4897032, -80.9918518 46.489629)",
