osmid,oneway,ref,highway,maxspeed,junction,reversed,length,name,geometry,lanes,bridge,access
409156798,True,153,primary,50,roundabout,False,2.234,,"LINESTRING (-72.7519586 46.5435916, -72.7519841 46.5435818)",,,
43424749,False,,residential,,,True,43.413,Rue Sainte-Cécile,"LINESTRING (-72.7515957 46.5434302, -72.7510281 46.5434261)",,,
409156798,True,153,primary,50,roundabout,False,17.145,,"LINESTRING (-72.7515957 46.5434302, -72.7516004 46.5434686, -72.7516173 46.5435053, -72.7516455 46.5435386, -72.7516837 46.5435669)",,,
481402602,False,,tertiary,,,True,121.498,4e rue de la Pointe,"LINESTRING (-72.7518719 46.5396411, -72.750288 46.5397242)",4,,
375694793,False,157,primary,50,,True,142.485,Avenue de la Station,"LINESTRING (-72.7518719 46.5396411, -72.7517837 46.5393037, -72.7516332 46.5387722, -72.7516166 46.5386491, -72.7516352 46.538552, -72.7517096 46.5383841)",4,,
1161108014,False,157,primary,50,,False,84.805,Avenue de la Station,"LINESTRING (-72.7518719 46.5396411, -72.7519863 46.5400442, -72.7520861 46.5403894)",,,
1161108015,False,,tertiary,,,False,98.27,4e rue de la Pointe,"LINESTRING (-72.7518719 46.5396411, -72.7523963 46.53961, -72.7529916 46.5395823, -72.7530552 46.5395767, -72.7531521 46.5395682)",4,,
1161108014,False,157,primary,50,,True,38.222,Avenue de la Station,"LINESTRING (-72.7521993 46.5407242, -72.7520861 46.5403894)",,,
375697534,True,157,primary,50,,False,130.014,Avenue de la Station,"LINESTRING (-72.7521993 46.5407242, -72.7521717 46.5409627, -72.7519739 46.5418098, -72.7519678 46.5418817)",,,
43424749,False,,residential,,,False,43.413,Rue Sainte-Cécile,"LINESTRING (-72.7510281 46.5434261, -72.7515957 46.5434302)",,,
"[1255942052, 404277103]",False,,residential,,,True,135.55700000000002,"['Rue Saint-André', 'Avenue Lévis']","LINESTRING (-72.7510281 46.5434261, -72.751043 46.5432875, -72.7510499 46.5432242, -72.7510607 46.5431237, -72.7510731 46.5430084, -72.7510851 46.5428969, -72.7510985 46.5427718, -72.7515496 46.5427636, -72.7516666 46.5427615, -72.7519165 46.5427524)",2,,
1226579998,False,,tertiary,50,,False,81.069,Avenue des Cèdres,"LINESTRING (-72.7459857 46.5399501, -72.7460616 46.5406773)",2,,
481402602,False,,tertiary,,,False,172.67700000000002,4e rue de la Pointe,"LINESTRING (-72.7459857 46.5399501, -72.7468973 46.5399022, -72.7482368 46.5398319)",4,,
1161108016,False,,tertiary,50,,True,80.846,Avenue des Cèdres,"LINESTRING (-72.7459857 46.5399501, -72.7459488 46.539597, -72.74591 46.5392249)",2,,
1161108014,False,157,primary,50,,False,38.222,Avenue de la Station,"LINESTRING (-72.7520861 46.5403894, -72.7521993 46.5407242)",,,
1175716350,False,,tertiary,,,False,132.384,5e rue de la Pointe,"LINESTRING (-72.7520861 46.5403894, -72.7503594 46.5404719)",2,,
1161108014,False,157,primary,50,,True,84.805,Avenue de la Station,"LINESTRING (-72.7520861 46.5403894, -72.7519863 46.5400442, -72.7518719 46.5396411)",,,
481402615,False,,residential,,,False,114.051,6e rue de la Pointe,"LINESTRING (-72.7476279 46.5413602, -72.7467064 46.5414024, -72.74614 46.5414283)",,,
43424719,False,,residential,50,,False,55.069,3e rue de la Pointe,"LINESTRING (-72.7512908 46.5388183, -72.7514052 46.5388476, -72.7514367 46.5388832, -72.7514369 46.5389491, -72.7513937 46.5389777, -72.7510123 46.5389851)",,,
341946905,True,,tertiary,50,,False,28.244,3e rue de la Pointe,"LINESTRING (-72.7512908 46.5388183, -72.7511323 46.5389132, -72.7510123 46.5389851)",,,
341946904,False,,tertiary,50,,False,60.665,3e rue de la Pointe,"LINESTRING (-72.7510123 46.5389851, -72.750221 46.5390223)",,,
43424719,False,,residential,50,,True,55.069,3e rue de la Pointe,"LINESTRING (-72.7510123 46.5389851, -72.7513937 46.5389777, -72.7514369 46.5389491, -72.7514367 46.5388832, -72.7514052 46.5388476, -72.7512908 46.5388183)",,,
43424456,False,,residential,,,False,15.472,Avenue Melville,"LINESTRING (-72.7554929 46.5353459, -72.7556787 46.5354009)",2,,
"[131110697, 43424755]",True,157,primary,50,,False,122.619,"['Avenue Melville', '12e Avenue']","LINESTRING (-72.7554929 46.5353459, -72.7552405 46.53573, -72.7551495 46.535841, -72.7549297 46.5360722, -72.7547121 46.5363059)",2,,
43424456,False,,residential,,,True,15.472,Avenue Melville,"LINESTRING (-72.7556787 46.5354009, -72.7554929 46.5353459)",2,,
"[32147112, 375694793]",False,157,primary,50,,"[False, True]",326.579,"['Pont René-Hamel', 'Avenue de la Station']","LINESTRING (-72.7547121 46.5363059, -72.751839 46.5382257, -72.7517096 46.5383841)",4,yes,
43424754,True,157,primary,50,,False,126.834,Avenue Melville,"LINESTRING (-72.7547121 46.5363059, -72.7550607 46.5360931, -72.7553845 46.535826, -72.7555625 46.5356115, -72.7556787 46.5354009)",2,,
43423966,False,,residential,50,,False,138.974,Avenue Mance,"LINESTRING (-72.7488251 46.5363912, -72.7489554 46.5376378)",2,,yes
43424275,True,,residential,,,False,87.619,Promenade du Saint-Maurice,"LINESTRING (-72.7488251 46.5363912, -72.749959 46.5362794)",2,,
43423301,False,,residential,50,,False,145.345,Avenue Tamarac,"LINESTRING (-72.749959 46.5362794, -72.7500836 46.5375837)",2,,
43424275,True,,residential,,,False,252.652,Promenade du Saint-Maurice,"LINESTRING (-72.749959 46.5362794, -72.750301 46.5362601, -72.7504735 46.5362782, -72.7506075 46.536319, -72.7508104 46.5364269, -72.750902 46.5364911, -72.7510599 46.5366873, -72.7519941 46.5378456)",2,,
30758109,False,,residential,50,,True,67.578,1re rue de la Pointe,"LINESTRING (-72.7500836 46.5375837, -72.7509639 46.537532)",,,
43423301,False,,residential,50,,True,145.345,Avenue Tamarac,"LINESTRING (-72.7500836 46.5375837, -72.749959 46.5362794)",2,,
494509195,True,,residential,50,,False,86.504,1re rue de la Pointe,"LINESTRING (-72.7500836 46.5375837, -72.7489554 46.5376378)",,,
43423301,False,,residential,50,,False,77.37,Avenue Tamarac,"LINESTRING (-72.7500836 46.5375837, -72.7501175 46.537939, -72.7501499 46.538278)",2,,
43423966,False,,residential,50,,True,138.974,Avenue Mance,"LINESTRING (-72.7489554 46.5376378, -72.7488251 46.5363912)",2,,yes
494509195,True,,residential,50,,False,76.145,1re rue de la Pointe,"LINESTRING (-72.7489554 46.5376378, -72.7479623 46.5376854)",,,
43423222,False,,residential,50,,False,134.63,Avenue Mercier,"LINESTRING (-72.7478081 46.5364793, -72.7479623 46.5376854)",2,,
43424275,True,,residential,,,False,78.405,Promenade du Saint-Maurice,"LINESTRING (-72.7478081 46.5364793, -72.7488251 46.5363912)",2,,
43424275,True,,residential,,,False,86.394,Promenade du Saint-Maurice,"LINESTRING (-72.7467297 46.5367103, -72.7478081 46.5364793)",2,,
43423222,False,,residential,50,,True,134.63,Avenue Mercier,"LINESTRING (-72.7479623 46.5376854, -72.7478081 46.5364793)",2,,
494509195,True,,residential,50,,False,83.867,1re rue de la Pointe,"LINESTRING (-72.7479623 46.5376854, -72.7468685 46.5377379)",,,
43423222,False,,residential,50,,False,77.981,Avenue Mercier,"LINESTRING (-72.7479623 46.5376854, -72.7480075 46.5380385, -72.7480516 46.538384)",2,,
494509195,True,,residential,50,,False,84.971,1re rue de la Pointe,"LINESTRING (-72.7468685 46.5377379, -72.7457603 46.5377911)",,,
43425285,True,,residential,50,,False,114.756,Avenue Spruce,"LINESTRING (-72.7468685 46.5377379, -72.746779 46.53708, -72.7467297 46.5367103)",2,,yes
43422740,False,,residential,50,,True,94.48,Avenue des Cèdres,"LINESTRING (-72.7457603 46.5377911, -72.7456719 46.5369436)",2,,
43422740,False,,residential,50,,False,79.041,Avenue des Cèdres,"LINESTRING (-72.7457603 46.5377911, -72.7457987 46.5381588, -72.7458344 46.5385001)",2,,
43422848,False,,residential,,,False,443.1809999999999,Rue des Érables,"LINESTRING (-72.7574912 46.5430004, -72.7555806 46.543445, -72.7552991 46.5435003, -72.7537698 46.5433914, -72.7536631 46.5433562, -72.7534784 46.5432652, -72.7527071 46.5428172, -72.7525522 46.542768, -72.7521306 46.5427599)",2,,
43424088,False,,residential,,,False,64.639,Avenue Saint-Hubert,"LINESTRING (-72.7574912 46.5430004, -72.7577162 46.5435319, -72.7577449 46.5435514)",2,,
43424088,False,,residential,,,True,64.639,Avenue Saint-Hubert,"LINESTRING (-72.7577449 46.5435514, -72.7577162 46.5435319, -72.7574912 46.5430004)",2,,
341946922,False,,residential,,,True,66.147,Promenade du Saint-Maurice,"LINESTRING (-72.7531521 46.5395682, -72.7537737 46.5399818)",2,,
1161108015,False,,tertiary,,,True,98.27000000000001,4e rue de la Pointe,"LINESTRING (-72.7531521 46.5395682, -72.7530552 46.5395767, -72.7529916 46.5395823, -72.7523963 46.53961, -72.7518719 46.5396411)",4,,
43423220,False,,residential,,,True,76.916,Avenue Willow,"LINESTRING (-72.7534722 46.5406417, -72.7536226 46.5403124, -72.7537737 46.5399818)",2,,
341946922,False,,residential,,,False,66.147,Promenade du Saint-Maurice,"LINESTRING (-72.7537737 46.5399818, -72.7531521 46.5395682)",2,,
43423220,False,,residential,,,False,76.916,Avenue Willow,"LINESTRING (-72.7537737 46.5399818, -72.7536226 46.5403124, -72.7534722 46.5406417)",2,,
1233543571,False,,residential,,,False,18.022,Rue Cascade,"LINESTRING (-72.7522982 46.5419468, -72.7520717 46.5419021)",2,,
375692588,False,,residential,,,True,49.712,Rue Cascade,"LINESTRING (-72.7522982 46.5419468, -72.7522797 46.5420308, -72.7523282 46.5420697, -72.752609 46.5421266, -72.7526332 46.5421721, -72.7526201 46.5422325)",2,,
375697534,True,157,primary,50,,False,61.814,Avenue de la Station,"LINESTRING (-72.7519165 46.5427524, -72.7518712 46.5430684, -72.751851 46.543142, -72.7517283 46.543282)",,,
"[1255942052, 404277103]",False,,residential,,,False,135.557,"['Rue Saint-André', 'Avenue Lévis']","LINESTRING (-72.7519165 46.5427524, -72.7516666 46.5427615, -72.7515496 46.5427636, -72.7510985 46.5427718, -72.7510851 46.5428969, -72.7510731 46.5430084, -72.7510607 46.5431237, -72.7510499 46.5432242, -72.751043 46.5432875, -72.7510281 46.5434261)",2,,
375692588,False,,residential,,,False,49.712,Rue Cascade,"LINESTRING (-72.7526201 46.5422325, -72.7526332 46.5421721, -72.752609 46.5421266, -72.7523282 46.5420697, -72.7522797 46.5420308, -72.7522982 46.5419468)",2,,
341946904,False,,tertiary,50,,True,60.665,3e rue de la Pointe,"LINESTRING (-72.750221 46.5390223, -72.7510123 46.5389851)",,,
43423301,False,,residential,50,,True,82.941,Avenue Tamarac,"LINESTRING (-72.750221 46.5390223, -72.7501845 46.5386401, -72.7501499 46.538278)",2,,
341946904,False,,tertiary,50,,False,159.103,3e rue de la Pointe,"LINESTRING (-72.750221 46.5390223, -72.748752 46.5390913, -72.7481457 46.5391198)",,,
489982563,False,,residential,50,,False,78.21600000000001,Avenue Tamarac,"LINESTRING (-72.750221 46.5390223, -72.750256 46.5393888, -72.750288 46.5397242)",2,,
43423301,False,,residential,50,,False,82.941,Avenue Tamarac,"LINESTRING (-72.7501499 46.538278, -72.7501845 46.5386401, -72.750221 46.5390223)",2,,
43423301,False,,residential,50,,True,77.37,Avenue Tamarac,"LINESTRING (-72.7501499 46.538278, -72.7501175 46.537939, -72.7500836 46.5375837)",2,,
489982552,True,,residential,50,,False,155.14600000000002,2e rue de la Pointe,"LINESTRING (-72.7501499 46.538278, -72.7511363 46.5382279, -72.7512668 46.5382105, -72.7513855 46.5381782, -72.7514855 46.5381382, -72.7518057 46.537954, -72.7519941 46.5378456)",,,
