osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge
931606531,False,2,Emilio Valle,residential,50,True,71.691,,"LINESTRING (-70.9281272 -33.0827806, -70.9288816 -33.0826536)",
142693258,False,2,Arturo Prat,primary,60,True,108.249,G-16,"LINESTRING (-70.9281272 -33.0827806, -70.9281873 -33.0828282, -70.9288314 -33.0835537)",
587044825,False,2,Emilio Valle,residential,,False,41.988,,"LINESTRING (-70.9281272 -33.0827806, -70.9278641 -33.0828245, -70.9277947 -33.0828424, -70.9277156 -33.0828688, -70.9276932 -33.0828774)",
931606532,False,2,Arturo Prat,primary,50,False,144.864,G-16,"LINESTRING (-70.9281272 -33.0827806, -70.928079 -33.0827149, -70.9280759 -33.0826788, -70.9279755 -33.0814923)",
142693258,False,2,Arturo Prat,primary,60,False,23.229,G-16,"LINESTRING (-70.9289689 -33.0837273, -70.9289396 -33.0836797, -70.9289052 -33.0836346, -70.9288314 -33.0835537)",
142693258,False,2,Arturo Prat,primary,60,True,147.947,G-16,"LINESTRING (-70.9289689 -33.0837273, -70.9289876 -33.0837653, -70.9290031 -33.0838043, -70.9290149 -33.0838469, -70.9290218 -33.0838902, -70.9290568 -33.0843018, -70.9290869 -33.0847538, -70.9290983 -33.084856, -70.9290981 -33.0849892, -70.929098 -33.0850489)",
931606530,False,,Juana Rosa Bustos,residential,,False,123.11200000000001,,"LINESTRING (-70.9289689 -33.0837273, -70.9290473 -33.0837196, -70.9302106 -33.0836059, -70.9302814 -33.083599)",
"[142579737, 35024308]",False,2,"['La Paz', 'Manuel Rodríguez']",residential,,True,353.3399999999999,,"LINESTRING (-70.9268238 -33.0840866, -70.9269176 -33.08412, -70.9275587 -33.0841515, -70.9276217 -33.0841649, -70.9276645 -33.0841891, -70.9276854 -33.0842065, -70.9277196 -33.0842481, -70.9277424 -33.0843009, -70.9277585 -33.0843818, -70.9277853 -33.0846538, -70.9277923 -33.0847284, -70.9277961 -33.0848032, -70.9277951 -33.0849382, -70.927784 -33.0850729, -70.9277375 -33.0854984, -70.927729 -33.0855988, -70.9277273 -33.0856809, -70.9277309 -33.085763, -70.9277397 -33.0858448, -70.9277531 -33.0859228, -70.9277712 -33.086, -70.9278108 -33.0861538, -70.9278566 -33.0863003, -70.9279098 -33.0864449, -70.9279731 -33.0865943)",
"[404988825, 223895548]",False,,,residential,,False,269.23900000000003,,"LINESTRING (-70.9268238 -33.0840866, -70.9265355 -33.0842966, -70.9263373 -33.0844893, -70.9261904 -33.0846399, -70.9260955 -33.0847297, -70.9259992 -33.0847988, -70.9259019 -33.0848684, -70.9258291 -33.0848769, -70.9257636 -33.0848681, -70.9257182 -33.0848353, -70.9255672 -33.0844762, -70.9255309 -33.0843728, -70.9254974 -33.0842234, -70.9253848 -33.0837211)",
931606536,False,,La Paz,residential,,False,104.681,,"LINESTRING (-70.9268238 -33.0840866, -70.9267661 -33.0840312, -70.9263963 -33.0832205)",
88216037,False,2,Independencia,residential,50,True,10.718,,"LINESTRING (-70.9247807 -33.0852814, -70.9248951 -33.0852712)",
223895549,False,,,living_street,,True,81.271,,"LINESTRING (-70.9247807 -33.0852814, -70.924674 -33.084556)",
142693258,False,2,Arturo Prat,primary,60,False,46.72,G-16,"LINESTRING (-70.9290894 -33.085469, -70.929098 -33.0850489)",
142693258,False,2,Arturo Prat,primary,60,True,114.824,G-16,"LINESTRING (-70.9290894 -33.085469, -70.9290629 -33.0865014)",
88216080,False,2,,unclassified,,False,56.59,,"LINESTRING (-70.929946 -33.0854878, -70.9299438 -33.0854369, -70.9299267 -33.0850357, -70.9299243 -33.0849792)",
931618358,True,2,Ignacio Carrera Pinto,unclassified,,False,79.833,,"LINESTRING (-70.929946 -33.0854878, -70.9295892 -33.08548, -70.9291955 -33.0854713, -70.9291573 -33.0854705, -70.9290894 -33.085469)",
931639654,False,2,O'Higgins,residential,50,True,92.638,,"LINESTRING (-70.9304522 -33.085556, -70.9305059 -33.0863879)",
88216066,True,2,Ignacio Carrera Pinto,unclassified,,False,48.301,,"LINESTRING (-70.9304522 -33.085556, -70.9302744 -33.0855594, -70.9302161 -33.0855555, -70.9301417 -33.0855409, -70.9300154 -33.0855066, -70.929946 -33.0854878)",
931639650,False,2,O'Higgins,residential,50,False,75.53399999999999,,"LINESTRING (-70.9304522 -33.085556, -70.9303906 -33.0848984, -70.9303887 -33.0848788)",
"[142579737, 35024308]",False,2,"['La Paz', 'Manuel Rodríguez']",residential,,False,353.34,,"LINESTRING (-70.9279731 -33.0865943, -70.9279098 -33.0864449, -70.9278566 -33.0863003, -70.9278108 -33.0861538, -70.9277712 -33.086, -70.9277531 -33.0859228, -70.9277397 -33.0858448, -70.9277309 -33.085763, -70.9277273 -33.0856809, -70.927729 -33.0855988, -70.9277375 -33.0854984, -70.927784 -33.0850729, -70.9277951 -33.0849382, -70.9277961 -33.0848032, -70.9277923 -33.0847284, -70.9277853 -33.0846538, -70.9277585 -33.0843818, -70.9277424 -33.0843009, -70.9277196 -33.0842481, -70.9276854 -33.0842065, -70.9276645 -33.0841891, -70.9276217 -33.0841649, -70.9275587 -33.0841515, -70.9269176 -33.08412, -70.9268238 -33.0840866)",
"[142579745, 88216067, 142579741]",False,2,Daniel Moya,residential,,True,277.82,,"LINESTRING (-70.9279731 -33.0865943, -70.9277532 -33.0865741, -70.9274636 -33.0865333, -70.9271 -33.0864583, -70.9270263 -33.0864482, -70.9268881 -33.0864494, -70.9264147 -33.0864797, -70.9260392 -33.0865201, -70.9252498 -33.086597, -70.9250873 -33.0866117, -70.9250194 -33.0866178)",
142579742,False,,La Paz,residential,,True,10.679,,"LINESTRING (-70.9252525 -33.0820714, -70.925244 -33.0821189, -70.9252272 -33.0821648)",
344554406,True,,La Paz,residential,,False,48.965,,"LINESTRING (-70.9252525 -33.0820714, -70.925492 -33.0823929, -70.9255182 -33.0824502)",
88216076,False,2,Emilio Valle,residential,50,True,77.515,,"LINESTRING (-70.9321659 -33.0821417, -70.9313474 -33.0822667)",
88216076,False,2,Emilio Valle,residential,50,False,77.515,,"LINESTRING (-70.9313474 -33.0822667, -70.9321659 -33.0821417)",
88216076,False,2,Emilio Valle,residential,50,True,108.815,,"LINESTRING (-70.9313474 -33.0822667, -70.9309121 -33.0823332, -70.9303028 -33.0824263, -70.9302675 -33.0824316, -70.9301984 -33.0824422)",
931606529,False,2,San Martín,residential,,True,138.595,,"LINESTRING (-70.9313474 -33.0822667, -70.9313522 -33.0823244, -70.9313556 -33.0823648, -70.9314508 -33.0835101)",
88216076,False,2,Emilio Valle,residential,50,False,108.815,,"LINESTRING (-70.9301984 -33.0824422, -70.9302675 -33.0824316, -70.9303028 -33.0824263, -70.9309121 -33.0823332, -70.9313474 -33.0822667)",
88216082,False,2,O'Higgins,residential,50,False,143.896,,"LINESTRING (-70.9301984 -33.0824422, -70.9300875 -33.0812143, -70.9300819 -33.0811518)",
88216082,False,2,O'Higgins,residential,50,True,128.862,,"LINESTRING (-70.9301984 -33.0824422, -70.930204 -33.0825198, -70.9302775 -33.0835446, -70.9302814 -33.083599)",
931606531,False,2,Emilio Valle,residential,50,False,124.916,,"LINESTRING (-70.9301984 -33.0824422, -70.9301264 -33.0824538, -70.9300868 -33.0824601, -70.9288816 -33.0826536)",
931606531,False,2,Emilio Valle,residential,50,False,71.691,,"LINESTRING (-70.9288816 -33.0826536, -70.9281272 -33.0827806)",
931618355,False,2,Juana Rosa Bustos,residential,50,True,92.746,,"LINESTRING (-70.9288816 -33.0826536, -70.9289712 -33.0834843)",
931606531,False,2,Emilio Valle,residential,50,True,124.916,,"LINESTRING (-70.9288816 -33.0826536, -70.9300868 -33.0824601, -70.9301264 -33.0824538, -70.9301984 -33.0824422)",
587044825,False,2,Emilio Valle,residential,,True,126.87899999999999,,"LINESTRING (-70.9263963 -33.0832205, -70.9264382 -33.0832166, -70.9264771 -33.0832104, -70.9265656 -33.0831896, -70.9274997 -33.0829413, -70.9275714 -33.082921, -70.9276351 -33.0828997, -70.9276932 -33.0828774)",
931606536,False,,La Paz,residential,,True,104.681,,"LINESTRING (-70.9263963 -33.0832205, -70.9267661 -33.0840312, -70.9268238 -33.0840866)",
