osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,bridge
497033052,2,Chacabuco,residential,False,False,43.279,"LINESTRING (-73.0845183 -40.2987179, -73.084031 -40.2988335)",,,,
497033052,2,Chacabuco,residential,False,True,116.449,"LINESTRING (-73.0845183 -40.2987179, -73.0850106 -40.2986393, -73.085406 -40.2986001, -73.0858771 -40.2985871)",,,,
1183456351,2,Arturo Prat,secondary,True,False,117.451,"LINESTRING (-73.0845183 -40.2987179, -73.0840866 -40.2977589, -73.0840685 -40.2977189)",50,,,
497033053,2,Eleuterio Ramírez,secondary,False,True,70.093,"LINESTRING (-73.0854042 -40.2973841, -73.0851668 -40.2967803)",50,T-800,,
497033053,2,Eleuterio Ramírez,secondary,False,False,139.65,"LINESTRING (-73.0854042 -40.2973841, -73.0856344 -40.2979698, -73.0856653 -40.2980484, -73.0857578 -40.2982838, -73.0858771 -40.2985871)",50,T-800,,
84563971,2,Esmeralda,residential,False,True,33.838,"LINESTRING (-73.082626 -40.2980805, -73.082744 -40.2983712)",,,,
84563992,2,Sargento Aldea,secondary,True,False,128.773,"LINESTRING (-73.082626 -40.2980805, -73.0840125 -40.297733, -73.0840685 -40.2977189)",,,,
574963062,2,Comercio,primary,True,False,117.919,"LINESTRING (-73.0821076 -40.2969505, -73.0807746 -40.2972521)",50,210,,
197660172,2,Esmeralda,tertiary,True,False,133.12,"LINESTRING (-73.0821076 -40.2969505, -73.0825972 -40.2980171, -73.082626 -40.2980805)",50,,,
236321015,2,Serrano,tertiary,True,False,127.339,"LINESTRING (-73.07985 -40.2951104, -73.0793578 -40.2940285)",50,,,
197660181,2,Manuel Montt,residential,True,False,134.44400000000002,"LINESTRING (-73.07985 -40.2951104, -73.0784796 -40.2954437, -73.0784147 -40.2954595, -73.0783397 -40.2954777)",50,,,
236321015,2,Serrano,tertiary,True,False,131.787,"LINESTRING (-73.0803635 -40.296229, -73.07985 -40.2951104)",50,,,
197660171,2,Cayetano Letelier,primary,True,False,113.03800000000001,"LINESTRING (-73.0803635 -40.296229, -73.0809223 -40.2960798, -73.0816218 -40.2958938)",50,,,
574963061,2,Serrano,primary,True,False,118.986,"LINESTRING (-73.0807746 -40.2972521, -73.0803635 -40.296229)",50,,,
197660165,2,Comercio,primary,True,False,130.276,"LINESTRING (-73.0807746 -40.2972521, -73.0803739 -40.2973412, -73.0800946 -40.2974034, -73.0798595 -40.2974556, -73.0797037 -40.2974903, -73.0792999 -40.2975801)",50,210,,
84563992,2,Sargento Aldea,secondary,True,False,50.86,"LINESTRING (-73.0812317 -40.2984301, -73.0818014 -40.2982872)",,,,
236321014,2,Serrano,residential,False,True,91.589,"LINESTRING (-73.0812317 -40.2984301, -73.0815653 -40.2992135)",,,,
574963056,2,Serrano,tertiary,True,False,136.636,"LINESTRING (-73.0812317 -40.2984301, -73.0807924 -40.2972828, -73.0807746 -40.2972521)",50,,,
84563982,2,Riquelme,secondary,False,True,128.587,"LINESTRING (-73.0778381 -40.2943864, -73.0779817 -40.2946988, -73.0780563 -40.2948612, -73.0783397 -40.2954777)",,,,
197660183,2,Angamos,tertiary,True,False,134.893,"LINESTRING (-73.0778381 -40.2943864, -73.0792482 -40.2940543, -73.0793578 -40.2940285)",50,,,
578731807,2,Riquelme,secondary,False,True,129.189,"LINESTRING (-73.0778381 -40.2943864, -73.0777108 -40.2940652, -73.0774189 -40.2933635, -73.0773833 -40.2932776)",,,,
197660175,2,Manuel Montt,residential,False,False,82.76,"LINESTRING (-73.0783397 -40.2954777, -73.0774125 -40.2957097)",,,,
84563982,2,Riquelme,secondary,False,False,128.587,"LINESTRING (-73.0783397 -40.2954777, -73.0780563 -40.2948612, -73.0779817 -40.2946988, -73.0778381 -40.2943864)",,,,
84563982,2,Riquelme,secondary,False,True,130.235,"LINESTRING (-73.0783397 -40.2954777, -73.0785052 -40.2958378, -73.0786357 -40.2961217, -73.0788243 -40.296532, -73.0788465 -40.2965833)",,,,
84563982,2,Riquelme,secondary,False,False,130.23499999999999,"LINESTRING (-73.0788465 -40.2965833, -73.0788243 -40.296532, -73.0786357 -40.2961217, -73.0785052 -40.2958378, -73.0783397 -40.2954777)",,,,
84563982,2,Riquelme,secondary,False,True,117.325,"LINESTRING (-73.0788465 -40.2965833, -73.0788697 -40.2966306, -73.0790797 -40.2970875, -73.0791593 -40.2972608, -73.0792058 -40.2973619, -73.0792999 -40.2975801)",,,,
197660185,2,Cayetano Letelier,residential,False,False,61.317,"LINESTRING (-73.0788465 -40.2965833, -73.0787634 -40.2966027, -73.0781552 -40.2967448)",,,,
574963060,2,Cayetano Letelier,tertiary,True,False,134.552,"LINESTRING (-73.0788465 -40.2965833, -73.0789272 -40.2965645, -73.0803635 -40.296229)",,,,
84563992,2,Sargento Aldea,secondary,True,False,57.98,"LINESTRING (-73.0798712 -40.2987711, -73.0805207 -40.2986083)",,,,
84563992,2,Sargento Aldea,secondary,True,False,119.239,"LINESTRING (-73.0840685 -40.2977189, -73.0841376 -40.2977016, -73.0854042 -40.2973841)",,,,
1183456351,2,Arturo Prat,secondary,True,False,129.284,"LINESTRING (-73.0840685 -40.2977189, -73.0840438 -40.2976618, -73.0836179 -40.2966747, -73.0835893 -40.2966152)",50,,,
574963059,2,Bernardo O'Higgins,primary,True,False,129.221,"LINESTRING (-73.0811897 -40.2912817, -73.0812391 -40.2912689, -73.0825172 -40.2909382, -73.0826325 -40.2909084)",50,208,,
84564174,2,21 de Mayo,residential,False,False,86.093,"LINESTRING (-73.0843693 -40.2916005, -73.0834111 -40.291856)",50,,,
"[84564174, 84564143]",2,"['Manuel Rodríguez', '21 de Mayo']",residential,False,True,169.506,"LINESTRING (-73.0843693 -40.2916005, -73.0848332 -40.2914912, -73.0849265 -40.2914871, -73.0849734 -40.2915248, -73.0854599 -40.2924865)",50,,,
84564215,2,Eleuterio Ramírez,primary,True,False,126.18,"LINESTRING (-73.0835463 -40.2930206, -73.0840161 -40.2940973)",50,208,,
578731811,2,Angamos,residential,False,False,45.309,"LINESTRING (-73.0835463 -40.2930206, -73.0836191 -40.2930003, -73.0839679 -40.2929029, -73.084048 -40.2928806)",50,,,
433209206,2,Arturo Prat,primary,True,False,130.052,"LINESTRING (-73.08212 -40.2933779, -73.0819783 -40.2930585, -73.0818483 -40.2927657, -73.0816286 -40.29227)",50,,,
579572610,2,Angamos,tertiary,True,False,127.327,"LINESTRING (-73.08212 -40.2933779, -73.0821644 -40.2933668, -73.0834247 -40.2930513, -73.0835463 -40.2930206)",50,,,
84564215,2,Eleuterio Ramírez,primary,True,False,128.031,"LINESTRING (-73.0830761 -40.2919265, -73.0830954 -40.2919668, -73.0835463 -40.2930206)",50,208,,
578731805,2,21 de Mayo,residential,False,True,29.48,"LINESTRING (-73.0830761 -40.2919265, -73.0831443 -40.2919142, -73.0834111 -40.291856)",50,,,
578731818,2,21 de Mayo,secondary,True,False,128.573,"LINESTRING (-73.0830761 -40.2919265, -73.0816959 -40.2922541, -73.0816722 -40.2922597, -73.0816286 -40.29227)",50,,,
433209206,2,Arturo Prat,primary,True,False,116.028,"LINESTRING (-73.0816286 -40.29227, -73.0811897 -40.2912817)",50,,,
578731818,2,21 de Mayo,secondary,True,False,133.817,"LINESTRING (-73.0816286 -40.29227, -73.08158 -40.2922816, -73.0802816 -40.2925897, -73.0801221 -40.2926276)",50,,,
197660185,2,Cayetano Letelier,residential,False,True,61.317,"LINESTRING (-73.0781552 -40.2967448, -73.0787634 -40.2966027, -73.0788465 -40.2965833)",,,,
84564182,2,Manuel Montt,residential,False,True,56.488,"LINESTRING (-73.0847437 -40.2939204, -73.0853764 -40.2937617)",,,,
197660181,2,Manuel Montt,residential,True,False,64.769,"LINESTRING (-73.0847437 -40.2939204, -73.0840161 -40.2940973)",50,,,
578731809,2,Philippi,tertiary,False,False,129.806,"LINESTRING (-73.0847437 -40.2939204, -73.084048 -40.2928806)",50,,,
1183697223,2,Philippi,tertiary,False,True,128.032,"LINESTRING (-73.0847437 -40.2939204, -73.0854121 -40.2949528)",50,,,
84567571,2,Arturo Prat,primary,True,False,127.824,"LINESTRING (-73.0835893 -40.2966152, -73.0835731 -40.2965717, -73.0833674 -40.2961016, -73.0831389 -40.2955796, -73.0831146 -40.2955242)",50,,,
574963062,2,Comercio,primary,True,False,131.07500000000002,"LINESTRING (-73.0835893 -40.2966152, -73.0835282 -40.2966291, -73.0821076 -40.2969505)",50,210,,
550674715,2,Barros Arana,tertiary,True,False,133.228,"LINESTRING (-73.0779524 -40.2909181, -73.0769332 -40.2911759, -73.0764629 -40.2912985)",,,,
236321015,2,Serrano,tertiary,True,False,120.049,"LINESTRING (-73.0784155 -40.2919383, -73.0779524 -40.2909181)",50,,,
197660169,2,Bernardo O'Higgins,secondary,True,False,111.334,"LINESTRING (-73.0784155 -40.2919383, -73.0796383 -40.2916585, -73.079673 -40.2916511)",50,,,
236321015,2,Serrano,tertiary,True,False,116.25,"LINESTRING (-73.0788644 -40.2929261, -73.0784155 -40.2919383)",50,,,
578731818,2,21 de Mayo,secondary,True,False,131.55700000000002,"LINESTRING (-73.0788644 -40.2929261, -73.0774687 -40.2932574, -73.0773833 -40.2932776)",50,,,
197660183,2,Angamos,tertiary,True,False,112.697,"LINESTRING (-73.0793578 -40.2940285, -73.0806274 -40.2937294)",50,,,
236321015,2,Serrano,tertiary,True,False,129.528,"LINESTRING (-73.0793578 -40.2940285, -73.07902 -40.2932697, -73.0789041 -40.2930144, -73.0788644 -40.2929261)",50,,,
578731816,2,Riquelme,tertiary,False,True,117.42,"LINESTRING (-73.0764629 -40.2912985, -73.076921 -40.292295)",,,,
578731816,2,Riquelme,tertiary,False,False,24.662,"LINESTRING (-73.0764629 -40.2912985, -73.0764202 -40.2912055, -73.0763667 -40.2910892)",,,,
236433600,2,Riquelme,secondary,True,False,116.083,"LINESTRING (-73.0773833 -40.2932776, -73.076921 -40.292295)",50,,,
578731807,2,Riquelme,secondary,False,False,129.189,"LINESTRING (-73.0773833 -40.2932776, -73.0774189 -40.2933635, -73.0777108 -40.2940652, -73.0778381 -40.2943864)",,,,
197660172,2,Esmeralda,tertiary,True,False,115.069,"LINESTRING (-73.079673 -40.2916511, -73.0801221 -40.2926276)",50,,,
197660169,2,Bernardo O'Higgins,secondary,True,False,135.03900000000002,"LINESTRING (-73.079673 -40.2916511, -73.08114 -40.2912938, -73.0811897 -40.2912817)",50,,,
578731816,2,Riquelme,tertiary,False,False,117.42,"LINESTRING (-73.076921 -40.292295, -73.0764629 -40.2912985)",,,,
197660169,2,Bernardo O'Higgins,secondary,True,False,132.844,"LINESTRING (-73.076921 -40.292295, -73.0783733 -40.2919527, -73.0784155 -40.2919383)",50,,,
578731816,2,Riquelme,tertiary,False,True,24.662,"LINESTRING (-73.0763667 -40.2910892, -73.0764202 -40.2912055, -73.0764629 -40.2912985)",,,,
197660172,2,Esmeralda,tertiary,True,False,129.794,"LINESTRING (-73.0801221 -40.2926276, -73.0806274 -40.2937294)",50,,,
578731818,2,21 de Mayo,secondary,True,False,111.715,"LINESTRING (-73.0801221 -40.2926276, -73.0788644 -40.2929261)",50,,,
84564174,2,21 de Mayo,residential,False,True,86.093,"LINESTRING (-73.0834111 -40.291856, -73.0843693 -40.2916005)",50,,,
