osmid,name,highway,oneway,reversed,length,lanes,ref,bridge,geometry
708164534,Gabriela Mistral,residential,False,False,111.64,,,,"LINESTRING (-72.6820336 -44.7301874, -72.6822721 -44.7291978)"
"[54434289, 234348140, 54434301]","['Gabriela Mistral', 'Piloto Pardo']",tertiary,False,"[False, True]",84.04599999999999,2,X-24,yes,"LINESTRING (-72.6820336 -44.7301874, -72.6819319 -44.7303762, -72.6818541 -44.7306783, -72.6818175 -44.7308269, -72.6817921 -44.7309209)"
234348139,Avenida Arturo Prat,tertiary,False,False,270.849,2,X-24,,"LINESTRING (-72.6820336 -44.7301874, -72.6827616 -44.729877, -72.6829163 -44.7297589, -72.6830068 -44.7296478, -72.6830971 -44.7295369, -72.6833213 -44.7293435, -72.6835678 -44.7292484, -72.6837647 -44.7291544, -72.6838854 -44.7289662, -72.6841026 -44.7285782, -72.6841611 -44.728454, -72.6841701 -44.7284134)"
532108063,Piloto Pardo,residential,False,False,5.547,,,,"LINESTRING (-72.6817921 -44.7309209, -72.6817678 -44.7309677)"
"[54434289, 234348140, 54434301]","['Gabriela Mistral', 'Piloto Pardo']",tertiary,False,"[False, True]",84.04599999999999,2,X-24,yes,"LINESTRING (-72.6817921 -44.7309209, -72.6818175 -44.7308269, -72.6818541 -44.7306783, -72.6819319 -44.7303762, -72.6820336 -44.7301874)"
54434299,Carlos Condell,residential,False,False,118.008,,,,"LINESTRING (-72.6815541 -44.7317529, -72.6800924 -44.7315338)"
532108063,Piloto Pardo,residential,False,True,88.927,,,,"LINESTRING (-72.6815541 -44.7317529, -72.6817678 -44.7309677)"
54434299,Carlos Condell,residential,False,False,118.773,,,,"LINESTRING (-72.6800924 -44.7315338, -72.6786174 -44.7313266)"
54434299,Carlos Condell,residential,False,True,118.008,,,,"LINESTRING (-72.6800924 -44.7315338, -72.6815541 -44.7317529)"
54434300,Doctor Steffens,residential,False,False,60.183,,,,"LINESTRING (-72.6800924 -44.7315338, -72.6802475 -44.7310039)"
54434299,Carlos Condell,residential,False,False,123.983,,,,"LINESTRING (-72.6786174 -44.7313266, -72.6770788 -44.7311064)"
54434299,Carlos Condell,residential,False,True,118.773,,,,"LINESTRING (-72.6786174 -44.7313266, -72.6800924 -44.7315338)"
234347603,Hernando de Magallanes,residential,False,True,122.984,,,,"LINESTRING (-72.6786174 -44.7313266, -72.678913 -44.7302407)"
54434299,Carlos Condell,residential,False,False,120.075,,,,"LINESTRING (-72.6770788 -44.7311064, -72.6755915 -44.7308835)"
54434299,Carlos Condell,residential,False,True,123.983,,,,"LINESTRING (-72.6770788 -44.7311064, -72.6786174 -44.7313266)"
234348071,Pozo Almonte,residential,False,False,55.753,,,,"LINESTRING (-72.6770788 -44.7311064, -72.6769428 -44.7315984)"
234348071,Pozo Almonte,residential,False,True,38.461,,,,"LINESTRING (-72.6770788 -44.7311064, -72.6771809 -44.7307682)"
54434296,Batallón Atacama,residential,False,False,38.512,,,,"LINESTRING (-72.6755915 -44.7308835, -72.6756934 -44.7305448)"
54434296,Batallón Atacama,residential,False,True,56.592,,,,"LINESTRING (-72.6755915 -44.7308835, -72.6754805 -44.7313863)"
54434299,Carlos Condell,residential,False,False,44.718,,,,"LINESTRING (-72.6755915 -44.7308835, -72.6750405 -44.7307913)"
54434299,Carlos Condell,residential,False,True,120.075,,,,"LINESTRING (-72.6755915 -44.7308835, -72.6770788 -44.7311064)"
532108062,Gabriela Mistral,residential,True,False,122.181,2,,,"LINESTRING (-72.6825017 -44.728214, -72.6827663 -44.7271314)"
708164534,Gabriela Mistral,residential,False,True,110.887,,,,"LINESTRING (-72.6825017 -44.728214, -72.6822721 -44.7291978)"
1224879525,Pedro Aguirre Cerda,residential,False,False,133.653,,,,"LINESTRING (-72.6825017 -44.728214, -72.6841701 -44.7284134)"
1224879525,Pedro Aguirre Cerda,residential,False,True,133.653,,,,"LINESTRING (-72.6841701 -44.7284134, -72.6825017 -44.728214)"
