osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry,maxspeed
28616411,Curaca Oriente,residential,False,False,148.615,,,"LINESTRING (-71.1244269 -33.3982172, -71.1250577 -33.3994456)",
"[193856497, 193856498, 361779447]",Los Canelos,tertiary,False,False,79.357,"['1', '2']",yes,"LINESTRING (-71.1244269 -33.3982172, -71.1246397 -33.3981602, -71.1249208 -33.3980902, -71.1252427 -33.3980041)",
28616417,Cuyuncaví,tertiary,False,True,32.291,2,,"LINESTRING (-71.1252427 -33.3980041, -71.1253902 -33.3982671)",
"[193856497, 193856498, 361779447]",Los Canelos,tertiary,False,True,79.357,"['1', '2']",yes,"LINESTRING (-71.1252427 -33.3980041, -71.1249208 -33.3980902, -71.1246397 -33.3981602, -71.1244269 -33.3982172)",
28616411,Curaca Oriente,residential,False,True,148.615,,,"LINESTRING (-71.1250577 -33.3994456, -71.1244269 -33.3982172)",
28616412,Pasaje Ana Cruchaga,living_street,False,True,159.143,,,"LINESTRING (-71.1250577 -33.3994456, -71.1248883 -33.4008698)",
28616411,Curaca Oriente,residential,False,False,31.381,,,"LINESTRING (-71.1250577 -33.3994456, -71.1251577 -33.3994993, -71.1253393 -33.3996017)",
28616413,Pasaje Patroncitos,living_street,False,True,146.123,,,"LINESTRING (-71.1253393 -33.3996017, -71.125178 -33.4009089)",
28616411,Curaca Oriente,residential,False,False,89.803,,,"LINESTRING (-71.1253393 -33.3996017, -71.1254829 -33.3997022, -71.1255822 -33.3998119, -71.1257587 -33.400304)",
28616411,Curaca Oriente,residential,False,True,31.381,,,"LINESTRING (-71.1253393 -33.3996017, -71.1251577 -33.3994993, -71.1250577 -33.3994456)",
28616411,Curaca Oriente,residential,False,False,15.062000000000001,,,"LINESTRING (-71.1257587 -33.400304, -71.1257912 -33.4003946, -71.1258051 -33.4004338)",
28616411,Curaca Oriente,residential,False,True,89.803,,,"LINESTRING (-71.1257587 -33.400304, -71.1255822 -33.3998119, -71.1254829 -33.3997022, -71.1253393 -33.3996017)",
28616414,Pasaje Hogar De Cristo,living_street,False,True,41.567,,,"LINESTRING (-71.1257587 -33.400304, -71.1255731 -33.4002913, -71.1255529 -33.400509)",
28616411,Curaca Oriente,residential,False,True,15.062000000000001,,,"LINESTRING (-71.1258051 -33.4004338, -71.1257912 -33.4003946, -71.1257587 -33.400304)",
28616412,Pasaje Ana Cruchaga,living_street,False,False,159.143,,,"LINESTRING (-71.1248883 -33.4008698, -71.1250577 -33.3994456)",
28616413,Pasaje Patroncitos,living_street,False,False,146.123,,,"LINESTRING (-71.125178 -33.4009089, -71.1253393 -33.3996017)",
28616414,Pasaje Hogar De Cristo,living_street,False,False,41.567,,,"LINESTRING (-71.1255529 -33.400509, -71.1255731 -33.4002913, -71.1257587 -33.400304)",
28616416,Calle La Plaza,residential,False,False,135.388,,,"LINESTRING (-71.1267171 -33.399626, -71.1267418 -33.4008434)",
28616418,Francisco Saavedra,residential,False,False,54.373,,,"LINESTRING (-71.1267171 -33.399626, -71.1273028 -33.3996224)",
28616418,Francisco Saavedra,residential,False,True,58.494,,,"LINESTRING (-71.1267171 -33.399626, -71.1260871 -33.399636)",
28616416,Calle La Plaza,residential,False,True,135.388,,,"LINESTRING (-71.1267418 -33.4008434, -71.1267171 -33.399626)",
28616417,Cuyuncaví,tertiary,False,False,147.373,2,,"LINESTRING (-71.1267418 -33.4008434, -71.1260871 -33.399636)",
533071618,Camino a la Parcela,tertiary,False,False,174.144,2,,"LINESTRING (-71.1267418 -33.4008434, -71.1268269 -33.4024079)",
541333511,Jorge Montt,tertiary,False,True,53.724,2,,"LINESTRING (-71.1267418 -33.4008434, -71.1273202 -33.400827)",
279024961,Avenida Ambrosio O'Higgins,primary,True,False,87.211,2,,"LINESTRING (-71.1268269 -33.4024079, -71.1258882 -33.4023758)",
533071618,Camino a la Parcela,tertiary,False,True,174.144,2,,"LINESTRING (-71.1268269 -33.4024079, -71.1267418 -33.4008434)",
28615288,Avenida Ambrosio O'Higgins,primary,False,True,183.93599999999998,2,,"LINESTRING (-71.1268269 -33.4024079, -71.1283783 -33.402543, -71.1286875 -33.4025813, -71.1287957 -33.4025927)",40
