osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
373835052,2,Rengo,secondary,50,False,False,62.063,,"LINESTRING (-71.6064841 -35.8509023, -71.6058133 -35.8510284)",
669039856,2,Hernán Mery,secondary,50,False,True,146.071,L-457,"LINESTRING (-71.6064841 -35.8509023, -71.6065449 -35.8510258, -71.6071287 -35.8521075)",
"[669039857, 93459489]",2,"['Esperanza', 'Hernán Mery']",residential,50,True,False,211.151,,"LINESTRING (-71.6064841 -35.8509023, -71.6060219 -35.8496394, -71.6053188 -35.8497556)",
373835052,2,Rengo,secondary,50,False,True,62.063,,"LINESTRING (-71.6058133 -35.8510284, -71.6064841 -35.8509023)",
1004434079,2,Rengo,primary,50,False,False,62.552,,"LINESTRING (-71.6058133 -35.8510284, -71.605138 -35.8511582)",
1004982191,2,Yungay,primary,50,True,False,92.677,,"LINESTRING (-71.6058133 -35.8510284, -71.6055073 -35.8502327)",
1004434079,2,Rengo,primary,50,False,False,98.21,,"LINESTRING (-71.6042776 -35.8513235, -71.6032173 -35.8515272)",
1004434079,2,Rengo,primary,50,False,True,6.781,,"LINESTRING (-71.6042776 -35.8513235, -71.6043508 -35.8513094)",
436468655,2,Colo Colo,tertiary,50,True,False,142.195,,"LINESTRING (-71.6033162 -35.8488976, -71.6048341 -35.848549)",
436646432,2,San Martín,primary,50,True,False,92.11200000000001,,"LINESTRING (-71.6033162 -35.8488976, -71.6033935 -35.8490914, -71.6034293 -35.8491832, -71.6034706 -35.8492874, -71.6035952 -35.8496016, -71.6036287 -35.8496863)",
189014432,2,Esperanza,tertiary,50,True,False,93.128,,"LINESTRING (-71.6037847 -35.8500789, -71.6047847 -35.8498681)",
436646432,2,San Martín,primary,50,True,False,55.607,,"LINESTRING (-71.6037847 -35.8500789, -71.6039731 -35.8505551)",
1004982190,2,Yungay,primary,50,True,False,20.831,,"LINESTRING (-71.6048341 -35.848549, -71.6047591 -35.8483718)",
1004434079,2,Rengo,primary,50,False,False,53.574,,"LINESTRING (-71.6026818 -35.8516301, -71.6021034 -35.8517412)",
1004434079,2,Rengo,primary,50,False,True,47.646,,"LINESTRING (-71.6026818 -35.8516301, -71.6031962 -35.8515313)",
1004982193,2,Freire,residential,50,True,False,142.084,,"LINESTRING (-71.6026818 -35.8516301, -71.6022676 -35.8503972)",
52121663,2,Freire,residential,50,True,False,138.518,,"LINESTRING (-71.6022676 -35.8503972, -71.601842 -35.8492002)",
189014432,2,Esperanza,tertiary,50,True,False,49.933,,"LINESTRING (-71.6022676 -35.8503972, -71.6028042 -35.8502855)",
436468655,2,Colo Colo,tertiary,50,True,False,137.065,,"LINESTRING (-71.601842 -35.8492002, -71.6033162 -35.8488976)",
436646432,2,San Martín,primary,50,True,False,76.3,,"LINESTRING (-71.6030573 -35.8482443, -71.6033162 -35.8488976)",
93284615,1,Mauricio Rugendas,living_street,30,False,False,77.795,,"LINESTRING (-71.6031879 -35.8537917, -71.6040281 -35.8536313)",
93284615,1,Mauricio Rugendas,living_street,30,False,True,11.787,,"LINESTRING (-71.6031879 -35.8537917, -71.6030606 -35.853816)",
93284651,1,Mauricio Rugendas,living_street,30,False,True,17.829,,"LINESTRING (-71.6031879 -35.8537917, -71.6032331 -35.8539478)",
93284661,1,Subercaseaux,living_street,30,False,False,51.814,,"LINESTRING (-71.6033309 -35.8519843, -71.6031962 -35.8515313)",
93284661,1,Subercaseaux,living_street,30,False,True,49.398,,"LINESTRING (-71.6033309 -35.8519843, -71.6034592 -35.8524162)",
93284664,1,Carlos del Campo Rivera,living_street,30,False,False,111.999,,"LINESTRING (-71.6033309 -35.8519843, -71.6045376 -35.8517437)",
93284664,1,Carlos del Campo Rivera,living_street,30,False,True,103.78,,"LINESTRING (-71.6033309 -35.8519843, -71.6022125 -35.8522064)",
189014425,2,Francisco Encina,residential,50,False,False,28.473,,"LINESTRING (-71.6020411 -35.8526925, -71.6023491 -35.8526355)",
189014434,2,General Cristi Oriente,residential,50,False,False,101.656,,"LINESTRING (-71.6020411 -35.8526925, -71.6017568 -35.8518078)",
189014434,2,General Cristi Oriente,residential,50,False,True,95.025,,"LINESTRING (-71.6020411 -35.8526925, -71.6023124 -35.8535183)",
93284645,1,Los Jazmines,living_street,30,False,False,88.786,,"LINESTRING (-71.6051437 -35.8534103, -71.6061066 -35.8532416)",
95944147,2,San Martín,residential,50,False,False,64.58,,"LINESTRING (-71.6051437 -35.8534103, -71.6053167 -35.8539739)",
95944147,2,San Martín,residential,50,False,True,48.402,,"LINESTRING (-71.6051437 -35.8534103, -71.6050125 -35.8529882)",
93284620,2,Covadonga,residential,50,False,False,47.439,,"LINESTRING (-71.6046862 -35.8540969, -71.6051973 -35.8539949)",
