osmid,name,highway,oneway,reversed,length,geometry,lanes,access,maxspeed,bridge
85149728,Francisco Mozo,residential,False,False,50.936,"LINESTRING (-72.7020585 -45.4111378, -72.7026998 -45.4110532)",,,,
85149774,Teniente Merino,residential,False,False,96.112,"LINESTRING (-72.7020585 -45.4111378, -72.7020902 -45.4109636, -72.7020537 -45.4108276, -72.7019646 -45.4107383, -72.701948 -45.4107234, -72.7015554 -45.4104033)",,,,
85149728,Francisco Mozo,residential,False,True,50.936,"LINESTRING (-72.7026998 -45.4110532, -72.7020585 -45.4111378)",,,,
139013608,Merino Jarpa,residential,False,True,212.092,"LINESTRING (-72.7026998 -45.4110532, -72.7026225 -45.4105257, -72.702408 -45.4094202, -72.7023062 -45.4092923, -72.7021709 -45.4092507, -72.7021563 -45.4092462)",,,,
85149733,A Barros,residential,False,False,190.903,"LINESTRING (-72.699216 -45.410624, -72.7015204 -45.4104939, -72.7015554 -45.4104033)",,,,
85149757,Lord Cochrane,residential,False,True,158.035,"LINESTRING (-72.699216 -45.410624, -72.7001064 -45.4093639, -72.7001162 -45.409351)",,,,
"[540782400, 540782399]",,residential,False,False,73.638,"LINESTRING (-72.699216 -45.410624, -72.6986844 -45.4106629, -72.6985545 -45.4106363, -72.6984843 -45.4104507)",,,,
85149733,A Barros,residential,False,True,190.903,"LINESTRING (-72.7015554 -45.4104033, -72.7015204 -45.4104939, -72.699216 -45.410624)",,,,
85149774,Teniente Merino,residential,False,False,110.92099999999999,"LINESTRING (-72.7015554 -45.4104033, -72.7014999 -45.4103586, -72.7006218 -45.4096513)",,,,
85149774,Teniente Merino,residential,False,True,96.112,"LINESTRING (-72.7015554 -45.4104033, -72.701948 -45.4107234, -72.7019646 -45.4107383, -72.7020537 -45.4108276, -72.7020902 -45.4109636, -72.7020585 -45.4111378)",,,,
127584682,Carrera,residential,False,True,85.289,"LINESTRING (-72.7020762 -45.4084201, -72.7011055 -45.4080681)",,,,
139013607,Simpson,residential,False,False,125.08099999999999,"LINESTRING (-72.7020762 -45.4084201, -72.7024076 -45.4074225, -72.702396 -45.4073775, -72.7023821 -45.4073236)",,,,
139013607,Simpson,residential,False,True,93.13,"LINESTRING (-72.7020762 -45.4084201, -72.7021275 -45.4086417, -72.7021835 -45.4092245, -72.7021563 -45.4092462)",,,,
85149757,Lord Cochrane,residential,False,False,147.645,"LINESTRING (-72.7011055 -45.4080681, -72.7002049 -45.4092357)",,,,
127584682,Carrera,residential,False,False,85.289,"LINESTRING (-72.7011055 -45.4080681, -72.7020762 -45.4084201)",,,,
127584682,Carrera,residential,False,True,118.443,"LINESTRING (-72.7011055 -45.4080681, -72.6997792 -45.4075508)",,,,
85149757,Lord Cochrane,residential,False,True,119.794,"LINESTRING (-72.7011055 -45.4080681, -72.7018078 -45.4071616, -72.7018387 -45.4071217)",,,,
127584682,Carrera,residential,False,False,118.443,"LINESTRING (-72.6997792 -45.4075508, -72.7011055 -45.4080681)",,,,
127584682,Carrera,residential,False,True,120.487,"LINESTRING (-72.6997792 -45.4075508, -72.6984154 -45.4070435)",,,,
221923796,Galvarino Riveros,residential,True,False,117.75399999999999,"LINESTRING (-72.6997792 -45.4075508, -72.7004661 -45.4066671, -72.7005017 -45.4066212)",2,,,
127584682,Carrera,residential,False,False,120.487,"LINESTRING (-72.6984154 -45.4070435, -72.6997792 -45.4075508)",,,,
85149756,Arturo Prat,tertiary,True,False,63.988,"LINESTRING (-72.6984154 -45.4070435, -72.6980708 -45.4074861, -72.6980641 -45.4074939, -72.6980182 -45.4075468)",2,,,
85149737,Chacabuco,residential,False,False,127.977,"LINESTRING (-72.7006218 -45.4096513, -72.7021563 -45.4092462)",,,,
85149774,Teniente Merino,residential,False,True,110.92099999999999,"LINESTRING (-72.7006218 -45.4096513, -72.7014999 -45.4103586, -72.7015554 -45.4104033)",,,,
221923793,Teniente Merino,tertiary,True,False,51.927,"LINESTRING (-72.7006218 -45.4096513, -72.7005181 -45.4096115, -72.7001162 -45.409351)",,,,
85149737,Chacabuco,residential,False,True,127.977,"LINESTRING (-72.7021563 -45.4092462, -72.7006218 -45.4096513)",,,,
139013607,Simpson,residential,False,False,93.13,"LINESTRING (-72.7021563 -45.4092462, -72.7021835 -45.4092245, -72.7021275 -45.4086417, -72.7020762 -45.4084201)",,,,
139013608,Merino Jarpa,residential,False,False,212.092,"LINESTRING (-72.7021563 -45.4092462, -72.7021709 -45.4092507, -72.7023062 -45.4092923, -72.702408 -45.4094202, -72.7026225 -45.4105257, -72.7026998 -45.4110532)",,,,
139013607,Simpson,residential,False,True,125.081,"LINESTRING (-72.7023821 -45.4073236, -72.702396 -45.4073775, -72.7024076 -45.4074225, -72.7020762 -45.4084201)",,,,
222011622,,residential,False,False,145.84300000000002,"LINESTRING (-72.7023821 -45.4073236, -72.7024114 -45.4072858, -72.7024302 -45.4072616, -72.7026445 -45.4069851, -72.7027836 -45.4065882, -72.7028695 -45.4063208, -72.7026471 -45.4062189, -72.7025792 -45.4061878)",,,,
85149757,Lord Cochrane,residential,False,False,119.794,"LINESTRING (-72.7018387 -45.4071217, -72.7018078 -45.4071616, -72.7011055 -45.4080681)",,,,
591419117,Lord Cochrane,secondary,True,False,118.851,"LINESTRING (-72.7018387 -45.4071217, -72.7018883 -45.4070591, -72.7025792 -45.4061878)",,,,
642315813,Sargento Aldea,residential,True,False,47.995000000000005,"LINESTRING (-72.7018387 -45.4071217, -72.7019099 -45.4071482, -72.7023821 -45.4073236)",,yes,,
